Public Master's / FY2007 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Arkansas Tech University (Russellville, AR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Armstrong Atlantic State University (Savannah, GA) "	"$23,170 "	$432 	$800 	$65 	"$5,433 "	"$47,451 "	"$4,232 "	$0 	"$142,206 "	3.40%	4.10%	3.40%	72.50%	9.30%	"27,347"	928	"$142,206 "	0	$0 	0	$0 	0	$0 	"$249,163 "	"$10,945 "	"$719,950 "	$0 	"$719,950 "	"$32,550 "	"$249,163 "	"$89,947 "	"$1,523,541 "	"$1,523,541 "	"$1,523,541 "	--	--	--
"Auburn University at Montgomery (Montgomery, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Augusta State University (Augusta, GA) "	"$42,279 "	$0 	$0 	$701 	$0 	"$3,000 "	"$34,147 "	"$46,427 "	"$187,689 "	5.20%	5.20%	5.20%	41.10%	32.50%	"20,931"	"1,096"	"$497,913 "	10	"$15,128 "	13	"$107,380 "	23	"$122,508 "	"$90,320 "	"$7,437 "	"$116,936 "	"$20,100 "	"$58,300 "	"$3,550 "	"$82,494 "	"$266,164 "	"$894,255 "	"$1,530,212 "	"$1,530,212 "	--	--	--
"Bloomsburg Univ. of Pennsylvania (Bloomsburg, PA) "	"$12,471 "	$0 	$0 	"$6,010 "	$60 	"$76,964 "	"$14,906 "	"$22,143 "	"$786,295 "	12.00%	--	11.60%	91.60%	25.60%	"45,950"	"5,500"	"$1,036,180 "	"1,615"	"$474,285 "	63	"$57,028 "	"1,678"	"$531,313 "	"$534,711 "	"$14,969 "	"$320,587 "	$0 	"$149,587 "	"$11,194 "	"$513,077 "	"$80,579 "	"$3,533,922 "	"$4,051,271 "	"$4,056,381 "	--	--	--
"Boise State University (Boise, ID) "	"$43,590 "	$0 	"$1,273 "	"$1,944 "	$0 	"$55,066 "	"$671,830 "	"$257,175 "	"$1,216,329 "	11.10%	--	--	97.70%	16.50%	"56,187"	"6,231"	"$2,630,823 "	"4,847"	"$3,373,597 "	62	"$3,671,227 "	"4,909"	"$7,044,824 "	"$4,940,459 "	"$9,555 "	"$1,155,652 "	"$34,369 "	"$679,783 "	"$1,232,970 "	"$2,414,390 "	"$3,373,597 "	"$7,508,817 "	"$15,919,510 "	"$15,931,402 "	--	--	--
"Bowie State University (Bowie, MD) "	--	--	--	--	--	--	--	--	--	2.30%	--	--	73.50%	9.10%	"23,807"	542	--	--	--	--	--	--	--	"$679,520 "	"$10,752 "	"$79,265 "	--	--	--	--	--	"$756,938 "	"$983,078 "	"$983,078 "	--	--	--
"Bridgewater State College (Bridgewater, MA) "	--	--	--	--	--	--	--	--	"$477,874 "	5.70%	5.50%	4.80%	46.90%	42.30%	"49,704"	"2,826"	"$547,166 "	--	--	--	--	--	--	"$136,196 "	"$10,214 "	"$10,675 "	--	"$10,675 "	--	"$136,196 "	--	"$1,220,411 "	"$1,294,452 "	"$1,380,411 "	--	--	--
"California Polytechnic State University (San Luis Obispo, CA) "	"$1,861,016 "	$0 	"$20,215 "	"$1,155 "	"$222,900 "	"$135,109 "	"$102,812 "	"$113,500 "	"$2,470,399 "	7.70%	--	7.40%	40.40%	25.30%	"128,097"	"9,841"	"$5,212,317 "	"1,612"	"$656,652 "	131	"$1,427,692 "	"1,743"	"$2,084,344 "	"$6,395,322 "	"$16,990 "	"$3,659,703 "	"$11,260 "	"$1,738,273 "	"$181,416 "	"$2,850,950 "	"$479,233 "	"$10,544,832 "	"$20,621,731 "	"$22,699,148 "	--	--	--
"California State Univ., Bakersfield (Bakersfield, CA) "	"$2,023 "	$0 	$0 	"$2,631 "	$0 	"$30,812 "	"$37,604 "	"$6,873 "	"$142,334 "	4.60%	4.20%	4.40%	54.60%	5.50%	"23,971"	"1,100"	"$450,234 "	174	"$1,449,532 "	--	--	174	"$1,449,532 "	"$2,235,264 "	"$13,613 "	"$419,040 "	"$79,000 "	"$272,050 "	"$1,043,040 "	"$2,047,725 "	"$1,712,847 "	"$3,369,301 "	"$8,160,719 "	"$8,160,719 "	--	--	--
"California State Univ., Chico (Chico, CA) "	"$190,526 "	$0 	$0 	$438 	$0 	"$76,946 "	"$49,334 "	"$1,630 "	"$384,719 "	4.70%	5.20%	3.20%	92.90%	21.60%	"118,794"	"5,601"	"$1,029,530 "	938	"$237,786 "	3	"$4,400 "	941	"$242,186 "	"$1,350,880 "	"$13,416 "	"$965,936 "	"$62,500 "	"$329,174 "	"$14,674 "	"$528,660 "	"$237,786 "	"$1,724,549 "	"$4,775,597 "	"$4,857,118 "	--	--	--
"California State Univ., Dominguez Hills (Carson, CA) "	"$3,458 "	$0 	"$5,000 "	"$1,071 "	$0 	"$57,029 "	$841 	$0 	"$75,157 "	0.30%	--	0.30%	88.80%	13.10%	"55,171"	160	"$170,543 "	0	$0 	0	$0 	0	$0 	"$693,398 "	"$11,311 "	"$159,550 "	$0 	"$159,550 "	"$62,200 "	"$618,308 "	"$82,136 "	"$1,028,262 "	"$1,305,999 "	"$1,322,182 "	--	--	--
"California State Univ., East Bay (Hayward, CA) "	"$33,459 "	$0 	$0 	$115 	$125 	"$15,950 "	$0 	"$1,045 "	"$127,007 "	1.50%	--	1.40%	65.80%	7.90%	"91,362"	"1,392"	"$540,951 "	--	--	--	--	--	--	"$547,587 "	"$12,773 "	"$4,476,637 "	$0 	"$1,121,972 "	$0 	"$415,415 "	$0 	"$1,974,129 "	"$6,837,285 "	"$6,837,285 "	--	--	--
"California State Univ., Fresno (Fresno, CA) "	"$93,215 "	$500 	"$16,222 "	"$21,244 "	$265 	"$998,471 "	"$729,237 "	"$490,502 "	"$2,459,331 "	2.10%	2.70%	2.00%	81.40%	18.20%	"160,113"	"3,402"	"$2,769,029 "	"3,474"	"$2,794,609 "	133	"$919,592 "	"3,607"	"$3,714,201 "	"$4,025,563 "	"$10,327 "	"$1,201,334 "	"$1,124 "	"$1,079,334 "	"$924,244 "	"$3,167,332 "	"$2,885,568 "	"$11,068,816 "	"$15,206,201 "	"$15,220,957 "	--	--	--
"California State Univ., Fullerton (Fullerton, CA) "	"$426,537 "	"$8,381 "	"$14,225 "	"$1,140 "	$340 	"$143,367 "	"$137,722 "	"$65,632 "	"$995,400 "	3.30%	3.20%	3.20%	86.50%	26.80%	"154,443"	"5,093"	"$2,637,096 "	"1,251"	"$391,937 "	56	"$125,620 "	"1,307"	"$517,557 "	"$2,115,144 "	"$9,362 "	"$2,203,134 "	"$9,500 "	"$926,801 "	"$63,424 "	"$1,878,499 "	"$391,937 "	"$5,144,907 "	"$9,846,939 "	"$9,940,179 "	--	--	--
"California State Univ., Humboldt (Arcata, CA) "	"$145,236 "	$0 	$300 	"$5,180 "	$180 	"$61,465 "	"$35,359 "	"$5,694 "	"$477,295 "	7.50%	--	7.50%	88.50%	10.50%	"47,514"	"3,581"	"$507,167 "	"1,365"	"$290,047 "	0	$0 	"1,365"	"$290,047 "	"$951,025 "	"$16,781 "	"$1,451,184 "	"$8,130 "	"$1,326,184 "	"$139,531 "	"$938,025 "	"$290,047 "	"$4,083,970 "	"$4,829,819 "	"$4,829,819 "	--	--	--
"California State Univ., Long Beach (Long Beach, CA) "	"$131,188 "	"$29,700 "	$0 	"$6,834 "	$0 	"$222,286 "	"$202,841 "	"$119,995 "	"$1,517,476 "	5.70%	5.70%	5.60%	55.90%	13.60%	"207,370"	"11,832"	"$1,912,830 "	"1,921"	"$1,300,857 "	121	"$88,486 "	"2,042"	"$1,389,343 "	"$4,551,805 "	"$10,914 "	"$3,627,851 "	"$188,250 "	"$2,107,528 "	"$403,686 "	"$4,076,750 "	"$1,141,446 "	"$10,700,059 "	"$14,055,241 "	"$14,843,098 "	--	--	--
"California State Univ., Los Angeles (Los Angeles, CA) "	"$6,440 "	$50 	$450 	$900 	$50 	"$45,837 "	"$7,880 "	"$30,779 "	"$313,496 "	3.80%	--	3.80%	24.90%	36.30%	"106,094"	"4,025"	"$1,874,848 "	382	"$281,649 "	15	"$56,462 "	397	"$338,111 "	"$1,038,334 "	"$11,971 "	"$1,244,692 "	$450 	"$1,164,142 "	"$46,683 "	"$807,061 "	"$80,999 "	"$3,023,428 "	"$5,169,948 "	"$5,175,203 "	--	--	--
"California State Univ., Northridge (Northridge, CA) "	"$384,098 "	$0 	"$11,975 "	"$42,084 "	"$38,300 "	"$78,138 "	"$33,361 "	"$16,003 "	"$701,909 "	1.70%	--	1.60%	82.90%	15.40%	"191,036"	"3,236"	"$1,318,782 "	478	"$322,502 "	--	--	478	"$322,502 "	"$3,650,855 "	"$10,177 "	"$1,938,767 "	"$15,100 "	"$1,162,006 "	"$97,389 "	"$3,577,108 "	"$271,756 "	"$6,714,375 "	"$8,578,628 "	"$8,624,980 "	--	--	--
"California State Univ., Pomona (Pomona, CA) "	"$489,762 "	"$17,632 "	"$3,175 "	$50 	"$56,251 "	"$60,788 "	"$1,715 "	"$297,013 "	"$1,204,896 "	4.00%	--	3.60%	32.00%	14.10%	"104,745"	"4,143"	"$1,427,976 "	--	--	--	--	--	--	"$1,632,525 "	"$12,020 "	"$5,333,769 "	$0 	"$297,322 "	"$4,815 "	"$1,392,472 "	"$26,438 "	"$4,422,896 "	"$10,117,890 "	"$10,117,890 "	--	--	--
"California State Univ., Sacramento (Sacramento, CA) "	"$130,749 "	$420 	$0 	$185 	$0 	"$77,790 "	"$35,665 "	"$94,435 "	"$477,193 "	2.20%	2.20%	2.10%	34.40%	7.00%	"164,357"	"3,554"	"$718,494 "	0	$0 	0	$0 	0	$0 	"$2,275,029 "	"$12,106 "	"$2,925,895 "	"$26,000 "	"$871,882 "	"$91,920 "	"$740,492 "	"$196,763 "	"$5,518,617 "	"$10,202,048 "	"$10,205,234 "	--	--	--
"California State Univ., San Bernardino (San Bernardino, CA) "	"$71,675 "	$0 	$0 	$540 	"$10,050 "	"$32,955 "	"$1,000 "	"$42,031 "	"$159,100 "	2.30%	--	2.30%	41.50%	5.80%	"54,517"	"1,267"	"$406,839 "	--	--	--	--	--	--	"$1,302,578 "	"$12,446 "	"$1,757,917 "	$0 	"$998,025 "	$250 	"$1,264,803 "	"$2,069 "	"$5,689,202 "	"$6,972,223 "	"$6,985,386 "	--	--	--
"California State Univ., San Marcos (San Marcos, CA) "	"$14,930 "	$0 	$0 	"$1,212 "	$0 	"$13,420 "	"$1,280 "	"$3,447 "	"$37,954 "	0.40%	0.40%	0.40%	89.70%	1.90%	"18,988"	72	"$41,437 "	--	$0 	--	$0 	--	$0 	"$835,505 "	"$12,884 "	"$69,305 "	$100 	"$44,805 "	"$29,266 "	"$828,505 "	"$283,006 "	"$1,959,763 "	"$2,212,498 "	"$2,212,498 "	--	--	--
"California State Univ., Sonoma (Rohnert Park, CA) "	"$41,470 "	$0 	$0 	$897 	$0 	"$13,613 "	"$9,530 "	"$3,955 "	"$106,267 "	1.00%	1.00%	0.90%	1.00%	5.20%	"41,827"	430	"$314,544 "	--	--	--	--	--	--	"$646,701 "	"$16,515 "	"$1,407,372 "	$697 	"$1,171,046 "	"$59,936 "	"$161,797 "	"$242,933 "	"$2,332,108 "	"$6,064,399 "	"$6,124,350 "	--	--	--
"California State Univ., Stanislaus (Turlock, CA) "	"$2,792 "	$0 	$0 	$196 	"$5,000 "	"$10,430 "	"$22,254 "	"$19,941 "	"$66,593 "	1.40%	1.60%	1.30%	31.10%	1.90%	"37,948"	518	"$74,632 "	593	"$196,218 "	0	$0 	593	"$196,218 "	"$918,513 "	"$11,326 "	"$472,375 "	$0 	"$370,375 "	"$112,599 "	"$788,513 "	"$193,292 "	"$1,684,334 "	"$3,978,028 "	"$3,978,028 "	--	--	--
"California Univ. of Pennsylvania (California, PA) "	"$14,394 "	$0 	$0 	$350 	$362 	"$63,325 "	"$23,213 "	"$4,325 "	"$184,461 "	6.20%	--	5.50%	88.60%	32.70%	"44,408"	"2,745"	"$779,666 "	198	"$50,214 "	0	$0 	198	"$50,214 "	"$533,499 "	"$14,199 "	"$482,821 "	"$7,500 "	"$250,369 "	"$14,731 "	"$504,427 "	"$50,214 "	"$1,016,407 "	"$2,387,626 "	"$2,494,907 "	--	--	--
"Cameron University (Lawton, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Castleton State College (Castleton, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Central Connecticut State University (New Britain, CT) "	"$20,560 "	$0 	$0 	$0 	$0 	"$1,435 "	"$48,819 "	"$13,061 "	"$154,897 "	5.60%	6.10%	3.50%	86.20%	28.50%	"55,218"	"3,084"	"$344,494 "	416	"$142,029 "	324	"$109,140 "	740	"$251,169 "	"$206,084 "	"$14,460 "	"$502,835 "	"$24,378 "	"$104,380 "	"$38,907 "	"$141,853 "	"$142,029 "	"$472,989 "	"$1,209,822 "	"$1,209,822 "	--	--	--
"Central Washington University (Ellensburg, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cheyney Univ. of Pennsylvania (Cheyney, PA) "	--	--	--	--	--	--	--	--	--	5.30%	--	--	90.70%	26.10%	"9,263"	490	--	--	--	--	--	--	--	"$83,030 "	"$16,579 "	"$122,500 "	--	--	--	--	--	"$364,254 "	"$539,375 "	"$539,375 "	--	--	--
"Chicago State University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Citadel Military College of South Carolina (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clarion Univ. of Pennsylvania (Clarion, PA) "	"$11,168 "	$0 	$0 	"$1,269 "	$192 	"$29,095 "	"$15,901 "	"$19,932 "	"$317,456 "	10.20%	--	7.90%	63.40%	22.50%	"41,365"	"4,216"	"$677,901 "	252	"$59,028 "	0	$0 	252	"$59,028 "	"$326,690 "	"$12,320 "	"$838,481 "	"$1,123 "	"$416,331 "	"$27,161 "	"$231,217 "	"$59,029 "	"$1,138,976 "	"$3,012,388 "	"$3,068,103 "	--	--	--
"College of Charleston (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of New Jersey (Ewing, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbus State University (Columbus, GA) "	--	--	--	--	--	--	--	--	"$732,603 "	9.10%	8.80%	9.00%	57.90%	10.80%	"21,925"	"1,990"	"$1,504,292 "	555	"$178,827 "	0	$0 	555	"$178,827 "	"$1,266,239 "	"$9,630 "	"$7,142,379 "	--	"$3,229,107 "	--	"$1,004,239 "	--	"$7,315,860 "	"$13,889,412 "	"$14,182,339 "	--	--	--
Coppin State University (Baltimore) 	--	--	--	--	--	--	--	--	--	7.90%	--	--	100.00%	4.40%	"7,500"	591	--	--	--	--	--	--	--	"$178,604 "	"$16,352 "	"$83,819 "	--	--	--	--	--	"$433,972 "	"$433,972 "	"$433,972 "	--	--	--
"Cornerstone University (Grand Rapids, MI) "	"$1,500 "	$0 	$0 	$0 	"$5,000 "	"$66,435 "	"$8,875 "	"$10,424 "	"$153,695 "	5.30%	--	0.90%	71.70%	9.40%	"14,913"	797	"$189,362 "	0	$0 	0	$0 	0	$0 	"$1,128,014 "	"$21,111 "	"$154,977 "	"$5,000 "	"$149,977 "	"$23,075 "	"$216,514 "	"$69,498 "	"$932,880 "	"$2,003,847 "	"$2,003,847 "	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$494,445 "	"$50,000 "	$0 	$50 	$0 	"$74,401 "	$0 	"$400,000 "	"$8,088,640 "	5.30%	--	5.30%	88.50%	38.10%	"93,971"	"4,982"	"$13,291,829 "	0	$0 	0	$0 	0	$0 	"$4,491,302 "	"$9,647 "	"$15,876,349 "	$0 	"$1,269,749 "	$0 	"$1,343,947 "	"$13,225 "	"$11,303,126 "	"$34,868,519 "	"$36,968,196 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$4,108,412 "	"$5,438,306 "	3.90%	--	4.10%	94.70%	78.20%	"93,000"	"3,649"	"$6,447,049 "	--	--	--	--	--	--	"$139,581 "	"$10,669 "	"$576,150 "	$0 	"$487,300 "	$0 	"$124,622 "	$0 	"$6,799,466 "	"$8,242,437 "	"$8,242,437 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	19.90%	--	--	100.00%	61.60%	"77,431"	"15,408"	--	--	--	--	--	--	--	"$245,000 "	"$8,435 "	"$17,250,000 "	--	--	--	--	--	"$45,594,898 "	"$45,594,898 "	"$45,594,898 "	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	0.80%	--	--	71.40%	4.80%	"56,052"	463	--	--	--	--	--	--	--	"$523,584 "	"$9,923 "	"$522,045 "	--	--	--	--	--	"$1,600,832 "	"$1,600,832 "	"$1,600,832 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-Hunter College (New York, NY) "	"$1,634,688 "	$0 	$0 	"$39,233 "	$0 	"$209,298 "	$0 	"$1,000,000 "	"$3,901,565 "	7.00%	--	6.60%	71.10%	46.20%	"117,255"	"8,171"	"$7,421,506 "	--	--	--	--	--	--	"$299,425 "	"$6,044 "	"$3,060,312 "	$0 	"$2,426,490 "	$0 	"$293,855 "	$0 	"$11,651,862 "	"$16,050,968 "	"$16,050,968 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	"$62,922 "	$0 	$0 	"$62,922 "	3.00%	2.50%	3.00%	14.40%	2.00%	"30,054"	891	"$62,922 "	184	"$27,275 "	0	$0 	184	"$27,275 "	"$117,448 "	"$10,091 "	"$1,562,930 "	$250 	"$1,562,930 "	"$7,900 "	"$117,448 "	"$29,943 "	"$3,114,371 "	"$3,114,371 "	"$3,114,371 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	--	--	--	--	--	--	--	--	"$7,450,308 "	16.20%	19.40%	16.20%	82.70%	38.50%	"84,344"	"13,664"	"$7,450,308 "	0	$0 	0	$0 	0	$0 	"$1,744,636 "	"$10,520 "	"$959,130 "	--	"$959,130 "	--	"$994,636 "	--	"$10,606,942 "	"$19,356,942 "	"$19,356,942 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	4.10%	--	--	76.20%	8.70%	"13,785"	570	--	--	--	--	--	--	--	"$108,384 "	"$20,263 "	"$1,196,050 "	--	--	--	--	--	"$454,925 "	"$1,550,872 "	"$1,676,370 "	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	"$1,072 "	$0 	$0 	"$1,399 "	$0 	"$201,380 "	$0 	"$10,626 "	"$414,450 "	15.00%	15.80%	13.00%	98.10%	50.80%	"33,180"	"4,975"	"$1,157,170 "	--	--	--	--	--	--	"$662,832 "	"$11,511 "	"$15,700 "	$0 	"$14,200 "	$0 	"$217,169 "	$0 	"$794,346 "	"$2,279,910 "	"$2,296,943 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	$0 	$0 	$0 	$950 	$0 	"$4,531 "	"$6,300 "	$645 	"$31,650 "	4.10%	4.60%	1.30%	54.50%	4.50%	"27,032"	"1,105"	"$88,480 "	111	"$179,788 "	0	$0 	111	"$179,788 "	"$507,761 "	"$14,684 "	"$434,254 "	"$3,000 "	"$418,729 "	"$2,225 "	"$392,842 "	"$179,788 "	"$1,428,158 "	"$1,969,782 "	"$1,969,782 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$295,000 "	"$3,600 "	$10 	$715 	$0 	"$27,254 "	"$146,191 "	"$21,735 "	"$521,499 "	8.70%	--	--	100.00%	22.70%	"65,375"	"5,655"	"$1,315,893 "	924	"$606,105 "	0	$0 	924	"$606,105 "	"$569,345 "	"$12,341 "	"$2,701,873 "	$0 	"$2,601,698 "	"$181,974 "	"$408,420 "	"$465,164 "	"$3,917,249 "	"$5,785,192 "	"$5,801,799 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	"$12,781 "	$0 	$0 	$100 	$0 	"$362,095 "	"$170,099 "	"$17,773 "	"$592,038 "	5.60%	8.60%	5.50%	40.20%	32.30%	"106,176"	"5,967"	"$1,094,538 "	725	"$215,901 "	0	$0 	725	"$215,901 "	"$479,893 "	"$17,895 "	"$194,022 "	"$13,000 "	"$68,432 "	"$21,881 "	"$352,018 "	"$250,979 "	"$1,541,758 "	"$3,389,675 "	"$3,638,735 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	"$225,253 "	$0 	$200 	"$19,170 "	"$1,130 "	"$57,256 "	"$119,277 "	"$123,350 "	"$621,353 "	2.90%	--	2.70%	87.20%	24.30%	"142,733"	"4,159"	"$1,013,249 "	"1,717"	"$684,168 "	45	"$31,135 "	"1,762"	"$715,303 "	"$944,559 "	"$11,442 "	"$689,592 "	$200 	"$189,742 "	"$371,511 "	"$824,261 "	"$682,107 "	"$2,710,745 "	"$4,162,439 "	"$4,202,285 "	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	8.80%	--	--	89.90%	28.50%	"79,000"	"6,947"	--	--	--	--	--	--	--	"$459,202 "	"$12,749 "	"$500,061 "	--	--	--	--	--	"$1,871,844 "	"$2,923,391 "	"$2,923,391 "	--	--	--
