Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
	Ops/Academic	Ops/Fac-Staff	Ops/Research 	Ops/Libraries 	Ops/Physical	Ops/Student	Ops/Athletics 	Ops/Other Purposes 	Operations		Alumni Participation 	for Current	of Alumni Solicited 	as a Percentage	Record 		"Giving ($,"	Ops: Donors	Ops: Total	Purp: Donors	Purp (PV):	Donors (#) 	(PV): Total	Total 	Per Student 	Total 	Curr Ops/Athletics 	Current Operations	Curr Ops/Athletics 	Current Operations	Ops/Athletics 	Operations 	(2004 and after) 	(2003 and earlier) 	Grandp) - Curr	Grandp) - Curr	Grandp) - Curr
	Divisions 	Comp 			Plant O&M 	Aid 			Total 			Ops. as % of		of Total Giving 			from Details) 	(#) 	Amount ($) 	(#) 	Total Amount		Amount ($) 					Total 		Total 					Ops Solicited	Ops Donors	Ops ($ Details) 
												# of Record 									($) 														(#) 	(#) 	
"Adams State College (Alamosa, CO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Alabama Agricultural and Mechanical University (Normal, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Alabama State University (Montgomery, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Albany State University (Albany, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Alcorn State University (Lorman, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Angelo State University (San Angelo, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cornerstone University (Grand Rapids, MI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$652,387 "	"$50,000 "	$0 	$50 	$0 	"$29,980 "	$0 	"$1,000 "	"$3,945,499 "	5.70%	--	5.70%	93.80%	33.90%	"81,042"	"4,649"	"$4,746,575 "	--	--	--	--	--	--	"$4,568,996 "	"$8,375 "	"$4,092,312 "	$0 	"$2,348,112 "	$0 	"$3,374,392 "	"$38,075 "	"$10,065,217 "	"$13,982,101 "	"$13,982,101 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	--	--	--	--	--	--	--	"$3,614,334 "	"$4,870,554 "	5.10%	--	5.00%	100.00%	72.50%	"88,010"	"4,510"	"$5,446,208 "	--	--	--	--	--	--	"$220,904 "	"$9,202 "	"$559,269 "	--	"$454,269 "	--	"$190,710 "	--	"$6,283,977 "	"$7,514,959 "	"$7,514,959 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	1.50%	--	--	62.60%	4.50%	"47,904"	717	--	--	--	--	--	--	--	"$225,208 "	"$8,523 "	"$562,658 "	--	--	--	--	--	"$1,372,012 "	"$1,372,012 "	"$1,372,012 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	$500 	$0 	$0 	"$1,420 "	$0 	"$12,294 "	$0 	$0 	"$49,804 "	1.90%	2.30%	1.80%	98.30%	37.70%	"54,472"	"1,033"	"$207,436 "	--	--	--	--	--	--	"$63,793 "	$118 	"$103,536 "	$0 	"$54,836 "	$0 	"$3,020 "	$0 	"$133,826 "	"$549,654 "	"$549,654 "	--	--	--
"CUNY-Hunter College (New York, NY) "	"$1,284,146 "	"$10,000 "	$0 	"$16,503 "	$0 	"$1,373,777 "	$0 	$0 	"$3,482,498 "	11.10%	--	10.60%	97.40%	30.30%	"77,000"	"8,532"	"$4,079,324 "	0	$0 	0	$0 	0	$0 	"$410,316 "	"$5,390 "	"$3,733,138 "	$0 	"$3,595,961 "	$0 	"$410,316 "	$0 	"$12,657,052 "	"$13,463,998 "	"$13,477,590 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$57,048 "	"$57,048 "	3.40%	2.80%	3.40%	65.80%	15.50%	"29,801"	"1,001"	"$57,048 "	0	$0 	0	$0 	0	$0 	"$103,646 "	"$7,875 "	"$101,000 "	$0 	"$101,000 "	"$11,041 "	"$103,646 "	"$30,407 "	"$367,383 "	"$367,383 "	"$367,383 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	"$2,472,211 "	$0 	$0 	"$33,211 "	$0 	$0 	$0 	$0 	"$3,744,317 "	16.80%	20.20%	16.80%	81.00%	76.90%	"80,100"	"13,421"	"$12,644,317 "	0	$0 	0	$0 	0	$0 	"$1,153,882 "	"$9,489 "	"$1,420,354 "	$0 	"$1,420,354 "	$0 	"$1,153,882 "	$0 	"$7,548,788 "	"$16,448,788 "	"$17,548,788 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	$919 	$0 	"$1,185 "	"$1,233 "	$0 	"$173,181 "	$0 	"$8,050 "	"$384,765 "	13.70%	14.50%	13.10%	91.70%	65.50%	"32,563"	"4,477"	"$1,139,972 "	--	--	--	--	--	--	"$257,883 "	"$10,740 "	"$20,517 "	$0 	"$15,357 "	$0 	"$118,581 "	$0 	"$653,734 "	"$1,739,778 "	"$1,752,010 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	$0 	$0 	$0 	$0 	$0 	"$2,925 "	"$5,740 "	$150 	"$48,451 "	2.80%	3.00%	2.60%	59.40%	5.20%	"25,520"	709	"$73,306 "	247	"$128,553 "	0	$0 	247	"$128,553 "	"$843,878 "	"$14,017 "	"$1,113 "	$0 	"$1,113 "	"$17,241 "	"$691,580 "	"$128,553 "	"$956,954 "	"$1,409,498 "	"$1,409,498 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$285,606 "	$0 	$10 	"$1,361 "	"$7,684 "	"$22,050 "	"$133,715 "	"$5,964 "	"$470,461 "	9.80%	--	0.00%	100.00%	17.00%	"65,938"	"6,474"	"$739,977 "	"1,067"	"$426,773 "	0	$0 	"1,067"	"$426,773 "	"$832,928 "	"$11,407 "	"$2,054,613 "	$500 	"$52,463 "	"$142,418 "	"$761,965 "	"$426,773 "	"$1,772,928 "	"$4,303,224 "	"$4,335,194 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	"$23,128 "	$0 	$0 	$265 	$0 	"$292,682 "	"$135,010 "	"$45,152 "	"$516,761 "	6.10%	--	6.00%	29.30%	35.60%	"107,997"	"6,548"	"$878,427 "	870	"$319,857 "	1	$562 	871	"$320,419 "	"$276,862 "	"$14,593 "	"$194,123 "	"$100,000 "	"$112,775 "	"$30,625 "	"$173,118 "	"$320,419 "	"$1,218,582 "	"$2,468,934 "	"$2,486,681 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	"$236,695 "	$0 	"$1,225 "	"$18,238 "	"$7,135 "	"$37,940 "	"$111,630 "	"$93,846 "	"$537,959 "	2.90%	--	--	87.20%	28.80%	"125,525"	"3,609"	"$1,441,672 "	--	"$384,580 "	--	"$17,085 "	--	"$401,665 "	"$993,081 "	"$9,990 "	"$686,731 "	$0 	"$332,231 "	"$108,124 "	"$740,578 "	"$384,580 "	"$2,953,198 "	"$5,008,439 "	"$5,122,060 "	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	6.70%	--	--	92.10%	41.00%	"77,790"	"5,206"	--	--	--	--	--	--	--	"$606,743 "	$408 	"$410,524 "	--	--	--	--	--	"$1,411,308 "	"$2,766,180 "	"$2,766,180 "	--	--	--
"Edinboro Univ. of Pennsylvania (Edinboro, PA) "	$0 	$0 	$0 	"$1,315 "	$0 	"$15,785 "	"$81,459 "	"$22,783 "	"$285,007 "	10.50%	--	10.00%	57.70%	24.60%	"42,462"	"4,477"	"$458,683 "	271	"$170,480 "	0	$0 	271	"$170,480 "	"$655,342 "	"$10,400 "	"$239,612 "	"$10,300 "	"$37,988 "	"$50,295 "	"$498,450 "	"$170,480 "	"$1,024,658 "	"$1,867,384 "	"$1,867,384 "	--	--	--
"Emporia State University (Emporia, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Evergreen State College (Olympia, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fayetteville State University (Fayetteville, NC) "	--	--	--	--	--	--	--	--	--	6.50%	--	--	93.40%	22.70%	"18,291"	"1,187"	--	--	--	--	--	--	--	"$335,125 "	"$12,950 "	"$100,336 "	--	--	--	--	--	"$613,100 "	"$806,090 "	"$806,090 "	--	--	--
"Ferris State University (Big Rapids, MI) "	"$165,580 "	$0 	$700 	"$3,736 "	$409 	"$17,510 "	"$48,269 "	"$102,703 "	"$406,218 "	3.40%	--	100.00%	100.00%	14.00%	"79,709"	"2,747"	"$727,412 "	"1,007"	"$344,399 "	12	"$17,054 "	"1,019"	"$361,453 "	"$2,467,805 "	"$14,761 "	"$786,654 "	"$16,445 "	"$786,530 "	"$218,799 "	"$803,207 "	"$344,399 "	"$2,806,753 "	"$5,199,902 "	"$5,199,902 "	--	--	--
"Fitchburg State College (Fitchburg, MA) "	--	--	--	--	--	--	--	--	--	6.90%	--	--	48.10%	35.60%	"28,692"	"1,988"	--	--	--	--	--	--	--	"$58,912 "	$167 	"$12,909 "	--	--	--	--	--	"$405,532 "	"$557,813 "	"$557,813 "	--	--	--
"Florida Gulf Coast University (Ft. Myers, FL) "	--	--	--	--	--	--	--	--	--	1.10%	--	--	83.40%	0.10%	"4,972"	55	--	--	--	--	--	--	--	"$2,886,024 "	"$15,630 "	"$6,395,526 "	--	--	--	--	--	"$21,923,968 "	"$28,426,559 "	"$28,483,765 "	--	--	--
"Fort Hays State University (Hays, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fort Valley State University (Fort Valley, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Framingham State College (Framingham, MA) "	--	--	--	--	--	--	--	--	--	8.10%	--	--	77.20%	23.60%	"32,578"	"2,644"	--	--	--	--	--	--	--	"$11,554 "	"$8,365 "	"$48,389 "	--	--	--	--	--	"$587,016 "	"$587,016 "	"$587,016 "	--	--	--
"Francis Marion College (Florence, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Frostburg State University (Frostburg, MD) "	"$6,967 "	$0 	$0 	$291 	$250 	"$17,560 "	"$4,330 "	$512 	"$159,018 "	7.00%	7.10%	6.70%	82.00%	19.40%	"27,111"	"1,901"	"$251,942 "	411	"$40,769 "	0	$0 	411	"$40,769 "	"$306,090 "	"$10,270 "	"$266,994 "	$200 	$300 	"$12,404 "	"$200,546 "	"$40,744 "	"$792,997 "	"$1,295,402 "	"$1,295,402 "	--	--	--
"Georgia College & State University (Milledgeville, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Georgia Southwestern State University (Americus, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Governors State University (Park Forest South, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Grambling State University (Grambling, LA) "	--	--	--	--	--	--	--	--	--	0.50%	--	--	5.40%	19.10%	"35,840"	195	--	--	--	--	--	--	--	"$165,956 "	"$15,013 "	"$76,478 "	--	--	--	--	--	"$421,092 "	"$506,369 "	"$506,369 "	--	--	--
"Grand Valley State University (Allendale, MI) "	"$26,213 "	$0 	"$1,045 "	$0 	$100 	"$4,037 "	"$38,156 "	"$6,125 "	"$244,846 "	9.70%	--	8.40%	100.00%	4.80%	"46,760"	"4,531"	"$414,855 "	3	"$1,025 "	1	$80 	4	"$1,105 "	"$1,881,893 "	"$11,019 "	"$2,812,842 "	"$2,000 "	"$352,502 "	"$42,255 "	"$905,562 "	"$166,545 "	"$3,834,789 "	"$8,582,457 "	"$8,582,457 "	--	--	--
"Henderson State University (Arkadelphia, AR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Jacksonville State University (Jacksonville, AL) "	--	--	--	--	--	--	--	--	--	6.40%	--	--	33.90%	57.30%	"50,145"	"3,191"	--	--	--	--	--	--	--	"$163,073 "	"$9,734 "	$0 	--	--	--	--	--	"$679,369 "	"$679,494 "	"$679,494 "	--	--	--
"James Madison University (Harrisonburg, VA) "	"$593,972 "	"$1,535 "	$0 	"$5,077 "	$0 	"$29,898 "	"$39,205 "	"$1,000 "	"$1,048,530 "	7.50%	--	6.80%	76.30%	44.60%	"84,696"	"6,349"	"$3,393,005 "	"2,374"	"$980,323 "	73	"$607,766 "	"2,447"	"$1,588,089 "	"$1,670,268 "	"$9,493 "	"$689,705 "	$0 	"$146,180 "	"$47,874 "	"$877,983 "	"$200,090 "	"$3,370,892 "	"$7,614,821 "	"$7,809,571 "	--	--	--
"Jersey City State College (Jersey City, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johnson State College (Johnson, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kean University (Union, NJ) "	"$6,605 "	$0 	$0 	$725 	$25 	"$34,037 "	$225 	"$4,152 "	"$302,352 "	6.10%	--	6.10%	15.40%	13.60%	"59,167"	"3,585"	"$405,691 "	--	--	--	--	--	--	"$611,476 "	"$11,777 "	"$786,992 "	$0 	"$771,892 "	$800 	"$536,426 "	"$1,285 "	"$2,678,452 "	"$2,989,394 "	"$2,989,394 "	--	--	--
"Keene State College (Keene, NH) "	--	--	--	--	--	--	--	--	--	12.00%	--	--	98.90%	15.70%	"21,074"	"2,524"	--	--	--	--	--	--	--	"$773,594 "	"$12,995 "	"$367,071 "	--	--	--	--	--	"$540,836 "	"$1,720,444 "	"$1,720,444 "	--	--	--
"Kennesaw State University (Marietta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kutztown Univ. of Pennsylvania (Kutztown, PA) "	"$20,951 "	$0 	$0 	$70 	$0 	"$38,325 "	"$46,371 "	$0 	"$474,618 "	13.40%	13.60%	12.50%	72.10%	28.70%	"41,183"	"5,511"	"$1,036,917 "	794	"$496,370 "	0	$0 	794	"$496,370 "	"$1,259,048 "	"$11,998 "	"$130,275 "	$50 	"$110,187 "	"$66,482 "	"$445,635 "	"$496,370 "	"$1,636,177 "	"$3,609,036 "	"$3,617,235 "	--	--	--
"La St Univ, Shreveport (LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lamar University (Beaumont, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lincoln University (Lincoln University, PA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lincoln University (Jefferson City, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lock Haven Univ. of Pennsylvania (Lock Haven, PA) "	"$58,559 "	$0 	$0 	"$43,431 "	$0 	"$106,201 "	"$85,198 "	"$44,121 "	"$408,258 "	14.50%	14.50%	12.20%	100.00%	47.40%	"18,471"	"2,677"	"$984,268 "	--	"$174,335 "	--	"$18,371 "	--	"$192,706 "	"$177,851 "	"$12,725 "	"$135,300 "	$500 	"$7,500 "	"$26,685 "	"$112,875 "	"$174,335 "	"$1,172,955 "	"$2,074,719 "	"$2,130,380 "	--	--	--
"Longwood University (Farmville, VA) "	"$22,820 "	"$12,501 "	$0 	"$2,875 "	$800 	"$9,719 "	"$66,030 "	"$14,502 "	"$612,040 "	20.00%	--	17.40%	92.80%	41.20%	"25,370"	"5,063"	"$1,279,480 "	3	$100 	--	--	3	$100 	"$251,494 "	"$4,009 "	"$506,621 "	$0 	"$203,680 "	"$21,564 "	"$197,071 "	"$156,098 "	"$1,320,911 "	"$3,103,746 "	"$3,103,746 "	--	--	--
"Mansfield Univ. of Pennsylvania (Mansfield, PA) "	"$19,838 "	$0 	$0 	"$2,062 "	$0 	"$39,495 "	"$8,641 "	"$29,617 "	"$287,853 "	15.80%	12.90%	15.10%	100.00%	48.20%	"20,044"	"3,170"	"$395,915 "	310	"$68,056 "	40	"$31,430 "	350	"$99,486 "	"$127,447 "	"$9,344 "	"$61,889 "	$0 	"$27,589 "	"$18,467 "	"$119,747 "	"$35,834 "	"$575,656 "	"$821,797 "	"$825,085 "	--	--	--
"Marshall University (Huntington, WV) "	"$340,000 "	"$3,200 "	$0 	"$13,345 "	$0 	"$40,737 "	$0 	"$416,109 "	"$1,016,499 "	6.50%	--	6.30%	100.00%	15.40%	"74,030"	"4,788"	"$1,527,807 "	--	--	--	--	--	--	"$839,488 "	"$11,197 "	"$2,371,725 "	$0 	"$2,260,474 "	$0 	"$675,566 "	$0 	"$7,853,266 "	"$9,927,304 "	"$9,927,304 "	--	--	--
"McNeese State University (Lake Charles, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Middle Tennessee State University (Murfreesboro, TN) "	"$104,658 "	"$8,320 "	$0 	$309 	"$4,355 "	"$41,315 "	"$272,269 "	"$54,792 "	"$525,250 "	4.40%	4.40%	4.10%	93.10%	34.20%	"75,041"	"3,315"	"$1,911,665 "	"1,389"	"$592,584 "	0	$0 	"1,389"	"$592,584 "	"$1,467,343 "	"$11,002 "	"$1,397,591 "	"$19,130 "	"$1,308,681 "	"$143,850 "	"$1,345,363 "	"$613,897 "	"$3,695,452 "	"$5,582,064 "	"$5,582,064 "	--	--	--
"Midwestern State University (Wichita Falls, TX) "	--	--	--	--	--	--	--	--	--	7.60%	--	--	84.10%	16.30%	"26,213"	"1,980"	--	--	--	--	--	--	--	"$132,995 "	"$7,998 "	"$2,173,347 "	--	--	--	--	--	"$1,597,415 "	"$3,637,207 "	"$3,637,207 "	--	--	--
"Millersville Univ. of Pennsylvania (Millersville, PA) "	"$1,104 "	$91 	$0 	"$1,327 "	$180 	"$18,158 "	"$11,995 "	"$15,725 "	"$238,294 "	9.10%	--	6.40%	88.30%	15.90%	"50,405"	"4,573"	"$510,731 "	125	"$14,895 "	0	$0 	125	"$14,895 "	"$1,255,403 "	"$11,976 "	"$323,600 "	$0 	"$217,600 "	"$1,200 "	"$411,274 "	"$14,895 "	"$1,175,562 "	"$3,210,257 "	"$3,210,627 "	--	--	--
"Minot State University (Minot, ND) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Mississippi University for Women (Columbus, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Mississippi Valley State University (Itta Bena, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Missouri State University (Springfield, MO) "	"$234,470 "	"$221,717 "	"$2,535 "	"$15,816 "	$0 	"$119,788 "	"$642,009 "	"$50,412 "	"$1,437,778 "	8.90%	--	8.30%	54.60%	31.80%	"90,135"	"8,023"	"$3,095,021 "	"4,508"	"$2,271,908 "	166	"$257,318 "	"4,674"	"$2,529,226 "	"$2,059,259 "	"$8,588 "	"$737,951 "	"$25,400 "	"$300,101 "	"$722,900 "	"$1,853,873 "	"$2,222,640 "	"$6,263,821 "	"$9,719,842 "	"$10,074,662 "	--	--	--
"MNSCU - Bemidji State University (Bemidji, MN) "	"$94,550 "	$0 	$0 	$20 	$0 	"$127,719 "	"$71,992 "	$811 	"$419,090 "	8.20%	--	--	39.00%	36.80%	"32,190"	"2,655"	"$790,354 "	508	"$312,469 "	1	$250 	509	"$312,719 "	"$458,800 "	"$11,389 "	"$182,812 "	$0 	"$83,800 "	"$157,987 "	"$389,345 "	"$372,383 "	"$1,123,971 "	"$2,148,937 "	"$2,174,772 "	--	--	--
"MNSCU - Metropolitan State University (St. Paul, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"MNSCU - Minnesota State University, Mankato (Mankato, MN) "	"$317,146 "	$837 	$0 	"$6,082 "	"$1,939 "	"$144,204 "	"$100,135 "	"$11,361 "	"$1,007,497 "	7.80%	7.50%	7.50%	69.50%	29.10%	"99,934"	"7,765"	"$1,249,502 "	"2,027"	"$344,287 "	0	$0 	"2,027"	"$344,287 "	"$1,271,212 "	"$10,412 "	"$1,013,863 "	"$6,070 "	"$159,530 "	"$143,941 "	"$823,945 "	"$352,827 "	"$2,558,750 "	"$4,299,823 "	"$4,305,663 "	--	--	--
"MNSCU - Minnesota State University, Moorhead (Moorhead, MN) "	"$136,086 "	$0 	$0 	$590 	$0 	"$97,610 "	$0 	$0 	"$347,868 "	9.20%	--	8.40%	83.60%	33.70%	"49,705"	"4,561"	"$474,618 "	0	$0 	0	$0 	0	$0 	"$323,296 "	"$7,959 "	"$222,134 "	$0 	"$222,134 "	$0 	"$284,219 "	$0 	"$1,149,225 "	"$1,407,197 "	"$1,411,937 "	--	--	--
"MNSCU - Southwest Minnesota State University (Marshall, MN) "	"$2,290 "	$130 	$0 	$0 	$0 	"$22,066 "	"$19,849 "	"$7,135 "	"$156,037 "	18.20%	18.30%	14.70%	81.60%	7.00%	"14,033"	"2,548"	"$173,610 "	"1,196"	"$269,298 "	1	$312 	"1,197"	"$269,610 "	"$881,133 "	"$8,948 "	"$86,270 "	$0 	"$18,852 "	"$131,105 "	"$830,203 "	"$242,549 "	"$2,212,666 "	"$2,471,510 "	"$2,471,510 "	--	--	--
"MNSCU - St. Cloud State University (Saint Cloud, MN) "	"$139,547 "	$0 	$0 	"$6,712 "	"$19,400 "	"$122,737 "	"$48,653 "	"$31,867 "	"$554,355 "	5.20%	--	4.90%	97.50%	42.50%	"81,312"	"4,194"	"$1,768,183 "	136	"$784,573 "	3	"$38,153 "	139	"$822,726 "	"$958,648 "	"$9,319 "	"$876,802 "	"$1,000 "	"$197,850 "	"$537,947 "	"$916,448 "	"$784,573 "	"$2,093,127 "	"$4,163,360 "	"$4,225,332 "	--	--	--
"MNSCU - Winona State University (Winona, MN) "	--	--	--	--	--	--	--	--	--	13.40%	--	--	32.40%	40.40%	"36,884"	"4,942"	--	--	--	--	--	--	--	"$742,408 "	"$11,078 "	"$158,500 "	--	--	--	--	--	"$2,242,686 "	"$2,968,066 "	"$2,968,066 "	--	--	--
"Montana State Univ.-Billings (Billings, MT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Montclair State University (Upper Montclair, NJ) "	"$40,848 "	$0 	$0 	$840 	$0 	"$287,375 "	"$67,570 "	"$2,258 "	"$617,997 "	4.80%	--	4.70%	99.20%	42.10%	"79,679"	"3,788"	"$2,525,033 "	253	"$172,475 "	0	$0 	253	"$172,475 "	"$646,598 "	"$15,805 "	"$1,312,680 "	"$1,500 "	"$781,030 "	"$24,280 "	"$182,702 "	"$172,475 "	"$2,028,781 "	"$5,993,140 "	"$5,993,140 "	--	--	--
"Morehead State University (Morehead, KY) "	--	--	--	--	--	--	--	--	--	6.90%	--	--	45.00%	19.50%	"45,596"	"3,129"	--	--	--	--	--	--	--	"$1,944,230 "	"$11,790 "	"$21,813 "	--	--	--	--	--	"$1,647,224 "	"$3,146,015 "	"$3,146,015 "	--	--	--
"Murray State University (Murray, KY) "	"$166,442 "	$0 	$0 	"$1,930,677 "	"$423,085 "	"$18,205 "	"$231,042 "	"$388,153 "	"$3,323,498 "	13.90%	--	12.00%	33.10%	54.00%	"52,845"	"7,335"	"$3,594,388 "	"1,229"	"$363,233 "	0	$0 	"1,229"	"$363,233 "	"$1,417,445 "	"$11,458 "	"$768,817 "	$0 	"$167,617 "	"$60,090 "	"$1,287,691 "	"$417,226 "	"$5,354,593 "	"$6,657,546 "	"$6,657,546 "	--	--	--
"New Mexico Highlands University (Las Vegas, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Mexico Inst. of Mining and Tech (Socorro, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
