Public Master's / FY2002 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Augusta State University (Augusta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Bloomsburg Univ. of Pennsylvania (Bloomsburg, PA) "	"$6,782 "	$0 	$0 	"$3,586 "	$100 	"$41,884 "	$0 	"$21,090 "	"$350,471 "	12.10%	--	8.00%	93.60%	--	"42,134"	"5,107"	"$791,524 "	0	$0 	0	--	--	--	"$573,856 "	"$11,840 "	"$131,634 "	$0 	"$10,300 "	$0 	"$179,069 "	$0 	"$1,247,439 "	--	"$2,514,805 "	--	--	--
"Boise State University (Boise, ID) "	"$46,072 "	$0 	$0 	"$1,350 "	$0 	"$48,072 "	"$107,882 "	$0 	"$327,307 "	5.50%	--	4.70%	58.30%	--	"60,000"	"3,292"	"$1,871,698 "	700	"$1,375,744 "	315	--	--	--	"$514,328 "	"$7,810 "	"$2,318,219 "	"$18,488 "	"$1,964,081 "	"$81,020 "	"$326,679 "	"$369,766 "	"$2,885,160 "	--	"$5,391,759 "	--	--	--
"Bowie State University (Bowie, MD) "	--	--	--	--	--	--	--	--	--	8.70%	--	--	86.70%	8.90%	"18,000"	"1,565"	--	--	--	--	--	--	--	"$177,425 "	"$9,118 "	"$766,437 "	--	--	--	--	--	"$280,879 "	"$1,200,964 "	"$1,200,964 "	--	--	--
"Bridgewater State College (Bridgewater, MA) "	--	--	--	--	--	--	--	--	"$503,185 "	9.40%	10.20%	--	77.90%	--	"42,753"	"4,007"	"$513,185 "	--	--	--	--	--	--	"$416,564 "	"$8,114 "	"$175,324 "	--	"$175,324 "	--	"$416,564 "	--	"$1,490,262 "	--	"$1,500,262 "	--	--	--
"California Polytechnic State University (San Luis Obispo, CA) "	"$1,310,911 "	$0 	"$1,631 "	"$1,486 "	"$8,315 "	"$30,391 "	"$239,362 "	"$116,176 "	"$1,729,564 "	10.80%	--	10.60%	56.80%	--	"100,788"	"10,887"	"$5,358,591 "	954	"$819,531 "	6	--	--	--	"$28,896,756 "	"$13,200 "	"$2,802,306 "	"$170,350 "	"$1,671,798 "	"$156,873 "	"$3,686,262 "	"$722,089 "	"$9,199,437 "	--	"$44,324,640 "	--	--	--
"California State Univ., Bakersfield (Bakersfield, CA) "	"$2,158 "	$0 	$0 	"$2,796 "	$0 	"$21,429 "	"$3,250 "	"$5,855 "	"$94,586 "	6.40%	6.40%	6.00%	60.70%	--	"19,429"	"1,236"	"$137,015 "	135	"$50,508 "	5	--	--	--	"$883,353 "	"$11,677 "	"$107,828 "	$0 	"$103,628 "	"$31,192 "	"$357,576 "	"$50,508 "	"$885,945 "	--	"$1,654,583 "	--	--	--
"California State Univ., Chico (Chico, CA) "	"$136,838 "	$0 	$0 	$150 	$0 	"$44,374 "	"$8,110 "	"$11,617 "	"$257,602 "	5.40%	5.40%	3.70%	100.00%	--	"85,000"	"4,573"	"$484,395 "	410	"$84,165 "	2	--	--	--	"$2,282,103 "	"$12,051 "	"$678,411 "	$0 	"$511,370 "	"$55,964 "	"$1,086,815 "	"$84,165 "	"$2,603,664 "	--	"$5,167,714 "	--	--	--
"California State Univ., Dominguez Hills (Carson, CA) "	"$6,610 "	$0 	$0 	$0 	$0 	$0 	"$1,250 "	"$7,470 "	"$41,386 "	0.90%	--	0.90%	100.00%	--	"43,000"	378	"$41,386 "	0	$0 	0	--	--	--	"$472,498 "	"$9,257 "	"$510,604 "	$155 	"$510,604 "	"$48,837 "	"$472,498 "	"$104,533 "	"$3,020,671 "	--	"$3,020,671 "	--	--	--
"California State Univ., East Bay (Hayward, CA) "	"$5,195 "	$0 	$0 	$0 	$0 	"$1,835 "	$0 	"$1,280 "	"$17,819 "	2.00%	--	0.40%	30.90%	--	"61,158"	"1,225"	"$181,172 "	--	--	--	--	--	--	"$399,530 "	"$11,776 "	"$182,010 "	$0 	"$82,884 "	$0 	"$269,948 "	$0 	"$484,462 "	--	"$994,808 "	--	--	--
"California State Univ., Fresno (Fresno, CA) "	"$178,100 "	$0 	"$4,800 "	"$36,600 "	"$751,700 "	"$50,600 "	"$1,214,666 "	"$336,700 "	"$2,609,366 "	2.30%	2.00%	2.00%	60.00%	--	"198,929"	"4,641"	"$4,410,366 "	48	"$48,800 "	9	--	--	--	"$4,694,257 "	"$12,730 "	"$2,200,322 "	"$519,222 "	"$1,368,922 "	"$1,120,457 "	"$2,366,657 "	"$6,346,534 "	"$11,744,534 "	--	"$23,072,734 "	--	--	--
"California State Univ., Fullerton (Fullerton, CA) "	"$65,958 "	"$1,724 "	$170 	"$4,620 "	$100 	"$164,362 "	"$11,419 "	"$25,436 "	"$297,341 "	1.10%	1.00%	1.00%	46.70%	--	"109,586"	"1,158"	"$401,590 "	226	"$103,951 "	11	--	--	--	"$1,388,330 "	"$10,044 "	"$1,026,801 "	"$15,025 "	"$1,021,801 "	"$36,360 "	"$1,325,674 "	"$103,952 "	"$3,437,956 "	--	"$4,502,168 "	--	--	--
"California State Univ., Humboldt (Arcata, CA) "	"$37,364 "	$0 	"$4,010 "	$340 	$0 	"$23,720 "	"$39,025 "	$0 	"$181,147 "	7.00%	--	6.80%	89.00%	--	"32,287"	"2,248"	"$199,617 "	718	"$294,664 "	0	--	--	--	"$288,148 "	"$12,003 "	"$706,588 "	$0 	"$670,588 "	"$32,683 "	"$106,014 "	"$213,790 "	"$1,788,778 "	--	"$2,168,744 "	--	--	--
"California State Univ., Long Beach (Long Beach, CA) "	"$138,926 "	"$2,000 "	$0 	"$11,352 "	$0 	"$62,820 "	"$199,618 "	"$33,006 "	"$1,313,676 "	6.80%	6.80%	6.70%	21.50%	--	"177,631"	"11,991"	"$1,401,928 "	"1,846"	"$996,804 "	42	--	--	--	"$16,385,566 "	"$9,869 "	"$1,531,423 "	"$20,000 "	"$1,473,923 "	"$475,166 "	"$16,175,901 "	"$1,017,453 "	"$23,009,336 "	--	"$24,246,245 "	--	--	--
"California State Univ., Los Angeles (Los Angeles, CA) "	"$18,459 "	$375 	$0 	$250 	$0 	"$12,160 "	$605 	$605 	"$218,810 "	4.60%	--	4.40%	18.10%	--	"80,456"	"3,698"	"$264,634 "	238	"$94,988 "	0	--	--	--	"$7,389,195 "	"$10,663 "	"$840,498 "	"$7,920 "	"$403,748 "	"$50,878 "	"$1,194,281 "	"$94,988 "	"$2,168,279 "	--	"$9,326,111 "	--	--	--
"California State Univ., Northridge (Northridge, CA) "	"$339,907 "	$0 	"$15,048 "	"$50,382 "	"$1,150 "	"$33,192 "	"$30,950 "	"$30,218 "	"$559,593 "	2.90%	--	2.90%	100.00%	--	"109,527"	"3,135"	"$769,323 "	821	"$231,602 "	--	--	--	--	"$6,892,221 "	"$8,608 "	"$3,070,787 "	"$25,078 "	"$790,411 "	"$94,321 "	"$1,637,049 "	"$233,507 "	"$4,468,574 "	--	"$12,517,604 "	--	--	--
"California State Univ., Pomona (Pomona, CA) "	"$203,599 "	"$1,415 "	$240 	"$3,100 "	"$372,831 "	"$43,263 "	$976 	"$122,810 "	"$1,308,306 "	5.50%	--	5.10%	44.70%	--	"86,985"	"4,789"	"$1,991,237 "	51	"$2,442 "	0	--	--	--	"$7,299,230 "	"$11,557 "	"$1,475,780 "	$0 	"$368,898 "	$460 	"$7,002,467 "	"$2,442 "	"$9,788,598 "	--	"$12,886,168 "	--	--	--
"California State Univ., Sacramento (Sacramento, CA) "	"$108,942 "	$0 	$0 	$261 	$0 	"$72,380 "	"$22,226 "	"$9,538 "	"$323,561 "	2.30%	2.40%	2.20%	33.00%	--	"135,104"	"3,075"	"$565,896 "	123	"$109,327 "	0	--	--	--	"$768,293 "	"$10,914 "	"$1,199,480 "	"$10,000 "	"$1,163,452 "	"$58,892 "	"$565,078 "	"$95,453 "	"$4,738,135 "	--	"$5,455,407 "	--	--	--
"California State Univ., San Bernardino (San Bernardino, CA) "	"$72,862 "	$0 	$0 	$530 	$558 	"$25,535 "	$738 	"$5,652 "	"$107,206 "	4.30%	--	4.20%	26.40%	--	"38,740"	"1,661"	"$177,437 "	0	$0 	0	--	--	--	"$647,195 "	"$9,117 "	"$1,945,249 "	$200 	"$393,897 "	"$50,326 "	"$570,819 "	"$55,143 "	"$1,335,895 "	--	"$3,260,934 "	--	--	--
"California State Univ., San Marcos (San Marcos, CA) "	$138 	$0 	$0 	$346 	$0 	$180 	"$3,180 "	$245 	"$22,692 "	3.20%	2.80%	2.70%	100.00%	--	"8,876"	288	"$29,896 "	134	"$125,098 "	0	--	--	--	"$983,075 "	"$12,211 "	"$886,700 "	"$6,000 "	"$742,700 "	"$62,222 "	"$944,190 "	"$125,098 "	"$3,073,881 "	--	"$6,288,961 "	--	--	--
"California State Univ., Sonoma (Rohnert Park, CA) "	"$21,378 "	$275 	$0 	$425 	$0 	"$8,445 "	"$4,427 "	"$3,815 "	"$63,075 "	1.00%	1.10%	0.80%	4.80%	--	"30,084"	315	"$176,651 "	610	"$78,914 "	37	--	--	--	"$2,417,633 "	"$12,011 "	"$3,193,426 "	$0 	"$2,922,301 "	"$13,800 "	"$2,137,459 "	"$58,129 "	"$5,696,599 "	--	"$8,309,578 "	--	--	--
"California State Univ., Stanislaus (Turlock, CA) "	"$3,049 "	$0 	$0 	$0 	$0 	"$10,234 "	"$4,927 "	"$14,155 "	"$63,150 "	2.00%	2.50%	1.90%	2.00%	--	"33,199"	651	"$64,458 "	440	"$235,497 "	0	--	--	--	"$2,192,094 "	"$11,032 "	"$595,747 "	$900 	"$589,747 "	"$246,347 "	"$2,069,246 "	"$306,997 "	"$3,069,628 "	--	"$3,538,161 "	--	--	--
"California Univ. of Pennsylvania (California, PA) "	"$16,328 "	$0 	$0 	$0 	"$2,154 "	"$16,199 "	"$5,670 "	"$84,787 "	"$204,714 "	11.20%	--	6.80%	92.40%	--	"35,529"	"3,966"	"$359,864 "	0	$0 	13	--	--	--	"$332,415 "	"$11,100 "	"$494,750 "	$0 	"$353,750 "	"$103,606 "	"$300,190 "	"$109,992 "	"$1,005,950 "	--	"$1,429,712 "	--	--	--
"Cameron University (Lawton, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Castleton State College (Castleton, VT) "	"$2,435 "	$0 	$0 	"$4,215 "	$0 	$0 	"$3,025 "	"$5,276 "	"$57,330 "	15.30%	15.20%	15.30%	100.00%	--	"10,169"	"1,552"	"$80,686 "	0	$0 	0	--	--	--	"$46,928 "	"$9,838 "	"$13,000 "	$0 	"$13,000 "	"$6,025 "	"$46,928 "	"$9,550 "	"$148,969 "	--	"$201,962 "	--	--	--
"Central Connecticut State University (New Britain, CT) "	"$10,783 "	$0 	"$15,336 "	$0 	$0 	"$1,215 "	"$19,995 "	"$1,425 "	"$100,769 "	8.60%	9.00%	3.60%	68.20%	--	"51,340"	"4,426"	"$989,874 "	--	"$69,896 "	--	--	--	--	"$506,825 "	"$10,339 "	"$285,156 "	$500 	"$76,680 "	"$36,585 "	"$137,917 "	"$69,895 "	"$346,496 "	--	"$2,045,087 "	--	--	--
"Central Washington University (Ellensburg, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cheyney Univ. of Pennsylvania (Cheyney, PA) "	$0 	$0 	$0 	$0 	"$7,736 "	"$95,006 "	$0 	"$1,000 "	"$104,242 "	2.90%	3.00%	1.10%	86.40%	--	"11,000"	320	"$229,242 "	3	"$13,400 "	0	--	--	--	"$318,686 "	"$20,935 "	"$289,046 "	$0 	"$289,046 "	"$2,600 "	"$318,686 "	"$9,799 "	"$1,512,423 "	--	"$1,637,423 "	--	--	--
"Chicago State University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Citadel Military College of South Carolina (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clarion Univ. of Pennsylvania (Clarion, PA) "	"$4,388 "	$0 	$0 	$303 	$824 	"$8,315 "	"$12,193 "	"$7,902 "	"$165,441 "	11.80%	--	6.80%	64.30%	--	"36,105"	"4,257"	"$519,101 "	163	"$26,332 "	0	--	--	--	"$347,657 "	"$11,951 "	"$179,713 "	$0 	"$129,513 "	"$8,110 "	"$269,013 "	"$26,333 "	"$1,084,748 "	--	"$1,821,194 "	--	--	--
"College of Charleston (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of New Jersey (Ewing, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbus State University (Columbus, GA) "	--	--	--	--	--	--	--	--	"$269,654 "	11.30%	10.10%	9.70%	100.00%	--	"17,415"	"1,961"	"$327,029 "	22	"$9,222 "	0	--	--	--	"$402,186 "	"$11,902 "	"$4,099,690 "	--	"$268,425 "	--	"$286,908 "	--	"$1,286,480 "	--	"$6,122,754 "	--	--	--
Coppin State University (Baltimore) 	--	--	--	--	--	--	--	--	--	4.00%	--	--	38.30%	--	"7,971"	320	--	--	--	--	--	--	--	"$819,343 "	"$3,190 "	"$503,404 "	--	--	--	--	--	"$1,343,809 "	--	"$1,671,884 "	--	--	--
"Cornerstone University (Grand Rapids, MI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$623,700 "	$0 	$0 	$0 	$0 	"$69,307 "	$0 	"$513,975 "	"$2,164,336 "	5.50%	--	5.50%	86.20%	--	"69,596"	"3,855"	"$5,002,233 "	0	$0 	0	--	--	--	"$1,497,346 "	"$5,461 "	"$1,257,500 "	$0 	"$1,014,000 "	$0 	"$632,286 "	$0 	"$4,185,960 "	--	"$8,325,395 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$377,974 "	"$1,006,822 "	4.40%	--	4.40%	100.00%	--	"82,261"	"3,650"	"$1,453,983 "	--	--	--	--	--	--	"$69,463 "	"$10,538 "	"$105,600 "	$0 	"$100,600 "	$0 	"$69,463 "	$0 	"$1,241,275 "	--	"$7,976,451 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	"$6,278 "	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	1.80%	--	--	52.70%	--	"47,477"	841	--	--	--	--	--	--	--	"$191,482 "	"$8,403 "	"$75,100 "	--	--	--	--	--	"$513,752 "	--	"$616,960 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	$775 	$0 	$0 	"$1,105 "	$0 	"$1,510 "	$0 	$140 	"$11,853 "	1.00%	1.20%	0.80%	80.40%	--	"42,928"	434	"$23,831 "	0	$0 	0	--	--	--	"$62,181 "	$48 	"$6,684 "	$0 	"$1,684 "	$0 	"$15,757 "	"$1,000 "	"$83,329 "	--	"$201,765 "	--	--	--
"CUNY-Hunter College (New York, NY) "	"$1,244,744 "	"$31,250 "	$0 	"$16,801 "	$0 	"$133,061 "	$0 	$0 	"$2,400,888 "	10.50%	--	9.60%	98.00%	--	"76,500"	"8,030"	"$2,961,770 "	0	$0 	0	--	--	--	"$109,230 "	"$5,001 "	"$3,571,282 "	$0 	"$3,185,213 "	$0 	"$57,730 "	$0 	"$8,383,092 "	--	"$9,591,730 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	"$7,500 "	$0 	$0 	"$52,705 "	4.20%	3.50%	4.20%	83.50%	--	"25,935"	"1,095"	"$52,705 "	--	--	--	--	--	--	"$98,706 "	"$7,734 "	"$38,899 "	$0 	"$38,899 "	"$9,675 "	"$98,706 "	"$12,040 "	"$513,851 "	--	"$513,851 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	"$141,932 "	$0 	$0 	"$36,104 "	$0 	$0 	$0 	"$1,606,749 "	"$2,048,558 "	16.10%	19.10%	16.10%	82.00%	--	"76,356"	"12,316"	"$2,048,558 "	--	$0 	--	--	--	--	"$785,057 "	$605 	"$733,873 "	$0 	"$733,873 "	$0 	"$785,057 "	$0 	"$5,878,100 "	--	"$5,878,100 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	"$3,538 "	$0 	$750 	$867 	$0 	"$131,525 "	$0 	"$5,193 "	"$328,543 "	20.80%	22.00%	19.70%	94.70%	--	"29,491"	"6,127"	"$513,548 "	0	$0 	0	--	--	--	"$586,590 "	"$10,371 "	"$63,377 "	$0 	"$62,377 "	$0 	"$310,659 "	$0 	"$855,353 "	--	"$1,439,786 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	"$1,550 "	$0 	$0 	$518 	"$5,215 "	"$9,230 "	$0 	$0 	"$63,560 "	6.50%	9.00%	3.10%	100.00%	--	"21,104"	"1,362"	"$79,960 "	--	$0 	--	--	--	--	"$758,717 "	"$12,230 "	"$95,000 "	$0 	"$75,000 "	$0 	"$582,510 "	"$152,311 "	"$965,060 "	--	"$1,406,354 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$204,498 "	$0 	$0 	"$15,356 "	$0 	"$8,220 "	"$73,298 "	"$20,771 "	"$346,930 "	7.90%	--	--	79.60%	--	"67,930"	"5,350"	"$630,967 "	855	"$201,347 "	48	--	--	--	"$225,455 "	"$12,511 "	"$201,981 "	"$2,750 "	"$121,553 "	"$55,722 "	"$153,651 "	"$236,806 "	"$926,529 "	--	"$2,185,390 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	--	--	--	--	--	--	--	--	--	9.00%	--	--	100.00%	--	"77,164"	"6,941"	--	--	--	--	--	--	--	"$673,412 "	"$12,542 "	"$641,703 "	--	--	--	--	--	"$1,251,643 "	--	"$2,487,502 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	"$208,455 "	$0 	$100 	"$10,255 "	$260 	"$13,687 "	"$59,307 "	"$156,745 "	"$490,650 "	4.00%	--	3.80%	48.30%	--	"114,004"	"4,537"	"$1,134,209 "	--	"$368,786 "	--	--	--	--	"$2,648,045 "	"$8,771 "	"$869,779 "	$0 	"$828,779 "	"$69,391 "	"$2,521,025 "	"$180,154 "	"$5,255,061 "	--	"$6,396,407 "	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Edinboro Univ. of Pennsylvania (Edinboro, PA) "	$15 	$0 	"$1,000 "	"$1,459 "	$0 	"$4,888 "	"$15,771 "	"$16,959 "	"$519,292 "	11.70%	--	11.00%	97.00%	--	"37,587"	"4,411"	"$627,947 "	235	"$48,006 "	0	--	--	--	"$405,035 "	"$9,186 "	"$91,836 "	"$10,650 "	"$28,839 "	"$13,200 "	"$302,514 "	"$48,006 "	"$995,521 "	--	"$1,572,622 "	--	--	--
"Emporia State University (Emporia, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Evergreen State College (Olympia, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fayetteville State University (Fayetteville, NC) "	--	--	--	--	--	--	--	--	--	7.30%	--	--	60.00%	--	"16,000"	"1,172"	--	--	--	--	--	--	--	"$64,467 "	"$10,794 "	"$180,200 "	--	--	--	--	--	"$604,858 "	--	"$882,258 "	--	--	--
"Ferris State University (Big Rapids, MI) "	"$171,158 "	$0 	$300 	"$2,945 "	$609 	"$12,015 "	"$69,875 "	"$33,453 "	"$342,126 "	5.00%	--	4.70%	100.00%	--	"64,568"	"3,245"	"$849,463 "	"1,251"	"$288,331 "	5	--	--	--	"$2,504,832 "	"$15,297 "	"$954,189 "	"$16,858 "	"$916,403 "	"$114,814 "	"$717,482 "	"$288,341 "	"$2,639,978 "	--	"$12,817,049 "	--	--	--
"Fitchburg State College (Fitchburg, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Gulf Coast University (Ft. Myers, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fort Hays State University (Hays, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fort Valley State University (Fort Valley, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Framingham State College (Framingham, MA) "	--	--	--	--	--	--	--	--	"$127,518 "	7.00%	--	7.00%	75.20%	--	"29,836"	"2,103"	"$138,018 "	0	$0 	0	--	--	--	"$9,494 "	"$8,490 "	"$5,710 "	--	"$5,710 "	--	"$9,494 "	--	"$164,629 "	--	"$275,129 "	--	--	--
"Francis Marion College (Florence, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
