unitid,efres01,efres02,line,out_stat
"100636","6369","5250","65",""
"100636","6369","5250","66",""
"100654","608","516","1",""
"100654","3","3","2",""
"100654","2","2","5",""
"100654","12","9","6",""
"100654","2","2","9",""
"100654","3","2","11",""
"100654","19","16","12",""
"100654","66","58","13",""
"100654","80","68","17",""
"100654","25","22","18",""
"100654","1","1","19",""
"100654","7","7","21",""
"100654","6","6","22",""
"100654","1","1","24",""
"100654","1","1","25",""
"100654","44","39","26",""
"100654","1","0","27",""
"100654","1","1","28",""
"100654","8","6","29",""
"100654","1","1","32",""
"100654","3","2","34",""
"100654","7","6","36",""
"100654","1","0","37",""
"100654","15","13","39",""
"100654","2","2","40",""
"100654","1","1","44",""
"100654","6","5","45",""
"100654","22","19","47",""
"100654","4","4","48",""
"100654","1","1","51",""
"100654","2","2","53",""
"100654","1","1","55",""
"100654","2","0","57",""
"100654","3","0","63",""
"100654","31","0","64",""
"100654","992","817","65",""
"100663","1088","732","1",""
"100663","1","","6",""
"100663","3","2","12",""
"100663","10","6","13",""
"100663","4","4","17",""
"100663","2","2","18",""
"100663","3","2","21",""
"100663","1","","22",""
"100663","2","2","24",""
"100663","1","","26",""
"100663","5","4","28",""
"100663","1","1","31",""
"100663","1","1","36",""
"100663","1","1","42",""
"100663","1","","45",""
"100663","6","6","47",""
"100663","1","1","48",""
"100663","2","2","51",""
"100663","1","1","63",""
"100663","1134","767","65",""
"100672","49","28","1",""
"100672","4","1","12",""
"100672","2","1","13",""
"100672","1","","17",""
"100672","1","","26",""
"100672","5","2","36",""
"100672","1","1","47",""
"100672","63","33","65",""
"100706","504","363","1",""
"100706","2","2","5",""
"100706","1","1","8",""
"100706","3","3","12",""
"100706","11","11","13",""
"100706","1","1","17",""
"100706","3","3","18",""
"100706","1","0","20",""
"100706","2","","21",""
"100706","2","2","22",""
"100706","2","1","26",""
"100706","8","7","28",""
"100706","3","3","34",""
"100706","2","2","36",""
"100706","1","1","37",""
"100706","2","2","39",""
"100706","2","2","42",""
"100706","1","1","44",""
"100706","25","19","47",""
"100706","1","1","48",""
"100706","1","1","51",""
"100706","2","2","55",""
"100706","18","11","64",""
"100706","598","439","65",""
"100724","839","757","1",""
"100724","3","2","4",""
"100724","3","3","5",""
"100724","31","29","6",""
"100724","1","1","8",""
"100724","3","3","9",""
"100724","3","3","11",""
"100724","141","124","12",""
"100724","121","112","13",""
"100724","1","0","15",""
"100724","48","39","17",""
"100724","10","8","18",""
"100724","1","1","19",""
"100724","1","0","21",""
"100724","15","12","22",""
"100724","10","7","24",""
"100724","5","4","25",""
"100724","97","80","26",""
"100724","2","2","27",""
"100724","43","43","28",""
"100724","7","6","29",""
"100724","13","9","34",""
"100724","1","1","35",""
"100724","32","24","36",""
"100724","2","1","37",""
"100724","56","52","39",""
"100724","1","1","41",""
"100724","4","3","42",""
"100724","1","1","44",""
"100724","5","3","45",""
"100724","6","4","47",""
"100724","5","5","48",""
"100724","1","1","51",""
"100724","1","0","53",""
"100724","8","7","55",""
"100724","11","10","57",""
"100724","1","1","63",""
"100724","1","0","64",""
"100724","1534","1359","65",""
"100751","1561","1501","1",""
"100751","1","1","4",""
"100751","4","4","5",""
"100751","9","7","6",""
"100751","6","6","8",""
"100751","5","5","9",""
"100751","1","1","11",""
"100751","169","162","12",""
"100751","195","187","13",""
"100751","1","","15",""
"100751","9","9","17",""
"100751","4","4","18",""
"100751","1","1","20",""
"100751","11","10","21",""
"100751","68","67","22",""
"100751","2","2","23",""
"100751","7","6","24",""
"100751","4","2","25",""
"100751","6","6","26",""
"100751","2","2","27",""
"100751","60","57","28",""
"100751","8","8","29",""
"100751","1","1","31",""
"100751","1","1","33",""
"100751","7","7","34",""
"100751","1","1","35",""
"100751","14","14","36",""
"100751","10","8","37",""
"100751","9","9","39",""
"100751","13","12","42",""
"100751","15","14","45",""
"100751","116","114","47",""
"100751","26","26","48",""
"100751","1","1","50",""
"100751","57","56","51",""
"100751","1","1","53",""
"100751","1","1","54",""
"100751","1","","63",""
"100751","45","20","64",""
"100751","2453","2334","65",""
"100760","578","409","1",""
"100760","1","1","12",""
"100760","5","4","13",""
"100760","1","1","22",""
"100760","1","1","57",""
"100760","4","0","64",""
"100760","590","416","65",""
"100821","206","31","1",""
"100821","3","1","12",""
"100821","209","32","65",""
"100830","808","784","1",""
"100830","1","1","6",""
"100830","3","3","12",""
"100830","5","5","13",""
"100830","1","1","17",""
"100830","1","1","25",""
"100830","1","1","31",""
"100830","1","1","36",""
"100830","1","1","37",""
"100830","1","1","42",""
"100830","1","1","45",""
"100830","1","1","48",""
"100830","1","1","51",""
"100830","1","1","53",""
"100830","6","5","64",""
"100830","833","808","65",""
"100858","1739","1675","1",""
"100858","2","2","2",""
"100858","1","1","4",""
"100858","10","9","5",""
"100858","20","19","6",""
"100858","7","5","8",""
"100858","9","8","9",""
"100858","2","1","10",""
"100858","234","225","12",""
"100858","480","461","13",""
"100858","3","2","16",""
"100858","23","21","17",""
"100858","8","8","18",""
"100858","1","1","19",""
"100858","4","3","20",""
"100858","28","26","21",""
"100858","69","66","22",""
"100858","4","3","23",""
"100858","15","14","24",""
"100858","5","4","25",""
"100858","6","5","26",""
"100858","1","","27",""
"100858","20","18","28",""
"100858","11","9","29",""
"100858","2","1","31",""
"100858","1","1","32",""
"100858","2","1","33",""
"100858","25","24","34",""
"100858","27","25","36",""
"100858","21","19","37",""
"100858","1","","38",""
"100858","21","18","39",""
"100858","4","4","40",""
"100858","16","13","42",""
"100858","1","1","44",""
"100858","47","44","45",""
"100858","138","131","47",""
"100858","38","36","48",""
"100858","1","1","50",""
"100858","57","54","51",""
"100858","1","1","54",""
"100858","6","4","55",""
"100858","18","16","64",""
"100858","3129","2980","65",""
"100919","288","124","1",""
"100919","2","2","13",""
"100919","1","0","47",""
"100919","291","126","65",""
"100937","260","240","1",""
"100937","1","1","5",""
"100937","1","1","6",""
"100937","11","11","12",""
"100937","19","19","13",""
"100937","1","1","16",""
"100937","2","2","21",""
"100937","3","3","22",""
"100937","1","1","24",""
"100937","18","18","28",""
"100937","1","1","37",""
"100937","32","32","47",""
"100937","3","3","48",""
"100937","5","5","64",""
"100937","358","338","65",""
"100964","378","119","1",""
"100964","1","","18",""
"100964","7","3","28",""
"100964","386","122","65",""
"100973","122","97","1",""
"100973","122","97","65",""
"100991","39","26","1",""
"100991","39","26","65",""
"101028","55","30","1",""
"101028","41","22","13","1"
"101028","96","52","65",""
"101037","261","221","1",""
"101037","50","48","13",""
"101037","311","269","65",""
"101073","119","15","1",""
"101073","4","4","8",""
"101073","2","2","12",""
"101073","1","1","13",""
"101073","1","1","17",""
"101073","2","2","22",""
"101073","1","","26",""
"101073","3","3","28",""
"101073","4","4","29",""
"101073","1","1","42",""
"101073","2","2","53",""
"101073","1","1","55",""
"101073","141","36","65",""
"101107","249","23","1",""
"101107","63","2","12",""
"101107","312","25","65",""
"101116","52","15","1",""
"101116","52","15","65",""
"101143","333","149","1",""
"101143","2","","8",""
"101143","4","4","12",""
"101143","1","","21",""
"101143","1","","37",""
"101143","1","","48",""
"101143","3","","57",""
"101143","345","153","65",""
"101161","999","747","1",""
"101161","1","1","10",""
"101161","17","16","12",""
"101161","2","2","13",""
"101161","5","4","22",""
"101161","1","1","23",""
"101161","1","1","24",""
"101161","10","9","28",""
"101161","1","1","36",""
"101161","1","1","47",""
"101161","2","2","48",""
"101161","1","1","51",""
"101161","2","2","55",""
"101161","2","2","57",""
"101161","2","2","64",""
"101161","1047","792","65",""
"101189","400","102","1",""
"101189","12","10","12",""
"101189","14","11","13",""
"101189","1","","20",""
"101189","1","","22",""
"101189","1","1","31",""
"101189","1","1","37",""
"101189","1","1","40",""
"101189","4","4","45",""
"101189","11","4","47",""
"101189","1","1","51",""
"101189","6","1","64",""
"101189","453","136","65",""
"101240","1665","729","1",""
"101240","7","5","13",""
"101240","1","1","18",""
"101240","1","1","24",""
"101240","1","0","36",""
"101240","1","0","42",""
"101240","1","0","48",""
"101240","1","1","57",""
"101240","1678","737","65",""
"101286","1816","568","1",""
"101286","26","6","12",""
"101286","63","23","13",""
"101286","1","0","36",""
"101286","1","1","45",""
"101286","1","0","47",""
"101286","1","1","51",""
"101286","1909","599","65",""
"101295","1332","758","1",""
"101295","1","","5",""
"101295","3","2","12",""
"101295","3","3","13",""
"101295","2","2","28",""
"101295","1","","37",""
"101295","1","1","39",""
"101295","1","","47",""
"101295","2","2","64",""
"101295","1346","768","65",""
"101301","445","219","1",""
"101301","2","2","13",""
"101301","1","1","22",""
"101301","2","","64",""
"101301","450","222","65",""
"101347","278","81","1",""
"101347","2","1","13",""
"101347","280","82","65",""
"101383","415","327","1",""
"101383","3","3","28",""
"101383","418","330","65",""
"101435","94","92","1",""
"101435","25","25","12",""
"101435","15","15","13",""
"101435","8","8","22",""
"101435","4","4","28",""
"101435","2","2","36",""
"101435","4","4","47",""
"101435","1","1","51",""
"101435","13","13","57",""
"101435","1","1","63",""
"101435","2","2","64",""
"101435","169","167","65",""
"101453","1","0","1",""
"101453","2","1","21",""
"101453","1","0","22",""
"101453","2","0","47",""
"101453","1","0","64",""
"101453","7","1","65",""
"101462","133","10","1",""
"101462","8","","64",""
"101462","141","10","65",""
"101480","852","740","1",""
"101480","1","1","6",""
"101480","2","1","8",""
"101480","1","1","11",""
"101480","14","11","12",""
"101480","189","175","13",""
"101480","2","2","17",""
"101480","1","0","18",""
"101480","1","1","21",""
"101480","1","1","23",""
"101480","2","2","24",""
"101480","2","0","26",""
"101480","1","1","29",""
"101480","2","2","33",""
"101480","1","1","34",""
"101480","1","1","36",""
"101480","2","2","37",""
"101480","1","1","39",""
"101480","1","0","41",""
"101480","1","1","42",""
"101480","1","1","45",""
"101480","2","2","47",""
"101480","2","1","48",""
"101480","6","4","51",""
"101480","7","3","64",""
"101480","1096","955","65",""
"101499","254","120","1",""
"101499","21","12","12",""
"101499","3","2","22",""
"101499","1","1","39",""
"101499","279","135","65",""
"101505","1116","598","1",""
"101505","1","","12",""
"101505","1","1","28",""
"101505","1","","39",""
"101505","2","1","57",""
"101505","4","1","64",""
"101505","1125","601","65",""
"101514","1738","851","1",""
"101514","1","1","6",""
"101514","1","1","12",""
"101514","2","2","13",""
"101514","1","","21",""
"101514","1","","26",""
"101514","2","1","28",""
"101514","22","13","47",""
"101514","1","1","54",""
"101514","2","2","57",""
"101514","1771","872","65",""
"101523","302","92","1",""
"101523","302","92","65",""
"101541","65","62","1",""
"101541","1","1","8",""
"101541","2","2","12",""
"101541","4","4","13",""
"101541","1","1","22",""
"101541","6","6","28",""
"101541","8","8","47",""
"101541","1","1","64",""
"101541","88","85","65",""
"101569","865","284","1",""
"101569","1","1","6",""
"101569","1","1","12",""
"101569","1","1","13",""
"101569","1","1","18",""
"101569","1","1","22",""
"101569","3","0","64",""
"101569","873","289","65",""
"101587","278","270","1",""
"101587","2","1","5",""
"101587","1","0","6",""
"101587","1","1","9",""
"101587","40","39","12",""
"101587","1","1","13",""
"101587","1","1","17",""
"101587","1","1","21",""
"101587","11","11","22",""
"101587","1","1","23",""
"101587","1","0","26",""
"101587","50","47","28",""
"101587","1","1","29",""
"101587","1","1","37",""
"101587","1","0","39",""
"101587","1","0","42",""
"101587","2","2","47",""
"101587","2","1","48",""
"101587","2","0","53",""
"101587","2","0","64",""
"101587","400","378","65",""
"101602","370","283","1",""
"101602","13","13","12",""
"101602","7","7","13",""
"101602","1","1","22",""
"101602","2","2","28",""
"101602","1","0","57",""
"101602","2","1","64",""
"101602","396","307","65",""
"101648","6","6","1",""
"101648","3","2","5","1"
"101648","1","1","6",""
"101648","1","1","8",""
"101648","1","1","9",""
"101648","6","6","12",""
"101648","4","4","13",""
"101648","2","2","18",""
"101648","5","5","21",""
"101648","2","2","22",""
"101648","1","1","23",""
"101648","1","1","24",""
"101648","2","2","27",""
"101648","7","5","28","1"
"101648","1","1","34",""
"101648","1","1","35",""
"101648","1","1","36",""
"101648","4","4","37",""
"101648","2","2","42",""
"101648","1","1","45",""
"101648","3","3","47",""
"101648","4","4","48",""
"101648","3","3","51",""
"101648","1","1","53",""
"101648","1","1","54",""
"101648","1","1","57",""
"101648","65","62","65",""
"101675","208","56","1",""
"101675","2","1","6",""
"101675","17","4","12",""
"101675","11","7","13",""
"101675","3","","17",""
"101675","4","1","22",""
"101675","4","3","26",""
"101675","1","1","27",""
"101675","2","1","28",""
"101675","1","","30",""
"101675","1","","47",""
"101675","1","","48",""
"101675","5","5","55",""
"101675","260","79","65",""
"101693","193","193","1",""
"101693","1","1","6",""
"101693","8","8","12",""
"101693","1","1","13",""
"101693","1","1","16",""
"101693","6","6","22",""
"101693","9","9","28",""
"101693","4","4","39",""
"101693","2","2","48",""
"101693","4","4","54",""
"101693","13","13","64",""
"101693","242","242","65",""
"101709","497","443","1",""
"101709","4","4","12",""
"101709","9","8","13",""
"101709","4","4","18",""
"101709","1","1","28",""
"101709","4","4","47",""
"101709","2","2","48",""
"101709","1","1","51",""
"101709","522","467","65",""
"101736","945","395","1",""
"101736","10","2","28",""
"101736","1","","36",""
"101736","2","1","37",""
"101736","25","10","47",""
"101736","3","3","64",""
"101736","986","411","65",""
"101879","548","491","1",""
"101879","2","2","6",""
"101879","2","1","8",""
"101879","1","1","9",""
"101879","10","6","12",""
"101879","11","9","13",""
"101879","2","2","17",""
"101879","2","2","18",""
"101879","1","1","22",""
"101879","2","2","24",""
"101879","1","1","26",""
"101879","27","26","28",""
"101879","1","","30",""
"101879","2","2","34",""
"101879","1","1","37",""
"101879","1","1","40",""
"101879","1","1","42",""
"101879","1","","44",""
"101879","70","63","47",""
"101879","2","2","51",""
"101879","4","4","64",""
"101879","692","618","65",""
"101897","436","244","1",""
"101897","3","2","47",""
"101897","439","246","65",""
"101903","572","391","1",""
"101903","1","1","17",""
"101903","12","9","28",""
"101903","1","1","42",""
"101903","4","1","47",""
"101903","590","403","65",""
"101912","31","25","1",""
"101912","2","2","4",""
"101912","29","28","6",""
"101912","4","4","8",""
"101912","5","4","9",""
"101912","1","1","10",""
"101912","2","2","11",""
"101912","34","31","12",""
"101912","18","18","13",""
"101912","19","13","17",""
"101912","1","1","18",""
"101912","1","1","20",""
"101912","2","2","21",""
"101912","5","4","22",""
"101912","10","10","24",""
"101912","5","3","25",""
"101912","21","20","26",""
"101912","1","1","27",""
"101912","3","3","28",""
"101912","6","5","29",""
"101912","2","2","31",""
"101912","9","8","34",""
"101912","48","46","36",""
"101912","4","4","37",""
"101912","8","8","39",""
"101912","2","1","40",""
"101912","2","2","41",""
"101912","9","9","42",""
"101912","2","2","45",""
"101912","3","2","47",""
"101912","8","8","48",""
"101912","1","1","49",""
"101912","6","5","51",""
"101912","8","8","63",""
"101912","40","25","64",""
"101912","352","309","65",""
"101949","401","256","1",""
"101949","1","1","12",""
"101949","1","1","22",""
"101949","1","1","28",""
"101949","1","1","31",""
"101949","405","260","65",""
"101958","22","4","1",""
"101958","1","1","12",""
"101958","23","5","65",""
"101967","269","104","65",""
"101967","269","104","66",""
"101994","334","53","1",""
"101994","10","0","12",""
"101994","344","53","65",""
"102030","491","491","1",""
"102030","3","3","12",""
"102030","2","2","22",""
"102030","7","7","28",""
"102030","503","503","65",""
"102049","280","265","1",""
"102049","1","1","5",""
"102049","1","1","8",""
"102049","78","78","12",""
"102049","135","135","13",""
"102049","2","2","15",""
"102049","6","6","17",""
"102049","7","7","18",""
"102049","10","10","21",""
"102049","10","10","22",""
"102049","1","1","25",""
"102049","1","1","26",""
"102049","23","23","28",""
"102049","4","4","29",""
"102049","2","2","31",""
"102049","2","2","36",""
"102049","5","5","37",""
"102049","6","6","39",""
"102049","1","1","40",""
"102049","1","1","42",""
"102049","9","9","45",""
"102049","91","91","47",""
"102049","10","10","48",""
"102049","3","3","51",""
"102049","10","10","64",""
"102049","699","684","65",""
"102058","105","","1",""
"102058","5","","6",""
"102058","3","3","8",""
"102058","8","8","12",""
"102058","9","","13",""
"102058","5","","17",""
"102058","1","","18",""
"102058","16","16","26",""
"102058","20","20","28",""
"102058","3","","34",""
"102058","5","","39",""
"102058","1","1","47",""
"102058","181","48","65",""
"102067","951","353","1",""
"102067","1","1","13",""
"102067","3","1","22",""
"102067","1","","28",""
"102067","956","355","65",""
"102076","412","326","1",""
"102076","1","","12",""
"102076","8","6","13",""
"102076","3","3","21",""
"102076","1","","25",""
"102076","1","1","28",""
"102076","426","336","65",""
"102094","903","758","1",""
"102094","2","2","2",""
"102094","2","1","6",""
"102094","2","2","8",""
"102094","1","1","9",""
"102094","2","2","10",""
"102094","138","126","12",""
"102094","7","6","13",""
"102094","8","8","17",""
"102094","2","2","18",""
"102094","1","1","20",""
"102094","1","1","21",""
"102094","28","28","22",""
"102094","5","4","24",""
"102094","1","1","25",""
"102094","153","142","28",""
"102094","1","1","30",""
"102094","1","1","33",""
"102094","2","1","36",""
"102094","4","3","39",""
"102094","1","1","40",""
"102094","1","1","41",""
"102094","1","1","42",""
"102094","1","1","44",""
"102094","5","5","47",""
"102094","8","6","48",""
"102094","1","0","50",""
"102094","5","5","51",""
"102094","1","1","56",""
"102094","1","1","61",""
"102094","39","17","64",""
"102094","1328","1130","65",""
"102155","110","47","1",""
"102155","110","47","65",""
"102164","161","40","1",""
"102164","1","0","13",""
"102164","1","0","26",""
"102164","1","0","36",""
"102164","1","0","39",""
"102164","4","2","47",""
"102164","4","0","64",""
"102164","173","42","65",""
"102225","379","82","1",""
"102225","1","","12",""
"102225","1","","28",""
"102225","1","","64",""
"102225","382","82","65",""
"102234","93","93","1",""
"102234","1","1","4",""
"102234","1","1","8",""
"102234","1","1","9",""
"102234","20","20","12",""
"102234","10","10","13",""
"102234","7","7","17",""
"102234","3","3","18",""
"102234","1","1","20",""
"102234","3","3","21",""
"102234","59","59","22",""
"102234","2","2","23",""
"102234","4","4","24",""
"102234","12","12","28",""
"102234","16","16","29",""
"102234","2","2","34",""
"102234","3","3","36",""
"102234","2","2","37",""
"102234","16","16","39",""
"102234","1","1","40",""
"102234","1","1","42",""
"102234","2","2","45",""
"102234","12","12","47",""
"102234","16","16","48",""
"102234","3","3","51",""
"102234","1","1","61",""
"102234","1","1","63",""
"102234","2","2","64",""
"102234","295","295","65",""
"102261","16","13","1",""
"102261","1","1","12",""
"102261","3","2","13",""
"102261","1","1","22",""
"102261","2","2","64",""
"102261","23","19","65",""
"102270","179","167","1",""
"102270","1","1","5",""
"102270","3","3","6",""
"102270","2","2","9",""
"102270","1","0","11",""
"102270","3","2","12",""
"102270","4","4","13",""
"102270","3","3","17",""
"102270","6","4","18",""
"102270","1","1","23",""
"102270","1","1","24",""
"102270","11","1","26",""
"102270","1","1","27",""
"102270","20","19","28",""
"102270","3","3","36",""
"102270","2","2","37",""
"102270","4","4","39",""
"102270","1","1","45",""
"102270","1","1","47",""
"102270","2","1","48",""
"102270","1","1","54",""
"102270","1","1","55",""
"102270","251","223","65",""
"102298","169","169","1",""
"102298","7","7","6",""
"102298","1","1","9",""
"102298","1","1","10",""
"102298","2","2","11",""
"102298","11","9","12",""
"102298","38","38","13",""
"102298","20","20","17",""
"102298","3","3","18",""
"102298","3","3","20",""
"102298","4","4","22",""
"102298","6","6","24",""
"102298","11","11","26",""
"102298","9","9","28",""
"102298","32","32","29",""
"102298","1","1","31",""
"102298","1","","32",""
"102298","1","1","34",""
"102298","5","5","36",""
"102298","6","6","39",""
"102298","4","4","42",""
"102298","1","1","45",""
"102298","1","1","47",""
"102298","5","5","48",""
"102298","1","1","51",""
"102298","1","1","53",""
"102298","344","341","65",""
"102313","90","43","65",""
"102313","90","43","66",""
"102322","4","3","1",""
"102322","4","3","65",""
"102359","103","41","1",""
"102359","103","41","65",""
"102368","669","543","1",""
"102368","3","2","2",""
"102368","1","1","5",""
"102368","4","3","6",""
"102368","2","2","9",""
"102368","161","131","12",""
"102368","67","54","13",""
"102368","1","1","15",""
"102368","3","2","17",""
"102368","1","1","18",""
"102368","2","2","22",""
"102368","1","1","24",""
"102368","4","3","28",""
"102368","1","1","33",""
"102368","4","3","34",""
"102368","3","2","36",""
"102368","1","1","37",""
"102368","1","1","38",""
"102368","2","2","42",""
"102368","3","2","45",""
"102368","4","3","47",""
"102368","1","1","48",""
"102368","3","2","51",""
"102368","1","1","55",""
"102368","2","2","57",""
"102368","1","1","58",""
"102368","10","8","64",""
"102368","956","776","65",""
"102377","144","144","1",""
"102377","4","4","4",""
"102377","6","6","5",""
"102377","64","64","6",""
"102377","5","5","8",""
"102377","1","1","10",""
"102377","1","1","11",""
"102377","76","76","12",""
"102377","85","85","13",""
"102377","44","44","17",""
"102377","8","8","18",""
"102377","4","4","21",""
"102377","22","22","22",""
"102377","23","23","24",""
"102377","6","6","25",""
"102377","47","47","26",""
"102377","4","4","27",""
"102377","26","26","28",""
"102377","8","8","29",""
"102377","16","16","34",""
"102377","30","30","36",""
"102377","10","10","37",""
"102377","32","32","39",""
"102377","11","11","42",""
"102377","11","11","45",""
"102377","8","8","47",""
"102377","17","17","48",""
"102377","9","9","51",""
"102377","2","2","53",""
"102377","1","1","54",""
"102377","3","3","55",""
"102377","1","1","60",""
"102377","6","6","61",""
"102377","3","3","63",""
"102377","5","5","64",""
"102377","743","743","65",""
"102410","355","246","1","1"
"102410","2","1","64",""
"102410","357","247","65",""
"102429","297","103","1",""
"102429","297","103","65",""
"102553","1198","562","2",""
"102553","2","2","4",""
"102553","1","1","5",""
"102553","4","1","6",""
"102553","7","2","8",""
"102553","3","2","9",""
"102553","2","1","12",""
"102553","2","2","16",""
"102553","1","","17",""
"102553","1","","18",""
"102553","2","2","19",""
"102553","1","","20",""
"102553","1","1","21",""
"102553","1","","22",""
"102553","1","1","24",""
"102553","3","3","26",""
"102553","2","1","27",""
"102553","2","","30",""
"102553","1","1","32",""
"102553","1","1","35",""
"102553","4","2","36",""
"102553","1","","37",""
"102553","1","1","38",""
"102553","2","","39",""
"102553","7","5","41",""
"102553","2","1","42",""
"102553","1","1","46",""
"102553","6","3","48",""
"102553","1","1","49",""
"102553","3","3","50",""
"102553","3","3","53",""
"102553","1","1","54",""
"102553","2","1","55",""
"102553","2","1","56",""
"102553","3","3","57",""
"102553","22","8","64",""
"102553","1297","617","65",""
"102580","4","2","2",""
"102580","1","1","23",""
"102580","1","1","29",""
"102580","1","1","42",""
"102580","1","1","64",""
"102580","8","6","65",""
"102605","50","19","65",""
"102605","50","19","66",""
"102614","1","1","1",""
"102614","726","485","2",""
"102614","2","2","4",""
"102614","18","18","6",""
"102614","8","7","8",""
"102614","2","1","9",""
"102614","2","2","12",""
"102614","1","0","13",""
"102614","1","1","15",""
"102614","4","3","16",""
"102614","6","6","17",""
"102614","1","1","18",""
"102614","1","1","20",""
"102614","2","1","21",""
"102614","1","1","22",""
"102614","1","1","23",""
"102614","2","1","24",""
"102614","1","0","25",""
"102614","12","10","26",""
"102614","13","11","27",""
"102614","1","1","28",""
"102614","4","4","30",""
"102614","2","2","31",""
"102614","2","2","32",""
"102614","3","3","33",""
"102614","4","4","35",""
"102614","7","7","36",""
"102614","1","1","37",""
"102614","2","2","40",""
"102614","18","15","41",""
"102614","7","7","42",""
"102614","1","1","45",""
"102614","1","1","46",""
"102614","3","2","48",""
"102614","2","2","49",""
"102614","1","1","50",""
"102614","4","3","51",""
"102614","16","16","53",""
"102614","5","5","55",""
"102614","4","4","56",""
"102614","1","1","63",""
"102614","14","6","64",""
"102614","908","643","65",""
"102632","117","54","2",""
"102632","2","","6",""
"102632","1","","32",""
"102632","1","1","36",""
"102632","1","1","39",""
"102632","1","","45",""
"102632","1","","48",""
"102632","1","","53",""
"102632","125","56","65",""
"102669","47","40","2",""
"102669","3","3","6",""
"102669","1","1","8",""
"102669","1","1","17",""
"102669","2","2","27",""
"102669","1","1","48",""
"102669","1","1","53",""
"102669","1","1","54",""
"102669","1","1","55",""
"102669","58","51","65",""
"102906","8","7","65",""
"102906","8","7","66",""
"103440","1","1","1",""
"103440","35","15","2",""
"103440","3","1","6",""
"103440","2","1","8",""
"103440","3","2","12",""
"103440","1","0","16",""
"103440","3","3","19",""
"103440","4","2","26",""
"103440","2","2","33",""
"103440","1","1","34",""
"103440","3","2","36",""
"103440","3","2","39",""
"103440","1","","40",""
"103440","5","4","41",""
"103440","1","1","47",""
"103440","3","3","48",""
"103440","1","1","49",""
"103440","9","6","53",""
"103440","1","","54",""
"103440","1","1","55",""
"103440","1","1","64",""
"103440","84","49","65",""
"103468","8","2","2",""
"103468","8","2","65",""
"103723","30","7","2",""
"103723","365","11","4",""
"103723","36","12","5",""
"103723","9","","6",""
"103723","4","4","15",""
"103723","2","","17",""
"103723","2","1","20",""
"103723","2","","27",""
"103723","1","","31",""
"103723","10","6","32",""
"103723","2","","34",""
"103723","18","2","35",""
"103723","4","1","41",""
"103723","2","","42",""
"103723","5","1","53",""
"103723","2","","55",""
"103723","3","","64",""
"103723","497","45","65",""
"103787","10","4","4",""
"103787","1","1","8",""
"103787","1","1","17",""
"103787","1","0","28",""
"103787","1","0","32",""
"103787","6","5","35",""
"103787","1","1","37",""
"103787","2","2","48",""
"103787","2","1","53",""
"103787","1","1","55",""
"103787","26","16","65",""
"103963","430","174","65",""
"103963","430","174","66",""
"104018","26","5","4",""
"104018","1","0","6",""
"104018","1","1","35",""
"104018","1","0","41",""
"104018","1","0","64",""
"104018","30","6","65",""
"104151","8","0","2",""
"104151","1981","1786","4",""
"104151","5","4","5",""
"104151","349","339","6",""
"104151","62","58","8",""
"104151","38","37","9",""
"104151","1","1","10",""
"104151","14","14","12",""
"104151","10","10","13",""
"104151","8","8","15",""
"104151","5","4","16",""
"104151","96","95","17",""
"104151","12","9","18",""
"104151","5","1","19",""
"104151","3","3","20",""
"104151","6","6","21",""
"104151","3","3","22",""
"104151","9","9","23",""
"104151","16","16","24",""
"104151","42","36","25",""
"104151","39","39","26",""
"104151","47","42","27",""
"104151","1","1","28",""
"104151","8","8","29",""
"104151","8","8","31",""
"104151","31","30","32",""
"104151","13","13","33",""
"104151","85","81","34",""
"104151","32","28","35",""
"104151","91","86","36",""
"104151","4","3","37",""
"104151","3","3","38",""
"104151","19","18","39",""
"104151","8","8","40",""
"104151","13","13","41",""
"104151","34","32","42",""
"104151","6","6","44",""
"104151","1","1","45",""
"104151","5","5","47",""
"104151","29","26","48",""
"104151","8","8","49",""
"104151","4","3","50",""
"104151","8","8","51",""
"104151","1","1","53",""
"104151","1","1","54",""
"104151","31","28","55",""
"104151","5","5","56",""
"104151","2","2","59",""
"104151","63","14","64",""
"104151","3273","2960","65",""
"104160","1","1","1",""
"104160","890","382","4",""
"104160","39","14","6",""
"104160","2","1","8",""
"104160","6","3","12",""
"104160","2","2","13",""
"104160","2","2","15",""
"104160","2","0","16",""
"104160","4","0","17",""
"104160","1","1","31",""
"104160","5","2","32",""
"104160","1","1","34",""
"104160","3","1","35",""
"104160","1","0","36",""
"104160","1","0","37",""
"104160","1","0","38",""
"104160","2","2","39",""
"104160","2","1","42",""
"104160","1","1","48",""
"104160","1","0","49",""
"104160","2","1","53",""
"104160","1","0","56",""
"104160","64","18","64",""
"104160","1034","433","65",""
"104179","2","2","1",""
"104179","4","4","2",""
"104179","2560","2462","4",""
"104179","512","504","6",""
"104179","67","67","8",""
"104179","29","29","9",""
"104179","2","2","10",""
"104179","10","10","12",""
"104179","11","11","13",""
"104179","13","13","15",""
"104179","2","1","16",""
"104179","86","86","17",""
"104179","6","6","18",""
"104179","2","2","19",""
"104179","11","11","20",""
"104179","1","1","21",""
"104179","9","9","22",""
"104179","6","5","23",""
"104179","20","20","24",""
"104179","28","25","25",""
"104179","14","14","26",""
"104179","15","15","27",""
"104179","1","1","28",""
"104179","18","17","29",""
"104179","5","5","30",""
"104179","6","6","31",""
"104179","20","20","32",""
