unitid,efres01,efres02,line,out_stat
"192110","1","1","13",""
"192110","3","3","17",""
"192110","2","2","18",""
"192110","4","4","24",""
"192110","1","1","25",""
"192110","3","3","27",""
"192110","1","1","28",""
"192110","1","1","33",""
"192110","3","3","34",""
"192110","1","1","35",""
"192110","19","19","36",""
"192110","2","2","37",""
"192110","2","2","39",""
"192110","2","2","42",""
"192110","1","1","45",""
"192110","1","1","47",""
"192110","2","2","48",""
"192110","1","1","49",""
"192110","1","1","51",""
"192110","1","1","53",""
"192110","39","32","64",""
"192110","105","97","65",""
"192147","563","230","65",""
"192147","563","230","66",""
"192156","116","22","36",""
"192156","116","22","65",""
"192165","30","26","65",""
"192165","30","26","66",""
"192192","1","1","9",""
"192192","1","1","10",""
"192192","1","1","24",""
"192192","1","1","25",""
"192192","1","1","26",""
"192192","149","142","36",""
"192192","1","1","37",""
"192192","2","2","39",""
"192192","2","2","42",""
"192192","1","1","51",""
"192192","160","153","65",""
"192208","1","1","6",""
"192208","11","9","9",""
"192208","1","1","17",""
"192208","1","1","18",""
"192208","2","2","23",""
"192208","2","2","24",""
"192208","6","6","25",""
"192208","1","1","26",""
"192208","1","1","28",""
"192208","3","3","33",""
"192208","22","21","34",""
"192208","46","39","36",""
"192208","1","1","37",""
"192208","1","1","39",""
"192208","5","5","42",""
"192208","1","1","50",""
"192208","3","3","51",""
"192208","1","1","54",""
"192208","1","1","64",""
"192208","110","100","65",""
"192244","8","7","65",""
"192244","8","7","66",""
"192271","2","2","9",""
"192271","1","1","24",""
"192271","1","1","25",""
"192271","8","8","34",""
"192271","37","37","36",""
"192271","1","1","39",""
"192271","50","50","65",""
"192323","3","3","9",""
"190503","8","4","39",""
"190503","1","1","40",""
"190503","24","11","42",""
"190503","2","1","44",""
"190503","9","4","48",""
"190503","1","1","49",""
"190503","1","1","50",""
"190503","4","2","51",""
"190503","5","2","53",""
"190503","1","1","61",""
"190503","5","2","64",""
"190503","392","187","65",""
"190512","1","","33",""
"190512","3","3","34",""
"190512","1354","1229","36",""
"190512","30","13","57",""
"190512","35","11","64",""
"190512","1423","1256","65",""
"190521","1","1","25",""
"190521","15","5","34",""
"190521","2691","992","36",""
"190521","1","1","45",""
"190521","1","","51",""
"190521","105","15","64",""
"190521","2814","1014","65",""
"190530","1","1","9",""
"190530","1","","34",""
"190530","1353","271","36",""
"190530","1","1","46",""
"190530","11","3","57",""
"190530","64","6","64",""
"190530","1431","282","65",""
"190549","1","","9",""
"190549","1335","1142","36",""
"190549","60","11","57",""
"190549","44","21","64",""
"190549","1440","1174","65",""
"190558","2","2","34",""
"190558","1459","945","36",""
"190558","8","2","57",""
"190558","59","15","64",""
"190558","1528","964","65",""
"190567","1","1","12",""
"190567","3","2","34",""
"190567","1030","772","36",""
"190567","13","2","57",""
"190567","113","58","64",""
"190567","1160","835","65",""
"190585","912","119","36",""
"190585","28","13","57",""
"190585","1","","64",""
"190585","941","132","65",""
"190594","3","2","12",""
"190594","1","1","24",""
"190594","2","1","34",""
"190594","957","821","36",""
"190594","1","1","47",""
"190594","24","8","57",""
"190594","33","20","64",""
"190594","1021","854","65",""
"190600","1","1","9",""
"190600","15","13","34",""
"190600","1326","981","36",""
"190600","1","1","42",""
"190600","7","4","57",""
"190600","16","11","64",""
"190600","1366","1011","65",""
"190619","2312","1094","36",""
"190619","102","14","57",""
"190619","81","26","64",""
"190619","2495","1134","65",""
"190628","1989","697","36",""
"190628","61","8","57",""
"190628","151","15","64",""
"190628","2201","720","65",""
"190637","1","1","9",""
"190637","1","1","26",""
"190637","2","","34",""
"190637","763","465","36",""
"190637","38","12","57",""
"190637","4","2","64",""
"190637","809","481","65",""
"190646","1","","9",""
"190646","649","184","36",""
"190646","21","7","57",""
"190646","15","3","64",""
"190646","686","194","65",""
"190655","2016","1033","36",""
"190655","17","8","57",""
"190655","75","13","64",""
"190655","2108","1054","65",""
"190664","1","1","12",""
"190664","2","1","34",""
"190664","1571","1118","36",""
"190664","20","8","57",""
"190664","54","16","64",""
"190664","1648","1144","65",""
"190673","1","","9",""
"190673","1","","34",""
"190673","2285","1287","36",""
"190673","118","50","64",""
"190673","2405","1337","65",""
"190691","641","281","36",""
"190691","8","4","57",""
"190691","93","25","64",""
"190691","742","310","65",""
"190716","1","1","9",""
"190716","1","1","23",""
"190716","1","1","24",""
"190716","1","1","25",""
"190716","1","0","34",""
"190716","128","111","36",""
"190716","2","2","39",""
"190716","8","8","42",""
"190716","3","1","64",""
"190716","146","126","65",""
"190725","2","2","9",""
"190725","1","1","25",""
"190725","5","5","34",""
"190725","316","242","36",""
"190725","2","2","39",""
"190725","12","9","42",""
"190725","3","0","64",""
"190725","341","261","65",""
"190734","1","1","18",""
"190734","13","13","36",""
"190734","14","14","65",""
"190752","97","83","65",""
"190752","97","83","66",""
"190761","1","0","9",""
"190761","16","12","34",""
"190761","85","78","36",""
"190761","1","1","45",""
"190761","103","91","65",""
"190770","1","1","12",""
"190770","1","0","24",""
"190770","1","1","34",""
"190770","353","295","36",""
"190770","1","1","44",""
"190770","357","298","65",""
"190840","3","1","9",""
"190840","1337","760","36",""
"190840","4","2","64",""
"190840","1344","763","65",""
"190983","1","1","2",""
"190983","1","1","4",""
"190983","1","1","6",""
"190983","19","17","9",""
"190983","1","1","12",""
"190983","2","2","17",""
"190983","11","11","23",""
"190983","3","3","24",""
"190983","31","31","25",""
"190983","1","1","27",""
"190983","1","1","31",""
"190983","9","7","33",""
"190983","8","8","34",""
"190983","247","162","36",""
"190983","6","6","39",""
"190983","1","1","41",""
"190983","30","12","42",""
"190983","6","5","44",""
"190983","13","13","50",""
"190983","1","1","51",""
"190983","1","1","55",""
"190983","3","1","57",""
"190983","15","8","64",""
"190983","412","295","65",""
"191010","1","0","9",""
"191010","6","","36",""
"191010","1","1","39",""
"191010","1","","51",""
"191010","9","1","65",""
"191056","1","0","6",""
"191056","1","0","12",""
"191056","1","0","34",""
"191056","738","241","36",""
"191056","1","1","64",""
"191056","742","242","65",""
"191065","1","1","6",""
"191065","1433","829","36",""
"191065","4","3","42",""
"191065","1","1","48",""
"191065","1","1","51",""
"191065","9","4","64",""
"191065","1449","839","65",""
"191074","1","0","6",""
"191074","1","1","12",""
"191074","1","1","24",""
"191074","1","0","27",""
"191074","1","1","35",""
"191074","778","444","36",""
"191074","3","3","39",""
"191074","3","3","42",""
"191074","1","1","48",""
"191074","2","0","64",""
"191074","792","454","65",""
"191126","1","1","5",""
"191126","1","1","6",""
"191126","15","9","9",""
"191126","3","2","10",""
"191126","2","1","12",""
"191126","1","1","13",""
"191126","2","1","17",""
"191126","3","2","18",""
"191126","1","1","20",""
"191126","1","1","23",""
"191126","12","7","24",""
"191126","10","6","25",""
"191126","7","4","26",""
"191126","1","1","29",""
"191126","3","2","33",""
"191126","124","77","34",""
"191126","906","560","36",""
"191126","1","1","37",""
"191126","1","1","39",""
"191126","19","12","42",""
"191126","2","1","44",""
"191126","1","1","47",""
"191126","2","1","48",""
"191126","4","2","51",""
"191126","2","1","53",""
"191126","1","1","55",""
"191126","40","25","64",""
"191126","1166","723","65",""
"191199","1","1","33",""
"191199","820","521","36",""
"191199","2","2","42",""
"191199","2","1","64",""
"191199","825","525","65",""
"191205","3","2","9",""
"191205","3","1","34",""
"191205","326","186","36",""
"191205","2","0","42",""
"191205","1","1","50",""
"191205","6","0","64",""
"191205","341","190","65",""
"191241","1","1","4",""
"191241","8","8","6",""
"191241","1","1","8",""
"191241","63","63","9",""
"191241","1","1","11",""
"191241","7","7","12",""
"191241","2","2","13",""
"191241","1","1","15",""
"191241","3","3","17",""
"191241","2","2","18",""
"191241","2","2","22",""
"191241","4","4","23",""
"191241","14","14","24",""
"191241","29","29","25",""
"191241","2","2","27",""
"191241","1","1","29",""
"191241","1","1","32",""
"191241","4","4","33",""
"191241","99","99","34",""
"191241","747","747","36",""
"191241","4","4","37",""
"191241","8","8","39",""
"191241","36","36","42",""
"191241","4","4","44",""
"191241","1","1","47",""
"191241","4","4","48",""
"191241","2","2","50",""
"191241","3","3","51",""
"191241","1","1","53",""
"191241","1","1","57",""
"191241","39","11","64",""
"191241","1095","1067","65",""
"191302","1","0","34",""
"191302","521","237","36",""
"191302","18","11","64",""
"191302","540","248","65",""
"191339","1","0","9",""
"191339","1","1","24",""
"191339","1","1","33",""
"191339","1","1","34",""
"191339","980","580","36",""
"191339","1","1","64",""
"191339","985","584","65",""
"191472","102","87","65",""
"191472","102","87","66",""
"191481","114","98","65",""
"191481","114","98","66",""
"191515","1","1","4",""
"191515","9","9","6",""
"191515","3","3","8",""
"191515","28","28","9",""
"191515","2","2","10",""
"191515","2","2","11",""
"191515","7","7","12",""
"191515","1","1","13",""
"191515","8","8","17",""
"191515","2","2","18",""
"191515","1","1","19",""
"191515","1","1","22",""
"191515","6","6","23",""
"191515","6","6","24",""
"191515","65","65","25",""
"191515","3","3","26",""
"191515","1","1","27",""
"191515","1","1","29",""
"191515","1","1","31",""
"191515","7","7","33",""
"191515","28","28","34",""
"191515","1","1","35",""
"191515","194","194","36",""
"191515","2","2","37",""
"187620","1","1","41",""
"187620","1","1","42",""
"187620","1","1","47",""
"187620","30","24","48",""
"187620","3","3","51",""
"187620","22","7","57",""
"187620","4","3","64",""
"187620","1120","807","65",""
"187639","1","0","1",""
"187639","3","1","4",""
"187639","1","1","5",""
"187639","7","0","6",""
"187639","1","0","8",""
"187639","6","0","12",""
"187639","1","0","16",""
"187639","5","0","17",""
"187639","1","0","18",""
"187639","1","0","19",""
"187639","1","0","20",""
"187639","1","0","21",""
"187639","1","0","24",""
"187639","2","0","26",""
"187639","1","0","29",""
"187639","1","0","31",""
"187639","1","0","33",""
"187639","169","21","35",""
"187639","5","0","36",""
"187639","1","0","39",""
"187639","1","0","40",""
"187639","3","0","42",""
"187639","1","0","45",""
"187639","22","1","48",""
"187639","1","0","53",""
"187639","4","0","57",""
"187639","242","24","65",""
"187648","3","3","2",""
"183141","247","103","65",""
"183150","11","4","23",""
"183150","6","4","25",""
"183150","117","44","33",""
"183150","1","1","50",""
"183150","135","53","65",""
"183169","10","9","9",""
"183169","1","1","15",""
"183169","6","6","23",""
"183169","17","17","25",""
"183169","67","41","33",""
"183169","2","2","34",""
"183169","1","1","36",""
"183169","1","0","42",""
"183169","4","4","44",""
"183169","109","81","65",""
"183211","6","6","9",""
"183211","12","12","23",""
"183211","1","1","24",""
"183211","61","43","25",""
"183211","125","57","33",""
"183211","1","1","36",""
"183211","6","5","44",""
"183211","2","2","50",""
"183211","214","127","65",""
"183239","2","","6",""
"183239","47","","9",""
"183239","1","","12",""
"183239","1","","17",""
"183239","35","35","23",""
"183239","262","262","25",""
"183239","105","105","33",""
"183239","11","","34",""
"183239","21","21","36",""
"183239","5","5","42",""
"183239","15","15","44",""
"183239","3","3","50",""
"183239","1","1","51",""
"183239","2","2","64",""
"183239","511","449","65",""
"183275","19","17","65",""
"183275","19","17","66",""
"183345","2","1","9",""
"183345","1","1","23",""
"183345","1","1","25",""
"183345","24","14","33",""
"183345","3","3","50",""
"183345","5","1","64",""
"183345","36","21","65",""
"183600","2","1","34",""
"183600","2","1","65",""
"183655","1","1","25",""
"183655","1087","549","34",""
"183655","3","2","42",""
"183655","12","6","57",""
"183655","1","1","64",""
"183655","1104","559","65",""
"183743","2181","1357","34",""
"183743","4","4","36",""
"183743","2185","1361","65",""
"183789","1","1","12",""
"183789","1","1","25",""
"183789","645","341","34",""
"183789","14","9","36",""
"183789","1","1","63",""
"183789","3","3","64",""
"183789","665","356","65",""
"183822","2","2","11",""
"183822","1","1","28",""
"183822","288","213","34",""
"183822","10","10","36",""
"183822","2","1","42",""
"183822","5","4","63",""
"183822","308","231","65",""
"183859","2199","1352","34",""
"183859","3","1","57",""
"183859","2202","1353","65",""
"183877","1209","750","34",""
"183877","1209","750","65",""
"183910","1","1","9",""
"183910","1","1","12",""
"183910","1","1","25",""
"183910","167","121","34",""
"183910","2","","36",""
"183910","1","","42",""
"183910","21","16","64",""
"183910","194","140","65",""
"183938","1","0","10",""
"183938","1","1","24",""
"183938","1922","841","34",""
"183938","8","4","36",""
"183938","36","9","42",""
"183938","1","0","57",""
"183938","1969","855","65",""
"183974","3","3","9",""
"183974","1","1","18",""
"183974","1","1","24",""
"183974","1","1","25",""
"183974","1","1","27",""
"183974","85","73","34",""
"183974","1","1","35",""
"183974","8","7","36",""
"183974","6","5","42",""
"183974","1","1","51",""
"183974","2","2","57",""
"183974","7","6","64",""
"183974","117","102","65",""
"184180","1","1","9",""
"184180","2020","1352","34",""
"184180","2","2","36",""
"184180","1","0","42",""
"184180","2024","1355","65",""
"184205","521","260","34",""
"184205","1","0","57",""
"184205","522","260","65",""
"184269","1","1","9",""
"184269","1","1","12",""
"184269","1","1","24",""
"184269","617","255","34",""
"184269","166","61","36",""
"184269","21","12","42",""
"184269","1","1","45",""
"184269","1","1","51",""
"184269","1","1","63",""
"184269","810","334","65",""
"184348","3","3","6",""
"184348","2","2","8",""
"184348","22","19","9",""
"184348","1","1","12",""
"184348","2","2","13",""
"184348","2","2","17",""
"184348","2","2","21",""
"184348","7","7","23",""
"184348","9","9","24",""
"184348","19","18","25",""
"184348","1","1","27",""
"184348","1","1","31",""
"184348","2","2","33",""
"184348","116","105","34",""
"184348","1","1","35",""
"184348","41","39","36",""
"184348","1","1","37",""
"184348","1","1","38",""
"184348","2","2","41",""
"184348","22","21","42",""
"184348","2","2","44",""
"184348","2","2","48",""
"184348","2","2","50",""
"184348","1","1","51",""
"184348","2","2","53",""
"184348","1","1","54",""
"184348","1","1","55",""
"184348","1","1","61",""
"184348","2","2","64",""
"184348","271","253","65",""
"184481","1395","359","34",""
"184481","13","4","57",""
"184481","109","14","64",""
"184481","1517","377","65",""
"184603","19","19","9",""
"184603","2","2","10",""
"184603","8","6","12",""
"184603","1","1","13",""
"184603","1","0","17",""
"184603","5","5","24",""
"184603","7","7","25",""
"184603","1","1","33",""
"184603","800","605","34",""
"184603","105","94","36",""
"184603","1","0","39",""
"184603","20","19","42",""
"184603","1","0","44",""
"184603","2","1","51",""
"184603","1","0","53",""
"184603","2","2","61",""
"184603","88","6","64",""
"184603","1064","768","65",""
"184612","163","85","34",""
"184612","1","","64",""
"184612","164","85","65",""
"184773","113","109","34",""
"184773","113","109","65",""
"184782","1","1","6",""
"184782","3","3","10",""
"184782","1","1","17",""
"184782","1","1","18",""
"184782","750","673","34",""
"184782","4","4","36",""
"184782","14","10","42",""
"184782","1","0","51",""
"184782","1","1","57",""
"184782","776","694","65",""
"184791","1123","567","34",""
"184791","3","2","42",""
"184791","1126","569","65",""
"184995","984","195","34",""
"184995","2","0","36",""
"184995","986","195","65",""
"185129","1","1","24",""
"185129","891","633","34",""
"185129","2","2","36",""
"185129","1","1","42",""
"185129","1","1","45",""
"185129","1","1","51",""
"185129","22","9","64",""
"185129","919","648","65",""
"185244","45","36","34","1"
"185244","1","1","42","1"
"185244","46","37","65",""
"185262","1180","896","34",""
"185262","42","28","57",""
"185262","1222","924","65",""
"185509","1","0","17",""
"185509","1387","922","34",""
"185509","2","0","36",""
"185509","1","1","39",""
"185509","23","13","42",""
"185509","28","15","64",""
"185509","1442","951","65",""
"185536","1547","1139","34",""
"185536","10","6","36",""
"185536","1","1","57",""
"185536","58","15","64",""
"185536","1616","1161","65",""
"185572","1","1","12",""
"185572","1","1","17",""
"185572","3","3","24",""
"185572","3","3","25",""
"185572","1","1","30",""
"185572","388","373","34",""
"185572","27","26","36",""
"185572","11","11","42",""
"185572","2","2","51",""
"185572","5","2","64",""
"185572","442","423","65",""
"185590","1","1","24",""
"185590","1","0","32",""
"185590","1098","646","34",""
"185590","8","2","36",""
"185590","2","0","42",""
"185590","1","0","53",""
"185590","2","1","57",""
"185590","1","0","61",""
"185590","4","0","64",""
"185590","1118","650","65",""
"185828","1","1","10",""
"185828","1","1","24",""
"185828","485","459","34",""
"185828","8","7","36",""
"185828","1","1","37",""
"185828","1","1","42",""
"185828","2","2","57",""
"185828","19","12","64",""
"185828","518","484","65",""
"185873","1266","882","34",""
"185873","1","1","42",""
"185873","3","0","64",""
"185873","1270","883","65",""
"185952","14","8","34",""
"185952","14","8","65",""
"186034","1011","175","34",""
"186034","1011","175","65",""
"186131","6","6","1",""
"186131","3","3","2",""
"186131","6","6","4",""
"186131","3","3","5",""
"186131","108","106","6",""
"186131","8","8","8",""
"186131","37","36","9",""
"186131","7","7","10",""
"186131","9","9","11",""
"186131","34","34","12",""
"186131","21","21","13",""
"186131","4","4","15",""
"186131","2","2","16",""
"186131","30","29","17",""
"186131","10","10","18",""
"186131","2","2","19",""
"186131","4","4","20",""
"186131","5","5","21",""
"186131","6","6","22",""
"186131","7","5","23",""
"186131","41","40","24",""
"186131","62","59","25",""
"186131","11","11","26",""
"186131","10","10","27",""
"186131","1","1","28",""
"186131","10","10","29",""
"186131","1","1","30",""
"186131","7","7","33",""
"186131","153","152","34",""
"186131","3","3","35",""
"186131","158","156","36",""
"186131","18","18","37",""
"186131","24","24","39",""
"186131","6","6","40",""
"186131","5","5","41",""
"186131","71","67","42",""
"186131","6","5","44",""
"186131","5","5","45",""
"186131","13","13","47",""
"186131","55","55","48",""
"186131","2","2","49",""
"186131","5","5","50",""
"186131","40","39","51",""
"186131","15","15","53",""
"186131","6","6","54",""
"186131","4","4","55",""
"182500","40","18","6",""
"182500","1","1","16",""
"182500","787","557","32",""
"182500","1","1","34",""
"182500","2","2","36",""
"182500","1","1","48",""
"182500","833","581","65",""
"182564","3","0","6",""
"182564","1","0","8",""
"182564","2","0","15",""
"182564","216","45","32",""
"182564","1","0","37",""
"182564","1","0","41",""
"182564","1","0","48",""
"182564","2","0","57",""
"182564","2","0","64",""
"182564","229","45","65",""
"182625","25","15","25",""
"182625","141","36","33",""
"182625","166","51","65",""
"182634","17","17","9",""
"182634","2","2","12",""
"182634","1","1","17",""
"182634","1","1","21",""
"182634","1","1","22",""
"182634","15","15","23",""
"182634","1","1","24",""
"182634","32","32","25",""
"182634","55","55","33",""
"182634","5","5","34",""
"182634","14","14","36",""
"182634","1","1","39",""
"182634","2","2","42",""
"182634","1","1","45",""
"182634","16","16","50",""
"182634","1","1","51",""
"182634","1","1","62",""
"182634","166","166","65",""
"182661","12","12","9",""
"182661","1","1","11",""
"182661","1","1","17",""
"182661","20","17","23",""
"182661","1","1","24",""
"182661","39","33","25",""
"182661","59","15","33",""
"182661","4","2","34",""
"182661","28","28","36",""
"182661","6","6","42",""
"182661","2","2","44",""
"182661","1","1","45",""
"182661","2","2","48",""
"182661","6","6","50",""
"182661","2","2","51",""
"182661","3","2","64",""
"182661","187","131","65",""
"182670","4","4","1",""
"182670","3","3","2",""
"182670","2","2","4",""
"182670","1","1","5",""
"182670","83","82","6",""
"182670","12","12","8",""
"182670","62","61","9",""
"182670","1","1","10",""
"182670","8","8","11",""
"182670","26","26","12",""
"182670","13","13","13",""
"182670","6","6","15",""
"182670","3","3","16",""
"182670","31","30","17",""
"182670","6","6","18",""
"182670","8","8","19",""
"182670","6","6","20",""
"182670","5","5","21",""
"182670","3","3","22",""
"182670","28","28","23",""
"182670","38","37","24",""
"182670","125","120","25",""
"182670","20","20","26",""
"182670","15","15","27",""
"182670","3","3","28",""
"182670","9","9","29",""
"182670","2","1","30",""
"182670","1","1","31",""
"182670","3","3","32",""
"182670","34","33","33",""
"182670","77","77","34",""
"182670","2","2","35",""
"182670","191","188","36",""
"182670","5","5","37",""
"182670","1","1","38",""
"182670","19","19","39",""
"182670","7","7","40",""
"182670","7","7","41",""
"182670","33","33","42",""
"182670","10","10","44",""
"182670","4","3","45",""
"182670","3","3","46",""
"182670","8","8","47",""
"182670","37","37","48",""
"182670","5","5","49",""
"182670","19","18","50",""
"182670","15","15","51",""
"182670","14","14","53",""
"182670","4","4","54",""
"182670","7","6","55",""
"182670","2","2","56",""
"182670","5","5","57",""
"182670","1","1","63",""
"182670","42","42","64",""
"182670","1079","1062","65",""
"182795","7","7","6",""
"182795","78","72","9",""
"182795","1","1","10",""
"182795","2","2","11",""
"182795","3","2","12",""
"182795","1","1","15",""
"182795","47","40","23",""
"182795","9","9","24",""
"182795","113","100","25",""
"182795","1","1","27",""
"182795","152","48","33",""
"182795","42","37","34",""
"182795","54","54","36",""
"182795","2","2","39",""
"182795","13","12","42",""
"182795","16","14","44",""
"182795","6","6","50",""
"182795","3","3","51",""
"182795","13","6","64",""
"182795","563","417","65",""
"182865","24","24","9",""
"182865","1","1","12",""
"182865","65","43","23",""
"182865","116","106","25",""
"182865","547","250","33",""
"182865","5","5","34",""
"182865","10","10","36",""
"182865","1","1","42",""
"182865","6","6","44",""
"182865","21","21","50",""
"182865","13","0","64",""
"182865","809","467","65",""
"182917","1","1","6",""
"182917","1","","9",""
"182917","1","1","24",""
"182917","2","1","25",""
"182917","6","6","26",""
"182917","1","1","33",""
"182917","3","","36",""
"182917","2","1","39",""
"182917","1","","50",""
"182917","1","","51",""
"182917","1","1","55",""
"182917","4","1","64",""
"182917","24","13","65",""
"182944","39","20","23",""
"182944","4","2","25",""
"182944","203","107","33",""
"182944","246","129","65",""
"182980","1","1","6",""
"182980","13","12","9",""
"182980","3","3","12",""
"182980","1","1","13",""
"182980","2","2","15",""
"182980","6","6","17",""
"182980","1","1","18",""
"182980","1","1","22",""
"182980","13","13","23",""
"182980","5","5","24",""
"182980","33","30","25",""
"182980","2","2","26",""
"182980","1","1","27",""
"182980","1","1","29",""
"182980","28","16","33",""
"182980","18","16","34",""
"182980","26","24","36",""
"182980","2","2","37",""
"182980","1","1","39",""
"182980","5","5","42",""
"182980","6","5","44",""
"182980","2","2","48",""
"182980","6","5","50",""
"182980","4","4","51",""
"182980","1","1","55",""
"182980","10","4","64","1"
"182980","192","164","65","1"
"183026","1","1","4",""
"183026","1","1","6",""
"183026","51","38","9",""
"183026","3","2","12",""
"183026","2","1","17",""
"183026","245","17","23","1"
"183026","2","2","24",""
"183026","106","77","25",""
"183026","229","90","33",""
"183026","16","12","34",""
"183026","26","20","36",""
"183026","17","11","42",""
"183026","4","3","44",""
"183026","14","11","50",""
"183026","2","2","51",""
"183026","1","1","53",""
"183026","34","34","64",""
"183026","754","323","65",""
"183044","3","3","6",""
"183044","5","5","8",""
"183044","133","130","9",""
"183044","2","2","10",""
"183044","1","","11",""
"183044","2","2","12",""
"183044","2","2","13",""
"183044","1","1","15",""
"183044","5","5","17",""
"183044","1","1","22",""
"183044","137","130","23",""
"183044","17","16","24",""
"183044","525","522","25",""
"183044","4","4","26",""
"183044","3","3","27",""
"183044","1241","1175","33",""
"183044","77","76","34",""
"183044","129","127","36",""
"183044","2","1","37",""
"183044","10","8","39",""
"183044","1","1","40",""
"183044","2","2","41",""
"183044","38","37","42",""
"183044","46","45","44",""
"183044","1","1","46",""
"183044","2","2","48",""
"183044","22","22","50",""
"183044","10","8","51",""
"183044","1","1","53",""
"183044","1","1","54",""
"183044","2","2","55",""
"183044","1","1","57",""
"183044","14","12","64",""
"183044","2441","2348","65",""
"183062","160","159","9",""
"183062","2","2","10",""
"183062","1","1","11",""
"183062","24","23","23",""
"183062","80","79","25",""
"183062","376","317","33",""
"183062","27","27","34",""
"183062","44","42","36",""
"183062","2","2","42",""
"183062","18","18","44",""
"183062","1","1","45",""
"183062","23","23","50",""
"183062","1","1","51",""
"183062","1","0","57",""
"183062","760","695","65",""
"183071","88","55","33",""
"183071","1","1","64",""
"183071","89","56","65",""
"183080","1","1","2",""
"183080","1","1","6",""
"183080","64","61","9",""
"183080","1","1","12",""
"183080","1","1","17",""
"183080","1","","22",""
"183080","84","82","23",""
"183080","1","1","24",""
"183080","124","124","25",""
"183080","1","","26",""
"183080","378","331","33",""
"183080","14","14","34",""
"183080","35","35","36",""
"183080","4","4","42",""
"183080","29","29","44",""
"183080","44","43","50",""
"183080","1","1","51",""
"183080","1","1","55",""
"183080","5","4","64",""
"183080","790","734","65",""
"183099","3","3","9",""
"183099","1","1","15",""
"183099","14","11","23",""
"183099","3","3","25",""
"183099","531","401","33",""
"183099","8","6","50",""
"183099","1","1","51",""
"183099","561","426","65",""
"183105","11","4","23",""
"183105","286","112","33",""
"183105","1","","37",""
"183105","17","13","50",""
"183105","315","129","65",""
"183114","216","200","33",""
"183114","216","200","65",""
"183123","6","6","9",""
"183123","1","0","10",""
"183123","5","5","23",""
"183123","9","8","25",""
"183123","276","66","33",""
"183123","1","1","34",""
"183123","9","7","50",""
"183123","307","93","65",""
"183132","2","2","23",""
"183132","11","11","25",""
"183132","363","201","33",""
"183132","4","4","50",""
"183132","380","218","65",""
"183141","23","5","25",""
"183141","221","95","33",""
"183141","2","2","50",""
"183141","1","1","62",""
"181394","1","1","51",""
"181394","1","1","55",""
"181394","3","3","56",""
"181394","5","5","57",""
"181394","1540","1462","65",""
"181419","2","","19","1"
"181419","30","4","31",""
"181419","1","1","48",""
"181419","33","5","65",""
"181446","5","5","8",""
"181446","9","9","19",""
"181446","1","1","24",""
"181446","349","345","31",""
"181446","1","1","35",""
"181446","2","2","46",""
"181446","367","363","65",""
"181464","3","2","2",""
"181464","3","2","4",""
"181464","1","1","5",""
"181464","18","16","6",""
"181464","30","30","8",""
"181464","4","4","9",""
"181464","6","6","12",""
"181464","2","2","13",""
"181464","2","1","16",""
"181464","25","24","17",""
"181464","7","7","18",""
"181464","54","51","19",""
"181464","9","9","20",""
"181464","2","2","23",""
"181464","3","3","24",""
"181464","2","1","25",""
"181464","3","3","26",""
"181464","7","7","27",""
"181464","16","16","29",""
"181464","3","3","30",""
"181464","3079","2816","31",""
"181464","1","1","32",""
"181464","2","","33",""
"181464","9","9","34",""
"181464","1","1","35",""
"181464","14","14","36",""
"181464","3","3","38",""
"181464","2","2","39",""
"181464","6","6","40",""
"181464","4","4","41",""
"181464","4","4","42",""
"181464","1","1","45",""
"181464","82","77","46",""
"181464","1","1","47",""
"181464","6","4","48",""
"181464","1","1","49",""
"181464","5","5","51",""
"181464","5","5","53",""
"181464","1","1","54",""
"181464","6","6","55",""
"181464","3","3","56",""
"181464","7","6","57",""
"181464","37","10","64",""
"181464","3480","3170","65",""
"181491","1","","8",""
"181491","1","","13",""
"181491","1","","17",""
"181491","1","1","18",""
"181491","6","6","19",""
"181491","1","1","21",""
"181491","1","1","27",""
"181491","1","1","29",""
"181491","578","344","31",""
"181491","1","","38",""
"181491","1","","42",""
"181491","20","14","46",""
"181491","3","","57",""
"181491","7","2","64",""
"181491","623","370","65",""
"181534","1","1","4",""
"181534","2","2","12",""
"181534","19","15","19",""
"181534","1","","20",""
"181534","1","1","24",""
"181534","5","5","29",""
"181534","180","156","31",""
"181534","1","1","34",""
"181534","3","3","36",""
"181534","1","","48",""
"181534","1","","64",""
"181534","215","184","65",""
"181543","3","1","8",""
"181543","3","3","30",""
"181543","6","4","31",""
"181543","1","1","46",""
"181543","3","0","56",""
"181543","1","","57",""
"181543","17","9","65",""
"181604","1","1","13",""
"181604","1","1","17",""
"181604","24","20","19",""
"181604","99","73","31",""
"181604","1","1","40",""
"181604","1","1","46",""
"181604","127","97","65",""
"181631","1","1","8",""
"181631","2","2","19",""
"181631","9","7","20",""
"181631","1","1","29",""
"181631","312","166","31",""
"181631","3","3","36",""
"181631","328","180","65",""
"181640","2","1","19",""
"181640","678","277","31",""
"181640","680","278","65",""
"181659","12","12","19",""
"181659","4","3","20",""
"181659","4","4","29",""
"181659","138","138","31",""
"181659","1","","40",""
"181659","159","157","65",""
"181738","1","1","2",""
"181738","1","1","4",""
"181738","2","2","6",""
"181738","16","16","8",""
"181738","1","1","16",""
"181738","5","5","19",""
"181738","15","15","20",""
"181738","1","1","22",""
"181738","2","2","26",""
"181738","12","12","27",""
"181738","10","10","29",""
"181738","21","21","31",""
"181738","1","1","36",""
