unitid,"xf1a01",f1a01,"xf1a02",f1a02,"xf1a03",f1a03,"xf1a04",f1a04,"xf1a05",f1a05,"xf1a06",f1a06,"xf1a07",f1a07,"xf1a08",f1a08,"xf1a09",f1a09,"xf1a10",f1a10,"xf1a11",f1a11,"xf1a12",f1a12,"xf1a13",f1a13,"xf1a14",f1a14,"xf1a15",f1a15,"xf1a16",f1a16,"xf1a17",f1a17,"xf1a18",f1a18,"xf1a211",f1a211,"xf1a212",f1a212,"xf1a213",f1a213,"xf1a214",f1a214,"xf1a221",f1a221,"xf1a222",f1a222,"xf1a223",f1a223,"xf1a224",f1a224,"xf1a231",f1a231,"xf1a232",f1a232,"xf1a233",f1a233,"xf1a234",f1a234,"xf1a241",f1a241,"xf1a242",f1a242,"xf1a243",f1a243,"xf1a244",f1a244,"xf1a251",f1a251,"xf1a252",f1a252,"xf1a253",f1a253,"xf1a254",f1a254,"xf1a261",f1a261,"xf1a262",f1a262,"xf1a263",f1a263,"xf1a264",f1a264,"xf1a271",f1a271,"xf1a272",f1a272,"xf1a273",f1a273,"xf1a274",f1a274,"xf1a281",f1a281,"xf1a282",f1a282,"xf1a283",f1a283,"xf1a284",f1a284,"xf1b01",f1b01,"xf1b02",f1b02,"xf1b03",f1b03,"xf1b04",f1b04,"xf1b05",f1b05,"xf1b06",f1b06,"xf1b07",f1b07,"xf1b08",f1b08,"xf1b09",f1b09,"xf1b10",f1b10,"xf1b11",f1b11,"xf1b12",f1b12,"xf1b13",f1b13,"xf1b14",f1b14,"xf1b15",f1b15,"xf1b16",f1b16,"xf1b17",f1b17,"xf1b18",f1b18,"xf1b19",f1b19,"xf1b20",f1b20,"xf1b21",f1b21,"xf1b22",f1b22,"xf1b23",f1b23,"xf1b24",f1b24,"xf1b25",f1b25,"xf1c011",f1c011,"xf1c012",f1c012,"xf1c013",f1c013,"xf1c014",f1c014,"xf1c015",f1c015,"xf1c021",f1c021,"xf1c022",f1c022,"xf1c023",f1c023,"xf1c024",f1c024,"xf1c025",f1c025,"xf1c031",f1c031,"xf1c032",f1c032,"xf1c033",f1c033,"xf1c034",f1c034,"xf1c035",f1c035,"xf1c051",f1c051,"xf1c052",f1c052,"xf1c053",f1c053,"xf1c054",f1c054,"xf1c055",f1c055,"xf1c061",f1c061,"xf1c062",f1c062,"xf1c063",f1c063,"xf1c064",f1c064,"xf1c065",f1c065,"xf1c071",f1c071,"xf1c072",f1c072,"xf1c073",f1c073,"xf1c074",f1c074,"xf1c075",f1c075,"xf1c081",f1c081,"xf1c082",f1c082,"xf1c083",f1c083,"xf1c084",f1c084,"xf1c085",f1c085,"xf1c091",f1c091,"xf1c094",f1c094,"xf1c101",f1c101,"xf1c102",f1c102,"xf1c103",f1c103,"xf1c104",f1c104,"xf1c105",f1c105,"xf1c111",f1c111,"xf1c112",f1c112,"xf1c113",f1c113,"xf1c114",f1c114,"xf1c115",f1c115,"xf1c121",f1c121,"xf1c122",f1c122,"xf1c123",f1c123,"xf1c124",f1c124,"xf1c125",f1c125,"xf1c131",f1c131,"xf1c132",f1c132,"xf1c133",f1c133,"xf1c134",f1c134,"xf1c135",f1c135,"xf1c141",f1c141,"xf1c142",f1c142,"xf1c143",f1c143,"xf1c144",f1c144,"xf1c145",f1c145,"xf1c151",f1c151,"xf1c152",f1c152,"xf1c153",f1c153,"xf1c154",f1c154,"xf1c155",f1c155,"xf1c161",f1c161,"xf1c165",f1c165,"xf1c171",f1c171,"xf1c172",f1c172,"xf1c173",f1c173,"xf1c174",f1c174,"xf1c175",f1c175,"xf1c181",f1c181,"xf1c182",f1c182,"xf1c183",f1c183,"xf1c184",f1c184,"xf1c185",f1c185,"xf1c191",f1c191,"xf1c192",f1c192,"xf1c193",f1c193,"xf1c194",f1c194,"xf1c195",f1c195,"xf1d01",f1d01,"xf1d02",f1d02,"xf1d03",f1d03,"xf1d04",f1d04,"xf1d05",f1d05,"xf1d06",f1d06,"xf1h01",f1h01,"xf1h02",f1h02,"xf1e01",f1e01,"xf1e02",f1e02,"xf1e03",f1e03,"xf1e04",f1e04,"xf1e05",f1e05,"xf1e06",f1e06,"xf1e07",f1e07,"xf1e08",f1e08,"xf1e09",f1e09,"xf1e10",f1e10,"xf1e11",f1e11,f1fha
"100654",10,"47402803",10,"162269057",10,"54156313",10,"0",10,"108112744",10,"155515547",10,"2803161",10,"24179710",10,"26982871",10,"58710368",10,"0",10,"58710368",10,"85693239",10,"46975549",10,"22326924",13,"0",10,"519835",10,"69822308",10,"4982207",13,"0",10,"0",10,"4982207",10,"0",13,"0",10,"0",13,"0",10,"138096694",13,"0",10,"0",10,"138096694",10,"6022907",10,"1771898",10,"726568",10,"7068237",10,"9016030",10,"703857",10,"0",10,"9719887",10,"0",13,"0",10,"0",13,"0",10,"4615557",13,"0",10,"2213525",10,"2402032",10,"51160174",10,"3837682",10,"841543",10,"54156313",10,"27935321",10,"33738784",10,"2588240",10,"1489011",10,"10499801",13,"0",13,"0",10,"1883733",10,"78134890",10,"3478368",10,"34232111",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"2464854",10,"40175333",10,"0",10,"0",10,"0",10,"0",13,"0",10,"118310223",10,"23983227",10,"18845460",10,"3998327",13,"0",10,"1139440",10,"12070514",10,"5810157",10,"974047",13,"0",10,"5286310",10,"12406803",10,"7246158",10,"1400997",13,"0",10,"3759648",10,"6880470",10,"3683351",10,"728919",13,"0",10,"2468200",10,"9153322",10,"4762961",10,"973790",13,"0",10,"3416571",10,"18517555",10,"7764959",10,"2755393",13,"0",10,"7997203",10,"6944336",10,"2531792",10,"570808",13,"0",10,"3841736",10,"3837682",10,"3837682",10,"12769335",31,"",31,"",31,"",10,"12769335",10,"9169739",10,"2879697",10,"623142",13,"0",10,"5666900",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"115732983",10,"53524535",10,"12025423",10,"3837682",10,"46345343",10,"3167967",10,"3167967",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3167967",10,"0",10,"0",10,"0",10,"3167967",10,"118900950",10,"53524535",10,"12025423",10,"3837682",10,"49513310",10,"118310223",10,"118900950",10,"-590727",10,"71756166",10,"-1343131",10,"69822308",10,"15513234",10,"17836152",10,"10268911",10,"538536",13,"0",13,"0",13,"0",10,"9474346",10,"20281793",10,"7512458",10,"0",10,"7512458",10,"12769335","1"
"100663",10,"455621486",10,"2243859552",10,"1009885072",10,"916559302",10,"2150533782",10,"2606155268",10,"20113429",10,"219060047",10,"239173476",10,"619340835",10,"16717093",10,"636057928",10,"875231404",10,"594520216",10,"167552874",10,"204616732",10,"764234042",10,"1730923864",10,"48624334",10,"11402651",10,"467000",10,"59559985",10,"71130491",10,"9235279",10,"0",10,"80365770",10,"1014810663",10,"327753047",10,"2815885",10,"1339747825",10,"563184510",10,"53117944",10,"26348307",10,"589954147",10,"62133499",10,"4152504",10,"0",10,"66286003",10,"0",13,"0",10,"0",13,"0",10,"322947978",10,"75190425",10,"290192581",10,"107945822",10,"932666875",10,"102494334",10,"25276137",10,"1009885072",10,"73626338",10,"317210534",10,"2504419",10,"44998713",10,"17435583",10,"729646427",10,"43956428",10,"42202665",10,"1271581107",10,"0",10,"225966057",10,"0",10,"13289342",10,"102556",10,"554465",10,"20222462",10,"90234251",10,"3715670",10,"354084803",10,"18232216",10,"32594108",10,"6361051",10,"26750000",10,"83937375",10,"1709603285",10,"218266616",10,"154047121",10,"34462940",10,"0",10,"29756555",10,"240175092",10,"122578591",10,"27449863",10,"0",10,"90146638",10,"67233341",10,"37977495",10,"8727248",10,"0",10,"20528598",10,"76254498",10,"46379781",10,"10782848",10,"0",10,"19091869",10,"19562595",10,"9775455",10,"2216286",10,"0",10,"7570854",10,"75907290",10,"40180292",10,"12871825",10,"0",10,"22855173",10,"46065416",10,"17757611",10,"4467336",10,"0",10,"23840469",10,"103073467",10,"103073467",10,"19733167",31,"",31,"",31,"",10,"19733167",10,"25235088",10,"9470670",10,"2444419",10,"0",10,"13319999",10,"686219809",10,"284624079",10,"73552436",10,"0",10,"328043294",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1577726379",10,"722791095",10,"176975201",10,"103073467",10,"574886616",10,"23480504",10,"23480504",10,"3267857",10,"0",10,"0",10,"0",10,"3267857",10,"26748361",10,"0",10,"0",10,"0",10,"26748361",10,"1604474740",10,"722791095",10,"176975201",10,"103073467",10,"601634977",10,"1709603285",10,"1604474740",10,"105128545",10,"1681552712",10,"-55757393",10,"1730923864",10,"279552521",10,"304338640",10,"9582184",10,"9785288",10,"189715",10,"480649",10,"7158472",10,"14629822",10,"41826130",10,"21669443",10,"423520",10,"22092963",10,"19733167","1"
"100706",10,"55145932",10,"258832220",10,"125617417",10,"44361557",10,"177576360",10,"232722292",10,"1870000",10,"30064264",10,"31934264",10,"58176000",10,"0",10,"58176000",10,"90110264",10,"75910726",10,"5939987",10,"1797288",10,"58964027",10,"142612028",10,"7793359",10,"11616",10,"10875",10,"7794100",10,"0",10,"0",10,"0",10,"0",10,"156706282",10,"16242196",10,"285841",10,"172662637",10,"51771824",10,"5581425",10,"1271454",10,"56081795",10,"21197130",10,"1096558",10,"0",10,"22293688",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"118065363",10,"9063055",10,"1511001",10,"125617417",10,"26814138",10,"50078241",10,"967399",10,"4288676",10,"5195915",10,"0",10,"0",10,"2754994",10,"90099363",10,"0",10,"38516070",10,"0",10,"0",10,"0",10,"0",10,"2684513",10,"4369339",10,"0",10,"45569922",10,"0",10,"5551328",10,"0",10,"0",10,"5551328",10,"141220613",10,"36873855",10,"25834281",10,"6723790",10,"0",10,"4315784",10,"42234860",10,"27557545",10,"6447876",10,"0",10,"8229439",10,"4713340",10,"984113",10,"212350",10,"0",10,"3516877",10,"5022485",10,"3143144",10,"803533",10,"0",10,"1075808",10,"8047676",10,"3062384",10,"793107",10,"0",10,"4192185",10,"9855414",10,"6837304",10,"2201734",10,"0",10,"816376",10,"7809192",10,"2632434",10,"834598",10,"0",10,"4342160",10,"9063055",10,"9063055",10,"569210",31,"",31,"",31,"",10,"569210",10,"3634744",10,"522967",10,"103694",10,"0",10,"3008083",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"127823831",10,"70574172",10,"18120682",10,"9063055",10,"30065922",10,"2707938",10,"2707938",10,"57169",10,"0",10,"0",10,"0",10,"57169",10,"2765107",10,"0",10,"0",10,"0",10,"2765107",10,"130588938",10,"70574172",10,"18120682",10,"9063055",10,"32831029",10,"141220613",10,"130588938",10,"10631675",10,"131980353",10,"0",10,"142612028",10,"23493510",10,"27191692",10,"3688815",10,"164965",10,"40567",10,"0",10,"1292752",10,"3337787",10,"8524886",10,"7683494",10,"272182",10,"7955676",10,"569210","1"
"100724",10,"74527525",10,"137374169",10,"64509032",10,"4530590",10,"77395727",10,"151923252",10,"1710000",10,"15722161",10,"17432161",10,"56072078",10,"1768717",10,"57840795",10,"75272956",10,"50089287",10,"8246403",10,"200000",10,"18114606",10,"76650296",10,"13029015",10,"220412",10,"0",10,"13249427",10,"6542612",13,"0",10,"0",10,"6542612",10,"86589868",13,"0",10,"0",10,"86589868",10,"19374754",10,"1488368",10,"0",10,"20863122",10,"8467515",10,"296206",10,"0",10,"8763721",10,"0",13,"0",10,"0",13,"0",10,"248643",10,"1116776",10,"0",10,"1365419",10,"60859151",10,"3649881",10,"0",10,"64509032",10,"27478790",10,"21591339",10,"8441414",10,"1588884",10,"7608187",13,"0",13,"0",10,"1667110",10,"68375724",13,"0",10,"32210927",13,"0",13,"0",13,"0",13,"0",10,"0",10,"966255",10,"8888",10,"33186070",10,"698",13,"0",13,"0",10,"0",10,"698",10,"101562492",10,"22946866",10,"17555160",10,"3403765",13,"0",10,"1987941",10,"2151220",10,"1058856",10,"106764",13,"0",10,"985600",10,"5030806",10,"1308112",10,"248259",13,"0",10,"3474435",10,"6158267",10,"3594578",10,"729739",13,"0",10,"1833950",10,"8413389",10,"4273405",10,"1525194",13,"0",10,"2614790",10,"14073303",10,"5002009",10,"1934568",13,"0",10,"7136726",10,"7556789",10,"3662083",10,"925950",13,"0",10,"2968756",10,"3649560",10,"3649560",10,"12692590",31,"",31,"",31,"",10,"12692590",10,"7452691",10,"2068592",10,"493516",13,"0",10,"4890583",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1893095",10,"0",10,"0",10,"0",10,"1893095",10,"92018576",10,"38522795",10,"9367755",10,"3649560",10,"40478466",10,"2834109",10,"2834109",10,"178085",10,"0",10,"0",10,"0",10,"178085",10,"3012194",10,"0",10,"0",10,"0",10,"3012194",10,"95030770",10,"38522795",10,"9367755",10,"3649560",10,"43490660",10,"101562492",10,"95030770",10,"6531722",10,"70118575",10,"-1",10,"76650296",10,"31398122",10,"39552627",10,"10536402",10,"1204167",10,"952021",10,"0",10,"0",10,"3594735",10,"16287325",10,"1977104",10,"1617631",10,"3594735",10,"12692590","1"
"100733",10,"1721210",10,"3321987",10,"2076975",10,"7114355",10,"8359367",10,"10080577",10,"0",10,"1177543",10,"1177543",10,"0",10,"0",10,"0",10,"1177543",10,"1351762",10,"0",10,"0",10,"7551272",10,"8903034",10,"106750",10,"0",10,"0",10,"106750",10,"56543",10,"0",10,"0",10,"56543",10,"1802424",10,"103792",10,"0",10,"1906216",10,"1430387",10,"100522",10,"171681",10,"1359228",10,"0",13,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2041077",10,"164500",10,"128602",10,"2076975",10,"0",10,"0",10,"0",10,"0",10,"0",31,"",31,"",10,"9717772",10,"9717772",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"166678",10,"57762",10,"224440",10,"0",10,"0",10,"0",10,"0",10,"0",10,"9942212",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"10058442",10,"6516190",10,"1685132",10,"200398",10,"1656722",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",31,"",31,"",31,"",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"10058442",10,"6516190",10,"1685132",10,"200398",10,"1656722",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"10058442",10,"6516190",10,"1685132",10,"200398",10,"1656722",10,"9942212",10,"10058442",10,"-116230",10,"9019265",10,"-1",10,"8903034",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","2"
"100751",10,"130718704",10,"966514444",10,"362828783",10,"783656059",10,"1387341720",10,"1518060424",10,"6303871",10,"125814808",10,"132118679",10,"316125470",10,"13812862",10,"329938332",10,"462057011",10,"382682636",10,"245032736",10,"215449644",10,"212838397",10,"1056003413",10,"22697028",10,"135665",10,"0",10,"22832693",10,"22814383",10,"904887",10,"0",10,"23719270",10,"540098155",10,"59381688",10,"0",10,"599479843",10,"142504807",10,"18750292",10,"6349629",10,"154905470",10,"83416359",10,"6202019",10,"0",10,"89618378",10,"0",13,"0",10,"0",13,"0",10,"30103717",10,"48048821",10,"2193750",10,"75958788",10,"339591881",10,"29941228",10,"6704326",10,"362828783",10,"108300675",10,"53268772",10,"9059681",10,"3339141",10,"90801084",13,"0",13,"0",10,"22322866",10,"287092219",10,"0",10,"126910824",10,"0",10,"42000",10,"70900",10,"613633",10,"56714848",10,"72821298",10,"0",10,"257173503",10,"0",10,"7709438",10,"15540385",10,"0",10,"23249823",10,"567515545",10,"131538558",10,"91250172",10,"19839656",10,"5586362",10,"14862368",10,"24061409",10,"11882076",10,"1863268",10,"1198780",10,"9117285",10,"37079166",10,"21712805",10,"3892185",10,"273947",10,"11200229",10,"36922817",10,"21105923",10,"5072595",10,"9139613",10,"1604686",10,"13506288",10,"8087351",10,"1517699",10,"994055",10,"2907183",10,"37075388",10,"21871237",10,"10651908",10,"687599",10,"3864644",10,"29477952",10,"11788023",10,"3204437",10,"1016530",10,"13468962",10,"0",10,"0",10,"15722877",31,"",31,"",31,"",10,"15722877",10,"79951756",10,"28111420",10,"6679441",10,"11044342",10,"34116553",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"29941228",10,"0",10,"0",10,"0",10,"29941228",10,"435277439",10,"215809007",10,"52721189",10,"29941228",10,"136806015",10,"14496816",10,"14496816",10,"20588",10,"0",10,"0",10,"0",10,"20588",10,"14517404",10,"0",10,"0",10,"0",10,"14517404",10,"449794843",10,"215809007",10,"52721189",10,"29941228",10,"151323419",10,"567515545",10,"449794843",10,"117720702",10,"938282710",10,"1",10,"1056003413",10,"358823732",10,"409257866",10,"10139174",10,"2374014",10,"74752",10,"0",10,"7977757",10,"22095071",10,"42660768",10,"26937891",10,"0",10,"26937891",10,"15722877","1"
"100760",10,"8710125",10,"27130190",10,"8976869",10,"2090874",10,"20244195",10,"28954320",10,"325000",10,"1818090",10,"2143090",10,"8385000",10,"342544",10,"8727544",10,"10870634",10,"11545549",10,"1000977",10,"500",10,"5536660",10,"18083686",10,"1331474",10,"0",10,"0",10,"1331474",10,"1146121",10,"0",10,"0",10,"1146121",10,"18580751",10,"55547",10,"0",10,"18636298",10,"2374487",10,"831860",10,"32595",10,"3173752",10,"492581",10,"10201",10,"1320",10,"501462",10,"0",10,"0",10,"0",10,"0",10,"1217161",10,"3064874",10,"609478",10,"3672557",10,"8139432",10,"861774",10,"24337",10,"8976869",10,"1906366",10,"6054733",10,"103742",10,"36611",10,"1149297",31,"",31,"",10,"9933",10,"9260682",10,"0",10,"7164496",10,"10000",10,"0",10,"0",10,"0",10,"0",10,"161174",10,"366196",10,"7701866",13,"0",10,"1706000",13,"0",10,"0",10,"1706000",10,"18668548",10,"6922875",10,"4892962",10,"1124245",10,"0",10,"905668",13,"0",13,"0",13,"0",13,"0",10,"0",10,"152206",10,"85893",10,"24683",10,"0",10,"41630",10,"716575",10,"434332",10,"121332",10,"0",10,"160911",10,"1307302",10,"787436",10,"249757",10,"0",10,"270109",10,"1552255",10,"788515",10,"277948",10,"0",10,"485792",10,"1251526",10,"381920",10,"142309",10,"0",10,"727297",10,"861774",10,"861774",10,"1787500",31,"",31,"",31,"",10,"1787500",10,"1640903",10,"435581",10,"144334",10,"0",10,"1060988",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"16192916",10,"7806639",10,"2084608",10,"861774",10,"5439895",10,"367641",10,"367641",10,"184722",10,"0",10,"0",10,"0",10,"184722",10,"552363",10,"0",10,"0",10,"0",10,"552363",10,"16745279",10,"7806639",10,"2084608",10,"861774",10,"5992258",10,"18668548",10,"16745279",10,"1923269",10,"16114449",10,"45968",10,"18083686",10,"5033",10,"5048",10,"3300318",10,"67784",10,"6000",10,"0",10,"68784",10,"1111746",10,"4554632",10,"2767132",10,"0",10,"2767132",10,"1787500","1"
"100812",10,"11146877",10,"19806548",10,"7871007",10,"632011",10,"12567552",10,"23714429",10,"195000",10,"2453628",10,"2648628",10,"2200000",10,"611527",10,"2811527",10,"5460155",10,"10057809",10,"454061",10,"0",10,"7742404",10,"18254274",10,"502268",10,"15000",10,"0",10,"517268",10,"868498",10,"192179",10,"0",10,"1060677",10,"15404293",10,"126691",10,"0",10,"15530984",10,"2070196",10,"193540",10,"61378",10,"2202358",10,"914999",10,"36186",10,"0",10,"951185",10,"0",10,"0",10,"0",10,"0",10,"81994",10,"61344",10,"81994",10,"61344",10,"7285555",10,"646829",10,"61378",10,"7871006",10,"4564578",10,"11351724",10,"896356",10,"13633",10,"146713",10,"0",10,"0",10,"9067",10,"16982071",10,"0",10,"9793601",10,"0",10,"0",10,"0",10,"0",10,"0",10,"186833",10,"25365",10,"10005799",13,"0",13,"0",13,"0",10,"0",13,"0",10,"26987870",10,"8901315",10,"6531905",10,"1578185",10,"0",10,"791225",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1147211",10,"783236",10,"219749",10,"0",10,"144226",10,"1618826",10,"1212881",10,"350132",10,"0",10,"55813",10,"3650889",10,"1582235",10,"543375",10,"0",10,"1525279",10,"2073201",10,"945718",10,"355748",10,"0",10,"771735",10,"646829",10,"646829",10,"6825549",31,"",31,"",31,"",10,"6825549",10,"107811",10,"27153",10,"5315",10,"0",10,"75343",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"24971631",10,"11083128",10,"3052504",10,"646829",10,"10189170",10,"143600",10,"143600",10,"234572",10,"0",10,"0",10,"0",10,"234572",10,"378172",10,"0",10,"0",10,"0",10,"378172",10,"25349803",10,"11083128",10,"3052504",10,"646829",10,"10567342",10,"26987870",10,"25349803",10,"1638067",10,"16616207",10,"0",10,"18254274",10,"913228",10,"948248",10,"2317301",10,"8942692",10,"8025",10,"0",10,"0",10,"325145",10,"11593163",10,"4767614",10,"0",10,"4767614",10,"6825549","1"
"100830",10,"7640816",10,"81068316",10,"42384974",10,"21921510",10,"60604852",10,"68245668",10,"230000",10,"13182282",10,"13412282",10,"1555000",10,"2101692",10,"3656692",10,"17068974",10,"35588042",10,"5121155",10,"5430778",10,"5036719",10,"51176694",10,"1085032",13,"0",10,"0",10,"1085032",10,"1471207",13,"0",10,"0",10,"1471207",10,"53293895",10,"383206",10,"0",10,"53677101",10,"4415837",10,"291871",10,"398255",10,"4309453",10,"19868461",10,"892874",10,"235812",10,"20525523",10,"0",13,"0",10,"0",13,"0",10,"632",13,"0",10,"632",10,"0",10,"40512733",10,"2377715",10,"505474",10,"42384974",10,"16677391",10,"6998735",10,"8448441",10,"146886",10,"4255531",13,"0",10,"0",10,"3404423",10,"39931407",13,"0",10,"20149157",13,"0",13,"0",13,"0",13,"0",10,"266121",10,"1041169",10,"0",10,"21456447",10,"69191",10,"53380",10,"52768",10,"0",10,"175339",10,"61563193",10,"21578171",10,"15693983",10,"3419834",13,"0",10,"2464354",10,"237271",10,"154375",10,"23968",13,"0",10,"58928",10,"12048030",10,"2390423",10,"477645",13,"0",10,"9179962",10,"4415245",10,"2389940",10,"522772",13,"0",10,"1502533",10,"4522027",10,"2701111",10,"580532",13,"0",10,"1240384",10,"8337860",10,"3502840",10,"1613147",13,"0",10,"3221873",10,"4669803",10,"1146564",10,"366051",13,"0",10,"3157188",10,"2377715",10,"2377715",10,"2578778",31,"",31,"",31,"",10,"2578778",10,"4923749",10,"851554",10,"182766",13,"0",10,"3889429",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"65688649",10,"28830790",10,"7186715",10,"2377715",10,"27293429",10,"51375",10,"51375",10,"0",10,"0",10,"0",10,"0",10,"0",10,"51375",10,"0",10,"0",10,"0",10,"51375",10,"65740024",10,"28830790",10,"7186715",10,"2377715",10,"27344804",10,"61563193",10,"65740024",10,"-4176831",10,"56281754",10,"-928229",10,"51176694",10,"15676599",10,"16025220",10,"4138125",10,"287168",10,"47410",13,"0",10,"308480",10,"1482669",10,"6263852",10,"3317646",10,"367428",10,"3685074",10,"2578778","1"
"100858",10,"114872456",10,"934329106",10,"446594248",10,"617958603",10,"1105693461",10,"1220565917",10,"12418799",10,"171325553",10,"183744352",10,"274221060",10,"17607088",10,"291828148",10,"475572500",10,"359977381",10,"84883080",10,"17516412",10,"282616544",10,"744993417",10,"36886728",10,"4931393",10,"0",10,"41818121",10,"78369425",10,"14536765",10,"11254861",10,"81651329",10,"511443037",10,"77337895",10,"5714359",10,"583066573",10,"140626703",10,"13771475",10,"7727472",10,"146670706",10,"98232984",10,"6967589",10,"99400",10,"105101173",10,"0",10,"0",10,"0",10,"0",10,"73913571",10,"38102046",10,"41289207",10,"70726410",10,"441357582",10,"28262895",10,"23026229",10,"446594248",10,"175637868",10,"84123041",10,"4432442",10,"12984455",10,"56659935",10,"0",10,"0",10,"30791843",10,"364629584",10,"0",10,"196245917",10,"0",10,"0",10,"0",10,"0",10,"30429743",10,"27062299",10,"0",10,"253737959",10,"7890639",10,"7117176",10,"3589707",10,"0",10,"18597522",10,"636965065",10,"168125242",10,"114304642",10,"19941578",13,"0",10,"33879022",10,"94786817",10,"49066556",10,"10135948",13,"0",10,"35584313",10,"65066968",10,"33328315",10,"11239843",13,"0",10,"20498810",10,"38635062",10,"22959039",10,"5292520",13,"0",10,"10383503",10,"10564348",10,"5508062",10,"1191132",13,"0",10,"3865154",10,"37945146",10,"25760980",10,"10922537",13,"0",10,"1261629",10,"30527941",10,"14786481",10,"4611639",13,"0",10,"11129821",10,"28262895",10,"28262895",10,"13494916",31,"",31,"",31,"",10,"13494916",10,"65471476",10,"25494297",10,"5088290",13,"0",10,"34888889",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"552880811",10,"291208372",10,"68423487",10,"28262895",10,"164986057",10,"20219179",10,"20219179",10,"0",10,"0",10,"0",10,"0",10,"0",10,"20219179",10,"0",10,"0",10,"0",10,"20219179",10,"573099990",10,"291208372",10,"68423487",10,"28262895",10,"185205236",10,"636965065",10,"573099990",10,"63865075",10,"681128342",10,"0",10,"744993417",10,"288453211",10,"354378773",10,"6895173",10,"790667",10,"0",10,"0",10,"12081135",10,"27664101",10,"47431076",10,"32505140",10,"1431020",10,"33936160",10,"13494916","1"
