unitid,line,"xefres01",efres01,"xefres02",efres02
"100654","1",10,"653",10,"547"
"100654","2",10,"2",10,"2"
"100654","5",10,"5",10,"5"
"100654","6",10,"28",10,"24"
"100654","8",10,"1",10,"1"
"100654","9",10,"1",10,"1"
"100654","11",10,"2",10,"2"
"100654","12",10,"21",10,"19"
"100654","13",10,"133",10,"124"
"100654","17",10,"39",10,"36"
"100654","18",10,"12",10,"9"
"100654","21",10,"1",10,"1"
"100654","22",10,"5",10,"5"
"100654","24",10,"1",10,"1"
"100654","25",10,"1",10,"1"
"100654","26",10,"53",10,"47"
"100654","28",10,"4",10,"4"
"100654","29",10,"48",10,"45"
"100654","34",10,"1",10,"1"
"100654","36",10,"6",10,"4"
"100654","37",10,"4",10,"1"
"100654","39",10,"29",10,"27"
"100654","41",10,"1",10,"1"
"100654","47",10,"24",10,"23"
"100654","48",10,"3",10,"3"
"100654","49",10,"1",10,"1"
"100654","53",10,"1",10,"0"
"100654","55",10,"11",10,"9"
"100654","57",10,"9",10,"6"
"100654","78",10,"9",10,"6"
"100654","90",10,"33",10,"4"
"100654","99",10,"1142",10,"960"
"100706","1",10,"507",10,"474"
"100706","5",10,"1",10,"1"
"100706","8",10,"2",10,"2"
"100706","13",10,"2",10,"1"
"100706","17",10,"4",10,"4"
"100706","18",10,"2",10,"2"
"100706","21",10,"2",10,"2"
"100706","22",10,"3",10,"3"
"100706","26",10,"2",10,"2"
"100706","29",10,"2",10,"2"
"100706","30",10,"1",10,"1"
"100706","34",10,"1",10,"1"
"100706","37",10,"3",10,"3"
"100706","39",10,"1",10,"1"
"100706","41",10,"1",10,"1"
"100706","42",10,"1",10,"1"
"100706","45",10,"1",10,"1"
"100706","47",10,"80",10,"80"
"100706","48",10,"2",10,"2"
"100706","53",10,"1",10,"1"
"100706","57",10,"1",10,"1"
"100706","90",10,"7",10,"3"
"100706","98",10,"1",10,"0"
"100706","99",10,"628",10,"589"
"100751","1",10,"1799",10,"1759"
"100751","5",10,"4",10,"4"
"100751","6",10,"6",10,"6"
"100751","8",10,"2",10,"2"
"100751","9",10,"1",10,"1"
"100751","12",10,"46",10,"45"
"100751","13",10,"147",10,"145"
"100751","17",10,"6",10,"6"
"100751","18",10,"8",10,"8"
"100751","19",10,"1",10,"1"
"100751","20",10,"1",10,"1"
"100751","21",10,"24",10,"24"
"100751","22",10,"67",10,"66"
"100751","24",10,"2",10,"2"
"100751","25",10,"1",10,"1"
"100751","26",10,"2",10,"2"
"100751","27",10,"2",10,"2"
"100751","28",10,"50",10,"50"
"100751","29",10,"3",10,"3"
"100751","32",10,"2",10,"2"
"100751","34",10,"1",10,"1"
"100751","35",10,"1",10,"1"
"100751","36",10,"7",10,"6"
"100751","37",10,"8",10,"8"
"100751","39",10,"7",10,"7"
"100751","40",10,"4",10,"4"
"100751","41",10,"2",10,"1"
"100751","42",10,"1",10,"1"
"100751","45",10,"13",10,"13"
"100751","46",10,"2",10,"2"
"100751","47",10,"109",10,"106"
"100751","48",10,"37",10,"35"
"100751","51",10,"31",10,"28"
"100751","53",10,"1",10,"1"
"100751","54",10,"1",10,"1"
"100751","57",10,"1",10,"0"
"100751","90",10,"20",10,"6"
"100751","99",10,"2420",10,"2351"
"100858","1",10,"2447",10,"2417"
"100858","2",10,"3",10,"2"
"100858","4",10,"3",10,"3"
"100858","5",10,"13",10,"12"
"100858","6",10,"15",10,"15"
"100858","8",10,"5",10,"4"
"100858","9",10,"4",10,"4"
"100858","10",10,"2",10,"2"
"100858","11",10,"2",10,"2"
"100858","12",10,"161",10,"159"
"100858","13",10,"626",10,"625"
"100858","17",10,"12",10,"10"
"100858","18",10,"11",10,"11"
"100858","19",10,"2",10,"2"
"100858","21",10,"25",10,"24"
"100858","22",10,"23",10,"23"
"100858","23",10,"2",10,"2"
"100858","24",10,"4",10,"4"
"100858","25",10,"4",10,"4"
"100858","26",10,"4",10,"4"
"100858","27",10,"2",10,"2"
"100858","28",10,"13",10,"12"
"100858","29",10,"15",10,"15"
"100858","31",10,"1",10,"1"
"100858","33",10,"2",10,"2"
"100858","34",10,"8",10,"8"
"100858","35",10,"1",10,"1"
"100858","36",10,"8",10,"4"
"100858","37",10,"17",10,"17"
"100858","39",10,"14",10,"14"
"100858","40",10,"4",10,"4"
"100858","41",10,"1",10,"1"
"100858","42",10,"8",10,"8"
"100858","44",10,"2",10,"2"
"100858","45",10,"25",10,"24"
"100858","46",10,"1",10,"1"
"100858","47",10,"144",10,"144"
"100858","48",10,"55",10,"55"
"100858","50",10,"2",10,"2"
"100858","51",10,"29",10,"29"
"100858","54",10,"2",10,"2"
"100858","55",10,"4",10,"3"
"100858","56",10,"1",10,"1"
"100858","57",10,"7",10,"6"
"100858","72",10,"2",10,"2"
"100858","90",10,"19",10,"16"
"100858","99",10,"3755",10,"3705"
"100937","1",10,"280",10,"280"
"100937","4",10,"1",10,"1"
"100937","5",10,"1",10,"1"
"100937","6",10,"2",10,"2"
"100937","12",10,"15",10,"15"
"100937","13",10,"13",10,"13"
"100937","17",10,"1",10,"1"
"100937","18",10,"1",10,"1"
"100937","21",10,"1",10,"1"
"100937","22",10,"6",10,"6"
"100937","27",10,"1",10,"1"
"100937","28",10,"15",10,"15"
"100937","34",10,"1",10,"1"
"100937","36",10,"1",10,"1"
"100937","39",10,"1",10,"1"
"100937","40",10,"1",10,"1"
"100937","45",10,"2",10,"2"
"100937","47",10,"31",10,"31"
"100937","48",10,"11",10,"11"
"100937","55",10,"1",10,"1"
"100937","90",10,"2",10,"2"
"100937","99",10,"388",10,"388"
"100973","1",10,"61",10,"21"
"100973","51",10,"1",10,"0"
"100973","57",10,"2",10,"0"
"100973","98",10,"2",10,"0"
"100973","99",10,"66",10,"21"
"101116","1",10,"36",13,"0"
"101116","99",10,"36",13,"0"
"101143","1",10,"334",10,"245"
"101143","12",10,"6",10,"6"
"101143","22",10,"3",10,"1"
"101143","36",10,"1",10,"0"
"101143","39",10,"1",10,"0"
"101143","51",10,"1",10,"0"
"101143","99",10,"346",10,"252"
"101161","1",11,"886",10,"218"
"101161","12",11,"17",10,"0"
"101161","13",11,"1",10,"0"
"101161","22",11,"5",10,"1"
"101161","28",11,"5",10,"2"
"101161","99",10,"914",10,"221"
"101189","1",10,"251",10,"173"
"101189","12",10,"19",10,"19"
"101189","13",10,"19",10,"19"
"101189","22",10,"3",10,"3"
"101189","28",10,"3",10,"3"
"101189","31",10,"1",10,"1"
"101189","40",10,"1",10,"1"
"101189","45",10,"2",10,"1"
"101189","47",10,"6",10,"5"
"101189","98",10,"85",10,"0"
"101189","99",10,"390",10,"225"
"101231","1",10,"257",10,"62"
"101231","98",10,"2",10,"0"
"101231","99",10,"259",10,"62"
"101286","1",10,"994",10,"550"
"101286","12",10,"29",10,"19"
"101286","13",10,"21",10,"7"
"101286","28",10,"2",10,"1"
"101286","47",10,"1",10,"1"
"101286","57",10,"13",10,"0"
"101286","99",10,"1060",10,"578"
"101301","1",10,"479",10,"313"
"101301","98",10,"2",10,"0"
"101301","99",10,"481",10,"313"
"101347","1",10,"314",10,"197"
"101347","99",10,"314",10,"197"
"101435","1",10,"127",10,"127"
"101435","5",10,"1",10,"1"
"101435","8",10,"1",10,"1"
"101435","12",10,"7",10,"7"
"101435","13",10,"3",10,"3"
"101435","19",10,"1",10,"1"
"101435","21",10,"1",10,"1"
"101435","22",10,"3",10,"3"
"101435","28",10,"2",10,"2"
"101435","29",10,"1",10,"1"
"101435","41",10,"1",10,"1"
"101435","47",10,"1",10,"1"
"101435","90",10,"2",10,"2"
"101435","98",10,"1",10,"0"
"101435","99",10,"152",10,"151"
"101453","1",10,"8",10,"2"
"101453","21",10,"2",10,"1"
"101453","98",10,"2",10,"0"
"101453","99",10,"12",10,"3"
"101471","1",10,"219",10,"17"
"101471","99",10,"219",10,"17"
"101480","1",10,"843",10,"788"
"101480","6",10,"2",10,"2"
"101480","8",10,"1",10,"0"
"101480","9",10,"2",10,"1"
"101480","12",10,"3",10,"3"
"101480","13",10,"143",10,"132"
"101480","17",10,"1",10,"1"
"101480","18",10,"2",10,"2"
"101480","21",10,"3",10,"3"
"101480","24",10,"2",10,"2"
"101480","26",10,"2",10,"2"
"101480","28",10,"1",10,"1"
"101480","36",10,"3",10,"3"
"101480","37",10,"1",10,"1"
"101480","41",10,"1",10,"1"
"101480","42",10,"2",10,"2"
"101480","45",10,"1",10,"1"
"101480","47",10,"2",10,"2"
"101480","48",10,"2",10,"2"
"101480","51",10,"2",10,"2"
"101480","53",10,"2",10,"2"
"101480","55",10,"1",10,"1"
"101480","57",10,"2",10,"1"
"101480","90",10,"17",10,"4"
"101480","98",10,"21",10,"0"
"101480","99",10,"1062",10,"959"
"101523","1",10,"243",10,"78"
"101523","37",10,"1",10,"0"
"101523","57",10,"9",10,"4"
"101523","99",10,"253",10,"82"
"101541","1",10,"91",10,"87"
"101541","12",10,"3",10,"2"
"101541","13",10,"1",10,"0"
"101541","37",10,"1",10,"1"
"101541","47",10,"2",10,"2"
"101541","48",10,"1",10,"1"
"101541","99",10,"99",10,"93"
"101569","1",10,"399",10,"213"
"101569","13",10,"1",10,"0"
"101569","36",10,"1",10,"0"
"101569","99",10,"401",10,"213"
"101648","1",10,"20",10,"20"
"101648","2",10,"1",10,"1"
"101648","4",10,"1",10,"0"
"101648","6",10,"6",10,"6"
"101648","8",10,"2",10,"2"
"101648","9",10,"1",10,"1"
"101648","12",10,"10",10,"10"
"101648","13",10,"4",10,"4"
"101648","15",10,"1",10,"1"
"101648","16",10,"1",10,"1"
"101648","18",10,"2",10,"2"
"101648","21",10,"2",10,"2"
"101648","22",10,"2",10,"2"
"101648","23",10,"1",10,"1"
"101648","24",10,"2",10,"2"
"101648","25",10,"1",10,"1"
"101648","26",10,"3",10,"3"
"101648","27",10,"2",10,"2"
"101648","28",10,"3",10,"3"
"101648","29",10,"1",10,"1"
"101648","30",10,"2",10,"1"
"101648","31",10,"1",10,"1"
"101648","35",10,"1",10,"1"
"101648","36",10,"3",10,"3"
"101648","37",10,"4",10,"4"
"101648","39",10,"2",10,"2"
"101648","42",10,"2",10,"2"
"101648","45",10,"5",10,"5"
"101648","47",10,"2",10,"2"
"101648","48",10,"11",10,"11"
"101648","49",10,"2",10,"2"
"101648","51",10,"5",10,"5"
"101648","54",10,"1",10,"1"
"101648","55",10,"1",10,"1"
"101648","90",10,"1",10,"1"
"101648","99",10,"109",10,"107"
"101675","1",10,"343",10,"222"
"101675","6",10,"9",10,"7"
"101675","8",10,"4",10,"3"
"101675","12",10,"5",10,"4"
"101675","13",10,"23",10,"19"
"101675","17",10,"11",10,"11"
"101675","22",10,"2",10,"1"
"101675","24",10,"1",10,"1"
"101675","26",10,"2",10,"2"
"101675","27",10,"1",10,"0"
"101675","28",10,"3",10,"1"
"101675","39",10,"2",10,"0"
"101675","45",10,"4",10,"3"
"101675","47",10,"3",10,"2"
"101675","48",10,"2",10,"1"
"101675","55",10,"1",10,"1"
"101675","98",10,"44",10,"0"
"101675","99",10,"460",10,"278"
"101709","1",10,"511",10,"481"
"101709","12",10,"2",10,"2"
"101709","13",10,"3",10,"3"
"101709","21",10,"2",10,"2"
"101709","22",10,"2",10,"2"
"101709","26",10,"2",10,"2"
"101709","28",10,"2",10,"2"
"101709","47",10,"1",10,"1"
"101709","51",10,"1",10,"1"
"101709","90",10,"7",10,"4"
"101709","99",10,"533",10,"500"
"101736","1",10,"1222",10,"417"
"101736","28",10,"6",10,"3"
"101736","47",10,"31",10,"16"
"101736","57",10,"5",10,"3"
"101736","99",10,"1264",10,"439"
"101879","1",10,"673",10,"593"
"101879","12",10,"2",10,"2"
"101879","13",10,"2",10,"1"
"101879","18",10,"1",10,"0"
"101879","20",10,"1",10,"1"
"101879","21",10,"2",10,"2"
"101879","26",10,"1",10,"1"
"101879","28",10,"15",10,"14"
"101879","31",10,"1",10,"1"
"101879","47",10,"118",10,"109"
"101879","48",10,"2",10,"2"
"101879","51",10,"3",10,"1"
"101879","55",10,"2",10,"2"
"101879","57",10,"1",10,"0"
"101879","90",10,"5",10,"2"
"101879","99",10,"829",10,"731"
"101897","1",10,"344",10,"230"
"101897","13",10,"4",10,"1"
"101897","99",10,"348",10,"231"
"101949","1",10,"364",10,"263"
"101949","12",10,"4",10,"3"
"101949","13",10,"1",10,"1"
"101949","21",10,"4",10,"4"
"101949","22",10,"2",10,"2"
"101949","28",10,"1",10,"1"
"101949","99",10,"376",10,"274"
"101994","1",10,"191",10,"112"
"101994","99",10,"191",10,"112"
"102030","1",10,"912",10,"385"
"102030","12",10,"7",10,"5"
"102030","13",10,"5",10,"5"
"102030","22",10,"1",10,"1"
"102030","28",10,"5",10,"0"
"102030","90",10,"16",10,"1"
"102030","99",10,"946",10,"397"
"102067","1",10,"1361",10,"361"
"102067","5",10,"1",10,"0"
"102067","6",10,"1",10,"0"
"102067","12",10,"7",10,"2"
"102067","13",10,"4",10,"1"
"102067","17",10,"2",10,"0"
"102067","22",10,"1",10,"0"
"102067","26",10,"1",10,"0"
"102067","28",10,"6",10,"3"
"102067","45",10,"1",10,"0"
"102067","47",10,"1",10,"1"
"102067","51",10,"5",10,"2"
"102067","53",10,"1",10,"0"
"102067","98",10,"6",10,"0"
"102067","99",10,"1398",10,"370"
"102076","1",10,"400",10,"330"
"102076","13",10,"5",10,"4"
"102076","47",10,"2",10,"2"
"102076","99",10,"407",10,"336"
"102216","1",10,"52",10,"11"
"102216","13",10,"3",10,"0"
"102216","99",10,"55",10,"11"
"102234","1",10,"103",10,"101"
"102234","5",10,"1",10,"1"
"102234","6",10,"1",10,"1"
"102234","8",10,"1",10,"1"
"102234","12",10,"35",10,"35"
"102234","13",10,"8",10,"8"
"102234","17",10,"9",10,"9"
"102234","19",10,"1",10,"1"
"102234","21",10,"3",10,"3"
"102234","22",10,"29",10,"29"
"102234","23",10,"1",10,"1"
"102234","26",10,"1",10,"1"
"102234","28",10,"14",10,"14"
"102234","29",10,"12",10,"12"
"102234","39",10,"4",10,"4"
"102234","47",10,"10",10,"10"
"102234","48",10,"8",10,"8"
"102234","53",10,"1",10,"1"
"102234","90",10,"11",10,"11"
"102234","99",10,"253",10,"251"
"102261","1",10,"50",10,"17"
"102261","13",10,"1",10,"1"
"102261","22",10,"1",10,"0"
"102261","28",10,"1",10,"1"
"102261","47",10,"1",10,"1"
"102261","90",10,"2",10,"0"
"102261","98",10,"6",10,"0"
"102261","99",10,"62",10,"20"
"102270","1",10,"356",10,"278"
"102270","5",10,"2",10,"2"
"102270","6",10,"8",10,"7"
"102270","11",10,"1",10,"0"
"102270","12",10,"10",10,"9"
"102270","13",10,"17",10,"13"
"102270","17",10,"14",10,"13"
"102270","18",10,"1",10,"1"
"102270","20",10,"1",10,"0"
"102270","22",10,"1",10,"0"
"102270","24",10,"1",10,"1"
"102270","25",10,"1",10,"1"
"102270","26",10,"8",10,"7"
"102270","27",10,"3",10,"2"
"102270","28",10,"19",10,"14"
"102270","29",10,"1",10,"1"
"102270","36",10,"2",10,"2"
"102270","37",10,"1",10,"1"
"102270","39",10,"2",10,"2"
"102270","45",10,"2",10,"2"
"102270","47",10,"13",10,"12"
"102270","48",10,"3",10,"3"
"102270","53",10,"1",10,"1"
"102270","55",10,"2",10,"2"
"102270","57",10,"1",10,"1"
"102270","90",10,"5",10,"3"
"102270","99",10,"476",10,"378"
"102298","1",10,"63",10,"54"
"102298","6",10,"11",10,"10"
"102298","11",10,"1",10,"1"
"102298","12",10,"1",10,"1"
"102298","13",10,"5",10,"4"
"102298","17",10,"2",10,"2"
"102298","24",10,"1",10,"1"
"102298","26",10,"2",10,"1"
"102298","34",10,"1",10,"1"
"102298","36",10,"1",10,"1"
"102298","37",10,"1",10,"0"
"102298","39",10,"1",10,"1"
"102298","47",10,"1",10,"1"
"102298","48",10,"2",10,"0"
"102298","98",10,"109",10,"0"
"102298","99",10,"202",10,"78"
"102313","1",10,"102",10,"20"
"102313","57",10,"1",10,"0"
"102313","99",10,"103",10,"20"
"102322","1",10,"45",10,"24"
"102322","12",10,"5",10,"0"
"102322","99",10,"50",10,"24"
"102359","1",10,"225",13,"0"
"102359","99",10,"225",13,"0"
"102368","1",10,"702",10,"323"
"102368","6",10,"1",10,"0"
"102368","12",10,"114",10,"15"
"102368","13",10,"243",10,"12"
"102368","17",10,"2",10,"2"
"102368","21",10,"47",10,"0"
"102368","24",10,"1",10,"0"
"102368","28",10,"3",10,"0"
"102368","35",10,"5",10,"1"
"102368","36",10,"2",10,"1"
"102368","39",10,"1",10,"1"
"102368","45",10,"2",10,"2"
"102368","47",10,"25",10,"0"
"102368","48",10,"115",10,"2"
"102368","55",10,"1",10,"1"
"102368","57",10,"6",10,"1"
"102368","90",10,"89",10,"0"
"102368","99",10,"1359",10,"361"
"102377","1",10,"190",10,"183"
"102377","4",10,"2",10,"2"
"102377","5",10,"3",10,"3"
"102377","6",10,"56",10,"54"
"102377","8",10,"12",10,"11"
"102377","9",10,"6",10,"5"
"102377","10",10,"3",10,"2"
"102377","11",10,"5",10,"5"
"102377","12",10,"40",10,"37"
"102377","13",10,"105",10,"101"
"102377","17",10,"32",10,"32"
"102377","18",10,"6",10,"6"
"102377","21",10,"2",10,"0"
"102377","22",10,"8",10,"8"
"102377","23",10,"2",10,"0"
"102377","24",10,"22",10,"22"
"102377","26",10,"20",10,"20"
"102377","28",10,"12",10,"12"
"102377","29",10,"13",10,"13"
"102377","34",10,"4",10,"4"
"102377","36",10,"15",10,"15"
"102377","37",10,"8",10,"8"
"102377","39",10,"23",10,"23"
"102377","41",10,"3",10,"3"
"102377","42",10,"12",10,"12"
"102377","45",10,"11",10,"10"
"102377","47",10,"11",10,"11"
"102377","48",10,"20",10,"19"
"102377","49",10,"1",10,"1"
"102377","51",10,"5",10,"5"
"102377","53",10,"2",10,"2"
"102377","55",10,"5",10,"5"
"102377","90",10,"3",10,"3"
"102377","99",10,"662",10,"637"
"102429","1",10,"978",10,"623"
"102429","22",10,"1",10,"1"
"102429","28",10,"10",10,"7"
"102429","47",10,"2",10,"2"
"102429","98",10,"4",10,"0"
"102429","99",10,"995",10,"633"
"102553","2",10,"1159",10,"860"
"102553","4",10,"2",10,"2"
"102553","6",10,"5",10,"4"
"102553","8",10,"2",10,"2"
"102553","9",10,"2",10,"2"
"102553","12",10,"4",10,"4"
"102553","15",10,"2",10,"2"
"102553","16",10,"1",10,"0"
"102553","17",10,"2",10,"1"
"102553","18",10,"1",10,"0"
"102553","19",10,"1",10,"1"
"102553","26",10,"2",10,"0"
"102553","27",10,"3",10,"3"
"102553","28",10,"1",10,"1"
"102553","30",10,"2",10,"2"
"102553","32",10,"2",10,"0"
"102553","33",10,"1",10,"1"
"102553","37",10,"1",10,"0"
"102553","41",10,"2",10,"2"
"102553","42",10,"2",10,"1"
"102553","50",10,"1",10,"1"
"102553","53",10,"8",10,"6"
"102553","54",10,"1",10,"1"
"102553","55",10,"2",10,"2"
"102553","56",10,"2",10,"2"
"102553","57",10,"3",10,"2"
"102553","90",10,"35",10,"28"
"102553","99",10,"1249",10,"930"
"102580","2",10,"1",10,"1"
"102580","6",10,"1",10,"0"
"102580","8",10,"1",10,"0"
"102580","12",10,"1",10,"0"
"102580","34",10,"1",10,"1"
"102580","39",10,"1",10,"1"
"102580","42",10,"1",10,"1"
"102580","48",10,"1",10,"1"
"102580","53",10,"1",10,"1"
"102580","99",10,"9",10,"6"
"102614","1",10,"2",10,"2"
"102614","2",10,"805",10,"568"
"102614","5",10,"1",10,"0"
"102614","6",10,"8",10,"5"
"102614","8",10,"4",10,"3"
"102614","12",10,"1",10,"1"
"102614","13",10,"4",10,"1"
"102614","16",10,"4",10,"4"
"102614","17",10,"2",10,"2"
"102614","19",10,"1",10,"1"
"102614","20",10,"1",10,"0"
"102614","23",10,"1",10,"1"
"102614","24",10,"1",10,"1"
"102614","25",10,"1",10,"1"
"102614","26",10,"7",10,"6"
"102614","27",10,"3",10,"3"
"102614","30",10,"4",10,"4"
"102614","31",10,"2",10,"0"
"102614","34",10,"2",10,"1"
"102614","36",10,"3",10,"2"
"102614","38",10,"2",10,"2"
"102614","39",10,"3",10,"2"
"102614","40",10,"1",10,"0"
"102614","41",10,"5",10,"4"
"102614","42",10,"3",10,"3"
"102614","47",10,"1",10,"1"
"102614","48",10,"2",10,"2"
"102614","53",10,"4",10,"3"
"102614","54",10,"1",10,"0"
"102614","55",10,"1",10,"0"
"102614","57",10,"2",10,"2"
"102614","90",10,"7",10,"0"
"102614","99",10,"889",10,"625"
"102632","1",10,"1",10,"1"
"102632","2",10,"159",10,"95"
"102632","6",10,"1",10,"1"
"102632","16",10,"2",10,"1"
"102632","22",10,"1",10,"1"
"102632","24",10,"1",10,"1"
"102632","30",10,"1",10,"1"
"102632","35",10,"3",10,"3"
"102632","36",10,"1",10,"1"
"102632","38",10,"1",10,"1"
"102632","41",10,"1",10,"1"
"102632","48",10,"4",10,"3"
"102632","49",10,"1",10,"1"
"102632","53",10,"3",10,"2"
"102632","57",10,"1",10,"1"
"102632","90",10,"3",10,"2"
"102632","99",10,"184",10,"116"
"102669","2",10,"16",10,"11"
"102669","6",10,"1",10,"1"
"102669","8",10,"1",10,"1"
"102669","16",10,"2",10,"2"
"102669","19",10,"1",10,"1"
"102669","23",10,"1",10,"1"
"102669","24",10,"3",10,"3"
"102669","26",10,"5",10,"5"
"102669","27",10,"2",10,"1"
"102669","29",10,"1",10,"1"
"102669","30",10,"1",10,"1"
"102669","34",10,"1",10,"1"
"102669","35",10,"1",10,"1"
"102669","36",10,"1",10,"1"
"102669","37",10,"2",10,"2"
"102669","41",10,"1",10,"1"
"102669","42",10,"2",10,"2"
"102669","51",10,"1",10,"0"
"102669","99",10,"43",10,"36"
"102711","2",10,"217",13,"0"
"102711","6",10,"1",13,"0"
"102711","15",10,"1",13,"0"
"102711","53",10,"1",13,"0"
"102711","99",10,"220",13,"0"
"103361","2",10,"23",10,"18"
"103361","48",10,"1",10,"1"
"103361","90",10,"1",10,"0"
"103361","99",10,"25",10,"19"
"103440","2",10,"20",10,"9"
"103440","6",10,"1",10,"1"
"103440","9",10,"1",10,"1"
"103440","18",10,"1",10,"1"
"103440","21",10,"1",10,"1"
"103440","23",10,"1",10,"1"
"103440","25",10,"2",10,"2"
"103440","26",10,"1",10,"0"
"103440","27",10,"3",10,"3"
"103440","30",10,"1",10,"1"
"103440","31",10,"1",10,"1"
"103440","32",10,"1",10,"1"
"103440","37",10,"1",10,"0"
"103440","39",10,"1",10,"1"
"103440","48",10,"1",10,"1"
"103440","50",10,"2",10,"1"
"103440","53",10,"4",10,"3"
"103440","98",10,"2",10,"0"
"103440","99",10,"45",10,"28"
"103501","2",10,"388",10,"27"
"103501","99",10,"388",10,"27"
"103787","2",10,"1",10,"1"
"103787","4",10,"6",10,"2"
"103787","30",10,"1",10,"1"
"103787","35",10,"1",10,"1"
"103787","40",10,"1",10,"1"
"103787","48",10,"1",10,"0"
"103787","49",10,"1",10,"0"
"103787","51",10,"1",10,"0"
"103787","98",10,"1",10,"0"
"103787","99",10,"14",10,"6"
"103945","4",10,"15",13,"0"
"103945","99",10,"15",13,"0"
"104090","4",10,"203",10,"126"
"104090","99",10,"203",10,"126"
"104151","1",10,"3",10,"3"
"104151","2",10,"12",10,"10"
"104151","4",10,"3907",10,"3672"
"104151","5",10,"2",10,"1"
"104151","6",10,"487",10,"474"
"104151","8",10,"121",10,"115"
"104151","9",10,"30",10,"29"
"104151","10",10,"1",10,"1"
"104151","11",10,"1",10,"1"
"104151","12",10,"17",10,"12"
"104151","13",10,"14",10,"14"
"104151","15",10,"11",10,"11"
"104151","16",10,"22",10,"21"
"104151","17",10,"214",10,"205"
"104151","18",10,"65",10,"41"
"104151","19",10,"26",10,"25"
"104151","20",10,"18",10,"18"
"104151","21",10,"7",10,"7"
"104151","22",10,"3",10,"3"
"104151","23",10,"16",10,"16"
"104151","24",10,"22",10,"22"
"104151","25",10,"49",10,"48"
"104151","26",10,"54",10,"51"
"104151","27",10,"118",10,"116"
"104151","28",10,"1",10,"1"
"104151","29",10,"40",10,"40"
"104151","30",10,"12",10,"12"
"104151","31",10,"24",10,"23"
"104151","32",10,"37",10,"36"
"104151","33",10,"9",10,"8"
"104151","34",10,"64",10,"63"
"104151","35",10,"70",10,"70"
"104151","36",10,"60",10,"59"
"104151","37",10,"7",10,"5"
"104151","38",10,"9",10,"9"
"104151","39",10,"56",10,"55"
"104151","40",10,"13",10,"13"
"104151","41",10,"62",10,"60"
"104151","42",10,"66",10,"66"
"104151","44",10,"7",10,"7"
"104151","45",10,"2",10,"2"
"104151","46",10,"14",10,"13"
"104151","47",10,"16",10,"16"
"104151","48",10,"93",10,"87"
"104151","49",10,"20",10,"19"
"104151","50",10,"3",10,"2"
"104151","51",10,"30",10,"29"
"104151","53",10,"125",10,"119"
"104151","54",10,"3",10,"3"
"104151","55",10,"79",10,"77"
"104151","56",10,"2",10,"2"
"104151","60",10,"2",10,"1"
"104151","98",10,"57",10,"0"
"104151","99",10,"6203",10,"5813"
"104160","4",10,"773",10,"347"
"104160","6",10,"20",10,"15"
"104160","8",10,"2",10,"0"
"104160","12",10,"5",10,"5"
"104160","13",10,"1",10,"0"
"104160","16",10,"1",10,"1"
"104160","17",10,"1",10,"1"
"104160","25",10,"1",10,"1"
"104160","26",10,"2",10,"0"
"104160","32",10,"2",10,"2"
"104160","36",10,"1",10,"1"
"104160","39",10,"2",10,"0"
"104160","41",10,"1",10,"1"
"104160","45",10,"1",10,"1"
"104160","48",10,"2",10,"1"
"104160","51",10,"1",10,"1"
"104160","53",10,"1",10,"1"
"104160","99",10,"817",10,"378"
"104179","1",10,"5",10,"5"
"104179","2",10,"17",10,"17"
"104179","4",10,"3792",10,"3723"
"104179","5",10,"1",10,"1"
"104179","6",10,"845",10,"842"
"104179","8",10,"79",10,"78"
"104179","9",10,"31",10,"31"
"104179","10",10,"1",10,"1"
"104179","11",10,"5",10,"5"
"104179","12",10,"14",10,"13"
"104179","13",10,"12",10,"12"
"104179","15",10,"14",10,"13"
"104179","16",10,"19",10,"19"
"104179","17",10,"124",10,"120"
"104179","18",10,"18",10,"17"
"104179","19",10,"14",10,"14"
"104179","20",10,"13",10,"13"
"104179","21",10,"6",10,"6"
"104179","22",10,"6",10,"6"
"104179","23",10,"4",10,"4"
"104179","24",10,"22",10,"22"
"104179","25",10,"29",10,"27"
"104179","26",10,"25",10,"25"
"104179","27",10,"36",10,"34"
"104179","28",10,"1",10,"1"
"104179","29",10,"21",10,"21"
"104179","30",10,"5",10,"3"
"104179","31",10,"13",10,"13"
"104179","32",10,"30",10,"30"
"104179","33",10,"7",10,"7"
"104179","34",10,"54",10,"54"
"104179","35",10,"56",10,"56"
"104179","36",10,"60",10,"59"
"104179","37",10,"10",10,"10"
"104179","38",10,"3",10,"3"
"104179","39",10,"35",10,"31"
"104179","40",10,"8",10,"8"
"104179","41",10,"57",10,"57"
"104179","42",10,"39",10,"39"
"104179","44",10,"4",10,"4"
"104179","45",10,"4",10,"4"
"104179","46",10,"4",10,"4"
"104179","47",10,"14",10,"14"
"104179","48",10,"124",10,"122"
"104179","49",10,"9",10,"9"
"104179","50",10,"7",10,"7"
"104179","51",10,"21",10,"21"
"104179","53",10,"87",10,"87"
"104179","55",10,"35",10,"35"
"104179","56",10,"5",10,"4"
"104179","57",10,"4",10,"4"
"104179","66",10,"1",10,"1"
"104179","90",10,"51",10,"0"
"104179","98",10,"48",10,"0"
"104179","99",10,"5949",10,"5756"
"104346","2",10,"9",10,"7"
"104346","4",10,"429",10,"297"
"104346","6",10,"12",10,"7"
"104346","8",10,"13",10,"10"
"104346","9",10,"2",10,"2"
"104346","11",10,"1",10,"1"
"104346","12",10,"13",10,"9"
