unitid,"xf1a01",f1a01,"xf1a02",f1a02,"xf1a03",f1a03,"xf1a04",f1a04,"xf1a05",f1a05,"xf1a06",f1a06,"xf1a07",f1a07,"xf1a08",f1a08,"xf1a09",f1a09,"xf1a10",f1a10,"xf1a11",f1a11,"xf1a12",f1a12,"xf1a13",f1a13,"xf1a14",f1a14,"xf1a15",f1a15,"xf1a16",f1a16,"xf1a17",f1a17,"xf1a18",f1a18,"xf1a211",f1a211,"xf1a212",f1a212,"xf1a213",f1a213,"xf1a214",f1a214,"xf1a221",f1a221,"xf1a222",f1a222,"xf1a223",f1a223,"xf1a224",f1a224,"xf1a231",f1a231,"xf1a232",f1a232,"xf1a233",f1a233,"xf1a234",f1a234,"xf1a241",f1a241,"xf1a242",f1a242,"xf1a243",f1a243,"xf1a244",f1a244,"xf1a251",f1a251,"xf1a252",f1a252,"xf1a253",f1a253,"xf1a254",f1a254,"xf1a261",f1a261,"xf1a262",f1a262,"xf1a263",f1a263,"xf1a264",f1a264,"xf1a271",f1a271,"xf1a272",f1a272,"xf1a273",f1a273,"xf1a274",f1a274,"xf1a281",f1a281,"xf1a282",f1a282,"xf1a283",f1a283,"xf1a284",f1a284,"xf1a31",f1a31,"xf1a324",f1a324,"xf1a334",f1a334,"xf1a344",f1a344,"xf1b01",f1b01,"xf1b02",f1b02,"xf1b03",f1b03,"xf1b04",f1b04,"xf1b04a",f1b04a,"xf1b04b",f1b04b,"xf1b05",f1b05,"xf1b06",f1b06,"xf1b07",f1b07,"xf1b08",f1b08,"xf1b09",f1b09,"xf1b10",f1b10,"xf1b11",f1b11,"xf1b12",f1b12,"xf1b13",f1b13,"xf1b14",f1b14,"xf1b15",f1b15,"xf1b16",f1b16,"xf1b17",f1b17,"xf1b18",f1b18,"xf1b19",f1b19,"xf1b20",f1b20,"xf1b21",f1b21,"xf1b22",f1b22,"xf1b23",f1b23,"xf1b24",f1b24,"xf1b25",f1b25,"xf1b26",f1b26,"xf1c011",f1c011,"xf1c012",f1c012,"xf1c013",f1c013,"xf1c014",f1c014,"xf1c015",f1c015,"xf1c016",f1c016,"xf1c021",f1c021,"xf1c022",f1c022,"xf1c023",f1c023,"xf1c024",f1c024,"xf1c025",f1c025,"xf1c026",f1c026,"xf1c031",f1c031,"xf1c032",f1c032,"xf1c033",f1c033,"xf1c034",f1c034,"xf1c035",f1c035,"xf1c036",f1c036,"xf1c051",f1c051,"xf1c052",f1c052,"xf1c053",f1c053,"xf1c054",f1c054,"xf1c055",f1c055,"xf1c056",f1c056,"xf1c061",f1c061,"xf1c062",f1c062,"xf1c063",f1c063,"xf1c064",f1c064,"xf1c065",f1c065,"xf1c066",f1c066,"xf1c071",f1c071,"xf1c072",f1c072,"xf1c073",f1c073,"xf1c074",f1c074,"xf1c075",f1c075,"xf1c076",f1c076,"xf1c081",f1c081,"xf1c082",f1c082,"xf1c083",f1c083,"xf1c084",f1c084,"xf1c085",f1c085,"xf1c086",f1c086,"xf1c091",f1c091,"xf1c094",f1c094,"xf1c101",f1c101,"xf1c102",f1c102,"xf1c103",f1c103,"xf1c104",f1c104,"xf1c105",f1c105,"xf1c111",f1c111,"xf1c112",f1c112,"xf1c113",f1c113,"xf1c114",f1c114,"xf1c115",f1c115,"xf1c116",f1c116,"xf1c121",f1c121,"xf1c122",f1c122,"xf1c123",f1c123,"xf1c124",f1c124,"xf1c125",f1c125,"xf1c126",f1c126,"xf1c131",f1c131,"xf1c132",f1c132,"xf1c133",f1c133,"xf1c134",f1c134,"xf1c135",f1c135,"xf1c136",f1c136,"xf1c141",f1c141,"xf1c142",f1c142,"xf1c143",f1c143,"xf1c144",f1c144,"xf1c145",f1c145,"xf1c146",f1c146,"xf1c151",f1c151,"xf1c152",f1c152,"xf1c153",f1c153,"xf1c154",f1c154,"xf1c155",f1c155,"xf1c161",f1c161,"xf1c165",f1c165,"xf1c171",f1c171,"xf1c172",f1c172,"xf1c173",f1c173,"xf1c174",f1c174,"xf1c175",f1c175,"xf1c181",f1c181,"xf1c182",f1c182,"xf1c183",f1c183,"xf1c184",f1c184,"xf1c185",f1c185,"xf1c191",f1c191,"xf1c192",f1c192,"xf1c193",f1c193,"xf1c194",f1c194,"xf1c195",f1c195,"xf1d01",f1d01,"xf1d02",f1d02,"xf1d03",f1d03,"xf1d04",f1d04,"xf1d05",f1d05,"xf1d06",f1d06,"xf1e01",f1e01,"xf1e02",f1e02,"xf1e03",f1e03,"xf1e04",f1e04,"xf1e05",f1e05,"xf1e06",f1e06,"xf1e07",f1e07,"xf1e08",f1e08,"xf1e09",f1e09,"xf1e10",f1e10,"xf1e11",f1e11,f1fha,"xf1h01",f1h01,"xf1h02",f1h02
"100654",10,"57734244",10,"181796905",10,"72506144",10,"753914",10,"110044675",10,"167778919",10,"3286666",10,"29860499",10,"33147165",10,"63267866",10,"0",10,"63267866",10,"96415031",10,"42736229",10,"38931871",13,"0",10,"-10304212",10,"71363888",10,"4982207",13,"0",10,"0",10,"4982207",10,"0",13,"0",10,"0",13,"0",10,"140586443",10,"421913",10,"0",10,"141008356",10,"10138561",10,"1174003",10,"0",10,"11312564",10,"13523000",10,"1271362",10,"987685",10,"13806677",10,"0",13,"0",10,"0",13,"0",10,"6363582",10,"5433519",10,"1110000",10,"10687101",10,"67812237",10,"4693907",10,"0",10,"72506144",10,"109290761",30,"",30,"",30,"",10,"29114837",10,"19418084",10,"2143603",10,"3076786",30,"",30,"",10,"9346291",10,"0",10,"0",10,"1847179",10,"64946780",10,"3910526",10,"52786936",10,"0",10,"9538941",10,"0",10,"0",10,"0",10,"563206",10,"5586227",10,"72385836",10,"0",10,"0",10,"0",10,"0",10,"0",10,"137332616",30,"",10,"29630163",10,"22397770",10,"6182414",10,"0",10,"1049979",30,"",10,"13102431",10,"6220621",10,"1204327",10,"0",10,"5677483",30,"",10,"13564296",10,"7714810",10,"1870385",10,"0",10,"3979101",30,"",10,"7986681",10,"4546893",10,"1141852",10,"0",10,"2297936",30,"",10,"9783591",10,"5242152",10,"1369231",10,"0",10,"3172208",30,"",10,"21828653",10,"8699323",10,"3760333",10,"0",10,"9368997",30,"",10,"7838269",10,"3043379",10,"874813",10,"0",10,"3920077",30,"",10,"4797652",10,"4797652",10,"11154715",30,"",30,"",30,"",10,"11154715",10,"9205557",10,"2783819",10,"570875",10,"0",10,"5850863",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"128892008",10,"60648767",10,"16974230",10,"4797652",10,"46471359",10,"3273806",10,"3273806",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3273806",10,"0",10,"0",10,"0",10,"3273806",10,"132165814",10,"60648767",10,"16974230",10,"4797652",10,"49745165",10,"137332616",10,"132165814",10,"5166802",10,"54870981",10,"11326105",10,"71363888",10,"9538941",10,"1615774",10,"0",10,"0",10,"0",10,"6787493",10,"17942208",10,"6787493",10,"0",10,"6787493",10,"11154715","2",30,"",30,""
"100663",10,"605129452",10,"2670586225",10,"1228205324",10,"1096647492",10,"2539028393",10,"3144157845",10,"23755305",10,"303337820",10,"327093125",10,"712248464",10,"16618729",10,"728867193",10,"1055960318",10,"730562480",10,"200791863",10,"222397229",10,"934445955",10,"2088197527",10,"70170709",10,"12236826",10,"640050",10,"81767485",10,"87895035",10,"4032760",10,"0",10,"91927795",10,"1514369630",10,"159220245",10,"5482875",10,"1668107000",10,"590251734",10,"82144033",10,"69411245",10,"602984522",10,"76337347",10,"4940731",10,"0",10,"81278078",10,"0",10,"0",10,"0",10,"0",10,"111008822",10,"100948752",10,"67436229",10,"144521345",10,"1145141913",10,"152042322",10,"68978911",10,"1228205324",10,"1442380901",30,"",30,"",30,"",10,"77975763",10,"395230152",10,"4838521",10,"76412570",30,"",30,"",10,"19018981",10,"864019507",10,"50025572",10,"352932309",10,"1840453375",10,"0",10,"358088951",10,"0",10,"10572826",10,"124584",10,"432730",10,"28536648",10,"-136413807",10,"26730578",10,"288072510",10,"5096600",10,"19099511",10,"5235022",10,"768900",10,"30200033",10,"2158725918",30,"",10,"244233024",10,"168319388",10,"43742979",13,"0",10,"32170657",30,"",10,"317196046",10,"165274354",10,"32798643",13,"0",10,"119123049",30,"",10,"89549016",10,"37943208",10,"10048031",13,"0",10,"41557777",30,"",10,"385339986",10,"85968330",10,"20843829",13,"0",10,"278527827",30,"",10,"23774219",10,"11595308",10,"2960200",13,"0",10,"9218711",30,"",10,"91651744",10,"53108247",10,"15903088",13,"0",10,"22640409",30,"",10,"59013730",10,"23711815",10,"6391885",13,"0",10,"28910030",30,"",10,"111343621",10,"111343621",10,"20498768",30,"",30,"",30,"",10,"20498768",10,"31337276",10,"12402587",10,"3382408",13,"0",10,"15552281",30,"",10,"812346578",10,"350562505",10,"105470100",13,"0",10,"356313973",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"2186284008",10,"908885742",10,"241541163",10,"111343621",10,"924513482",10,"27375953",10,"27375953",10,"0",10,"0",10,"0",10,"0",10,"0",10,"27375953",10,"0",10,"0",10,"0",10,"27375953",10,"2213659961",10,"908885742",10,"241541163",10,"111343621",10,"951889435",10,"2158725918",10,"2213659961",10,"-54934043",10,"2040399936",10,"102731634",10,"2088197527",10,"9108418",10,"10633729",10,"686006",10,"664530",10,"7797044",10,"23002420",10,"51892147",10,"29135838",10,"2257541",10,"31393379",10,"20498768","1",10,"400677321",10,"330920594"
"100706",10,"80489781",10,"345022010",10,"153787608",10,"60910176",10,"252144578",10,"332634359",10,"2125000",10,"37447189",10,"39572189",10,"52486000",10,"0",10,"52486000",10,"92058189",10,"139604839",10,"7035194",10,"2537233",10,"91398904",10,"240576170",10,"9911987",10,"1592695",10,"156259",10,"11348423",10,"0",10,"0",10,"0",10,"0",10,"185116914",10,"55812512",10,"0",10,"240929426",10,"58309579",10,"1758600",10,"1369408",10,"58698771",10,"24787538",10,"1508452",10,"0",10,"26295990",10,"0",10,"0",10,"0",10,"0",10,"49202375",10,"7352215",10,"48805190",10,"7749400",10,"142769049",10,"11684932",10,"666373",10,"153787608",10,"191234402",30,"",30,"",30,"",10,"32067025",10,"59212310",10,"5408206",10,"3001434",30,"",30,"",10,"5596733",10,"0",10,"0",10,"2236694",10,"107522402",10,"0",10,"58100801",10,"0",10,"4306328",10,"0",10,"0",10,"2739818",10,"-8114771",10,"0",10,"57032176",10,"0",10,"11473364",10,"388807",10,"0",10,"11862171",10,"176416749",30,"",10,"43779703",10,"30422558",10,"9149211",10,"0",10,"4207934",30,"",10,"64417660",10,"39074619",10,"10584175",10,"0",10,"14758866",30,"",10,"462367",10,"179517",10,"69615",10,"0",10,"213235",30,"",10,"7483125",10,"4568498",10,"1309957",10,"0",10,"1604670",30,"",10,"10740295",10,"4801206",10,"1348189",10,"0",10,"4590900",30,"",10,"15250766",10,"8940629",10,"3626099",10,"0",10,"2684038",30,"",10,"9952047",10,"3448002",10,"1210066",10,"0",10,"5293979",30,"",10,"11684932",10,"11684932",10,"510664",30,"",30,"",30,"",10,"510664",10,"2516492",10,"768375",10,"195727",10,"0",10,"1552390",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"166798051",10,"92203404",10,"27493039",10,"11684932",10,"35416676",10,"2384569",10,"2384569",10,"471496",10,"0",10,"0",10,"0",10,"471496",10,"2856065",10,"0",10,"0",10,"0",10,"2856065",10,"169654116",10,"92203404",10,"27493039",10,"11684932",10,"38272741",10,"176416749",10,"169654116",10,"6762633",10,"233813537",10,"0",10,"240576170",10,"4306328",10,"511676",10,"59430",10,"0",10,"1105810",10,"4741270",10,"10724514",10,"9789836",10,"424014",10,"10213850",10,"510664","1",10,"48412234",10,"41293561"
"100724",10,"141672522",10,"221702480",10,"81529228",10,"6850797",10,"147024049",10,"288696571",10,"2022000",10,"16873375",10,"18895375",10,"133087013",10,"2093307",10,"135180320",10,"154075695",10,"87639389",10,"17411250",10,"0",10,"29570237",10,"134620876",10,"14292222",10,"1184864",10,"0",10,"15477086",10,"7208634",10,"3656757",10,"0",10,"10865391",10,"87206435",10,"52141363",10,"0",10,"139347798",10,"21861076",10,"952912",10,"639532",10,"22174456",10,"9245745",10,"243021",10,"0",10,"9488766",10,"0",13,"0",10,"0",13,"0",10,"30780262",10,"21092464",10,"27523743",10,"24348983",10,"77028702",10,"5119465",10,"618939",10,"81529228",10,"140173252",30,"",30,"",30,"",10,"29698022",10,"12156204",10,"35472011",10,"1725513",30,"",30,"",10,"12179958",10,"0",10,"0",10,"15124188",10,"106355896",13,"0",10,"49166559",13,"0",10,"12051242",13,"0",13,"0",10,"322604",10,"809950",10,"0",10,"62350355",10,"0",10,"0",10,"0",10,"0",10,"0",10,"168706251",30,"",10,"32078272",10,"22770865",10,"5379240",13,"0",10,"3928167",30,"",10,"2307385",10,"829261",10,"211279",13,"0",10,"1266845",30,"",10,"3803057",10,"1096788",10,"271408",13,"0",10,"2434861",30,"",10,"7129556",10,"3997890",10,"983080",13,"0",10,"2148586",30,"",10,"10745028",10,"5696741",10,"2037261",13,"0",10,"3011026",30,"",10,"21420038",10,"8825536",10,"3469786",13,"0",10,"9124716",30,"",10,"9311408",10,"2137009",10,"700017",13,"0",10,"6474382",30,"",10,"5119465",10,"5119465",10,"14580821",30,"",30,"",30,"",10,"14580821",10,"10561306",10,"3365162",10,"1092520",13,"0",10,"6103624",30,"",10,"0",10,"0",13,"0",13,"0",10,"0",30,"",10,"0",10,"0",13,"0",13,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"117056336",10,"48719252",10,"14144591",10,"5119465",10,"49073028",10,"5565630",10,"5565630",10,"340761",10,"0",10,"0",10,"0",10,"340761",10,"5906391",10,"0",10,"0",10,"0",10,"5906391",10,"122962727",10,"48719252",10,"14144591",10,"5119465",10,"54979419",10,"168706251",10,"122962727",10,"45743524",10,"101251198",10,"-12373846",10,"134620876",10,"12051242",10,"385995",10,"12500",10,"0",10,"2131084",10,"6594570",10,"21175391",10,"3627013",10,"2967557",10,"6594570",10,"14580821","1",10,"52466420",10,"51641547"
"100733",10,"4851474",10,"2530783",10,"1707675",10,"7912130",10,"8735238",10,"13586712",10,"0",10,"2793820",10,"2793820",10,"0",10,"0",10,"0",10,"2793820",10,"823108",10,"0",10,"0",10,"9969784",10,"10792892",10,"106750",10,"0",10,"0",10,"106750",10,"56543",10,"0",10,"0",10,"56543",10,"1750878",10,"0",10,"0",10,"1750878",10,"797936",10,"20908",10,"216764",10,"602080",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"14532",10,"0",10,"14532",10,"1756563",10,"156137",10,"205025",10,"1707675",10,"823108",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",30,"",30,"",10,"0",30,"",30,"",10,"13541426",10,"13541426",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-341310",10,"31955",10,"-309355",10,"0",10,"0",10,"0",10,"0",10,"0",10,"13232071",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",10,"12283104",10,"7705024",10,"2476391",10,"156136",10,"1945553",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"12283104",10,"7705024",10,"2476391",10,"156136",10,"1945553",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"12283104",10,"7705024",10,"2476391",10,"156136",10,"1945553",10,"13232071",10,"12283104",10,"948967",10,"9843926",10,"-1",10,"10792892",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","2",30,"",30,""
"100751",10,"322516999",10,"1230827194",10,"395036939",10,"774470495",10,"1610260750",10,"1932777749",10,"4867545",10,"209397987",10,"214265532",10,"361756627",10,"16247920",10,"378004547",10,"592270079",10,"478161759",10,"315077098",10,"260258054",10,"287010759",10,"1340507670",10,"32335915",10,"10283993",10,"28088",10,"42591820",10,"25237076",10,"3852499",10,"0",10,"29089575",10,"807769568",10,"39126348",10,"8282328",10,"838613588",10,"107070734",10,"6025788",10,"7846347",10,"105250175",10,"103248560",10,"1175217",10,"7341",10,"104416436",13,"0",13,"0",13,"0",13,"0",10,"72897147",10,"80947121",10,"42978668",10,"110865600",10,"371410252",10,"30545927",10,"6919240",10,"395036939",10,"835790255",30,"",30,"",30,"",10,"193516439",10,"34616639",10,"18551686",10,"4091619",30,"",30,"",10,"80215194",10,"0",10,"0",10,"58846569",10,"389838146",10,"0",10,"199417373",10,"0",10,"15888773",10,"253500",10,"616133",10,"35997781",10,"-96804836",10,"1747639",10,"157116363",10,"0",10,"37960384",10,"18965286",10,"2069340",10,"58995010",10,"605949519",30,"",10,"191625311",10,"124036815",10,"37720123",10,"0",10,"29868373",30,"",10,"35531900",10,"11806285",10,"4062814",10,"0",10,"19662801",30,"",10,"40663763",10,"22358154",10,"6681847",10,"0",10,"11623762",30,"",10,"61957983",10,"29902307",10,"13649144",10,"0",10,"18406532",30,"",10,"29339349",10,"15501983",10,"4351885",10,"0",10,"9485481",30,"",10,"59956291",10,"28752668",10,"20694717",10,"0",10,"10508906",30,"",10,"54740146",10,"25440091",10,"8340231",10,"0",10,"20959824",30,"",10,"30545927",10,"30545927",10,"14214342",30,"",30,"",30,"",10,"14214342",10,"90258841",10,"30973929",10,"7059820",10,"0",10,"52225092",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",10,"608833853",10,"288772232",10,"102560581",10,"30545927",10,"186955113",10,"18027317",10,"18027317",10,"2638918",10,"0",10,"0",10,"0",10,"2638918",10,"20666235",10,"0",10,"0",10,"0",10,"20666235",10,"629500088",10,"288772232",10,"102560581",10,"30545927",10,"207621348",10,"605949519",10,"629500088",10,"-23550569",10,"1379922013",10,"-15863774",10,"1340507670",10,"12663197",10,"3200576",10,"615333",10,"0",10,"10685890",10,"39140280",10,"66305276",10,"45731438",10,"6359496",10,"52090934",10,"14214342","1",10,"516495678",10,"516270624"
"100760",10,"9504048",30,"",30,"",10,"843275",10,"21611572",10,"31115620",10,"360000",10,"1953071",10,"2313071",10,"7340000",10,"472496",10,"7812496",10,"10125567",10,"13249602",10,"1124808",10,"500",10,"6615143",10,"20990053",30,"",30,"",30,"",10,"1618974",30,"",30,"",30,"",10,"2053646",30,"",30,"",30,"",10,"24048930",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"522171",30,"",30,"",30,"",10,"12363594",10,"20768297",10,"4888170",13,"0",13,"0",10,"2619734",10,"1900421",10,"838408",10,"72751",13,"0",10,"72751",10,"226249",30,"",30,"",10,"40994",10,"5698557",13,"0",10,"11169048",13,"0",10,"3934122",13,"0",13,"0",13,"0",10,"214236",10,"258208",10,"15575614",13,"0",10,"170239",13,"0",10,"0",10,"170239",10,"21444410",13,"0",10,"10371193",10,"5904742",10,"1644933",10,"783491",10,"1125402",10,"912625",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"63340",10,"16692",10,"3048",10,"12844",10,"15795",10,"14961",10,"1124995",10,"586247",10,"204656",10,"89909",10,"139456",10,"104727",10,"1927871",10,"910259",10,"360426",10,"141285",10,"351329",10,"164572",10,"2476785",10,"1116266",10,"424714",10,"192662",10,"518727",10,"224416",30,"",10,"359521",10,"150543",13,"0",10,"986042",10,"-1496106",30,"",30,"",10,"2779686",30,"",30,"",30,"",10,"2779686",10,"879775",10,"324245",10,"121096",10,"64221",10,"295408",10,"74805",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"19623645",10,"9217972",10,"2909416",10,"1284412",10,"6211845",10,"354518",10,"354518",10,"173642",10,"0",10,"0",10,"0",10,"173642",10,"528160",10,"0",10,"0",10,"0",10,"528160",10,"20151805",10,"9217972",10,"2909416",10,"1284412",10,"6740005",10,"21444410",10,"20151805",10,"1292605",10,"19697448",10,"0",10,"20990053",10,"3934122",10,"90893",10,"121429",13,"0",10,"3005",10,"1181258",10,"5330707",10,"2551021",10,"0",10,"2551021",10,"2779686","1",10,"186521",10,"186512"
"100812",10,"24838479",30,"",30,"",10,"150745",10,"16771908",10,"41610387",10,"460000",10,"4637492",10,"5097492",10,"12405000",10,"687500",10,"13092500",10,"18189992",10,"15006163",10,"-1060689",13,"0",10,"9474921",10,"23420395",30,"",30,"",30,"",10,"1325714",30,"",30,"",30,"",10,"1122155",30,"",30,"",30,"",10,"18004713",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2509360",30,"",30,"",30,"",10,"9819658",10,"16621163",10,"3478880",13,"0",13,"0",10,"4951823",10,"12333600",10,"1633845",10,"144758",10,"144758",13,"0",10,"196795",13,"0",13,"0",10,"7115",10,"19267936",13,"0",10,"15148593",13,"0",10,"2908439",13,"0",13,"0",13,"0",10,"669001",10,"105307",10,"18831340",13,"0",13,"0",13,"0",10,"0",10,"0",10,"38099276",13,"0",10,"15720716",10,"9538855",10,"2779987",10,"321330",10,"1769296",10,"1311248",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2139536",10,"1173583",10,"385436",10,"57125",10,"290281",10,"233111",10,"2212908",10,"1461354",10,"510201",10,"28560",10,"96234",10,"116559",10,"6091964",10,"2017895",10,"774706",10,"307047",10,"1739344",10,"1252972",30,"",10,"1272956",10,"527555",13,"0",10,"1113379",10,"-2913890",30,"",30,"",10,"8393096",30,"",30,"",30,"",10,"8393096",10,"61776",10,"22480",10,"10282",13,"0",10,"29014",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"34619996",10,"15487123",10,"4988167",10,"714062",10,"13430644",10,"603639",10,"603639",10,"298394",10,"0",10,"0",10,"0",10,"298394",10,"902033",10,"0",10,"0",10,"0",10,"902033",10,"35522029",10,"15487123",10,"4988167",10,"714062",10,"14332677",10,"38099276",10,"35522029",10,"2577247",10,"20843148",10,"0",10,"23420395",10,"2908439",10,"11456221",10,"192956",13,"0",13,"0",10,"511332",10,"15068948",10,"6675852",10,"0",10,"6675852",10,"8393096","1",10,"1254890",10,"1614386"
"100830",10,"12733571",10,"84772678",10,"48313908",10,"39758001",10,"76216771",10,"88950342",10,"260000",10,"15274859",10,"15534859",10,"1245000",10,"20120373",10,"21365373",10,"36900232",10,"14719655",10,"24478853",10,"4915723",10,"7935879",10,"52050110",10,"1085032",13,"0",10,"0",10,"1085032",10,"1471207",13,"0",10,"0",10,"1471207",10,"54151052",13,"0",10,"0",10,"54151052",10,"5332920",10,"997180",10,"238200",10,"6091900",10,"21549469",10,"695019",10,"271001",10,"21973487",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"46195968",10,"2576821",10,"458882",10,"48313907",10,"36458770",30,"",30,"",30,"",10,"18777456",10,"6457907",10,"13244448",10,"244413",30,"",30,"",10,"4691833",10,"0",10,"0",10,"3616728",10,"47032785",10,"0",10,"31026696",13,"0",10,"4124101",13,"0",13,"0",10,"-239424",10,"1731574",10,"0",10,"36642947",13,"0",10,"23677",10,"62517",10,"0",10,"86194",10,"83761926",30,"",10,"24497371",10,"18156685",10,"4463363",13,"0",10,"1877323",30,"",10,"217794",10,"97097",10,"20454",13,"0",10,"100243",30,"",10,"17723104",10,"3859668",10,"920375",13,"0",10,"12943061",30,"",10,"2803516",10,"1853753",10,"479809",13,"0",10,"469954",30,"",10,"4260810",10,"2637833",10,"719405",13,"0",10,"903572",30,"",10,"8806138",10,"4695731",10,"2207676",13,"0",10,"1902731",30,"",10,"5563416",10,"1439480",10,"531567",13,"0",10,"3592369",30,"",10,"2576821",10,"2576821",10,"3197163",30,"",30,"",30,"",10,"3197163",10,"5866531",10,"878989",10,"205845",13,"0",10,"4781697",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",10,"2264487",10,"1254845",10,"426515",10,"0",10,"583127",30,"",10,"77777151",10,"34874081",10,"9975009",10,"2576821",10,"30351240",10,"1296444",10,"1296444",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1296444",10,"0",10,"0",10,"0",10,"1296444",10,"79073595",10,"34874081",10,"9975009",10,"2576821",10,"31647684",10,"83761926",10,"79073595",10,"4688331",10,"51485880",10,"-4124101",10,"52050110",10,"4124101",10,"220681",10,"243986",10,"0",10,"695813",10,"2508088",10,"7792669",10,"4428960",10,"166546",10,"4595506",10,"3197163","1",10,"37037175",10,"33187631"
