unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"155937",10,"6066390",10,"22386017",10,"8874325",10,"7129811",10,"6381881",10,"13511692",10,"44538",10,"8222475",10,"12034747",10,"0",10,"9963769",10,"11806273",10,"0",10,"-1842504",10,"15354196",10,"0",10,"13511692",10,"486770",10,"122299",10,"382620",13,"0",10,"108118",10,"2549530",10,"3649337",10,"115205",10,"0",10,"5339561",13,"0",13,"0",13,"0",10,"117355",10,"382620",13,"0",10,"2148169",13,"0",10,"-289268",13,"0",10,"2064216",13,"0",13,"0",10,"201116",10,"9963769",10,"2415419",10,"1429261",10,"464080",10,"157903",10,"101340",10,"14141",10,"248694",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"499468",10,"193245",10,"27860",10,"43887",10,"43887",10,"6124",10,"184465",10,"2086290",10,"888000",10,"259805",10,"101947",10,"101947",10,"14226",10,"720365",10,"1761919",10,"618671",10,"367813",10,"53960",10,"53960",10,"7530",10,"659985",10,"1748947",10,"94923",10,"26871",10,"205058",10,"205058",10,"28614",10,"1188423",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"354135",10,"112191",10,"-788724",13,"0",13,"0",10,"322398",10,"3294230",10,"0",10,"0",10,"225969",10,"0",10,"0",10,"3068261",10,"11806273",10,"3578235",10,"1258620",13,"0",10,"506192",10,"70635",10,"6392591",30,"",30,"","2"
"155973",10,"1813304",10,"14604393",10,"3323767",10,"7661763",10,"3618863",10,"11280626",10,"736132",10,"10911407",10,"3157336",10,"0",10,"8037614",10,"8204491",10,"0",10,"-166877",10,"11447503",10,"0",10,"11280626",10,"506772",10,"192581",10,"358085",10,"0",10,"320006",10,"2271156",10,"3648600",10,"3648600",10,"0",10,"3596061",10,"0",10,"0",10,"0",10,"215117",10,"0",10,"0",10,"1873446",10,"0",10,"65304",10,"359964",10,"1927722",10,"0",10,"0",10,"0",10,"8037614",10,"2791571",10,"1343654",10,"360645",10,"110787",10,"137810",10,"7149",10,"831526",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"482192",10,"130790",10,"67555",10,"16366",10,"20298",10,"1053",10,"246130",10,"1888405",10,"752814",10,"306202",10,"72075",10,"105090",10,"6089",10,"646135",10,"1648182",10,"617196",10,"187676",10,"58856",10,"95833",10,"9857",10,"678764",10,"1394141",10,"56505",10,"8270",10,"56653",10,"85279",10,"82824",10,"1104610",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"219349",10,"58305",10,"-314737",10,"35254",10,"1829",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"8204491",10,"3120308",10,"988653",13,"0",10,"479564",10,"108801",10,"3507165",10,"3714118",10,"3595219","1"
"156189",10,"20304494",10,"41768900",10,"560861",10,"26487222",10,"14720817",10,"41208039",10,"791897",10,"22546074",10,"7133790",10,"0",10,"11469402",10,"9799270",10,"-15346",10,"1654786",10,"39553253",10,"0",10,"41208039",10,"891676",10,"859682",10,"700903",13,"0",10,"924726",10,"1097349",10,"4474336",10,"1625461",10,"1780300",10,"3618707",13,"0",13,"0",13,"0",10,"910168",13,"0",13,"0",10,"3447462",13,"0",10,"1351470",13,"0",10,"1780300",13,"0",10,"357837",10,"3458",10,"11469402",10,"1827124",10,"938859",10,"223464",10,"117272",10,"127050",10,"0",10,"420479",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"484207",10,"153111",10,"30250",10,"91411",10,"99033",10,"0",10,"110402",10,"1099927",10,"388625",10,"97547",10,"100814",10,"109220",10,"0",10,"403721",10,"1858125",10,"660027",10,"161569",10,"20351",10,"22048",10,"0",10,"994130",10,"1825566",10,"58368",10,"15142",10,"362030",10,"392216",10,"0",10,"997810",10,"1804441",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1804441",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"850050",10,"468366",10,"122302",10,"40981",10,"44398",10,"0",10,"174003",13,"0",10,"135850",10,"40599",10,"-732859",13,"0",10,"0",10,"556410",10,"49830",10,"0",10,"0",10,"0",10,"0",10,"0",10,"49830",10,"9799270",10,"2803206",10,"690873",13,"0",10,"793965",10,"0",10,"5511226",10,"16114677",10,"17927635","1"
"156213",10,"20225060",10,"70437106",10,"6175382",10,"39692182",10,"24569542",10,"64261724",10,"3022851",10,"46047610",10,"16533591",13,"0",10,"29250501",10,"24566635",10,"-171033",10,"4512833",10,"59748891",10,"0",10,"64261724",10,"773215",10,"215910",10,"690169",10,"0",10,"891465",10,"3848518",10,"6419277",10,"4955893",13,"0",10,"14366077",10,"0",10,"0",10,"0",10,"322244",10,"0",10,"0",10,"7164105",10,"0",10,"1588370",10,"234518",10,"5239898",10,"0",10,"0",10,"335289",10,"29250501",10,"9021013",10,"5139462",10,"1520262",10,"767655",10,"461509",10,"73577",10,"1058548",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"117572",10,"71947",10,"12445",10,"7278",10,"5692",10,"3679",10,"16531",10,"2127853",10,"549105",10,"165194",10,"415399",10,"823710",10,"74070",10,"100375",10,"3611510",10,"1559742",10,"467424",10,"311015",10,"188906",10,"69897",10,"1014526",10,"4107853",10,"2474741",10,"790613",10,"149057",10,"145046",10,"0",10,"548396",10,"5580834",10,"569879",10,"69133",10,"606307",10,"697736",10,"295738",10,"3342041",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"1099315",10,"348137",10,"-2256711",10,"201100",10,"38173",10,"569986",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"24566635",10,"11464191",10,"3373208",13,"0",10,"2523699",10,"555134",10,"6650403",10,"23520147",10,"24265783","1"
"156222",10,"121928462",10,"162931665",10,"21010381",10,"28251392",10,"113669892",10,"141921284",10,"2831831",10,"25954932",10,"4321176",10,"0",10,"13957682",10,"20876503",10,"0",10,"-6918821",10,"148840105",10,"0",10,"141921284",10,"0",10,"154148",10,"0",10,"0",10,"2989647",10,"0",10,"3143795",10,"2248519",10,"0",10,"6352630",10,"0",10,"0",10,"0",10,"154148",10,"0",10,"0",10,"5183312",10,"0",10,"556618",10,"509652",10,"1201322",10,"0",10,"0",10,"0",10,"13957682",10,"7305205",10,"4657622",10,"672673",10,"619516",10,"579994",10,"0",10,"775400",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"193550",10,"0",10,"0",10,"17289",10,"0",10,"0",10,"176261",10,"2142271",10,"1328431",10,"260657",10,"181533",10,"164900",10,"0",10,"206750",10,"1522317",10,"825534",10,"132445",10,"129666",10,"116567",10,"0",10,"318105",10,"4641748",10,"1917583",10,"249597",10,"393321",10,"358232",10,"263245",10,"1459770",10,"1170610",10,"104347",10,"9520",10,"99410",10,"90981",13,"0",10,"866352",10,"741128",10,"0",10,"0",10,"0",10,"0",10,"0",10,"741128",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"605918",10,"108968",10,"-1440735",10,"110881",10,"0",10,"614968",10,"3159674",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3159674",10,"20876503",10,"9439435",10,"1433860",13,"0",10,"1421555",10,"263245",10,"8318408",10,"91813193",10,"92907334","1"
"156286",10,"16777153",10,"83320273",10,"22132372",10,"44908976",10,"16278925",10,"61187901",10,"3376774",10,"54881904",10,"18269115",10,"0",10,"29949224",10,"30748502",10,"0",10,"-799278",10,"61987179",10,"0",10,"61187901",10,"745940",10,"361558",10,"2431762",10,"0",10,"1410516",10,"7856376",10,"12806152",10,"9266892",10,"47850",10,"23073439",10,"0",10,"0",10,"0",10,"531243",10,"0",10,"0",10,"4086238",10,"230614",10,"-657754",10,"0",10,"2107197",10,"0",10,"0",10,"578247",10,"29949224",10,"14351177",10,"8705882",10,"2024682",10,"1062606",10,"930864",10,"143223",10,"1483920",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"114563",10,"41812",10,"173",10,"0",10,"0",10,"0",10,"72578",10,"2013242",10,"703645",10,"172664",10,"469253",10,"411075",10,"62376",10,"194229",10,"5658407",10,"2139126",10,"525224",10,"641180",10,"561685",10,"85229",10,"1705963",10,"6146701",10,"2879827",10,"827580",10,"317927",10,"278511",10,"42261",10,"1800595",10,"2064043",10,"334849",10,"180286",10,"520066",10,"392655",10,"464368",10,"171819",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"1392276",10,"360948",10,"-3112232",13,"0",13,"0",10,"1359008",10,"400369",10,"61376",10,"8317",10,"101200",10,"91631",10,"92708",10,"45137",10,"30748502",10,"16258793",10,"4099874",13,"0",10,"2666421",10,"890165",10,"6833249",10,"15804785",10,"14548463","1"
"156295",10,"736651300",10,"904861212",10,"89595353",10,"559664519",10,"255601340",10,"815265859",10,"1584327",10,"123642851",10,"42978832",10,"0",10,"43044416",10,"63829436",10,"-256299",10,"-21041319",10,"836307178",10,"0",10,"815265859",10,"3547773",10,"2681057",10,"1667987",10,"0",10,"32603486",10,"0",10,"40500303",10,"30973312",10,"1630174",10,"820206",10,"0",10,"0",10,"0",10,"4125426",10,"23695",10,"0",10,"18491111",10,"0",10,"265493",10,"2477477",10,"4987433",10,"0",10,"11365259",10,"488316",10,"43044416",10,"18369714",10,"10009748",10,"2107045",10,"2832492",10,"1457733",10,"470881",10,"1491815",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3027213",10,"1257840",10,"211029",10,"60802",10,"52553",10,"0",10,"1444989",10,"8050926",10,"2453332",10,"550086",10,"661409",10,"555026",10,"0",10,"3831073",10,"7203419",10,"3069389",10,"554365",10,"932300",10,"587259",10,"311454",10,"1748652",10,"10552647",10,"4969321",10,"1119256",10,"456264",10,"335470",10,"0",10,"3672336",10,"5049893",10,"448559",10,"53139",10,"0",10,"678451",10,"333798",10,"3535946",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"11575624",10,"1813104",10,"421378",10,"0",10,"925769",10,"825740",10,"7589633",13,"0",10,"2035710",10,"502050",10,"-4943267",10,"50642",10,"0",10,"2354865",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"63829436",10,"26057003",10,"5518348",13,"0",10,"4642903",10,"1941873",10,"25669309",10,"716522800",10,"695812000","1"
"156356",10,"7630861",10,"24579471",10,"3897441",10,"13277545",10,"7404485",10,"20682030",10,"2230548",10,"14925392",10,"6160858",10,"0",10,"8040261",10,"8388296",10,"696070",10,"348035",10,"21030065",10,"-696070",10,"20682030",10,"531445",10,"417783",10,"950963",10,"0",10,"74864",10,"1792656",10,"3767711",10,"1792656",13,"0",10,"4348165",13,"0",13,"0",13,"0",10,"417783",10,"0",13,"0",10,"1054954",10,"267773",10,"130044",13,"0",10,"1738254",13,"0",13,"0",10,"83288",10,"8040261",10,"3802408",10,"2246585",10,"421589",10,"400895",10,"401971",10,"68896",10,"262472",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"282538",10,"145894",10,"27378",10,"29789",10,"29869",10,"5119",10,"44489",10,"1426222",10,"562618",10,"105580",10,"150369",10,"150773",10,"25842",10,"431040",10,"1444550",10,"628974",10,"118031",10,"152302",10,"152710",10,"26174",10,"366359",10,"1187417",10,"86518",10,"16236",10,"125192",10,"125528",10,"21515",10,"812428",10,"245161",13,"0",13,"0",13,"0",13,"0",13,"0",10,"245161",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"-858547",13,"0",13,"0",10,"858547",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"8388296",10,"3670589",10,"688814",13,"0",10,"860851",10,"147546",10,"3020496",10,"8802610",10,"8568848","1"
"156365",10,"8909340",10,"44126076",10,"16381786",10,"13052034",10,"14692256",10,"27744290",10,"1390913",10,"25343658",10,"8266323",10,"205016",10,"23888996",10,"19557506",10,"-271961",10,"4059529",10,"23684761",10,"0",10,"27744290",10,"1672696",10,"385349",10,"2313822",10,"188759",10,"225839",10,"4515102",10,"9301567",10,"4756848",10,"0",10,"10883718",10,"0",10,"0",10,"0",10,"1052922",10,"54338",10,"0",10,"5830947",10,"1275749",10,"414949",10,"0",10,"4076433",10,"0",10,"0",10,"299940",10,"23888996",10,"5293762",10,"3486296",10,"673665",13,"0",10,"411388",13,"0",10,"722413",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1141005",10,"516010",10,"121496",13,"0",10,"123416",13,"0",10,"380083",10,"4193999",10,"1542658",10,"338506",13,"0",10,"252709",13,"0",10,"2060126",10,"6220661",10,"1452694",10,"276967",10,"1230290",10,"179247",10,"828467",10,"2252996",10,"2708079",10,"152004",10,"44572",13,"0",10,"502480",13,"0",10,"2009023",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"434580",10,"126607",10,"-1230290",13,"0",13,"0",10,"669103",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"19557506",10,"7584242",10,"1581813",13,"0",10,"1469240",10,"828467",10,"8093744",10,"4742029",10,"4750223","1"
"156408",10,"120988861",10,"226873582",10,"48483116",10,"73657860",10,"104732606",10,"178390466",10,"5403459",10,"51250640",10,"12604506",10,"0",10,"52792663",10,"31796869",10,"-1003904",10,"19991890",10,"158398576",10,"0",10,"178390466",10,"451550",10,"281704",13,"0",13,"0",10,"4805646",10,"3440124",10,"8979024",10,"8400915",13,"0",10,"11710959",13,"0",13,"0",13,"0",10,"313986",13,"0",13,"0",10,"32865491",13,"0",10,"658219",13,"0",10,"7608908",13,"0",13,"0",10,"-364900",10,"52792663",10,"11939570",10,"6534250",10,"1720769",10,"1187930",10,"452751",13,"0",10,"2043870",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"2268876",10,"783181",10,"213402",10,"481782",10,"182644",13,"0",10,"607867",10,"5254031",10,"1873955",10,"499027",10,"897921",10,"342136",13,"0",10,"1640992",10,"5907317",10,"2416972",10,"312398",10,"419680",10,"159492",13,"0",10,"2598775",10,"6427075",10,"674882",10,"178072",10,"746828",10,"1293940",13,"0",10,"3533353",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"1039529",10,"333559",10,"-3734141",10,"141485",10,"1411218",10,"808350",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"31796869",10,"13322769",10,"3257227",13,"0",10,"2572448",10,"1411218",10,"11233207",10,"123046147",10,"126725510","1"
"156417",10,"10706357",10,"16840626",10,"355130",10,"7079471",10,"9406025",10,"16485496",10,"39663",10,"7602004",10,"2047673",10,"0",10,"2953347",10,"3282994",10,"0",10,"-329647",10,"16815143",10,"0",10,"16485496",10,"416762",10,"51783",10,"0",10,"0",10,"116331",10,"256330",10,"841206",10,"599764",10,"241442",10,"95396",10,"0",10,"0",10,"0",10,"468544",10,"0",10,"0",10,"1626831",10,"0",10,"405731",10,"0",10,"356845",10,"0",10,"0",10,"0",10,"2953347",10,"515036",10,"301888",10,"133860",10,"39145",10,"26617",10,"0",10,"13526",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"474148",10,"0",10,"0",10,"23077",10,"15692",10,"0",10,"435379",10,"403550",10,"117318",10,"23465",10,"85822",10,"58354",10,"0",10,"118591",10,"787219",10,"0",10,"0",10,"4442",10,"3020",10,"0",10,"779757",10,"1043037",10,"0",10,"0",10,"194548",10,"132283",10,"0",10,"716206",10,"60004",10,"40600",10,"17351",10,"0",10,"0",10,"0",10,"2053",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"-347034",10,"0",10,"0",10,"347034",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3282994",10,"459806",10,"174676",13,"0",10,"235966",10,"0",10,"2412546",10,"10716330",10,"10706357","1"
"156541",10,"57661027",10,"123877978",10,"45560856",10,"31846695",10,"46470427",10,"78317122",10,"5602523",10,"52893614",10,"15376328",10,"0",10,"29281316",10,"29731639",10,"-618443",10,"-1068766",10,"80033043",10,"-647155",10,"78317122",10,"1782151",10,"678819",10,"2023689",10,"0",10,"1467598",10,"5789393",10,"11741650",10,"5616523",10,"1640468",10,"9177151",10,"0",10,"0",10,"0",10,"765855",10,"0",10,"0",10,"11597029",10,"0",10,"1812674",10,"416055",10,"5293040",10,"0",10,"0",10,"219512",10,"29281316",10,"7812105",10,"4453759",10,"1025329",10,"0",10,"478592",10,"175896",10,"1678529",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1584272",10,"667937",10,"164523",10,"0",10,"95718",10,"35179",10,"620915",10,"6076978",10,"714159",10,"118451",10,"0",10,"478592",10,"175896",10,"4589880",10,"6780930",10,"2418708",10,"675878",10,"0",10,"191437",10,"70359",10,"3424548",10,"7477354",10,"1391279",10,"328710",10,"0",10,"670029",10,"246254",10,"4841082",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"29731639",10,"9645842",10,"2312891",13,"0",10,"1914368",10,"703584",10,"15154954",10,"51390664",10,"49640062","1"
"156727",10,"6717208",10,"7596788",10,"876643",10,"6090184",10,"629961",10,"6720145",10,"0",10,"0",10,"0",10,"0",10,"2001211",10,"2888433",10,"0",10,"-887222",10,"7607367",10,"0",10,"6720145",10,"0",10,"130336",10,"0",10,"0",10,"0",10,"0",10,"130336",10,"0",10,"0",10,"1498069",10,"0",10,"0",10,"0",10,"130336",13,"0",13,"0",10,"38665",10,"472368",10,"-585206",10,"412240",10,"0",10,"0",10,"34739",10,"0",10,"2001211",10,"404416",10,"324413",10,"38531",13,"0",13,"0",13,"0",10,"41472",10,"35942",10,"30150",10,"3644",13,"0",13,"0",13,"0",10,"2148",10,"102688",10,"73153",10,"9627",13,"0",13,"0",13,"0",10,"19908",10,"287257",10,"179480",10,"29436",13,"0",13,"0",13,"0",10,"78341",10,"530108",10,"303394",10,"45911",13,"0",13,"0",13,"0",10,"180803",10,"1108086",10,"165596",10,"32991",13,"0",13,"0",13,"0",10,"909499",10,"419936",10,"361158",10,"51093",13,"0",13,"0",13,"0",10,"7685",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2888433",10,"1437344",10,"211233",13,"0",13,"0",13,"0",10,"1239856",10,"7661120",10,"6717208","1"
"156745",10,"29418568",10,"96369773",10,"51867024",10,"13033074",10,"31469675",10,"44502749",10,"6076124",10,"52344970",10,"22771185",13,"0",10,"26973959",10,"31496544",10,"-309764",10,"-4832349",10,"49335098",10,"0",10,"44502749",10,"664179",10,"332768",10,"1083291",13,"0",10,"826782",10,"7976850",10,"10883870",10,"9136400",10,"0",10,"10068828",13,"0",13,"0",13,"0",10,"583397",13,"0",13,"0",10,"5099021",10,"1349049",10,"-14880",13,"0",10,"8721479",13,"0",13,"0",10,"1167065",10,"26973959",10,"7095694",10,"5107914",10,"942246",10,"261077",10,"286137",13,"0",10,"498320",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"28100",13,"0",13,"0",13,"0",13,"0",13,"0",10,"28100",10,"3160536",10,"1121190",10,"168510",10,"239875",10,"785233",13,"0",10,"845728",10,"4810852",10,"2248800",10,"357492",10,"351735",10,"447709",13,"0",10,"1405116",10,"8097404",10,"2336647",10,"415711",10,"88365",10,"220794",10,"2608383",10,"2427504",10,"8303958",10,"629149",10,"268601",10,"849239",10,"874324",13,"0",10,"5682645",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",10,"1107020",10,"168276",10,"-1790291",10,"318329",13,"0",10,"196666",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"31496544",10,"12550720",10,"2320836",13,"0",10,"2932526",10,"2608383",10,"11084079",10,"26126441",10,"26331377","1"
"157030",10,"972255",10,"3278116",10,"97327",10,"2197497",10,"983292",10,"3180789",10,"227085",10,"962236",10,"938038",10,"0",10,"956351",10,"842307",10,"0",10,"114044",10,"3066745",10,"0",10,"3180789",10,"134138",10,"12316",10,"0",10,"0",10,"51761",10,"22025",10,"220240",10,"140954",10,"79286",10,"305497",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"328564",10,"1450",10,"39932",10,"0",10,"167376",10,"0",10,"0",10,"113532",10,"956351",10,"87517",10,"40340",10,"0",10,"47177",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"79820",10,"5335",10,"800",10,"47177",10,"0",10,"0",10,"26508",10,"81136",10,"0",10,"0",10,"47177",10,"0",10,"0",10,"33959",10,"300121",10,"19243",10,"702",10,"47177",10,"0",10,"0",10,"232999",10,"183940",10,"35181",10,"2500",10,"47176",10,"0",10,"0",10,"99083",10,"51761",10,"0",10,"0",10,"0",10,"0",10,"0",10,"51761",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"-235884",10,"0",10,"0",10,"235884",10,"58012",10,"0",10,"3000",10,"0",10,"0",10,"0",10,"55012",10,"842307",10,"100099",10,"7002",13,"0",10,"0",10,"0",10,"735206",10,"526752",10,"900087","1"
