unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e141",f2e141,"xf2e151",f2e151,"xf2e161",f2e161,"xf2e171",f2e171
"100690",10,"374175",10,"3123426",10,"1438541",10,"1522598",10,"162287",10,"1684885",10,"279448",10,"1028166",10,"1837548",10,"0",10,"2898929",10,"2814839",10,"0",10,"84090",10,"1600795",10,"0",10,"1684885",10,"223324",10,"11400",13,"0",13,"0",13,"0",10,"921452",10,"1156176",10,"921452",13,"0",10,"1987711",13,"0",13,"0",13,"0",10,"28770",13,"0",13,"0",10,"836984",13,"0",10,"28492",13,"0",13,"0",13,"0",13,"0",10,"16972",10,"2898929",10,"1242869",10,"696353",13,"0",13,"0",13,"0",13,"0",10,"84032",10,"58893",10,"279262",10,"175677",10,"1208676",10,"392969",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"2814839",10,"1323892",10,"269211",10,"131249",10,"79703",10,"1010784"
"100937",10,"125845171",10,"229015150",10,"37986160",10,"78609944",10,"112419046",10,"191028990",10,"2389079",10,"72933696",10,"32877841",10,"0",10,"49732583",10,"49888964",10,"916013",10,"759632",10,"190269358",10,"0",10,"191028990",10,"450688",10,"198324",10,"687897",10,"1216415",10,"4034014",10,"4857892",10,"11445230",13,"0",13,"0",10,"21258704",10,"0",10,"0",10,"0",10,"704189",10,"719312",10,"51059",10,"11782294",13,"0",10,"7296289",10,"1221788",10,"6404568",13,"0",13,"0",10,"294380",10,"49732583",10,"13294810",10,"7293560",13,"0",13,"0",13,"0",13,"0",10,"2430486",10,"692010",10,"7429025",10,"2495526",10,"6356913",10,"4002410",10,"8932500",10,"343320",10,"11445230",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"49888964",10,"14826826",10,"3810877",10,"5466909",10,"899391",10,"24884961"
"101073",10,"4037428",10,"15391408",10,"272998",10,"9918442",10,"5199968",10,"15118410",10,"39303",10,"11280509",10,"1518971",10,"0",10,"5043772",10,"4368079",10,"0",10,"675693",10,"14442717",10,"0",10,"15118410",10,"981456",10,"615367",10,"9894",10,"1911813",13,"0",13,"0",10,"3518530",10,"2715867",10,"802663",10,"804054",13,"0",13,"0",13,"0",10,"1596823",10,"9894",13,"0",10,"1799627",10,"25000",10,"70658",13,"0",10,"737716",13,"0",13,"0",10,"0",10,"5043772",10,"1628913",10,"465784",10,"49761",10,"38060",13,"0",13,"0",10,"251238",10,"105237",10,"232354",10,"171333",10,"1145202",10,"496841",10,"1060611",10,"219928",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"4368079",10,"1497183",10,"332008",10,"300195",13,"0",10,"2238693"
"101189",10,"10324200",10,"44542030",10,"15948747",10,"17405428",10,"11187855",10,"28593283",10,"996659",10,"22271973",10,"9785244",13,"0",10,"22973771",10,"20191186",10,"0",10,"2782585",10,"25810698",10,"0",10,"28593283",10,"2776629",10,"456645",10,"1242366",13,"0",10,"215379",10,"1415166",10,"6106185",10,"3207128",10,"266797",10,"14144633",13,"0",13,"0",13,"0",10,"2088584",13,"0",13,"0",10,"3178293",10,"19052",10,"1526809",13,"0",10,"1198825",13,"0",13,"0",10,"817575",10,"22973771",10,"7893986",10,"4742038",13,"0",13,"0",13,"0",13,"0",10,"2000941",10,"581298",10,"4383112",10,"1623494",10,"3985297",10,"1713234",10,"1927850",10,"101232",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"20191186",10,"8761296",10,"1386224",10,"1473335",10,"677618",10,"7892713"
"101435",10,"34747106",10,"67342219",10,"25850283",10,"2925336",10,"38566600",10,"41491936",10,"1036015",10,"22207929",10,"8854036",13,"0",10,"12026354",10,"12941240",10,"0",10,"-914886",10,"42406822",10,"0",10,"41491936",10,"336605",10,"250985",10,"271941",13,"0",10,"1917413",10,"1747771",10,"4524715",10,"3665184",13,"0",10,"3570992",13,"0",13,"0",13,"0",10,"602903",13,"0",13,"0",10,"1909926",13,"0",10,"1373409",10,"2180278",13,"0",13,"0",13,"0",10,"2388846",10,"12026354",10,"4692345",10,"2576019",13,"0",13,"0",13,"0",13,"0",10,"804574",10,"346456",10,"3168764",10,"1087437",10,"1762905",10,"1192273",10,"2512652",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"12941240",10,"5202185",10,"1014538",10,"1228713",10,"1082977",10,"4412827"
"101453",10,"4983166",10,"8209013",10,"1803706",10,"1263334",10,"5141973",10,"6405307",10,"520462",10,"1421203",10,"1677945",13,"0",10,"2896111",10,"2663143",10,"0",10,"232968",10,"6172339",10,"0",10,"6405307",10,"169724",10,"16686",13,"0",13,"0",10,"158199",10,"30804",10,"375413",10,"30804",13,"0",10,"642233",13,"0",13,"0",13,"0",10,"186410",13,"0",13,"0",10,"1734262",10,"32410",10,"182048",10,"27669",10,"91079",13,"0",13,"0",10,"0",10,"2896111",10,"474049",10,"418322",10,"9229",13,"0",10,"26127",10,"917",10,"122529",10,"83001",10,"336822",10,"208970",10,"1437575",10,"448046",10,"98613",10,"11390",10,"158199",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"2663143",10,"1170646",10,"226324",10,"160091",10,"57579",10,"1048503"
"101541",10,"5973160",10,"23578100",10,"7421366",10,"806776",10,"15349958",10,"16156734",10,"280336",10,"11163021",10,"3818021",13,"0",10,"7173340",10,"7697487",10,"0",10,"-524147",10,"16680881",10,"0",10,"16156734",10,"257641",10,"15050",10,"167033",13,"0",10,"649813",10,"559600",10,"1649137",10,"0",10,"0",10,"2181337",13,"0",13,"0",13,"0",10,"319691",13,"0",13,"0",10,"2709293",10,"0",10,"110285",10,"0",10,"1291857",10,"0",10,"0",10,"560877",10,"7173340",10,"2649642",10,"1009715",13,"0",13,"0",13,"0",13,"0",10,"415963",10,"239124",10,"981539",10,"537820",10,"1524040",10,"417307",10,"967475",10,"0",10,"1158828",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"7697487",10,"2203966",10,"429666",10,"602016",10,"273506",10,"4188333"
"101648",10,"654361",10,"13764914",10,"964904",10,"11442952",10,"1357058",10,"12800010",10,"9295655",13,"0",10,"1783628",13,"0",10,"5699940",10,"6065561",10,"-277123",10,"-642744",10,"13442754",10,"0",10,"12800010",10,"131799",10,"23930",10,"16000",13,"0",10,"48100",10,"498847",10,"718676",10,"718676",13,"0",10,"3457030",13,"0",10,"465975",13,"0",10,"0",10,"0",10,"0",10,"761563",10,"0",10,"12935",10,"0",10,"741710",10,"0",10,"260727",10,"0",10,"5699940",10,"996157",10,"785711",13,"0",13,"0",13,"0",13,"0",10,"221607",10,"144176",10,"1878449",10,"883035",10,"1038922",10,"407423",10,"798112",10,"142092",10,"498847",13,"0",13,"0",13,"0",10,"633467",13,"0",10,"0",10,"0",10,"6065561",10,"2362437",10,"238950",13,"0",10,"19202",10,"3444972"
"101675",10,"9901621",10,"31438738",10,"6069360",10,"16453391",10,"8915987",10,"25369378",10,"1413500",10,"21011405",10,"8170296",13,"0",10,"20370729",10,"19047068",10,"0",10,"1323661",10,"24045717",10,"0",10,"25369378",10,"3313557",10,"1013890",10,"674094",10,"6208",10,"717113",10,"198408",10,"5923270",10,"98582",13,"0",10,"7983721",13,"0",13,"0",13,"0",10,"7429257",13,"0",13,"0",10,"2971090",10,"192903",10,"-799440",13,"0",10,"2301348",13,"0",13,"0",10,"291850",10,"20370729",10,"4483143",10,"2470083",13,"0",13,"0",13,"0",13,"0",10,"838428",10,"267041",10,"2061734",10,"1170871",10,"2878606",10,"908461",10,"2861887",10,"31587",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5923270",10,"0",10,"19047068",10,"4848043",10,"626043",10,"1056757",10,"0",10,"12516225"
"101693",10,"7324105",10,"26781331",10,"10498627",10,"6485093",10,"9797611",10,"16282704",10,"819206",10,"19541030",10,"6194782",10,"0",10,"16270631",10,"15142277",10,"0",10,"1128354",10,"15154350",10,"0",10,"16282704",10,"1751339",10,"479896",10,"794668",10,"0",10,"411956",10,"3230354",10,"6668213",10,"3767310",10,"0",10,"9704323",10,"0",10,"0",10,"0",10,"185446",10,"0",10,"0",10,"3643771",10,"0",10,"348082",10,"0",10,"2076213",10,"0",10,"0",10,"312796",10,"16270631",10,"6370104",10,"4312022",10,"0",10,"0",10,"0",10,"0",10,"618290",10,"335775",10,"1037082",10,"560406",10,"2623160",10,"1284017",10,"2756941",10,"762454",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1736700",10,"114227",10,"15142277",10,"7368901",10,"1723299",10,"971190",10,"639257",10,"4439630"
"101912",10,"6717873",10,"41082447",10,"7931707",10,"20909142",10,"12241598",10,"33150740",10,"2358088",10,"25675354",10,"15309434",10,"0",10,"30550103",10,"29955530",10,"0",10,"594573",10,"32556167",10,"0",10,"33150740",10,"1788200",10,"583989",10,"48234",10,"0",10,"2423165",10,"347034",10,"5190622",10,"3270092",10,"1920530",10,"12547645",13,"0",13,"0",13,"0",10,"2233136",13,"0",13,"0",10,"5436281",10,"4893315",10,"-34849",10,"215939",10,"4185915",10,"0",10,"105429",10,"967292",10,"30550103",10,"9110535",10,"5663841",10,"728820",10,"323481",10,"368893",10,"214942",10,"4047639",10,"2177596",10,"2416964",10,"1031563",10,"5950630",10,"2799369",10,"6927828",10,"982286",10,"280637",13,"0",10,"0",13,"0",10,"123584",10,"657",10,"0",10,"0",10,"29955530",10,"13193735",10,"4215160",10,"1718280",10,"115135",10,"10713220"
"102049",10,"283712101",10,"453479671",10,"105921138",10,"180817457",10,"166741076",10,"347558533",10,"22612570",10,"126644429",10,"39604777",10,"0",10,"61128102",10,"78712430",10,"1362001",10,"-16222327",10,"363780860",10,"0",10,"347558533",10,"721559",10,"622257",10,"774072",13,"0",10,"3118280",10,"8373910",10,"13610078",10,"11492190",13,"0",10,"39843760",10,"0",10,"0",10,"0",10,"54276",10,"20885",10,"0",10,"18744252",10,"4583590",10,"-18916473",10,"0",10,"12106558",10,"0",10,"0",10,"4691254",10,"61128102",10,"33016726",10,"21494536",10,"0",10,"0",10,"1871573",10,"971611",10,"8470372",10,"2741614",10,"8878937",10,"3777116",10,"7171023",10,"3717473",10,"8752329",10,"455632",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"10551470",10,"0",10,"78712430",10,"33157982",10,"6364621",10,"7119584",10,"2141755",10,"29928488"
"102216",20,"0",20,"537306",20,"241813",20,"295493",20,"0",20,"295493",20,"0",20,"56151",20,"22384",20,"0",20,"299248",20,"269217",20,"-81529",20,"44806",20,"271736",20,"-21049",20,"295493",20,"50408",20,"0",20,"11845",20,"0",20,"0",20,"0",20,"62253",20,"0",20,"0",20,"68190",20,"0",20,"0",20,"0",20,"89185",20,"0",20,"0",20,"88440",20,"51977",20,"0",20,"1456",20,"0",20,"0",20,"0",20,"0",20,"299248",20,"30841",20,"0",20,"0",20,"0",20,"18573",20,"0",20,"143641",20,"0",20,"17818",20,"0",20,"28538",20,"0",20,"3643",20,"0",20,"26163",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"269217",20,"0",20,"0",20,"0",20,"0",20,"269217"
"102234",10,"43551253",10,"77395370",10,"29443723",10,"31902121",10,"16049526",10,"47951647",10,"2782247",10,"23210594",10,"2255684",10,"0",10,"24357372",10,"23952361",10,"-1023878",10,"-618867",10,"48570514",10,"0",10,"47951647",10,"656095",10,"247380",10,"223092",10,"0",10,"743841",10,"7249230",10,"9119638",10,"7249230",10,"0",10,"10700108",10,"0",10,"0",10,"0",10,"365146",10,"0",10,"0",10,"4367419",10,"0",10,"1927232",10,"0",10,"6289250",10,"0",10,"0",10,"708217",10,"24357372",10,"5782082",10,"3908871",10,"0",10,"0",10,"549092",10,"280999",10,"1557127",10,"771392",10,"3539942",10,"1331433",10,"4389996",10,"2024274",10,"4785645",10,"225935",10,"743841",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2604636",10,"109769",10,"23952361",10,"8652673",10,"1954756",10,"1270079",10,"1415716",10,"10659137"
"102261",10,"1118569",10,"4255830",10,"196131",10,"3512053",10,"547646",10,"4059699",10,"308845",10,"4378527",10,"468583",10,"4727",10,"2135159",10,"1998650",10,"0",10,"136509",10,"3923190",10,"0",10,"4059699",10,"218099",10,"513050",13,"0",13,"0",10,"136288",13,"0",10,"867437",10,"785533",13,"0",10,"882930",13,"0",13,"0",13,"0",10,"731149",13,"0",13,"0",10,"716559",10,"0",10,"66653",10,"0",10,"281913",13,"0",13,"0",10,"-544045",10,"2135159",10,"659378",10,"383950",13,"0",13,"0",13,"0",13,"0",10,"256377",13,"0",10,"120892",13,"0",10,"239023",10,"239023",10,"342204",10,"342204",10,"115000",13,"0",13,"0",13,"0",13,"0",13,"0",10,"265776",10,"0",10,"1998650",10,"965177",10,"109926",10,"193061",10,"7554",10,"722932"
"102270",10,"23411743",10,"54340346",10,"16515853",10,"16769658",10,"21054835",10,"37824493",10,"312191",10,"22291615",10,"11007408",10,"0",10,"22637385",10,"20539591",10,"0",10,"2097794",10,"35726699",10,"0",10,"37824493",10,"2948514",10,"308904",10,"737284",13,"0",13,"0",13,"0",10,"3994702",10,"80769",10,"0",10,"8463374",13,"0",13,"0",13,"0",10,"4555715",10,"297172",13,"0",10,"2840456",10,"399823",10,"1250480",13,"0",10,"4487606",13,"0",13,"0",10,"342759",10,"22637385",10,"2740358",10,"2354337",13,"0",13,"0",10,"1603254",10,"721063",10,"1300033",10,"792587",10,"2736551",10,"1403204",10,"4995304",10,"1564381",10,"3578143",10,"637472",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3585948",10,"0",10,"20539591",10,"7473044",10,"1628706",10,"870906",10,"679721",10,"9887214"
"102298",10,"4620844",10,"14039105",10,"5469460",10,"2054575",10,"6515070",10,"8569645",10,"74795",10,"10067537",10,"5867399",10,"552869",10,"8417742",10,"10865925",10,"4896366",10,"2448183",10,"11017828",10,"-4896366",10,"8569645",10,"1148648",10,"880553",10,"5700",13,"0",10,"800894",10,"1206150",10,"4041945",10,"0",10,"0",10,"2717785",13,"0",10,"524584",13,"0",10,"2435193",10,"0",13,"0",10,"2250421",10,"351593",10,"109936",10,"0",10,"1309642",13,"0",13,"0",10,"-1281412",10,"8417742",10,"2387879",10,"1888561",10,"225935",10,"182948",10,"699092",10,"499915",10,"1069537",10,"866058",10,"1433139",10,"1158844",10,"3817742",10,"3607114",10,"1232601",10,"1057695",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"10865925",10,"9261135",13,"0",10,"7690262",10,"150245",10,"-6235717"
"102377",10,"68113757",10,"207423539",10,"67361932",10,"100606285",10,"39455322",10,"140061607",10,"805625",10,"125511464",10,"54987091",13,"0",10,"95955800",10,"90352899",10,"0",10,"5602901",10,"134458706",10,"0",10,"140061607",10,"2971916",10,"2078458",10,"376827",10,"57834",10,"3545515",10,"5306013",10,"14336563",10,"7869290",10,"595665",10,"30682782",13,"0",10,"4907290",13,"0",10,"27798444",10,"703366",10,"102649",10,"16999256",10,"1496640",10,"32172",10,"5382782",10,"7850419",13,"0",13,"0",10,"0",10,"95955800",10,"28523662",10,"16486434",10,"11488453",10,"3282258",10,"5408715",10,"2191006",10,"3878874",10,"1430120",10,"5774738",10,"2066621",10,"15332835",10,"5592179",10,"7442229",10,"602461",10,"8464955",13,"0",13,"0",13,"0",10,"4038438",10,"1109554",10,"0",10,"0",10,"90352899",10,"32760633",10,"2856824",10,"7046912",10,"2051126",10,"45637404"
"102395",10,"6974597",10,"12606116",10,"394243",10,"11058651",10,"1153222",10,"12211873",10,"875000",10,"3116769",10,"2752289",13,"0",10,"2972337",10,"3789304",10,"180069",10,"-636898",10,"12848771",10,"0",10,"12211873",13,"0",10,"0",13,"0",13,"0",13,"0",10,"22800",10,"22800",10,"0",13,"0",10,"2808484",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1100",10,"156429",10,"-428522",13,"0",10,"152145",13,"0",13,"0",10,"282701",10,"2972337",10,"1146906",10,"747071",13,"0",13,"0",13,"0",13,"0",10,"164017",10,"99695",10,"312653",10,"172718",10,"1376428",10,"833090",10,"91632",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"697668",10,"90265",10,"3789304",10,"1942839",10,"316968",10,"218027",10,"7086",10,"1304384"
"102580",10,"205118",10,"2228878",10,"34283",10,"1211249",10,"983346",10,"2194595",10,"18260",10,"1045591",10,"518358",10,"0",10,"1399959",10,"990527",10,"0",10,"409432",10,"1785163",10,"0",10,"2194595",10,"0",10,"0",10,"0",10,"0",10,"2750",10,"70198",10,"72948",10,"70198",10,"0",10,"138945",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"501101",10,"516670",10,"38501",10,"0",10,"204241",10,"0",10,"0",10,"501",10,"1399959",10,"184923",13,"0",10,"0",13,"0",10,"0",13,"0",10,"49530",13,"0",10,"213438",13,"0",10,"360089",13,"0",10,"182547",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"990527",13,"0",10,"0",10,"59161",10,"0",10,"931366"
"102669",10,"31120707",10,"62334849",10,"24040421",10,"21826015",10,"16468413",10,"38294428",10,"1039716",10,"20613411",10,"2963608",10,"0",10,"19534755",10,"13241998",10,"5221556",10,"11514313",10,"26780115",10,"0",10,"38294428",10,"176368",10,"112050",10,"0",10,"0",10,"74515",10,"637028",10,"999961",10,"845736",13,"0",10,"4735912",10,"0",10,"0",10,"0",10,"3722418",10,"136151",10,"0",10,"3678852",10,"5689643",10,"252429",10,"0",10,"852671",10,"0",10,"0",10,"466679",10,"19534755",10,"3583415",10,"2417555",10,"335259",10,"142647",10,"368763",10,"126455",10,"301328",10,"66549",10,"3729036",10,"1271340",10,"2346183",10,"1623030",10,"1387903",10,"218243",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1190111",10,"0",10,"13241998",10,"5865819",10,"1222282",10,"785384",10,"922712",10,"4445801"
"103440",10,"1545318",10,"15190019",10,"4942393",10,"5060977",10,"5186649",10,"10247626",10,"1394171",10,"14629056",10,"2948838",10,"0",10,"7267950",10,"5864020",10,"0",10,"1403930",10,"8843696",10,"0",10,"10247626",10,"112321",10,"27896",10,"0",10,"0",10,"138750",10,"148471",10,"427438",10,"143469",13,"0",10,"882589",13,"0",13,"0",13,"0",10,"1768061",13,"0",13,"0",10,"2054423",10,"0",10,"52063",10,"38144",10,"1171105",13,"0",10,"100101",10,"1201464",10,"7267950",10,"983974",10,"669171",13,"0",13,"0",13,"0",13,"0",10,"531602",10,"145964",10,"999970",10,"479086",10,"1955524",10,"639610",10,"1392950",10,"432495",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"5864020",10,"2366326",10,"734036",10,"408889",10,"192355",10,"2162414"
"103778",10,"34593308",10,"96765675",10,"38200414",10,"41807878",10,"16757383",10,"58565261",10,"3512568",10,"35323894",10,"10772869",13,"0",10,"51284623",10,"62537982",10,"-14235",10,"-11267594",10,"69832855",10,"0",10,"58565261",10,"0",10,"142024",13,"0",13,"0",10,"873240",10,"3337042",10,"4352306",10,"3337042",13,"0",10,"45457253",13,"0",13,"0",13,"0",10,"506597",13,"0",13,"0",10,"3712216",13,"0",10,"-1694724",13,"0",10,"2626859",13,"0",13,"0",10,"676422",10,"51284623",10,"32623548",10,"15193341",13,"0",13,"0",13,"0",13,"0",10,"3579861",10,"2201561",10,"6717866",10,"2932603",10,"13989593",10,"7000655",10,"3554418",10,"157944",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2072696",10,"0",10,"62537982",10,"27486104",10,"5995749",10,"4793159",10,"1235005",10,"23027965"
"103787",10,"185642",10,"2439163",10,"430329",10,"1859980",10,"148854",10,"2008834",10,"203159",10,"2417535",10,"754013",13,"0",10,"1358909",10,"1370926",10,"24034",10,"12017",10,"2020851",10,"-24034",10,"2008834",10,"148420",10,"10741",10,"590",13,"0",10,"0",13,"0",10,"159751",10,"13448",13,"0",10,"269190",13,"0",13,"0",13,"0",10,"159161",10,"590",13,"0",10,"674559",10,"0",10,"33464",10,"0",10,"194149",13,"0",13,"0",10,"27796",10,"1358909",10,"380896",11,"155974",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"168236",11,"68891",10,"91790",11,"37587",10,"214833",11,"87972",10,"166549",11,"68200",13,"0",13,"0",13,"0",13,"0",10,"348622",10,"142759",10,"1370926",10,"561383",10,"27855",10,"133440",10,"31625",10,"616623"
"104090",10,"550000",10,"6429088",10,"3143555",10,"3285533",10,"0",10,"3285533",10,"0",10,"1518972",10,"1811625",10,"0",10,"12530688",10,"12455919",10,"0",10,"74769",10,"3287184",10,"-76420",10,"3285533",10,"4244209",10,"44643",13,"0",13,"0",13,"0",13,"0",10,"4288852",10,"4288852",13,"0",10,"7887117",13,"0",13,"0",13,"0",10,"4288852",13,"0",13,"0",10,"0",10,"0",10,"60655",10,"213708",13,"0",13,"0",10,"80356",10,"0",10,"12530688",10,"7154984",10,"4160084",13,"0",13,"0",13,"0",13,"0",10,"289937",10,"284674",10,"610952",10,"553554",10,"3049352",10,"1691422",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1350694",10,"80365",10,"12455919",10,"6770099",10,"897560",10,"613414",10,"13319",10,"4161527"
"104717",10,"3626845",10,"47193048",10,"26320255",10,"15846941",10,"5025852",10,"20872793",10,"6068954",10,"20561722",10,"2281446",10,"0",10,"32887399",10,"34226009",10,"2677220",10,"1338610",10,"22211402",10,"-2677219",10,"20872793",10,"970259",10,"477755",10,"131789",13,"0",13,"0",13,"0",10,"1579803",10,"0",13,"0",10,"23441412",13,"0",13,"0",13,"0",10,"1514424",10,"131789",13,"0",10,"4609457",13,"0",10,"626121",10,"0",10,"2015901",13,"0",13,"0",10,"548295",10,"32887399",10,"15682670",10,"6324444",10,"37730",10,"29104",13,"0",13,"0",10,"716100",10,"362892",10,"2052599",10,"865903",10,"4908870",10,"1609144",10,"4017650",10,"569222",10,"5429443",10,"0",13,"0",13,"0",13,"0",13,"0",10,"1380947",10,"504333",10,"34226009",10,"10265042",10,"1834964",10,"1150055",10,"1575967",10,"19399981"
"105367",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"7630764",10,"5443614",10,"-2187150",10,"0",10,"0",10,"0",13,"0",10,"355900",13,"0",13,"0",13,"0",13,"0",13,"0",10,"355900",13,"0",13,"0",10,"7529390",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"875",13,"0",13,"0",13,"0",10,"70285",13,"0",13,"0",10,"30214",10,"7630764",10,"2363275",10,"1921921",13,"0",13,"0",13,"0",13,"0",10,"419763",10,"196134",10,"629136",10,"389141",10,"1983470",10,"246557",10,"47970",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"5443614",10,"2753753",10,"451701",10,"75047",10,"0",10,"2163113"
"105589",10,"237422",10,"5615008",10,"2521634",10,"2720886",10,"372488",10,"3093374",10,"701108",10,"2198686",10,"1270090",10,"616661",10,"10908233",10,"10315053",10,"0",10,"593180",10,"2500195",10,"-1",10,"3093374",10,"529044",10,"132885",10,"0",10,"0",10,"359332",10,"5000",10,"1026261",10,"174459",10,"0",10,"10174245",10,"0",10,"0",10,"0",10,"613709",10,"0",10,"0",10,"165313",10,"0",10,"49134",10,"0",10,"230275",10,"0",10,"0",10,"-324443",10,"10908233",10,"5039228",10,"3627000",10,"0",10,"0",10,"9397",10,"1974",10,"1439824",10,"707070",10,"1221850",10,"685731",10,"1516277",10,"876189",10,"527401",10,"141322",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"561076",10,"0",10,"10315053",10,"6039286",10,"943230",10,"244998",10,"78680",10,"3008859"
"105899",10,"476172",10,"5990651",10,"2243688",10,"3199718",10,"547245",10,"3746963",10,"2340000",10,"2973866",10,"1025738",13,"0",10,"3099659",10,"2841723",10,"0",10,"257936",10,"3489027",10,"0",10,"3746963",10,"178218",10,"38201",13,"0",13,"0",13,"0",10,"289230",10,"505649",10,"493652",13,"0",10,"1577994",13,"0",13,"0",13,"0",10,"216419",13,"0",13,"0",10,"706486",10,"0",10,"59412",10,"0",10,"511577",13,"0",13,"0",10,"27771",10,"3099659",10,"1147343",10,"549449",10,"0",10,"0",10,"0",10,"0",10,"172948",10,"67297",10,"500481",10,"184943",10,"677230",10,"197309",10,"343721",10,"71032",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2841723",10,"1070030",10,"120799",10,"143660",10,"167444",10,"1339790"
"106050",10,"0",10,"433631",10,"92252",10,"341379",10,"0",10,"341379",10,"0",10,"0",10,"117597",13,"0",10,"792377",10,"723805",10,"0",10,"68572",10,"365059",10,"-92252",10,"341379",10,"317190",10,"0",10,"1500",10,"0",10,"0",10,"0",10,"318690",10,"318690",13,"0",10,"318690",13,"0",13,"0",13,"0",10,"317190",13,"0",13,"0",10,"0",10,"0",10,"0",10,"84130",13,"0",13,"0",13,"0",10,"72367",10,"792377",10,"258169",10,"251121",13,"0",13,"0",13,"0",13,"0",10,"108990",10,"77798",10,"111245",13,"0",10,"61649",13,"0",10,"105954",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"77798",10,"0",10,"723805",10,"328919",10,"10447",10,"15969",10,"0",10,"368470"
