unitid,line,efres01,efres02,part,centers,ic01,ic02
"100636","98","6125","3339","C","","P","I"
"100636","99","6125","3339","C","","P","I"
"100654","1","495","408","C","","R","R"
"100654","2","2","2","C","","R","R"
"100654","6","8","5","C","","R","R"
"100654","9","2","1","C","","R","R"
"100654","10","2","2","C","","R","R"
"100654","11","2","2","C","","R","R"
"100654","12","12","10","C","","R","R"
"100654","13","49","45","C","","R","R"
"100654","17","40","37","C","","R","R"
"100654","18","17","16","C","","R","R"
"100654","20","1","1","C","","R","R"
"100654","21","2","2","C","","R","R"
"100654","22","1","1","C","","R","R"
"100654","24","2","2","C","","R","R"
"100654","25","1","1","C","","R","R"
"100654","26","36","33","C","","R","R"
"100654","27","1","1","C","","R","R"
"100654","28","2","2","C","","R","R"
"100654","29","6","6","C","","R","R"
"100654","31","1","1","C","","R","R"
"100654","34","2","2","C","","R","R"
"100654","36","6","5","C","","R","R"
"100654","37","2","0","C","","R","R"
"100654","39","26","22","C","","R","R"
"100654","40","2","2","C","","R","R"
"100654","41","1","1","C","","R","R"
"100654","45","2","2","C","","R","R"
"100654","47","25","22","C","","R","R"
"100654","48","5","2","C","","R","R"
"100654","51","2","1","C","","R","R"
"100654","53","4","4","C","","R","R"
"100654","55","2","2","C","","R","R"
"100654","57","3","2","C","","R","R"
"100654","90","20","3","C","","R","R"
"100654","99","784","648","C","","R","R"
"100663","1","1067","878","C","","R","R"
"100663","6","5","4","C","","R","R"
"100663","12","1","1","C","","R","R"
"100663","13","8","8","C","","R","R"
"100663","15","1","1","C","","R","R"
"100663","17","4","4","C","","R","R"
"100663","18","1","1","C","","R","R"
"100663","21","1","1","C","","R","R"
"100663","22","4","4","C","","R","R"
"100663","28","3","3","C","","R","R"
"100663","34","1","1","C","","R","R"
"100663","36","4","3","C","","R","R"
"100663","37","1","1","C","","R","R"
"100663","39","1","1","C","","R","R"
"100663","42","1","1","C","","R","R"
"100663","45","2","2","C","","R","R"
"100663","47","5","5","C","","R","R"
"100663","48","3","2","C","","R","R"
"100663","51","1","1","C","","R","R"
"100663","53","1","1","C","","R","R"
"100663","55","1","1","C","","R","R"
"100663","90","1","0","C","","R","N"
"100663","99","1117","924","C","","R","R"
"100672","1","36","21","C","","R","R"
"100672","9","1","1","C","","R","R"
"100672","12","2","1","C","","R","R"
"100672","18","1","1","C","","R","R"
"100672","26","1","0","C","","R","N"
"100672","28","3","1","C","","R","R"
"100672","36","3","3","C","","R","R"
"100672","42","1","0","C","","R","N"
"100672","90","3","2","C","","R","R"
"100672","99","51","30","C","","R","R"
"100706","1","390","317","C","","R","R"
"100706","5","3","3","C","","R","R"
"100706","6","3","3","C","","R","R"
"100706","10","1","1","C","","R","R"
"100706","12","3","2","C","","R","R"
"100706","13","10","9","C","","R","R"
"100706","17","8","7","C","","R","R"
"100706","18","3","3","C","","R","R"
"100706","20","1","0","C","","R","R"
"100706","21","3","2","C","","R","R"
"100706","22","1","1","C","","R","R"
"100706","24","3","1","C","","R","R"
"100706","26","3","2","C","","R","R"
"100706","28","3","3","C","","R","R"
"100706","29","4","3","C","","R","R"
"100706","32","1","1","C","","R","R"
"100706","34","1","1","C","","R","R"
"100706","36","3","3","C","","R","R"
"100706","39","3","3","C","","R","R"
"100706","40","1","0","C","","R","R"
"100706","42","2","2","C","","R","R"
"100706","44","1","1","C","","R","R"
"100706","45","1","1","C","","R","R"
"100706","47","36","33","C","","R","R"
"100706","48","4","4","C","","R","R"
"100706","51","3","1","C","","R","R"
"100706","53","1","1","C","","R","R"
"100706","90","10","8","C","","R","R"
"100706","99","506","416","C","","R","R"
"100724","1","568","485","C","","R","R"
"100724","4","2","2","C","","R","R"
"100724","6","24","18","C","","R","R"
"100724","11","3","2","C","","R","R"
"100724","12","84","72","C","","R","R"
"100724","13","74","63","C","","R","R"
"100724","17","33","31","C","","R","R"
"100724","18","15","13","C","","R","R"
"100724","20","1","1","C","","R","R"
"100724","21","2","1","C","","R","R"
"100724","22","12","10","C","","R","R"
"100724","23","6","5","C","","R","R"
"100724","24","1","0","C","","R","N"
"100724","26","113","92","C","","R","R"
"100724","27","2","2","C","","R","R"
"100724","28","15","12","C","","R","R"
"100724","29","4","3","C","","R","R"
"100724","31","2","1","C","","R","R"
"100724","32","1","1","C","","R","R"
"100724","34","11","8","C","","R","R"
"100724","36","16","5","C","","R","R"
"100724","37","1","1","C","","R","R"
"100724","39","28","27","C","","R","R"
"100724","40","1","1","C","","R","R"
"100724","42","2","2","C","","R","R"
"100724","45","3","3","C","","R","R"
"100724","47","7","7","C","","R","R"
"100724","48","7","7","C","","R","R"
"100724","51","1","0","C","","R","N"
"100724","53","2","2","C","","R","R"
"100724","55","34","25","C","","R","R"
"100724","57","15","0","C","","R","N"
"100724","78","2","2","C","","R","R"
"100724","90","6","0","C","","R","N"
"100724","99","1098","904","C","","R","R"
"100751","1","1665","1588","C","","R","R"
"100751","2","5","5","C","","R","R"
"100751","4","3","2","C","","R","R"
"100751","5","6","6","C","","R","R"
"100751","6","11","9","C","","R","R"
"100751","8","5","5","C","","R","R"
"100751","9","4","4","C","","R","R"
"100751","10","1","1","C","","R","R"
"100751","12","106","100","C","","R","R"
"100751","13","141","140","C","","R","R"
"100751","17","18","18","C","","R","R"
"100751","18","8","7","C","","R","R"
"100751","19","1","1","C","","R","R"
"100751","21","18","17","C","","R","R"
"100751","22","111","108","C","","R","R"
"100751","24","4","4","C","","R","R"
"100751","25","6","5","C","","R","R"
"100751","26","5","5","C","","R","R"
"100751","28","86","86","C","","R","R"
"100751","29","6","6","C","","R","R"
"100751","32","1","1","C","","R","R"
"100751","34","7","6","C","","R","R"
"100751","35","1","1","C","","R","R"
"100751","36","7","7","C","","R","R"
"100751","37","17","17","C","","R","R"
"100751","39","7","7","C","","R","R"
"100751","40","1","1","C","","R","R"
"100751","41","2","2","C","","R","R"
"100751","42","16","14","C","","R","R"
"100751","45","22","22","C","","R","R"
"100751","47","118","115","C","","R","R"
"100751","48","50","46","C","","R","R"
"100751","51","56","54","C","","R","R"
"100751","53","2","2","C","","R","R"
"100751","54","3","3","C","","R","R"
"100751","55","6","6","C","","R","R"
"100751","72","1","1","C","","R","R"
"100751","90","20","9","C","","R","R"
"100751","99","2547","2431","C","","R","R"
"100760","1","866","371","C","","R","R"
"100760","12","2","1","C","","R","R"
"100760","13","6","4","C","","R","R"
"100760","90","4","2","C","","R","R"
"100760","99","878","378","C","","R","R"
"100821","1","162","10","C","","R","R"
"100821","12","2","2","C","","R","R"
"100821","99","164","12","C","","R","R"
"100830","1","779","779","C","","R","R"
"100830","4","1","1","C","","R","R"
"100830","6","3","3","C","","R","R"
"100830","11","2","2","C","","R","R"
"100830","12","3","3","C","","R","R"
"100830","13","3","3","C","","R","R"
"100830","17","1","1","C","","R","R"
"100830","21","1","1","C","","R","R"
"100830","22","1","1","C","","R","R"
"100830","28","1","1","C","","R","R"
"100830","36","2","2","C","","R","R"
"100830","39","2","2","C","","R","R"
"100830","45","2","2","C","","R","R"
"100830","47","1","1","C","","R","R"
"100830","48","1","1","C","","R","R"
"100830","51","2","2","C","","R","R"
"100830","90","21","21","C","","R","R"
"100830","99","826","826","C","","R","R"
"100858","1","1891","1853","C","","R","R"
"100858","2","2","2","C","","R","R"
"100858","4","5","5","C","","R","R"
"100858","5","6","5","C","","R","R"
"100858","6","26","21","C","","R","R"
"100858","8","9","7","C","","R","R"
"100858","9","8","8","C","","R","R"
"100858","12","226","223","C","","R","R"
"100858","13","459","454","C","","R","R"
"100858","15","1","1","C","","R","R"
"100858","17","16","16","C","","R","R"
"100858","18","9","8","C","","R","R"
"100858","19","1","1","C","","R","R"
"100858","20","2","2","C","","R","R"
"100858","21","25","25","C","","R","R"
"100858","22","46","45","C","","R","R"
"100858","24","18","18","C","","R","R"
"100858","25","7","7","C","","R","R"
"100858","26","7","6","C","","R","R"
"100858","27","4","4","C","","R","R"
"100858","28","25","25","C","","R","R"
"100858","29","10","9","C","","R","R"
"100858","30","3","3","C","","R","R"
"100858","33","2","2","C","","R","R"
"100858","34","10","9","C","","R","R"
"100858","36","15","13","C","","R","R"
"100858","37","17","16","C","","R","R"
"100858","38","1","1","C","","R","R"
"100858","39","23","22","C","","R","R"
"100858","40","3","3","C","","R","R"
"100858","41","2","2","C","","R","R"
"100858","42","9","9","C","","R","R"
"100858","44","2","2","C","","R","R"
"100858","45","28","26","C","","R","R"
"100858","47","139","137","C","","R","R"
"100858","48","40","40","C","","R","R"
"100858","51","33","32","C","","R","R"
"100858","53","2","1","C","","R","R"
"100858","54","3","3","C","","R","R"
"100858","55","6","6","C","","R","R"
"100858","78","2","2","C","","R","R"
"100858","90","16","12","C","","R","R"
"100858","99","3159","3086","C","","R","R"
"100919","1","218","79","C","","R","A"
"100919","99","218","79","C","","R","T"
"100937","1","215","207","C","","R","R"
"100937","5","1","1","C","","R","R"
"100937","12","13","13","C","","R","R"
"100937","13","17","17","C","","R","R"
"100937","20","1","1","C","","R","R"
"100937","21","1","1","C","","R","R"
"100937","22","5","5","C","","R","R"
"100937","25","1","1","C","","R","R"
"100937","27","1","1","C","","R","R"
"100937","28","9","9","C","","R","R"
"100937","37","1","1","C","","R","R"
"100937","39","1","1","C","","R","R"
"100937","42","1","1","C","","R","R"
"100937","45","1","1","C","","R","R"
"100937","47","15","15","C","","R","R"
"100937","48","1","1","C","","R","R"
"100937","51","3","3","C","","R","R"
"100937","90","4","4","C","","R","R"
"100937","99","291","283","C","","T","R"
"100964","1","720","694","C","","R","R"
"100964","28","6","5","C","","R","R"
"100964","99","726","699","C","","R","R"
"100973","1","33","20","C","","R","R"
"100973","22","1","0","C","","R","R"
"100973","25","1","0","C","","R","R"
"100973","99","35","20","C","","R","R"
"101028","1","1224","239","C","","A","R"
"101028","13","37","0","C","","A","N"
"101028","99","1261","239","C","","T","T"
"101037","1","390","382","C","","R","R"
"101037","13","40","38","C","","R","R"
"101037","99","430","420","C","","R","R"
"101073","1","174","63","C","","R","R"
"101073","6","3","3","C","","R","R"
"101073","8","2","2","C","","R","R"
"101073","12","1","1","C","","R","R"
"101073","17","2","2","C","","R","R"
"101073","22","1","1","C","","R","R"
"101073","26","1","1","C","","R","R"
"101073","34","1","1","C","","R","R"
"101073","36","2","2","C","","R","R"
"101073","37","1","1","C","","R","R"
"101073","42","1","1","C","","R","R"
"101073","51","1","1","C","","R","R"
"101073","53","1","1","C","","R","R"
"101073","90","2","2","C","","R","R"
"101073","99","193","82","C","","T","R"
"101107","1","215","51","C","","R","R"
"101107","12","34","2","C","","R","R"
"101107","99","249","53","C","","R","R"
"101116","1","42","7","C","","R","R"
"101116","99","42","7","C","","T","T"
"101143","1","325","113","C","","R","R"
"101143","12","3","1","C","","R","R"
"101143","13","1","1","C","","R","R"
"101143","51","1","0","C","","R","N"
"101143","99","330","115","C","","R","R"
"101161","1","888","580","C","","R","R"
"101161","6","1","1","C","","R","R"
"101161","8","1","1","C","","R","R"
"101161","12","9","8","C","","R","R"
"101161","13","2","2","C","","R","R"
"101161","22","7","6","C","","R","R"
"101161","28","3","3","C","","R","R"
"101161","29","2","1","C","","R","R"
"101161","36","1","1","C","","R","R"
"101161","37","1","1","C","","R","R"
"101161","47","1","0","C","","R","N"
"101161","48","1","0","C","","R","N"
"101161","51","2","0","C","","R","N"
"101161","55","1","1","C","","R","R"
"101161","90","6","0","C","","R","N"
"101161","99","926","605","C","","R","R"
"101189","1","261","168","C","","A","R"
"101189","12","19","17","C","","R","R"
"101189","13","18","17","C","","R","R"
"101189","22","2","2","C","","R","R"
"101189","28","2","2","C","","R","R"
"101189","31","1","1","C","","R","R"
"101189","37","2","2","C","","R","R"
"101189","39","2","1","C","","R","R"
"101189","40","1","1","C","","R","R"
"101189","45","3","3","C","","R","R"
"101189","47","4","3","C","","R","R"
"101189","48","2","2","C","","R","R"
"101189","51","1","1","C","","R","R"
"101189","90","2","2","C","","R","R"
"101189","99","320","222","C","","T","R"
"101240","1","1257","627","C","","R","R"
"101240","13","11","9","C","","R","R"
"101240","15","1","0","C","","R","N"
"101240","20","2","0","C","","R","N"
"101240","26","1","1","C","","R","R"
"101240","29","1","0","C","","R","N"
"101240","36","1","1","C","","R","R"
"101240","39","2","2","C","","R","R"
"101240","48","1","0","C","","R","N"
"101240","57","1","0","C","","R","N"
"101240","99","1278","640","C","","R","R"
"101286","1","840","437","C","","R","R"
"101286","12","23","16","C","","R","R"
"101286","13","26","8","C","","R","R"
"101286","28","1","1","C","","R","R"
"101286","29","1","1","C","","R","R"
"101286","47","2","2","C","","R","R"
"101286","90","2","0","C","","R","R"
"101286","99","895","465","C","","R","R"
"101295","1","975","731","C","","R","R"
"101295","6","1","1","C","","R","R"
"101295","12","3","2","C","","R","R"
"101295","13","3","3","C","","R","R"
"101295","17","1","1","C","","R","R"
"101295","18","1","1","C","","R","R"
"101295","21","1","1","C","","R","R"
"101295","26","1","1","C","","R","R"
"101295","28","4","3","C","","R","R"
"101295","30","1","1","C","","R","R"
"101295","44","1","1","C","","R","R"
"101295","47","8","6","C","","R","R"
"101295","48","1","1","C","","R","R"
"101295","51","1","1","C","","R","R"
"101295","90","17","16","C","","R","R"
"101295","99","1019","770","C","","R","R"
"101301","1","300","243","C","","R","R"
"101301","99","300","243","C","","R","R"
"101347","1","209","59","C","","R","R"
"101347","99","209","59","C","","R","R"
"101435","1","118","118","C","","R","R"
"101435","4","1","1","C","","R","R"
"101435","6","1","1","C","","R","R"
"101435","12","22","22","C","","R","R"
"101435","13","5","5","C","","R","R"
"101435","22","8","8","C","","R","R"
"101435","28","6","6","C","","R","R"
"101435","36","1","1","C","","R","R"
"101435","47","6","6","C","","R","R"
"101435","51","1","1","C","","R","R"
"101435","53","1","1","C","","R","R"
"101435","90","5","4","C","","R","R"
"101435","99","175","174","C","","R","R"
"101453","5","1","1","C","","R","R"
"101453","12","1","0","C","","R","N"
"101453","31","1","0","C","","R","N"
"101453","39","2","0","C","","R","N"
"101453","48","1","0","C","","R","N"
"101453","78","1","0","C","","R","N"
"101453","90","2","0","C","","R","N"
"101453","99","9","1","C","","T","T"
"101462","1","105","34","C","","R","R"
"101462","17","1","0","C","","R","N"
"101462","47","3","2","C","","R","R"
"101462","90","2","0","C","","R","N"
"101462","99","111","36","C","","R","R"
"101480","1","686","598","C","","R","R"
"101480","5","1","1","C","","R","R"
"101480","6","1","1","C","","R","R"
"101480","9","2","2","C","","R","R"
"101480","10","1","0","C","","R","R"
"101480","12","11","8","C","","R","R"
"101480","13","121","107","C","","R","R"
"101480","17","4","3","C","","R","R"
"101480","18","3","2","C","","R","R"
"101480","24","1","1","C","","R","A"
"101480","25","1","1","C","","R","R"
"101480","28","2","2","C","","R","R"
"101480","34","1","1","C","","R","A"
"101480","36","3","2","C","","R","R"
"101480","39","4","2","C","","R","R"
"101480","40","3","3","C","","R","R"
"101480","42","1","1","C","","R","R"
"101480","44","1","1","C","","R","R"
"101480","47","2","2","C","","R","R"
"101480","48","5","2","C","","R","R"
"101480","54","1","1","C","","R","R"
"101480","90","9","4","C","","R","R"
"101480","99","864","745","C","","R","T"
"101499","1","133","102","C","","R","R"
"101499","12","18","8","C","","R","R"
"101499","22","3","3","C","","R","R"
"101499","28","1","1","C","","R","R"
"101499","36","1","1","C","","R","R"
"101499","45","1","0","C","","R","R"
"101499","72","2","2","C","","R","R"
"101499","99","159","117","C","","R","R"
"101505","1","793","489","C","","R","R"
"101505","5","1","1","C","","R","R"
"101505","12","1","0","C","","R","N"
"101505","13","1","1","C","","R","R"
"101505","17","1","0","C","","R","N"
"101505","18","1","0","C","","R","N"
"101505","24","1","1","C","","R","R"
"101505","28","1","1","C","","R","R"
"101505","42","1","1","C","","R","R"
"101505","47","1","1","C","","R","R"
"101505","90","6","1","C","","R","R"
"101505","99","808","496","C","","R","R"
"101514","1","3763","1350","C","","R","R"
"101514","13","8","6","C","","R","R"
"101514","26","1","0","C","","R","N"
"101514","47","35","13","C","","R","R"
"101514","54","1","1","C","","R","R"
"101514","57","1","0","C","","R","N"
"101514","72","5","1","C","","R","R"
"101514","90","3","1","C","","R","R"
"101514","99","3817","1372","C","","R","R"
"101523","1","363","93","C","1","A","R"
"101523","99","363","93","C","","T","R"
"101541","1","78","54","C","","A","R"
"101541","12","3","2","C","","R","R"
"101541","13","1","0","C","","A","R"
"101541","22","4","4","C","","R","R"
"101541","24","1","0","C","","A","R"
"101541","28","9","9","C","","R","R"
"101541","29","1","0","C","","A","R"
"101541","30","1","0","C","","A","R"
"101541","38","4","0","C","","A","R"
"101541","39","1","0","C","","A","R"
"101541","47","4","4","C","","R","R"
"101541","48","1","1","C","","R","R"
"101541","55","1","0","C","","A","R"
"101541","90","1","1","C","","R","R"
"101541","99","110","75","C","","T","R"
"101569","1","494","238","C","1","R","R"
"101569","90","3","0","C","1","R","R"
"101569","99","497","238","C","1","R","R"
"101587","1","340","326","C","","R","R"
"101587","9","2","2","C","","R","R"
"101587","12","61","58","C","","R","R"
"101587","17","1","1","C","","R","R"
"101587","19","1","1","C","","R","R"
"101587","22","16","15","C","","R","R"
"101587","23","1","1","C","","R","R"
"101587","25","1","1","C","","R","R"
"101587","28","90","83","C","","R","R"
"101587","29","1","1","C","","R","R"
"101587","30","1","1","C","","R","R"
"101587","36","2","1","C","","R","R"
"101587","42","1","1","C","","R","R"
"101587","44","1","1","C","","R","R"
"101587","51","2","2","C","","R","R"
"101587","72","1","0","C","","R","R"
"101587","90","4","1","C","","R","R"
"101587","99","526","496","C","","R","R"
"101602","1","324","262","C","","R","R"
"101602","12","6","4","C","","R","R"
"101602","13","2","2","C","","R","R"
"101602","28","1","1","C","","R","R"
"101602","39","1","1","C","","R","R"
"101602","90","2","2","C","","R","R"
"101602","99","336","272","C","","R","R"
"101648","1","21","21","C","","R","R"
"101648","2","3","3","C","","R","R"
"101648","4","1","1","C","","R","R"
"101648","5","1","1","C","","R","R"
"101648","6","4","4","C","","R","R"
"101648","9","1","1","C","","R","R"
"101648","12","14","14","C","","R","R"
"101648","13","6","5","C","","R","R"
"101648","17","4","4","C","","R","R"
"101648","19","1","1","C","","R","R"
"101648","22","2","2","C","","R","R"
"101648","23","2","2","C","","R","R"
"101648","24","2","2","C","","R","R"
"101648","26","3","3","C","","R","R"
"101648","28","2","2","C","","R","R"
"101648","29","2","2","C","","R","R"
"101648","31","1","1","C","","R","R"
"101648","33","1","1","C","","R","R"
"101648","34","2","2","C","","R","R"
"101648","36","7","7","C","","R","R"
"101648","37","4","4","C","","R","R"
"101648","39","4","4","C","","R","R"
"101648","40","2","2","C","","R","R"
"101648","42","5","5","C","","R","R"
"101648","44","1","1","C","","R","R"
"101648","45","3","3","C","","R","R"
"101648","47","6","5","C","","R","R"
"101648","48","18","15","C","","R","R"
"101648","51","5","5","C","","R","R"
"101648","53","3","3","C","","R","R"
"101648","54","5","5","C","","R","R"
"101648","56","1","1","C","","R","R"
"101648","90","2","2","C","","R","R"
"101648","99","139","134","C","","R","R"
"101675","1","319","146","C","","C","R"
"101675","4","1","0","C","","R","N"
"101675","5","4","2","C","","R","R"
"101675","6","6","4","C","","R","R"
"101675","9","2","1","C","","R","R"
"101675","12","21","16","C","","R","R"
"101675","13","12","8","C","","R","R"
"101675","17","19","15","C","","R","R"
"101675","22","5","3","C","","R","R"
"101675","26","7","5","C","","R","R"
"101675","28","2","2","C","","R","R"
"101675","34","2","2","C","","R","R"
"101675","36","6","5","C","","R","R"
"101675","39","1","1","C","","R","R"
"101675","48","3","2","C","","R","R"
"101675","53","1","1","C","","R","R"
"101675","55","2","2","C","","R","R"
"101675","90","3","3","C","","R","R"
"101675","99","416","218","C","","T","R"
"101693","1","188","171","C","","R","R"
"101693","12","7","5","C","","R","R"
"101693","13","5","4","C","","R","R"
"101693","18","1","1","C","","R","R"
"101693","22","7","7","C","","R","R"
"101693","24","1","1","C","","R","R"
"101693","26","2","2","C","","R","R"
"101693","28","6","4","C","","R","R"
"101693","39","1","1","C","","R","R"
"101693","47","1","1","C","","R","R"
"101693","48","2","2","C","","R","R"
"101693","53","6","6","C","","R","R"
"101693","72","3","3","C","","R","R"
"101693","90","20","10","C","","R","R"
"101693","99","250","218","C","","R","R"
"101709","1","540","521","C","","R","R"
"101709","6","3","3","C","","R","R"
"101709","8","1","1","C","","R","R"
"101709","12","6","6","C","","R","R"
"101709","13","2","2","C","","R","R"
"101709","17","3","3","C","","R","R"
"101709","21","1","1","C","","R","R"
"101709","22","3","3","C","","R","R"
"101709","28","1","1","C","","R","R"
"101709","37","1","1","C","","R","R"
"101709","39","1","1","C","","R","R"
"101709","47","5","5","C","","R","R"
"101709","48","1","1","C","","R","R"
"101709","90","5","3","C","","R","R"
"101709","99","573","552","C","","R","R"
"101736","1","773","339","C","","R","R"
"101736","28","7","3","C","","R","R"
"101736","47","26","12","C","","R","R"
"101736","57","5","4","C","","R","R"
"101736","99","811","358","C","","R","R"
"101879","1","520","440","C","","R","I"
"101879","5","1","1","C","","R","I"
"101879","12","4","3","C","","R","I"
"101879","13","2","2","C","","R","I"
"101879","17","2","2","C","","R","I"
"101879","19","1","1","C","","R","I"
"101879","21","1","1","C","","R","I"
"101879","24","1","1","C","","R","I"
"101879","28","23","19","C","","R","I"
"101879","29","1","1","C","","R","I"
"101879","34","1","1","C","","R","I"
"101879","35","1","1","C","","R","I"
"101879","36","3","3","C","","R","I"
"101879","37","1","1","C","","R","I"
"101879","39","1","1","C","","R","I"
"101879","45","1","1","C","","R","I"
"101879","47","98","83","C","","R","I"
"101879","50","1","1","C","","R","I"
"101879","55","1","1","C","","R","I"
"101879","90","1","1","C","","R","I"
"101879","99","665","565","C","","R","I"
"101897","1","332","254","C","","R","R"
"101897","13","6","3","C","","R","R"
"101897","47","1","1","C","","R","R"
"101897","90","3","0","C","","R","N"
"101897","99","342","258","C","","R","R"
"101903","1","649","401","C","","R","R"
"101903","28","41","14","C","","R","R"
"101903","57","1","1","C","","R","R"
"101903","99","691","416","C","","T","T"
"101912","1","40","34","C","","R","R"
"101912","4","1","1","C","","R","R"
"101912","5","2","2","C","","R","R"
"101912","6","52","43","C","","R","R"
"101912","8","3","2","C","","R","R"
"101912","9","1","1","C","","R","R"
"101912","10","2","2","C","","R","R"
"101912","11","1","1","C","","R","R"
"101912","12","29","24","C","","R","R"
"101912","13","21","20","C","","R","R"
"101912","17","9","8","C","","R","R"
"101912","18","6","6","C","","R","R"
"101912","20","1","1","C","","R","R"
"101912","21","1","1","C","","R","R"
"101912","22","3","2","C","","R","R"
"101912","24","26","26","C","","R","R"
"101912","25","1","1","C","","R","R"
"101912","26","18","16","C","","R","R"
"101912","28","2","2","C","","R","R"
"101912","29","3","3","C","","R","R"
"101912","34","6","4","C","","R","R"
"101912","36","40","35","C","","R","R"
"101912","37","5","4","C","","R","R"
"101912","39","8","8","C","","R","R"
"101912","41","2","0","C","","R","R"
"101912","42","9","8","C","","R","R"
"101912","45","4","4","C","","R","R"
"101912","47","3","3","C","","R","R"
"101912","48","5","4","C","","R","R"
"101912","51","5","5","C","","R","R"
"101912","53","2","2","C","","R","R"
"101912","55","1","1","C","","R","R"
"101912","78","2","2","C","","R","R"
"101912","90","28","21","C","","R","R"
"101912","99","342","297","C","","R","R"
"101949","1","538","197","C","","R","R"
"101949","12","14","14","C","","R","R"
"101949","28","8","8","C","","R","R"
"101949","99","560","219","C","","R","R"
"101958","1","22","1","C","","R","R"
"101958","99","22","1","C","","R","R"
"101994","1","283","80","C","","R","R"
"101994","12","20","0","C","","R","N"
"101994","99","303","80","C","","R","R"
"102030","1","1355","1210","C","","A","R"
"102030","5","1","1","C","","R","R"
"102030","12","4","3","C","","R","R"
"102030","22","15","12","C","","R","R"
"102030","26","1","1","C","","R","R"
"102030","27","1","1","C","","R","R"
"102030","28","15","13","C","","R","R"
"102030","29","1","1","C","","R","R"
"102030","42","1","1","C","","R","R"
"102030","47","1","1","C","","R","R"
"102030","51","1","1","C","","R","R"
"102030","90","3","0","C","","R","R"
"102030","99","1399","1245","C","","T","R"
"102049","1","217","212","C","","R","R"
"102049","5","2","2","C","","R","R"
"102049","12","93","93","C","","R","R"
"102049","13","107","107","C","","R","R"
"102049","17","6","6","C","","R","R"
"102049","18","3","3","C","","R","R"
"102049","21","10","10","C","","R","R"
"102049","22","4","4","C","","R","R"
"102049","25","1","1","C","","R","R"
"102049","26","2","2","C","","R","R"
"102049","27","2","2","C","","R","R"
"102049","28","16","16","C","","R","R"
"102049","29","6","6","C","","R","R"
"102049","30","1","1","C","","R","R"
"102049","32","1","1","C","","R","R"
"102049","34","1","1","C","","R","R"
"102049","37","4","4","C","","R","R"
"102049","39","6","6","C","","R","R"
"102049","42","2","2","C","","R","R"
"102049","45","10","10","C","","R","R"
"102049","47","77","77","C","","R","R"
"102049","48","12","12","C","","R","R"
"102049","51","4","4","C","","R","R"
"102049","54","2","1","C","","R","R"
"102049","90","7","7","C","","R","R"
"102049","99","596","590","C","","R","R"
"102058","1","50","50","C","","R","R"
"102058","6","1","1","C","","R","R"
"102058","12","2","2","C","","R","R"
"102058","17","1","1","C","","R","R"
"102058","22","1","1","C","","R","R"
"102058","26","2","2","C","","R","R"
"102058","28","5","5","C","","R","R"
"102058","34","5","5","C","","R","R"
"102058","36","2","2","C","","R","R"
"102058","39","2","2","C","","R","R"
"102058","47","1","1","C","","R","R"
"102058","99","72","72","C","","R","R"
"102067","1","866","471","C","","R","R"
"102067","4","2","2","C","","R","R"
"102067","5","1","1","C","","R","R"
"102067","12","2","1","C","","R","R"
"102067","13","1","1","C","","R","R"
"102067","28","1","0","C","","R","R"
"102067","41","1","0","C","","R","R"
"102067","42","1","1","C","","R","R"
"102067","99","875","477","C","","R","R"
"102076","1","505","402","C","","R","R"
"102076","12","3","3","C","","R","R"
"102076","13","7","5","C","","R","R"
"102076","21","3","3","C","","R","R"
"102076","42","1","1","C","","R","R"
"102076","99","519","414","C","","R","R"
"102094","1","828","659","C","","R","R"
"102094","5","1","1","C","","R","R"
"102094","6","2","2","C","","R","R"
"102094","8","1","1","C","","R","R"
"102094","9","1","1","C","","R","R"
"102094","12","144","139","C","","R","R"
"102094","13","3","3","C","","R","R"
"102094","17","8","7","C","","R","R"
"102094","18","2","2","C","","R","R"
"102094","21","2","2","C","","R","R"
"102094","22","52","50","C","","R","R"
"102094","25","1","1","C","","R","R"
"102094","26","8","8","C","","R","R"
"102094","28","159","150","C","","R","R"
"102094","29","1","0","C","","R","R"
"102094","34","2","2","C","","R","R"
"102094","35","1","1","C","","R","R"
"102094","36","7","7","C","","R","R"
"102094","37","1","0","C","","R","R"
"102094","39","4","4","C","","R","R"
"102094","40","4","4","C","","R","R"
"102094","41","3","3","C","","R","R"
"102094","42","3","3","C","","R","R"
"102094","45","1","1","C","","R","R"
"102094","47","5","5","C","","R","R"
"102094","48","10","10","C","","R","R"
"102094","50","1","1","C","","R","R"
"102094","51","6","5","C","","R","R"
"102094","55","3","1","C","","R","R"
"102094","57","1","1","C","","R","R"
"102094","90","38","10","C","1","R","R"
"102094","99","1303","1084","C","1","R","R"
"102155","1","106","23","C","","R","R"
"102155","99","106","23","C","","R","R"
"102164","1","63","3","C","","R","R"
"102164","47","4","1","C","","R","R"
"102164","99","67","4","C","1","R","R"
"102234","1","74","74","C","","R","R"
"102234","5","1","1","C","","R","R"
"102234","6","1","1","C","","R","R"
"102234","10","1","1","C","","R","R"
"102234","12","24","24","C","","R","R"
"102234","13","10","10","C","","R","R"
"102234","17","2","2","C","","R","R"
"102234","21","6","6","C","","R","R"
"102234","22","31","31","C","","R","R"
"102234","25","1","1","C","","R","R"
"102234","26","2","2","C","","R","R"
"102234","28","8","8","C","","R","R"
"102234","29","16","16","C","","R","R"
"102234","34","1","1","C","","R","R"
"102234","36","2","2","C","","R","R"
