unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscoll,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"188030","1","1","-5","-5","1","-5","-5","1","-5","1","1","1","1","-5","1","-5","-5","1","1","-5","-5","1","-5","1","-5","1","-5","-5","-5","-5","1","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188049","1","1","-5","-5","1","-5","-5","1","1","1","-5","-5","1","-5","1","-5","1","2","-2","-2","-5","1","1","1","-5","1","-5","-5","1","-5","-5","1","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188058","1","1","-5","-5","1","-5","-5","1","-5","1","-5","-5","1","-5","1","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","1","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188067","2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188100","1","1","-5","-5","1","-5","-5","1","-5","1","-5","1","1","1","1","-5","1","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","-2","1","1","1","1","1","-5","-5","-5","1","1","-5","1","-5","-5","1","1","1","1","1","1","1","1","-5","1","-2","-2","-2"
"188137","1","1","-5","-5","1","-5","-5","1","-5","1","1","1","1","-5","1","1","1","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","-5","-5","-2","-5","1","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","1","1","1","1","-5","1","-2","-2","-2"
"188146","1","1","-5","-5","-5","-5","-5","1","1","-5","1","-5","-5","-5","-5","-5","-5","1","1","-5","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188173","-1","1","-5","-5","-2","-2","-2","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-2","-2","-2"
"188182","1","1","1","-5","1","1","-5","1","-5","1","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188207","2","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","4","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188216","3","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","1","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","1","-5","-5","-5","1","-2","-2","-2"
"188225","1","1","-5","-5","1","-5","-5","1","-5","1","-5","-5","1","-5","1","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188252","5","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188261","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-2","1","1","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-5","1","1","-5","1","-2","-2","-2"
"188304","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","1","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","1","-5","-5","-5","-5","1","1","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","1","-2","-2","-2"
"188322","5","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188331","-1","1","-5","-5","-2","-2","-2","-5","-5","-5","1","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-2","-5","1","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","1","1","-5","-5","-5","-5","-5","-5","-5","3","-2","-2","-2"
"188340","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","-5","-5","-5","-5","1","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188359","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","1","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","4","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","3","-2","-2","-2"
"188429","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","1","1","-5","-5","-5","1","2","-2","-2","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","1","-5","1","-2","-2","-2"
"188438","1","1","-5","-5","1","-5","-5","1","-5","1","1","-5","1","-5","1","-5","1","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","1","-5","1","-2","-2","-2"
"188456","3","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","6","1","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-2","-2","-2"
"188465","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","1","1","-5","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188517","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","1","2","-2","-2","-5","1","-5","1","-5","-5","1","-5","-5","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","-5","1","-5","-5","1","-2","-2","-2"
"188526","1","1","1","-5","1","1","-5","1","-5","-5","-5","1","1","-5","-5","-5","1","2","-2","-2","-5","1","1","1","1","1","-5","-5","-5","-5","1","-5","-5","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188535","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","4","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188580","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","3","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","1","1","-5","1","-2","-2","-2"
"188641","1","1","-5","-5","1","-5","-5","1","-5","1","-5","1","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"188650","-1","-1","-1","-1","-2","-2","-2","-1","-1","-1","-1","-1","-2","-2","-2","-2","-2","-1","-1","-1","-2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","-1","-1","-1","-1","-1","-1","-1","-2","-2","-2","-2","-2","-2","-2","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","-2","-2","-2"
"188669","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","1","-5","-5","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188678","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","1","-2","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188687","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188696","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","-5","-5","-5","3","-2","-2","-2"
"188836","7","1","1","1","-2","-2","-2","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","1","1","-5","-2","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-2","-5","-5","1","1","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","1","3","-2","-2","-2"
"188854","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188890","5","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","1","-5","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188915","3","1","-5","-5","-5","-5","-5","1","-5","1","1","1","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","1","-5","-5","1","-2","-2","-2"
"188924","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","1","-5","-5","-5","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","1","-5","1","-2","-2","-2"
"188933","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","1","1","-5","-5","-5","-5","1","-5","1","-2","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"188942","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188951","6","1","-5","-5","-2","-2","-2","-1","-1","-1","-1","-1","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-2","-1","-1","-1","-1","-1","-1","-1","-2","-2","-2","-2","-2","-2","-2","1","1","-5","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188979","1","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"188988","6","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","1","1","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","-5","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189015","1","1","-5","-5","1","-5","-5","1","-5","1","-5","1","1","-5","-5","-5","-5","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","4","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189051","6","1","-5","-5","-2","-2","-2","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","3","-2","-2","-2"
"189088","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","-5","-5","-5","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","-5","1","1","1","1","-5","1","-2","-2","-2"
"189097","1","1","-5","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","-5","-5","-5","-5","1","-5","1","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189103","6","1","-5","-5","-5","-5","-5","1","-5","-5","-5","1","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","-5","-5","1","1","1","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","-5","-5","-5","1","-5","1","-2","-2","-2"
"189149","3","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","-5","1","-5","-5","-5","-5","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189158","6","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","1","2","-2","-2","-5","1","1","1","-5","-5","1","-5","1","-5","-5","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","2","193830","-1","-1"
"189219","1","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","1","1","1","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"189228","2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","-5","1","-5","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189246","2","1","-5","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","-5","1","-5","-5","-5","1","-5","1","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189255","6","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-5","-5","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189264","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","-5","-5","1","-2","-2","-2"
"189273","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","1","-5","-5","1","-2","-2","-2"
"189282","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","1","-5","-5","-5","1","-5","1","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","-5","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189291","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","1","-2","-2","-2"
"189316","1","1","-5","1","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-1","-2","-2","-2"
"189404","6","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-5","1","-5","1","-5","-5","-5","-5","-5","-1","-2","-2","-2"
"189413","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","-5","1","1","1","1","-5","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-5","1","-5","-5","-5","1","-2","-2","-2"
"189422","1","1","-5","-5","1","1","-5","1","-5","-5","-5","-5","1","-5","-5","-5","1","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189459","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"189468","6","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","1","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189477","6","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","1","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189501","1","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","4","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189547","1","1","-5","1","1","-5","-5","1","-5","1","-5","1","1","-5","-5","-5","1","2","-2","-2","-5","1","1","-5","-5","-5","-5","1","1","-5","1","-5","-5","-2","1","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","1","-5","1","-2","-2","-2"
"189556","2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","1","-5","1","-5","-5","-5","1","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189565","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189574","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189583","2","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","-5","1","-5","1","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189592","1","1","-5","-5","1","-5","-5","1","-5","-5","-5","-5","1","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","-5","1","-5","-5","-5","1","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189653","2","1","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","-5","-5","1","-5","-5","1","-2","-2","-2"
"189705","1","1","-5","-5","1","-5","-5","1","1","-5","-5","1","1","-5","-5","-5","1","2","-2","-2","-5","1","1","1","1","1","-5","-5","1","-5","1","-5","1","-2","1","1","1","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","1","1","1","1","1","1","1","1","-5","-5","1","-2","-2","-2"
"189714","2","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","1","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
"189769","5","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","-5","1","1","1","-5","-5","1","-5","-5","-1","-2","-2","-2"
"189787","5","1","-5","-5","-2","-2","-2","1","-5","-5","-5","-5","-2","-2","-2","-2","-2","2","-2","-2","-2","1","-5","1","-5","-5","1","-5","1","-5","-5","-5","-5","-2","-5","1","-5","-5","-5","-5","-5","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","-5","-5","-5","-5","-5","3","-2","-2","-2"
"189802","6","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","2","-2","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","1","4","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","3","-2","-2","-2"
"189811","1","1","-5","-5","-5","-5","-5","1","-5","1","-5","-5","-5","-5","-5","-5","-5","2","-2","-2","-5","1","-5","1","-5","-5","1","-5","1","-5","-5","-5","1","-2","-5","-5","-5","-5","-5","-5","1","-5","-5","-5","-5","-5","-5","1","1","1","1","1","-5","-5","-5","-5","-5","1","-2","-2","-2"
