unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a03a",f2a03a,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a05a",f2a05a,"xf2a05b",f2a05b,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2a15",f2a15,"xf2a16",f2a16,"xf2a17",f2a17,"xf2a18",f2a18,"xf2a19",f2a19,f2a20,"xf2a20","xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d012",f2d012,"xf2d013",f2d013,"xf2d014",f2d014,"xf2d02",f2d02,"xf2d022",f2d022,"xf2d023",f2d023,"xf2d024",f2d024,"xf2d03",f2d03,"xf2d032",f2d032,"xf2d033",f2d033,"xf2d034",f2d034,"xf2d04",f2d04,"xf2d042",f2d042,"xf2d043",f2d043,"xf2d044",f2d044,"xf2d05",f2d05,"xf2d052",f2d052,"xf2d053",f2d053,"xf2d054",f2d054,"xf2d06",f2d06,"xf2d062",f2d062,"xf2d063",f2d063,"xf2d064",f2d064,"xf2d07",f2d07,"xf2d072",f2d072,"xf2d073",f2d073,"xf2d074",f2d074,"xf2d08",f2d08,"xf2d082",f2d082,"xf2d083",f2d083,"xf2d084",f2d084,"xf2d08a",f2d08a,"xf2d082a",f2d082a,"xf2d083a",f2d083a,"xf2d084a",f2d084a,"xf2d08b",f2d08b,"xf2d082b",f2d082b,"xf2d083b",f2d083b,"xf2d084b",f2d084b,"xf2d09",f2d09,"xf2d092",f2d092,"xf2d093",f2d093,"xf2d094",f2d094,"xf2d10",f2d10,"xf2d102",f2d102,"xf2d103",f2d103,"xf2d104",f2d104,"xf2d11",f2d11,"xf2d112",f2d112,"xf2d12",f2d12,"xf2d122",f2d122,"xf2d13",f2d13,"xf2d132",f2d132,"xf2d14",f2d14,"xf2d142",f2d142,"xf2d143",f2d143,"xf2d144",f2d144,"xf2d15",f2d15,"xf2d152",f2d152,"xf2d153",f2d153,"xf2d154",f2d154,"xf2d16",f2d16,"xf2d162",f2d162,"xf2d163",f2d163,"xf2d164",f2d164,"xf2d172",f2d172,"xf2d173",f2d173,"xf2d182",f2d182,"xf2d183",f2d183,"xf2d184",f2d184,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"439686",10,"0",10,"2265848",10,"551079",10,"0",10,"1714769",10,"0",10,"0",10,"0",10,"1714769",10,"0",10,"0",10,"247493",30,"",10,"0",10,"0",10,"247493",10,"112209",10,"135284","0",10,10,"3188955",10,"2747333",10,"0",10,"441622",10,"1273147",10,"0",10,"1714769",10,"992329",10,"0",10,"0",10,"0",10,"0",10,"0",10,"992329",10,"992329",10,"0",10,"2182338",10,"2182338",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"992329",10,"992329",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",10,"14288",10,"14288",13,"0",13,"0",10,"0",10,"0",10,"0",13,"0",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"3188955",10,"3188955",13,"0",13,"0",10,"0",10,"0",10,"3188955",10,"0",10,"0",10,"333991",10,"333991",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"110556",10,"110556",13,"0",13,"0",13,"0",13,"0",10,"0",10,"644645",10,"617094",13,"0",13,"0",10,"27551",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1658141",10,"3000",10,"0",10,"0",10,"0",10,"0",10,"1655141",10,"2747333",10,"1064641",10,"0",10,"0",10,"27551",10,"0",10,"1655141",30,"",30,"","2"
"439701",10,"3600227",10,"29485183",10,"18964808",30,"",10,"6661920",10,"3858455",10,"3469318",30,"",10,"10520375",10,"18021948",10,"7407549",10,"2820276",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"6255500",10,"15384075",10,"0",10,"-9128575",10,"19648950",10,"0",10,"10520375",10,"122015",10,"34730",10,"0",10,"0",10,"57625",10,"0",10,"214370",10,"105491",10,"0",10,"2789458",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"2157221",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-358548",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"1667369",30,"",30,"",30,"",10,"6255500",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1261519",10,"862586",10,"274121",10,"60000",10,"0",10,"0",10,"64812",10,"76947",10,"47000",10,"10200",10,"0",10,"0",10,"0",10,"19747",10,"15306",10,"11000",10,"1000",10,"0",10,"0",10,"0",10,"3306",10,"1094083",10,"376855",10,"82908",10,"158000",10,"155000",10,"70000",10,"251320",10,"653892",10,"393800",10,"79736",10,"50000",10,"40000",10,"4200",10,"86156",10,"4470603",10,"1102860",10,"276743",10,"773000",10,"156002",10,"15450",10,"2146548",10,"211725",10,"42000",10,"3600",10,"20000",10,"40000",10,"10200",10,"95925",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-1061000",10,"0",10,"0",10,"1061000",10,"7600000",10,"0",10,"10000",10,"0",10,"0",10,"0",10,"7590000",10,"15384075",10,"2836101",10,"738308",10,"0",10,"391002",10,"99850",10,"11318814",10,"3462948",10,"3469318","1"
"439756",10,"0",10,"334223",10,"37112",30,"",10,"294549",10,"2562",10,"0",30,"",10,"297111",10,"0",10,"232461",10,"325520",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"258020",10,"395998",10,"0",10,"-137978",10,"239343",10,"195746",10,"297111",10,"5908",10,"0",10,"3222",10,"0",10,"0",10,"0",10,"9130",10,"9130",10,"0",10,"213828",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"5908",30,"",30,"",30,"",10,"3222",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"28534",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"4",30,"",30,"",30,"",10,"6524",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"258020",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"156394",10,"144422",10,"11972",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"101182",10,"80972",10,"20210",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"6864",10,"989",10,"-33284",10,"25431",10,"0",10,"0",10,"138422",10,"0",10,"0",10,"33284",10,"0",10,"0",10,"105138",10,"395998",10,"232258",10,"33171",10,"0",10,"25431",10,"0",10,"105138",10,"0",10,"0","1"
"439783",10,"0",10,"433125",10,"182260",30,"",10,"250865",10,"0",10,"0",30,"",10,"250865",10,"0",10,"0",10,"110788",10,"80247",30,"",30,"",30,"",30,"",30,"","",30,10,"1720296",10,"1662346",10,"0",10,"57950",10,"192915",10,"0",10,"250865",10,"0",13,"0",10,"14567",13,"0",10,"0",13,"0",10,"14567",10,"14567",13,"0",10,"1497073",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"28248",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"12844",30,"",30,"",30,"",13,"0",30,"",13,"0",30,"",10,"176671",30,"",13,"0",30,"",30,"",30,"",10,"5460",30,"",30,"",30,"",10,"1720296",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"803165",10,"721834",10,"17387",13,"0",13,"0",13,"0",10,"63944",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"297059",10,"266978",10,"6431",13,"0",13,"0",13,"0",10,"23650",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"562122",10,"0",10,"0",10,"0",13,"0",13,"0",10,"562122",10,"1662346",10,"988812",10,"23818",10,"0",13,"0",13,"0",10,"649716",30,"",30,"","2"
"439817",10,"1503269",10,"4654208",10,"1238037",30,"",10,"563896",10,"2852275",10,"2837990",30,"",10,"3416171",10,"0",10,"1265909",10,"387232",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"1197332",10,"1320223",10,"1428877",10,"1305986",10,"2110185",10,"0",10,"3416171",10,"0",10,"0",10,"0",10,"0",10,"11438",10,"142495",10,"153933",10,"153933",10,"0",10,"847004",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"216935",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"64370",30,"",30,"",30,"",13,"0",30,"",13,"0",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"69023",30,"",30,"",30,"",10,"1197332",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"565111",10,"420936",10,"78252",10,"0",10,"0",10,"0",10,"65923",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"51943",10,"11297",10,"2952",13,"0",13,"0",13,"0",10,"37694",10,"117182",10,"80952",10,"15612",13,"0",13,"0",13,"0",10,"20618",10,"585987",10,"190386",10,"40716",10,"82830",10,"52527",10,"0",10,"219528",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-82830",13,"0",13,"0",10,"82830",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1320223",10,"703571",10,"137532",10,"0",10,"52527",10,"0",10,"426593",10,"1280265",10,"2837990","1"
"439862",10,"0",10,"1623859",10,"99028",30,"",10,"1514831",10,"10000",10,"0",30,"",10,"1524831",10,"35000",10,"1060343",10,"525972",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"2166013",10,"2090945",10,"23852",10,"98920",10,"1426440",10,"-529",10,"1524831",10,"674654",10,"32981",10,"147679",10,"0",10,"0",10,"591340",10,"1446654",10,"448745",10,"225909",10,"1122305",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"674654",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"50726",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"15293",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",10,"302468",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"567",30,"",30,"",30,"",10,"2166013",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"357250",10,"84810",10,"9968",10,"0",10,"0",10,"0",10,"262472",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"75099",10,"39537",10,"10045",10,"0",10,"0",10,"0",10,"25517",10,"175646",10,"62862",10,"12388",10,"0",10,"0",10,"0",10,"100396",10,"254888",10,"53060",10,"9236",10,"0",10,"0",10,"0",10,"192592",10,"165405",10,"9376",10,"280",10,"0",10,"0",10,"0",10,"155749",10,"754830",30,"",30,"",30,"",30,"",30,"",10,"754830",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"307827",10,"32119",10,"1325",10,"0",10,"0",10,"0",10,"274383",10,"2090945",10,"281764",10,"43242",10,"0",10,"0",10,"0",10,"1765939",30,"",30,"","2"
"439899",10,"536928",10,"3305753",10,"102390",30,"",10,"2768907",10,"434456",10,"200098",30,"",10,"3203363",10,"455815",10,"2105408",10,"742520",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"1249456",10,"1387386",10,"0",10,"-137930",10,"3341293",10,"0",10,"3203363",10,"70361",10,"21515",10,"17260",10,"0",10,"8910",10,"99518",10,"217564",10,"217564",13,"0",10,"421039",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"10109",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"154149",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"191559",30,"",30,"",30,"",10,"1045",30,"",30,"",30,"",10,"19957",30,"",10,"334110",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"117488",30,"",30,"",30,"",10,"1249456",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"268030",10,"168572",10,"41494",10,"21988",10,"6981",13,"0",10,"28995",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"73315",10,"0",10,"0",10,"4215",10,"4572",13,"0",10,"64528",10,"116961",10,"54476",10,"14042",10,"19423",10,"8909",13,"0",10,"20111",10,"168944",10,"66158",10,"19390",10,"25470",10,"21159",13,"0",10,"36767",10,"457507",10,"227027",10,"73199",10,"19606",10,"9518",13,"0",10,"128157",10,"302629",10,"27278",10,"10337",10,"92535",10,"38277",13,"0",10,"134202",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"73635",10,"28541",10,"-183237",10,"7100",13,"0",10,"73961",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"1387386",10,"617146",10,"187003",10,"0",10,"96516",13,"0",10,"486721",10,"191825",10,"200098","1"
"439905",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","",30,10,"6197068",10,"4970752",30,"",30,"",30,"",30,"",30,"",10,"534367",10,"43951",10,"271635",10,"0",10,"286051",10,"0",10,"1136004",10,"10224",10,"6518",10,"4420963",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"578318",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"297787",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"900000",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"6197068",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2466911",10,"834941",10,"79084",10,"1552886",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",13,"0",13,"0",10,"0",10,"352852",10,"319139",10,"33713",10,"0",10,"0",10,"0",10,"0",10,"884623",10,"714608",10,"87962",10,"82053",10,"0",10,"0",10,"0",10,"1266366",10,"334697",10,"37201",10,"894468",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"-2529407",10,"0",10,"0",10,"2529407",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"4970752",10,"2203385",10,"237960",10,"0",10,"0",10,"0",10,"2529407",30,"",30,"","2"
"439978",10,"50842",10,"157518",10,"2850",30,"",10,"154668",10,"0",13,"0",30,"",10,"154668",13,"0",10,"71153",10,"8500",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"506876",10,"484517",10,"0",10,"22359",10,"140221",10,"-7912",10,"154668",10,"363702",10,"0",10,"0",10,"0",10,"0",10,"0",10,"363702",10,"1000",10,"0",10,"143174",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"363702",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"506876",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"161467",10,"83932",13,"0",13,"0",13,"0",13,"0",10,"77535",10,"4291",13,"0",10,"4291",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"82631",10,"32146",10,"19495",13,"0",13,"0",13,"0",10,"30990",10,"30406",10,"26029",10,"4377",13,"0",13,"0",13,"0",10,"0",10,"135321",10,"41600",10,"2057",13,"0",10,"17504",13,"0",10,"74160",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"18149",30,"",30,"",30,"",30,"",30,"",10,"18149",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"52252",10,"0",10,"0",10,"0",10,"0",13,"0",10,"52252",10,"484517",10,"183707",10,"30220",10,"0",10,"17504",13,"0",10,"253086",30,"",30,"","2"
"440004",10,"977227",10,"1725134",10,"584809",30,"",10,"462784",10,"677541",13,"0",30,"",10,"1140325",10,"150000",10,"342787",10,"91544",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"723932",10,"772697",10,"69687",10,"20922",10,"1119403",10,"0",10,"1140325",10,"26415",10,"0",10,"0",10,"0",10,"26140",10,"0",10,"52555",10,"26140",10,"0",10,"503185",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"26415",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"162199",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"25647",30,"",30,"",30,"",10,"6486",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"723932",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"492989",10,"250637",10,"5375",10,"4298",13,"0",10,"1740",10,"230939",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"98511",10,"68187",10,"2021",10,"298",10,"9034",13,"0",10,"18971",10,"98511",10,"68186",10,"2020",10,"297",13,"0",10,"512",10,"27496",10,"56546",10,"35665",10,"5282",10,"186",10,"1117",10,"9436",10,"4860",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"26140",30,"",30,"",30,"",30,"",30,"",10,"26140",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-5079",13,"0",13,"0",10,"5079",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"772697",10,"422675",10,"14698",10,"0",10,"10151",10,"11688",10,"313485",10,"633944",10,"677541","1"
"440031",10,"38319331",10,"61313676",10,"10522762",30,"",10,"17049188",10,"33741726",10,"27137108",30,"",10,"50790914",10,"2336780",10,"8808233",10,"1653327",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"10722307",10,"14371967",10,"-40249",10,"-3689909",10,"54480823",10,"0",10,"50790914",10,"0",10,"62700",10,"0",10,"0",10,"567425",10,"969225",10,"1599350",10,"1599350",10,"0",10,"1299133",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"3171492",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"6492969",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-980912",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"739625",30,"",30,"",30,"",10,"10722307",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3928576",10,"2294526",10,"627786",10,"0",10,"324338",10,"126646",10,"555280",10,"3979825",10,"1824940",10,"390162",10,"0",10,"271737",10,"106106",10,"1386880",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1419828",10,"701628",10,"184840",10,"0",10,"38024",10,"14847",10,"480489",10,"884916",10,"375980",10,"50937",10,"0",10,"33344",10,"13020",10,"411635",10,"4158822",10,"1573844",10,"177746",10,"0",10,"492320",10,"192238",10,"1722674",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"14371967",10,"6770918",10,"1431471",10,"0",10,"1159763",10,"452857",10,"4556958",10,"42092338",10,"38620608","1"
