unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a03a",f2a03a,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a05a",f2a05a,"xf2a05b",f2a05b,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2a15",f2a15,"xf2a16",f2a16,"xf2a17",f2a17,"xf2a18",f2a18,"xf2a19",f2a19,f2a20,"xf2a20","xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d012",f2d012,"xf2d013",f2d013,"xf2d014",f2d014,"xf2d02",f2d02,"xf2d022",f2d022,"xf2d023",f2d023,"xf2d024",f2d024,"xf2d03",f2d03,"xf2d032",f2d032,"xf2d033",f2d033,"xf2d034",f2d034,"xf2d04",f2d04,"xf2d042",f2d042,"xf2d043",f2d043,"xf2d044",f2d044,"xf2d05",f2d05,"xf2d052",f2d052,"xf2d053",f2d053,"xf2d054",f2d054,"xf2d06",f2d06,"xf2d062",f2d062,"xf2d063",f2d063,"xf2d064",f2d064,"xf2d07",f2d07,"xf2d072",f2d072,"xf2d073",f2d073,"xf2d074",f2d074,"xf2d08",f2d08,"xf2d082",f2d082,"xf2d083",f2d083,"xf2d084",f2d084,"xf2d08a",f2d08a,"xf2d082a",f2d082a,"xf2d083a",f2d083a,"xf2d084a",f2d084a,"xf2d08b",f2d08b,"xf2d082b",f2d082b,"xf2d083b",f2d083b,"xf2d084b",f2d084b,"xf2d09",f2d09,"xf2d092",f2d092,"xf2d093",f2d093,"xf2d094",f2d094,"xf2d10",f2d10,"xf2d102",f2d102,"xf2d103",f2d103,"xf2d104",f2d104,"xf2d11",f2d11,"xf2d112",f2d112,"xf2d12",f2d12,"xf2d122",f2d122,"xf2d13",f2d13,"xf2d132",f2d132,"xf2d14",f2d14,"xf2d142",f2d142,"xf2d143",f2d143,"xf2d144",f2d144,"xf2d15",f2d15,"xf2d152",f2d152,"xf2d153",f2d153,"xf2d154",f2d154,"xf2d16",f2d16,"xf2d162",f2d162,"xf2d163",f2d163,"xf2d164",f2d164,"xf2d172",f2d172,"xf2d173",f2d173,"xf2d182",f2d182,"xf2d183",f2d183,"xf2d184",f2d184,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"165671",10,"84427083",10,"241299904",10,"142025371",10,"83747959",10,"78127921",10,"21146612",10,"12620237",10,"8526375",10,"99274533",10,"15354237",10,"103566838",10,"18576943",30,"",10,"23989609",10,"0",10,"161487627",10,"38878420",10,"122609207","1634063",10,10,"59229643",10,"50727563",10,"0",10,"8502080",10,"90772453",10,"0",10,"99274533",10,"1244423",10,"477470",10,"957064",10,"0",10,"731939",10,"15138805",10,"18549701",10,"16523378",10,"0",10,"32040312",10,"32040312",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"708138",10,"708138",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"4296770",10,"1171422",10,"1752110",10,"1373238",10,"4262226",10,"1171422",10,"1717566",10,"1373238",10,"34544",13,"0",10,"34544",13,"0",10,"0",13,"0",13,"0",13,"0",10,"3255507",10,"3166824",10,"88683",13,"0",10,"0",13,"0",10,"17852765",10,"17852765",10,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"1076151",10,"1076151",10,"0",10,"0",10,"59229643",10,"56015612",10,"1840793",10,"1373238",10,"824676",10,"-824676",10,"56840288",10,"1016117",10,"1373238",10,"13059011",10,"7625386",10,"1851018",10,"549545",10,"467431",10,"227131",10,"2338500",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5611717",10,"2254735",10,"547324",10,"492695",10,"417411",10,"203635",10,"1695917",10,"8795583",10,"2969237",10,"720765",10,"682194",10,"581703",10,"281956",10,"3559728",10,"10482605",10,"3763267",10,"913511",10,"808210",10,"971084",10,"334039",10,"3692494",10,"12778647",10,"329007",10,"79865",10,"2204812",10,"1874469",10,"911265",10,"7379229",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-4737456",13,"0",13,"0",10,"4737456",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"50727563",10,"16941632",10,"4112483",10,"0",10,"4312098",10,"1958026",10,"23403324",10,"80133414",10,"84427083","1"
"165699",10,"25203149",10,"144753976",10,"66472449",30,"",10,"72078627",10,"6202900",10,"2306220",30,"",10,"78281527",10,"6585092",10,"120447974",10,"8527658",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"59094412",10,"54174803",10,"0",10,"4919609",10,"73361918",10,"0",10,"78281527",10,"598616",10,"177065",10,"131500",10,"0",10,"58275",10,"9812838",10,"10778294",10,"9871113",10,"0",10,"36090844",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"270239",30,"",30,"",30,"",10,"130750",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"2432947",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-996946",30,"",30,"",30,"",10,"0",30,"",10,"19928375",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"1238203",30,"",30,"",30,"",10,"59094412",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13443498",10,"7562468",10,"2260117",10,"1756540",10,"640266",10,"427491",10,"796616",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"7562878",10,"4083084",10,"1166671",10,"490357",10,"178893",10,"119443",10,"1524430",10,"7211701",10,"3064690",10,"843942",10,"1043294",10,"380347",10,"253949",10,"1625479",10,"7963813",10,"3619493",10,"1057716",10,"348908",10,"127100",10,"84862",10,"2725734",10,"15318685",10,"932040",10,"201931",10,"4933570",10,"1780283",10,"1200369",10,"6270492",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"3335122",10,"966043",10,"-8572669",10,"53064",10,"35430",10,"4183010",10,"2674228",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2674228",10,"54174803",10,"22596897",10,"6496420",10,"0",10,"3159953",10,"2121544",10,"19799989",10,"23358787",10,"25125890","1"
"165705",10,"39228634",10,"44890809",10,"1417059",30,"",10,"22315738",10,"21158012",10,"20571120",30,"",10,"43473750",10,"221179",10,"12719210",10,"1651026",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"2393432",10,"7701770",10,"0",10,"-5308338",10,"48782088",10,"0",10,"43473750",10,"0",10,"0",10,"0",10,"0",10,"670499",10,"0",10,"670499",10,"366096",10,"25451",10,"391547",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1261290",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-1121496",30,"",30,"",30,"",10,"0",30,"",10,"1585975",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"276116",30,"",30,"",30,"",10,"2393432",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2045985",10,"951165",10,"474331",13,"0",13,"0",13,"0",10,"620489",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"741603",10,"339069",10,"90395",13,"0",13,"0",13,"0",10,"312139",10,"1103083",10,"880579",10,"109996",13,"0",13,"0",13,"0",10,"112508",10,"2836636",10,"861929",10,"466127",10,"844430",10,"378036",13,"0",10,"286114",10,"532889",10,"86697",10,"20953",10,"304278",13,"0",13,"0",10,"120961",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-1148708",13,"0",13,"0",10,"1148708",10,"441574",10,"0",10,"0",10,"0",10,"0",13,"0",10,"441574",10,"7701770",10,"3119439",10,"1161802",10,"0",10,"378036",13,"0",10,"3042493",10,"48782088",10,"43473750","1"
"165802",10,"21948320",10,"25436381",10,"11094791",30,"",10,"14314315",10,"27275",13,"0",30,"",10,"14341590",10,"2520615",10,"11966865",10,"2408232",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"15082026",10,"15376729",10,"0",10,"-294703",10,"14636293",10,"0",10,"14341590",10,"1367171",10,"136515",10,"128730",13,"0",13,"0",10,"4881132",10,"6513548",10,"3763951",10,"1117181",10,"11931504",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"136515",30,"",30,"",30,"",10,"128730",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"96382",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-59429",30,"",30,"",30,"",13,"0",30,"",10,"2441127",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"407197",30,"",30,"",30,"",10,"15082026",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6368739",10,"3510388",10,"260516",10,"992179",10,"251837",13,"0",10,"1353819",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"844220",10,"342301",10,"32289",10,"135297",10,"84608",13,"0",10,"249725",10,"2261034",10,"835880",10,"88788",10,"352099",10,"19460",13,"0",10,"964807",10,"3339143",10,"1483132",10,"166828",10,"496417",10,"102324",10,"8579",10,"1081863",10,"2563593",10,"188709",10,"23813",10,"399215",10,"184791",13,"0",10,"1767065",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"636367",10,"48993",10,"-2375207",10,"317635",10,"384167",10,"988045",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"15376729",10,"6996777",10,"621227",10,"0",10,"960655",10,"392746",10,"6405324",30,"",30,"","2"
"165884",10,"2788080",10,"8966051",10,"1256420",30,"",10,"5528934",10,"2180697",10,"1861399",30,"",10,"7709631",10,"1000000",10,"2896269",10,"3637627",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"7662766",10,"9203446",10,"0",10,"-1540680",10,"9250311",10,"0",10,"7709631",10,"751858",10,"89732",10,"259842",10,"0",10,"1388887",10,"0",10,"2490319",10,"0",10,"0",10,"5819006",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1252115",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"722601",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-167830",30,"",30,"",30,"",10,"0",30,"",10,"36874",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"7662766",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2780452",10,"2091637",10,"293209",10,"395606",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"678385",10,"485684",10,"77904",10,"114797",13,"0",13,"0",10,"0",10,"1074523",10,"578791",10,"123268",10,"372464",13,"0",13,"0",10,"0",10,"1552380",10,"478224",10,"56302",10,"1017854",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"267622",10,"53373",10,"-1935601",10,"201738",10,"0",10,"1412868",10,"3117706",10,"0",10,"0",10,"34880",10,"0",10,"0",10,"3082826",10,"9203446",10,"3901958",10,"604056",10,"0",10,"201738",13,"0",10,"4495694",10,"3939595",10,"2788080","1"
"165936",10,"31443084",10,"123409546",10,"53642763",30,"",10,"38567686",10,"31199097",10,"19542209",30,"",10,"69766783",10,"11232204",10,"110230348",10,"18115700",10,"866619",30,"",30,"",30,"",30,"",30,"","",30,10,"50047915",10,"51950741",10,"-2370979",10,"-4273805",10,"74040588",10,"0",10,"69766783",10,"699442",10,"433493",10,"402739",13,"0",10,"862173",10,"11382404",10,"13780251",10,"12244577",13,"0",10,"28074846",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"39878",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"8856679",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"-352428",30,"",30,"",30,"",10,"562767",30,"",10,"11945307",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"920866",30,"",30,"",30,"",10,"50047915",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"18181408",10,"8744917",10,"3200261",10,"1685323",10,"1610691",13,"0",10,"2940216",10,"115668",10,"52630",13,"0",13,"0",13,"0",13,"0",10,"63038",10,"398255",10,"220069",10,"33470",13,"0",13,"0",13,"0",10,"144716",10,"2706837",10,"1204850",10,"454640",13,"0",13,"0",13,"0",10,"1047347",10,"8363857",10,"3054860",10,"1195307",10,"749331",10,"716147",13,"0",10,"2648212",10,"7931861",10,"3566291",10,"1353320",10,"167181",10,"159777",10,"294179",10,"2391113",10,"14252855",10,"1575927",10,"685049",10,"3072352",10,"2936297",10,"1308201",10,"4675029",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1804695",10,"706176",10,"-5674187",10,"149222",10,"52659",10,"2961435",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"51950741",10,"20224239",10,"7628223",10,"0",10,"5572134",10,"1655039",10,"16871106",10,"34961349",10,"27787314","1"
"165945",10,"42807470",10,"86781571",10,"6985559",30,"",10,"27601780",10,"52194232",10,"41602025",30,"",10,"79796012",10,"2292411",10,"43444397",10,"5379015",13,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"23073916",10,"21410096",10,"0",10,"1663820",10,"78132192",10,"0",10,"79796012",10,"0",13,"0",13,"0",13,"0",10,"871869",10,"3592597",10,"4464466",10,"4464466",13,"0",10,"9960733",30,"",30,"",30,"",10,"120698",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"7200800",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",30,"",30,"",30,"",10,"1360575",30,"",30,"",30,"",13,"0",30,"",10,"4042436",30,"",13,"0",30,"",13,"0",30,"",30,"",30,"",10,"388674",30,"",30,"",30,"",10,"23073916",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8091153",10,"5521394",10,"903890",13,"0",10,"373098",10,"25180",10,"1267591",10,"377883",10,"141005",10,"24350",13,"0",13,"0",13,"0",10,"212528",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3075967",10,"1067278",10,"583187",13,"0",10,"62775",10,"166823",10,"1195904",10,"1389890",10,"891625",10,"196270",13,"0",10,"42327",10,"4035",10,"255633",10,"4448313",10,"2160760",10,"437840",13,"0",10,"430585",10,"7478",10,"1411650",10,"4026890",10,"701242",10,"129285",13,"0",10,"316789",10,"92061",10,"2787513",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"21410096",10,"10483304",10,"2274822",10,"0",10,"1225574",10,"295577",10,"7130819",10,"40439095",10,"42807470","1"
"166018",10,"35754744",10,"92753803",10,"35836861",30,"",10,"25726791",10,"31190151",10,"21108393",30,"",10,"56916942",10,"7416871",10,"58453797",10,"24723981",10,"0",30,"",30,"",30,"",30,"",30,"","",30,10,"50619665",10,"48926858",10,"-2574971",10,"-882164",10,"57799106",10,"0",10,"56916942",10,"569031",10,"418235",10,"170000",10,"0",10,"179706",10,"17605985",10,"18942957",10,"18873926",10,"0",10,"38957693",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"512093",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"5098378",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"-2574971",30,"",30,"",30,"",10,"0",30,"",10,"2230990",30,"",10,"0",30,"",10,"0",30,"",30,"",30,"",10,"6395482",30,"",30,"",30,"",10,"50619665",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"16825563",10,"10131525",10,"2719808",10,"536038",10,"857339",10,"340249",10,"2240604",10,"3858775",10,"1618448",10,"275682",13,"0",13,"0",13,"0",10,"1964645",10,"809042",10,"158454",10,"43746",13,"0",13,"0",13,"0",10,"606842",10,"2595371",10,"1654498",10,"471591",13,"0",13,"0",13,"0",10,"469282",10,"6242009",10,"2519113",10,"794272",10,"388166",10,"620831",10,"246387",10,"1673240",10,"10922260",10,"5147167",10,"886572",10,"258777",10,"413888",10,"164258",10,"4051598",10,"7673838",10,"300566",10,"139721",10,"665427",10,"1064282",13,"0",10,"5503842",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-1848408",13,"0",13,"0",10,"1848408",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"48926858",10,"21529771",10,"5331392",10,"0",10,"2956340",10,"750894",10,"18358461",10,"45380412",10,"43861130","1"
"166027",10,"57497102000",10,"64103055000",10,"19938848000",10,"3823406000",10,"11508541000",10,"32655666000",10,"5178705000",10,"27476961000",10,"44164207000",10,"597910000",10,"5605352000",10,"634021000",30,"",10,"460256000",10,"0",10,"7297539000",10,"2346210000",10,"4951329000","0",10,10,"5699778000",10,"3464893000",10,"-63066000",10,"2171819000",10,"41992388000",10,"0",10,"44164207000",10,"3064000",10,"8843000",10,"126000",10,"0",10,"245210000",10,"105415000",10,"362658000",10,"252126000",10,"0",10,"550934000",10,"550934000",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",10,"534954000",10,"534954000",13,"0",13,"0",10,"2697000",10,"2697000",13,"0",13,"0",10,"618000",10,"618000",13,"0",13,"0",10,"736169000",10,"194848000",10,"319177000",10,"222144000",10,"606012000",10,"147630000",10,"236238000",10,"222144000",10,"130157000",10,"47218000",10,"82939000",10,"0",10,"0",10,"0",13,"0",13,"0",10,"3162161000",10,"633358000",10,"2485402000",10,"43401000",10,"381098000",10,"381098000",10,"285782000",10,"285782000",10,"0",10,"0",10,"0",10,"0",13,"0",13,"0",10,"45365000",10,"-25884000",10,"11875000",10,"59374000",10,"5699778000",10,"2558405000",10,"2816454000",10,"324919000",10,"1445953000",10,"-1445953000",10,"4004358000",10,"1370501000",10,"324919000",10,"946944000",10,"472102000",10,"103215000",10,"81063000",10,"39027000",13,"0",10,"251537000",10,"570162000",10,"155879000",10,"37852000",10,"42621000",10,"25639000",13,"0",10,"308171000",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"669113000",10,"266265000",10,"85742000",10,"82738000",10,"38736000",13,"0",10,"195632000",10,"125025000",10,"56647000",10,"18506000",10,"1283000",10,"655000",13,"0",10,"47934000",10,"625176000",10,"213082000",10,"77505000",10,"159562000",10,"127777000",13,"0",10,"47250000",10,"417941000",10,"134629000",10,"39247000",10,"43828000",10,"14820000",13,"0",10,"185417000",10,"110532000",30,"",30,"",30,"",30,"",30,"",10,"110532000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-411095000",13,"0",13,"0",10,"411095000",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"3464893000",10,"1298604000",10,"362067000",10,"0",10,"246654000",13,"0",10,"1557568000",10,"34912068000",10,"36926693000","1"
"166045",10,"10517397",10,"40191332",10,"34895362",30,"",10,"-12667870",10,"17963840",10,"8987077",30,"",10,"5295970",10,"5273304",10,"20182121",10,"2973106",10,"130043",30,"",30,"",30,"",30,"",30,"","",30,10,"14397655",10,"19657256",10,"0",10,"-5259601",10,"10555571",10,"0",10,"5295970",10,"1460",10,"0",10,"0",10,"0",10,"372755",10,"578476",10,"952691",10,"952691",10,"0",10,"5724465",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"0",30,"",30,"",30,"",10,"1752438",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1143879",30,"",30,"",30,"",10,"429665",30,"",30,"",30,"",10,"0",30,"",10,"0",30,"",10,"0",30,"",10,"141606",30,"",30,"",30,"",10,"5205602",30,"",30,"",30,"",10,"14397655",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"10208406",10,"6171247",10,"727415",13,"0",13,"0",13,"0",10,"3309744",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"682553",10,"327575",10,"87590",13,"0",13,"0",13,"0",10,"267388",10,"330154",10,"279132",10,"39191",13,"0",13,"0",13,"0",10,"11831",10,"6894494",10,"1878704",10,"708055",13,"0",10,"1060239",10,"1773509",10,"1473987",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"98718",10,"63480",10,"20628",13,"0",13,"0",13,"0",10,"14610",10,"0",10,"213967",10,"48094",10,"-577112",13,"0",13,"0",10,"315051",10,"1442931",10,"0",10,"0",10,"577112",10,"0",10,"0",10,"865819",10,"19657256",10,"8934105",10,"1630973",10,"0",10,"1060239",10,"1773509",10,"6258430",10,"6797650",10,"7064214","1"
