unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam
"101301",10,"2040",10,"240",10,"68",30,"",10,"2040",10,"240",10,"68",30,"",10,"4080",10,"240",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2040",10,"2040",10,"2280",10,"2040",10,"2040",10,"2280",10,"3840",10,"3840",10,"4320",10,"900",10,"900",10,"900",30,"",30,"",30,"",30,"",30,"",30,"",10,"4250",10,"4250",10,"4350",10,"1750",10,"1750",10,"1850",10,"1750",10,"1750",10,"1850","","","","9380","9380","11420","5030","5030","7070"
"101347",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2448",10,"2448",10,"2520",10,"2448",10,"2448",10,"2520",10,"4608",10,"4608",10,"4560",10,"2100",10,"2100",10,"2100",30,"",30,"",30,"",30,"",30,"",30,"",10,"7800",10,"7800",10,"4500",10,"3000",10,"3300",10,"2786",10,"2700",10,"2700",10,"2786","","","","11906","11906","13946","7406","7406","9446"
"101365",10,"8080",10,"0",10,"270",30,"",10,"8080",13,"0",10,"270",30,"",10,"8080",13,"0",10,"270",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7200",10,"7950",10,"8080",10,"7200",10,"7950",10,"8080",10,"7200",10,"7950",10,"8080",10,"20",10,"20",10,"20",30,"",30,"",30,"",30,"",30,"",30,"",10,"8400",10,"8400",10,"8720",10,"4560",10,"4560",10,"4560",10,"6320",10,"6320",10,"6320","","","","21380","21380","21380","14420","14420","14420"
"101435",10,"14560",10,"0",10,"605",30,"",10,"14560",13,"0",10,"605",30,"",10,"14560",13,"0",10,"605",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12870",10,"13800",10,"14560",10,"12870",10,"13800",10,"14560",10,"12870",10,"13800",10,"14560",10,"700",10,"700",10,"700",10,"5750",10,"5820",10,"5940",10,"240",10,"240",10,"240",10,"3000",10,"3000",10,"3000",10,"905",10,"1000",10,"1000",10,"2375",10,"1000",10,"2500","21440","21440","21440","19260","19260","19260","17760","17760","17760"
"101453",10,"5976",10,"480",10,"249",30,"",10,"5976",10,"480",10,"249",30,"",10,"5976",10,"480",10,"249",30,"",10,"5616",10,"360",10,"312",10,"5616",10,"360",10,"312",10,"5616",10,"360",10,"312",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"5232",10,"5496",10,"6456",10,"5232",10,"5496",10,"6456",10,"5232",10,"5496",10,"6456",10,"600",10,"800",10,"800",10,"1300",10,"1300",10,"1500",10,"2100",10,"2100",10,"2100",10,"7500",10,"7500",10,"7500",10,"2400",10,"2400",10,"2400",10,"1200",10,"1400",10,"1400","10856","10856","10856","17156","17156","17156","8656","8656","8656"
"101462",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1536",10,"1824",10,"2040",10,"1536",10,"1824",10,"2040",10,"3072",10,"3264",10,"4080",10,"600",10,"600",10,"600",30,"",30,"",30,"",30,"",30,"",30,"",10,"4112",10,"4112",10,"4112",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800","","","","8552","8552","10592","4440","4440","6480"
"101471",10,"2160",10,"0",10,"60",30,"",10,"2160",13,"0",10,"60",30,"",10,"2160",13,"0",10,"60",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1560",10,"1800",10,"2160",10,"1560",10,"1800",10,"2160",10,"1560",10,"1800",10,"2160",10,"0",30,"",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",31,"",10,"0",10,"0",31,"",30,"",30,"",10,"0","","","","","","","2160","2160","2160"
"101480",10,"3540",13,"0",10,"148",30,"",10,"3540",13,"0",10,"148",30,"",10,"7080",13,"0",10,"296",30,"",10,"3540",13,"0",10,"177",10,"3540",13,"0",10,"177",10,"7080",13,"0",10,"354",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2940",10,"3240",10,"3540",10,"2940",10,"3240",10,"3540",10,"5880",10,"6480",10,"7080",10,"1000",10,"900",10,"900",10,"3618",10,"2875",10,"2876",10,"25",10,"3500",10,"4200",10,"4000",10,"6000",10,"6000",10,"25",10,"4200",10,"4200",10,"500",10,"4200",10,"4200","11516","11516","15056","14640","14640","18180","8640","8640","12180"
"101499",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1800",10,"2048",10,"2528",10,"1800",10,"2048",10,"2528",10,"3360",10,"3848",10,"4568",10,"800",10,"800",10,"1000",10,"4050",10,"4050",10,"4116",10,"1200",10,"1200",10,"1200",10,"4050",10,"4050",10,"4116",10,"1200",10,"1200",10,"1200",10,"1200",10,"1200",10,"1200","8844","8844","10884","8844","8844","10884","4728","4728","6768"
"101505",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1824",10,"1824",10,"2016",10,"1824",10,"1824",10,"2016",10,"3264",10,"3264",10,"3648",10,"960",10,"1120",10,"1110",30,"",30,"",30,"",30,"",30,"",30,"",10,"4920",10,"5592",10,"5880",10,"2700",10,"3144",10,"2896",10,"2700",10,"3144",10,"2896","","","","11902","11902","13534","6022","6022","7654"
"101514",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1950",10,"1950",10,"2520",10,"1950",10,"1950",10,"2520",10,"3750",10,"3750",10,"5040",10,"700",10,"700",10,"1000",30,"",30,"",30,"",30,"",30,"",30,"",10,"3500",10,"3500",10,"3500",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000","","","","9020","9020","11540","5520","5520","8040"
"101523",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1920",10,"2280",10,"2520",10,"1920",10,"2280",10,"2520",10,"3720",10,"4080",10,"4560",10,"800",10,"800",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"4950",10,"4950",10,"4950",10,"2690",10,"2690",10,"2690",10,"2690",10,"2690",10,"2690","","","","10960","10960","13000","6010","6010","8050"
"101541",10,"8550",10,"250",10,"275",30,"",10,"8550",10,"250",10,"275",30,"",10,"8550",10,"250",10,"275",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7770",10,"8150",10,"8550",10,"7770",10,"8150",10,"8550",10,"7770",10,"8150",10,"8550",10,"700",10,"700",10,"700",10,"5080",10,"5380",10,"5630",10,"2340",10,"2579",10,"2818",10,"4800",10,"5300",10,"5800",10,"2340",10,"2400",10,"2460",10,"2340",10,"2400",10,"2460","17698","17698","17698","17510","17510","17510","11710","11710","11710"
"101569",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2940",10,"3060",10,"3180",10,"2940",10,"3060",10,"3180",10,"6000",10,"6120",10,"6360",10,"1098",10,"1098",10,"1200",30,"",30,"",30,"",30,"",30,"",30,"",10,"3357",10,"4981",10,"5793",10,"2000",10,"3100",10,"3650",10,"2000",10,"3100",10,"3650","","","","13823","13823","17003","8030","8030","11210"
"101587",10,"3240",10,"470",10,"136",30,"",10,"3240",10,"470",10,"136",30,"",10,"6480",10,"470",10,"272",30,"",10,"4080",10,"120",10,"170",10,"4080",10,"120",10,"170",10,"8160",10,"120",10,"340",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3174",10,"3498",10,"3710",10,"3174",10,"3498",10,"3710",10,"5958",10,"6558",10,"6950",10,"700",10,"700",10,"700",10,"2874",10,"2958",10,"3009",10,"2100",10,"2254",10,"2254",10,"2500",10,"2500",10,"5445",10,"2700",10,"2854",10,"2254",10,"2700",10,"2854",10,"3009","9673","9673","12913","12109","12109","15349","7419","7419","10659"
"101602",10,"2040",10,"480",10,"84",30,"",10,"2040",10,"480",10,"84",30,"",10,"4080",10,"960",10,"168",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1800",10,"1800",10,"2040",10,"1800",10,"1800",10,"2040",10,"3600",10,"3600",10,"4080",10,"600",10,"600",10,"600",30,"",30,"",30,"",30,"",30,"",30,"",10,"4500",10,"4500",10,"4500",10,"1700",10,"1700",10,"1700",10,"1700",10,"1700",10,"1700","","","","8840","8840","10880","4340","4340","6380"
"101648",10,"11430",10,"720",30,"",30,"",10,"11430",10,"720",30,"",30,"",10,"12430",10,"720",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9430",10,"10430",10,"11430",10,"9430",10,"10430",10,"11430",10,"10430",10,"11430",10,"12430",10,"900",10,"900",10,"900",10,"3000",10,"3000",10,"3000",10,"3610",10,"3700",10,"3850",10,"1000",10,"1000",10,"1000",10,"300",10,"300",10,"300",10,"3610",10,"3700",10,"3850","19180","19180","20180","13630","13630","14630","16180","16180","17180"
"101675",10,"5090",10,"418",10,"220",30,"",10,"5090",10,"418",10,"220",30,"",10,"5090",10,"418",10,"220",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4788",10,"5008",10,"5508",10,"4788",10,"5008",10,"5508",10,"4788",10,"5008",10,"5508",10,"750",10,"790",10,"830",10,"3318",10,"3770",10,"4338",10,"2225",10,"2275",10,"2325",10,"3250",10,"3670",10,"4090",10,"2275",10,"2350",10,"2425",10,"2325",10,"2450",10,"2575","13001","13001","13001","12853","12853","12853","8913","8913","8913"
"101693",10,"9270",10,"250",10,"309",30,"",10,"9270",10,"250",10,"309",30,"",10,"9270",10,"250",10,"309",30,"",10,"4086",10,"70",10,"227",10,"4086",10,"70",10,"227",10,"4086",10,"70",10,"227",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8670",10,"8940",10,"9270",10,"8670",10,"8940",10,"9270",10,"8670",10,"8940",10,"9270",10,"500",10,"500",10,"500",10,"4850",10,"5000",10,"5440",10,"95",10,"100",10,"100",10,"5000",10,"5000",10,"5000",10,"500",10,"500",10,"500",10,"500",10,"500",10,"500","15310","15310","15310","15270","15270","15270","10270","10270","10270"
"101709",10,"3600",10,"266",10,"150",30,"",10,"3600",10,"266",10,"150",30,"",10,"7200",10,"266",10,"300",30,"",10,"2880",10,"248",10,"160",10,"2880",10,"248",10,"160",10,"5760",10,"248",10,"320",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3338",10,"3506",10,"3866",10,"3338",10,"3506",10,"3866",10,"6430",10,"6766",10,"7466",10,"600",10,"600",10,"600",10,"3576",10,"3638",10,"3694",10,"2604",10,"2646",10,"2714",10,"3692",10,"3754",10,"3824",10,"2604",10,"2646",10,"2714",10,"2956",10,"3004",10,"3080","10874","10874","14474","11004","11004","14604","7546","7546","11146"
"101736",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1860",10,"2040",10,"2520",10,"1860",10,"2040",10,"2520",10,"3480",10,"3840",10,"4560",10,"800",10,"800",10,"800",10,"1525",10,"1525",10,"1675",10,"2058",10,"2185",10,"2167",10,"2500",10,"4000",10,"4000",10,"2058",10,"2185",10,"2167",10,"2058",10,"2185",10,"2167","7162","7162","9202","9487","9487","11527","5487","5487","7527"
"101879",10,"3048",10,"442",10,"127",30,"",10,"3048",10,"442",10,"127",30,"",10,"6096",10,"442",10,"254",30,"",10,"2664",10,"348",10,"148",10,"2664",10,"348",10,"148",10,"5328",10,"348",10,"296",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2848",10,"3140",10,"3490",10,"2848",10,"3140",10,"3490",10,"5392",10,"5924",10,"6538",10,"830",10,"900",10,"950",10,"3662",10,"3680",10,"4272",10,"1800",10,"2000",10,"2200",10,"4034",10,"4134",10,"4400",10,"1800",10,"2000",10,"2200",10,"1800",10,"2000",10,"2200","10912","10912","13960","11040","11040","14088","6640","6640","9688"
"101897",10,"1920",10,"360",10,"64",30,"",10,"1920",10,"360",10,"64",30,"",10,"3840",10,"360",10,"128",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1800",10,"2040",10,"2280",10,"1800",10,"2040",10,"2280",10,"3600",10,"4080",10,"4560",10,"750",10,"750",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"3500",10,"3500",10,"3500",10,"2500",10,"2500",10,"2500",10,"2000",10,"2000",10,"2500","","","","9080","9080","11360","5580","5580","7860"
"101912",10,"10112",10,"596",10,"436",30,"",10,"10112",10,"596",10,"436",30,"",10,"10112",10,"596",10,"436",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9420",10,"10194",10,"10708",10,"9420",10,"10194",10,"10708",10,"9420",10,"10194",10,"10708",10,"1000",10,"1000",10,"1000",10,"5484",10,"5852",10,"6128",10,"4438",10,"5438",10,"6500",10,"7200",10,"7650",10,"7980",10,"4378",10,"5120",10,"6100",10,"3500",10,"4200",10,"5000","24336","24336","24336","25788","25788","25788","16708","16708","16708"
"101949",10,"2040",10,"480",10,"68",30,"",10,"2040",10,"480",10,"68",30,"",10,"4080",10,"480",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2040",10,"2460",10,"2520",10,"2040",10,"2460",10,"2520",10,"3840",10,"4080",10,"4560",10,"1500",10,"1500",10,"1500",30,"",30,"",30,"",30,"",30,"",30,"",10,"3600",10,"3600",10,"3600",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400",10,"2400","","","","10020","10020","12060","6420","6420","8460"
"101958",10,"5778",10,"120",10,"161",30,"",10,"5778",10,"120",10,"161",30,"",10,"5778",10,"120",10,"161",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4620",10,"5520",10,"5898",10,"4620",10,"5520",10,"5898",10,"4620",10,"5520",10,"5898",10,"272",10,"272",10,"272",30,"",30,"",30,"",30,"",30,"",30,"",10,"7362",10,"7479",10,"7677",10,"4464",10,"4554",10,"4677",10,"3006",10,"3060",10,"3141","","","","18524","18524","18524","9311","9311","9311"
"101994",10,"2040",10,"240",10,"68",30,"",10,"2040",10,"240",10,"68",30,"",10,"4080",10,"240",10,"136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1920",10,"2040",10,"2280",10,"1920",10,"2040",10,"2280",10,"3600",10,"3840",10,"4320",10,"1000",10,"1000",10,"1200",30,"",30,"",30,"",30,"",30,"",30,"",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500",10,"1500",10,"1500",10,"1500","","","","8480","8480","10520","4980","4980","7020"
