unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,"xcmp1ay1",cmp1ay1,"xcmp1ay2",cmp1ay2,"xcmp1ay3",cmp1ay3,"xcmp2ay1",cmp2ay1,"xcmp2ay2",cmp2ay2,"xcmp2ay3",cmp2ay3,"xcmp3ay1",cmp3ay1,"xcmp3ay2",cmp3ay2,"xcmp3ay3",cmp3ay3
"100919",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","1743","R","2199","R","2304","R","1743","R","2199","R","2304","R","3281","R","3881","R","4154","R","1001","R","1001","R","1001","A","","A","","A","","A","","A","","A","","R","5667","R","5667","R","5667","R","2267","R","2267","R","2267","R","2267","R","2267","R","2267","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"100937",10,"19450",10,"623",10,"810",30,"",10,"19450",10,"623",10,"810",30,"",10,"19450",10,"623",10,"810",30,"",10,"13120",10,"207",10,"547",10,"13120",10,"207",10,"547",10,"13120",10,"207",10,"547",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","17650","R","18530","R","19450","R","17650","R","18530","R","19450","R","17650","R","18530","R","19450","R","600","R","600","R","600","R","6348","R","7202","R","7270","R","400","R","400","R","400","R","6348","R","7202","R","7270","R","400","R","400","R","400","R","400","R","400","R","400","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"100973",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2280","R","2280","R","2720","R","2280","R","2280","R","2720","R","4080","R","4080","R","4830","R","1250","R","1500","R","1600","A","","A","","A","","A","","A","","A","","R","3000","R","3300","R","3500","R","2550","R","2750","R","2750","R","2500","R","2750","R","2750","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101028",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2100","R","2316","R","2700","R","2100","R","2316","R","2700","R","3900","R","3948","R","4830","R","800","R","800","R","800","A","","A","","A","","A","","A","","A","","R","5400","R","5400","R","5400","R","1800","R","1800","R","1800","R","1800","R","1800","R","1800","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101073",10,"6000",10,"264",10,"233",30,"",10,"6000",10,"264",10,"233",30,"",10,"6000",10,"264",10,"233",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","6104","R","6104","R","6104","R","6104","R","6104","R","6104","R","6104","R","6104","R","6104","R","600","R","600","R","600","R","3200","R","3200","R","3200","R","1364","R","1364","R","1364","R","2500","R","2500","R","2500","R","1104","R","1104","R","1104","R","1104","R","1104","R","1104","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101116",10,"11085",13,"0",10,"250",30,"",10,"11085",13,"0",10,"250",30,"",10,"11085",13,"0",10,"250",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","9585","R","10185","R","11085","R","9585","R","10185","R","11085","R","9585","R","10185","R","11085","R","900","R","900","R","900","A","","A","","A","","A","","A","","A","","R","4950","R","4950","R","5265","R","2826","R","2826","R","4373","R","2826","R","2826","R","4373","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101143",10,"2160",10,"570",10,"71",30,"",10,"2160",10,"570",10,"71",30,"",10,"4320",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2040","R","2520","R","2520","R","2040","R","2520","R","2520","R","3840","R","4560","R","4560","R","600","R","600","R","700","A","","A","","A","","A","","A","","A","","R","4275","R","4275","R","4275","R","1300","R","1300","R","1300","R","1000","R","1000","R","1000","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101161",10,"2130",10,"660",10,"71",30,"",10,"2130",10,"660",10,"71",30,"",10,"4260",10,"660",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","1896","R","2088","R","2232","R","1896","R","2088","R","2232","R","3336","R","3720","R","3960","R","600","R","700","R","700","R","2965","R","2965","R","2965","R","1500","R","1500","R","1400","R","3300","R","3300","R","3000","R","2400","R","2400","R","1600","R","1500","R","1500","R","1200","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101189",10,"9850",13,"0",10,"345",30,"",10,"9850",13,"0",10,"345",30,"",10,"9850",13,"0",10,"345",30,"",10,"12900",13,"0",10,"400",10,"12900",13,"0",10,"400",10,"12900",13,"0",10,"400",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"15300",13,"0",10,"15300",13,"0",10,"10800",13,"0",10,"10800",13,"0",33,"",33,"",33,"",33,"","R","9300","R","9750","R","9750","R","9300","R","9750","R","9750","R","9300","R","9750","R","9750","R","900","R","900","R","1000","R","4600","R","4800","R","5000","R","2200","R","2200","R","2400","R","4800","R","4800","R","5400","R","2200","R","2200","R","2400","R","2200","R","2200","R","2400","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101240",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2280","R","2520","R","2700","R","2280","R","2520","R","2700","R","4080","R","4560","R","4830","R","600","R","600","R","800","R","2350","R","2350","R","2800","R","465","R","495","R","825","R","3150","R","4500","R","4500","R","2420","R","2786","R","2917","R","2420","R","2786","R","2917","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101286",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2040","R","2340","R","2700","R","2040","R","2340","R","2700","R","3840","R","4260","R","4860","R","508","R","605","R","720","A","","A","","A","","A","","A","","A","","R","3759","R","3887","R","4019","R","266","R","300","R","339","R","266","R","300","R","339","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101295",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2108","R","2520","R","2700","R","2108","R","2520","R","2700","R","4216","R","4560","R","4830","R","1400","R","1400","R","1400","R","3300","R","3300","R","3300","R","1950","R","2300","R","2500","R","4450","R","5150","R","5150","R","4700","R","5000","R","5200","R","5100","R","5100","R","5100","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101301",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","2040","R","2280","R","2700","R","2040","R","2280","R","2700","R","3840","R","4320","R","4800","R","1200","R","1200","R","1400","A","","A","","A","","A","","A","","A","","R","6800","R","6900","R","8000","R","4750","R","4850","R","5600","R","42500","R","4350","R","5100","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101365",10,"8480",10,"0",10,"295",30,"",10,"8480",13,"0",10,"295",30,"",10,"8480",13,"0",10,"295",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","7950","R","8080","R","8480","R","7950","R","8080","R","8480","R","7950","R","8080","R","8480","R","20","R","20","R","20","A","","A","","A","","A","","A","","A","","R","8400","R","8720","R","8905","R","4560","R","4560","R","4835","R","3920","R","3920","R","4155","A","","A","","A","","A","","A","","A","","A","","A","","A",""
"101435",10,"15250",10,"0",10,"635",30,"",10,"15250",13,"0",10,"635",30,"",10,"15250",13,"0",10,"635",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"","R","13800","R","14560","R","15260","R","13800","R","14560","R","15260","R","13800","R","14560","R","15260","R","700","R","800","R","900","R","5820","R","5940","R","6000","R","240","R","600","R","900","R","3000","R","3000","R","4000","R","1000","R","1000","R","1400","R","1000","R","2500","R","2700","A","","A","","A","","A","","A","","A","","A","","A","","A",""
