unitid,"xa013",a013,"xa023",a023,"xa043",a043,"xa053",a053,"xa063",a063,"xa073",a073,"xa083",a083,"xa093",a093,"xa103",a103,"xa113",a113,"xa123",a123,"xa133",a133,"xa143",a143,"xa153",a153,"xa163",a163,"xj013",j013,"xj023",j023,"xj033",j033,"xj043",j043,"xj053",j053,"xj063",j063,"xj073",j073,"xj083",j083,"xb013",b013,"xb023",b023,"xb033",b033,"xb043",b043,"xb063",b063,"xb073",b073,"xb083",b083,"xb093",b093,"xb103",b103,"xb113",b113,"xb123",b123,"xb133",b133,"xbline15",bline15,"xb163",b163,"xbline18",bline18,"xb193",b193,"xbline21",bline21,"xbother",bother,"xb223",b223,"xb234",b234,"xb244",b244,"xb254",b254,"xb274",b274,"xe013",e013,"xe023",e023,"xe033",e033,"xe043",e043,"xe053",e053,"xe063",e063,"xe073",e073,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xk014",k014,"xk025",k025,"xk035",k035
"105154",10,"21019563",13,"0",10,"10655638",10,"41412411",10,"8857196",10,"657361",10,"66292",10,"2299349",13,"0",13,"0",13,"0",13,"0",10,"1401315",13,"0",10,"86369125",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"36365698",13,"0",10,"1980223",10,"7654077",10,"5181782",10,"8328846",10,"6301048",10,"9447827",10,"119852",10,"797963",10,"76177316",10,"7512683",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"83689999",10,"45349110",10,"6735004",10,"0",10,"52084114",10,"7093583",10,"411961",10,"66913",10,"58946",10,"1444369",10,"372055",10,"9447827",31,"",31,"",31,"",31,"",31,"","1",10,"70540",10,"70540",10,"68420",10,"68420",10,"6937180",10,"63155433",10,"7733927"
"105297",10,"817726",10,"8861745",10,"0",10,"1316912",10,"5204974",10,"2739460",10,"1187099",10,"2514",10,"213338",10,"0",10,"2753477",10,"0",10,"115250",10,"0",10,"23212495",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"3911005",10,"7147401",10,"60412",10,"994389",10,"917197",10,"2896569",10,"2396670",10,"2577704",10,"548549",10,"0",10,"21449896",10,"1780392",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4860524",10,"28090812",10,"695980",10,"104397",10,"0",10,"800377",10,"0",10,"2577704",10,"0",10,"0",10,"0",10,"0",10,"2577704",10,"952740",10,"0",10,"379367",10,"573373",10,"125223","1",10,"4654961",10,"5040299",10,"2910998",10,"3143878",10,"0",10,"84000000",10,"30000000"
"105428",10,"9751985",13,"0",10,"5013341",10,"26284247",10,"6676059",10,"57656",10,"39326",10,"915091",13,"0",13,"0",13,"0",13,"0",10,"737375",13,"0",10,"49475080",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"20947463",13,"0",10,"402664",10,"3927460",10,"3035726",10,"4518391",10,"3835406",10,"6897420",10,"74241",10,"5100",10,"43643871",10,"3685338",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"47329209",10,"28397525",10,"2839752",10,"0",10,"31237277",10,"5259873",10,"278351",10,"44642",10,"39326",10,"886734",10,"388494",10,"6897420",31,"",31,"",31,"",31,"",31,"","1",10,"112288",10,"112288",10,"164128",10,"164128",10,"4969205",10,"45996933",10,"4245044"
"105668",10,"13768865",13,"0",10,"8337249",10,"15155465",10,"3370699",10,"3145814",10,"26208",10,"4065546",13,"0",13,"0",13,"0",13,"0",10,"392752",13,"0",10,"48262598",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"16950397",13,"0",10,"4895837",10,"4338468",10,"273569",10,"4809680",10,"1248330",10,"3390454",10,"11925",10,"188790",10,"36107450",10,"8410883",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"44518333",10,"26711000",10,"2671100",10,"0",10,"29382100",10,"1634411",10,"43804",10,"19018",10,"16754",10,"80027",10,"1596440",10,"3390454",31,"",31,"",31,"",31,"",31,"","1",10,"600",10,"600",10,"600",10,"600",10,"2313345",10,"12286722",10,"4480221"
"105747",10,"10549637",13,"0",10,"4604917",10,"23165992",10,"2890475",10,"141050",10,"24425",10,"727108",13,"0",13,"0",13,"0",13,"0",10,"1630643",13,"0",10,"43734247",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"19149868",13,"0",10,"437923",10,"3383126",10,"3091137",10,"3400406",10,"3828381",10,"3449551",10,"43769",10,"1014998",10,"37799159",10,"4787055",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"42586214",10,"25551728",10,"2555172",10,"0",10,"28106900",10,"2350762",10,"229235",10,"27726",10,"24425",10,"532975",10,"284428",10,"3449551",31,"",31,"",31,"",31,"",31,"","1",10,"1050",10,"1050",10,"1050",10,"1050",10,"6707943",10,"39529067",10,"5068918"
"105792",10,"2750328",13,"0",10,"1300109",10,"13267986",10,"2704204",10,"19777",10,"17422",10,"753676",13,"0",13,"0",13,"0",13,"0",10,"147588",13,"0",10,"20961090",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"6084291",13,"0",10,"675458",10,"2472407",10,"1307712",10,"3140965",10,"1801800",10,"2750571",13,"0",10,"1500",10,"18234704",10,"1623072",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"19857776",10,"11914666",10,"1191466",10,"0",10,"13106132",10,"1904922",10,"118782",10,"19777",10,"17422",10,"468921",10,"220747",10,"2750571",31,"",31,"",31,"",31,"",31,"","2",31,"",31,"",31,"",31,"",10,"2735432",10,"19492359",10,"2522658"
"106944",10,"94304",10,"30768",10,"1542365",10,"0",10,"117429",10,"2400",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"190988",13,"0",10,"1978254",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"845881",13,"0",13,"0",10,"382954",10,"132771",13,"0",10,"145085",10,"119649",10,"6690",13,"0",10,"1633030",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"1633030",10,"887538",10,"295849",10,"0",10,"1183387",10,"117249",13,"0",10,"2400",13,"0",13,"0",10,"0",10,"119649",31,"",31,"",31,"",31,"",31,"","2",31,"",31,"",31,"",31,"",10,"60000",10,"2393225",10,"1186301"
"107017",10,"154689",13,"0",10,"1937086",10,"15666",10,"353546",10,"3000",13,"0",13,"0",13,"0",10,"71242",13,"0",13,"0",10,"0",13,"0",10,"2535229",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"1432809",10,"0",10,"0",10,"0",10,"150960",10,"327080",10,"251605",10,"353546",10,"0",10,"0",10,"2516000",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",10,"2516000",10,"951598",10,"294995",10,"0",10,"1246593",10,"245081",10,"89237",10,"3000",13,"0",10,"6328",10,"9900",10,"353546",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"223288",10,"1140807",10,"1430593"
"107521",10,"1148486",13,"0",10,"3138338",13,"0",10,"1527827",10,"375746",13,"0",10,"183331",13,"0",13,"0",10,"337473",13,"0",10,"0",13,"0",10,"6711201",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"2947303",10,"0",10,"0",10,"142393",10,"617198",10,"1094635",10,"682770",10,"932538",10,"0",10,"0",10,"6416837",10,"311848",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"6728685",10,"3419011",10,"796906",10,"0",10,"4215917",10,"838285",10,"21359",10,"10500",13,"0",10,"48715",10,"13679",10,"932538",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"125000",10,"7500115",10,"2000000"
"109350",10,"3534879",10,"75849",10,"21233279",10,"10979126",10,"4880720",10,"6524180",13,"0",10,"639374",13,"0",13,"0",10,"5377806",13,"0",10,"99",13,"0",10,"53245312",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"19906161",10,"86397",10,"1649442",10,"1277140",10,"5048299",10,"4387594",10,"5320738",10,"6354879",10,"0",10,"0",10,"44030650",10,"5377806",10,"0",10,"0",13,"0",13,"0",13,"0",10,"0",10,"49408456",10,"31705075",10,"5965422",10,"0",10,"37670497",10,"4403667",10,"234926",10,"1680191",10,"0",10,"36095",10,"0",10,"6354879",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"1650000",10,"114211124",10,"10807000"
"109819",10,"5007712",10,"125547",10,"36108356",10,"35845511",10,"19880893",10,"28689914",10,"8728189",10,"728346",10,"0",10,"248867",10,"7881752",10,"0",10,"2524733",10,"0",10,"145769820",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"44056940",10,"0",10,"379254",10,"11210592",10,"11105407",10,"28680338",10,"8891662",10,"18318520",10,"487233",10,"1262796",10,"124392742",10,"7758657",10,"0",10,"0",13,"0",10,"0",13,"0",10,"0",10,"132151399",10,"64166128",10,"15367568",10,"0",10,"79533696",10,"14006372",10,"476642",10,"3362171",10,"0",10,"462700",10,"10635",10,"18318520",10,"67362848",10,"0",10,"1646948",10,"65715900",10,"3398327","1",10,"3187604",10,"4039929",10,"3262176",10,"3637553",10,"7855644",10,"197557608",10,"37131169"
"109907",10,"624633",10,"0",10,"6997932",10,"0",10,"1875072",10,"1332997",10,"3183635",10,"60949",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"14075218",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"4459422",10,"10415",10,"377877",10,"1131880",10,"1790563",10,"1996413",10,"781751",10,"2007125",10,"121265",10,"950000",10,"13626711",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"13626711",10,"7095206",10,"1458488",10,"0",10,"8553694",10,"1632882",10,"37517",10,"279871",10,"0",10,"56855",10,"0",10,"2007125",10,"1276853",10,"0",10,"205822",10,"1071031",10,"66583","1",10,"255957",10,"255957",10,"303101",10,"303101",10,"133962",10,"33892580",10,"10707690"
"110334",10,"3877330",10,"0",10,"26664321",10,"21899896",10,"4519870",10,"8048509",10,"355564",10,"1285304",10,"0",10,"0",10,"4910212",10,"0",10,"1239258",10,"0",10,"72800264",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"27810291",10,"0",10,"773137",10,"7603759",10,"8390389",10,"7488952",10,"5262660",10,"4345040",10,"0",10,"1828156",10,"63502384",10,"1815526",10,"68000",13,"0",13,"0",13,"0",13,"0",10,"0",10,"65317910",10,"37559128",10,"7474487",10,"0",10,"45033615",10,"3184230",10,"255617",10,"596508",10,"0",10,"308685",10,"0",10,"4345040",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"2156412",13,"0",13,"0"
"110398",10,"14831760",10,"0",10,"15142977",10,"0",10,"329628",10,"0",10,"0",10,"1133155",10,"402648",10,"123596",10,"4190524",10,"0",10,"1618347",10,"0",10,"37772635",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"12940852",10,"0",10,"53208",10,"3732048",10,"2851795",10,"6174863",10,"1801485",10,"4805685",10,"74863",10,"-56309",10,"32378490",10,"5078501",10,"1724034",10,"0",13,"0",10,"0",13,"0",10,"0",10,"37456991",10,"16745247",10,"2401420",10,"0",10,"19146667",10,"0",10,"0",10,"0",10,"0",10,"667678",10,"4138007",10,"4805685",10,"2381080",10,"0",10,"294544",10,"2086536",10,"221483","1",10,"12485551",10,"20493360",10,"12977299",10,"17550174",10,"5088532",10,"96000000",10,"20875300"
"111434",10,"1413538",10,"7874",10,"1751981",13,"0",10,"1606349",10,"28806",13,"0",10,"420708",10,"0",10,"26487",10,"1954432",13,"0",10,"483045",13,"0",10,"7693220",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9993538",13,"0",10,"54303",10,"1111021",10,"4031455",10,"1378866",10,"47081",10,"812033",10,"773845",13,"0",10,"18202142",10,"1563373",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"19765515",10,"12596512",10,"2030375",10,"0",10,"14626887",10,"637960",10,"65658",10,"28806",13,"0",10,"79609",13,"0",10,"812033",31,"",31,"",31,"",31,"",31,"","1",10,"356209",10,"408125",10,"267545",10,"284200",10,"3535557",10,"10681083",10,"6156485"
"111461",10,"2576647",10,"15178",10,"22010359",10,"12225934",10,"2500520",10,"6179445",10,"140984",10,"63578",10,"0",10,"576574",10,"496905",13,"0",10,"4285465",10,"0",10,"51071589",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"22093814",10,"326141",10,"566595",10,"3858733",10,"4925197",10,"8266173",10,"3738329",10,"2218848",10,"1507756",10,"0",10,"47501586",10,"3742250",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",10,"51243836",10,"32399525",10,"0",10,"5406758",10,"37806283",10,"1927658",10,"96314",10,"194876",13,"0",13,"0",13,"0",10,"2218848",10,"15345000",10,"21625000",10,"250000",10,"36720000",10,"758948","2",10,"0",10,"0",10,"0",10,"0",10,"664719",10,"63455861",10,"10430520"
"111887",10,"5480526",10,"2505769",10,"46048457",10,"20995523",10,"13181976",10,"6085841",10,"601490",10,"195742",10,"0",10,"486141",10,"2148605",10,"0",10,"4111738",10,"0",10,"101841808",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"45270942",10,"167882",10,"1093259",10,"10046737",10,"8349265",10,"11448680",10,"7102833",10,"14222782",10,"1423718",10,"507548",10,"99633646",10,"477280",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"100110926",10,"57619320",10,"9983535",10,"0",10,"67602855",10,"11701943",10,"1336390",10,"1184449",10,"0",10,"0",10,"0",10,"14222782",10,"90350",10,"50720",10,"49965",10,"91105",10,"10579","2",31,"",31,"",31,"",31,"",10,"5162952",10,"100774801",10,"43522578"
"111920",10,"3369588",10,"0",10,"14258430",10,"13895650",10,"4936747",10,"5795939",10,"1806662",10,"18135",10,"0",10,"248888",10,"4033122",10,"0",10,"0",10,"0",10,"48363161",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"22196464",10,"178098",10,"459937",10,"3779098",10,"5217085",10,"2522824",10,"4755806",10,"4989571",10,"0",10,"446389",10,"44545272",10,"1073597",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"45618869",10,"27214506",10,"4660500",10,"0",10,"31875006",10,"4254627",10,"206063",10,"520623",10,"0",10,"3311",10,"4947",10,"4989571",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"0",10,"0",10,"31185000"
"111939",10,"5863395",10,"1432353",10,"33687800",10,"19745094",10,"4621326",10,"355108",10,"59738",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2307824",13,"0",10,"68072638",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"27022849",10,"0",10,"757690",10,"7038631",10,"5889717",10,"13902487",10,"5039097",10,"5036172",10,"672354",10,"1424944",10,"66783941",10,"398049",10,"0",10,"0",13,"0",10,"0",13,"0",10,"0",10,"67181990",10,"38067400",10,"6943032",10,"0",10,"45010432",10,"4621326",10,"0",10,"355108",10,"59738",10,"0",10,"0",10,"5036172",10,"0",10,"0",10,"0",10,"0",10,"0","2",31,"",31,"",31,"",31,"",10,"0",10,"0",10,"0"
"112172",10,"4442505",10,"0",10,"24204515",10,"13395012",10,"4677022",10,"13148731",10,"3025834",10,"0",10,"0",10,"0",10,"4675201",10,"0",10,"0",10,"0",10,"67568820",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"24080617",10,"0",10,"495184",10,"3356147",10,"12117031",10,"8024866",10,"8504102",10,"4346928",10,"1749605",10,"0",10,"62674480",10,"2373602",10,"206099",10,"0",13,"0",10,"0",13,"0",10,"0",10,"65048082",10,"36325499",10,"6942785",10,"0",10,"43268284",10,"3828511",10,"170000",10,"348417",10,"0",10,"0",10,"0",10,"4346928",10,"0",10,"0",10,"0",10,"0",10,"0","2",10,"0",10,"0",10,"0",10,"0",10,"698165",10,"47453932",10,"18896065"
"112686",20,"1405660",20,"98744",20,"27105445",20,"6691903",20,"1643692",20,"4821998",20,"44287",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"41811729",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"13850665",20,"0",20,"223530",20,"1021728",20,"19815276",20,"9247675",20,"3859144",20,"7926602",20,"1276066",20,"0",20,"57220686",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"57220686",20,"0",20,"0",20,"0",20,"0",20,"6705289",20,"485562",20,"735751",20,"0",20,"0",20,"0",20,"7926602",20,"0",20,"0",20,"0",20,"0",20,"0","-1",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0",20,"0"
"113193",10,"2871222",10,"0",10,"16039134",10,"20980311",10,"4578183",10,"650000",10,"0",10,"1190773",10,"0",10,"0",13,"0",13,"0",10,"2053983",13,"0",10,"48363606",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"23124053",10,"44792",10,"1940113",10,"2098548",10,"4361916",10,"8713222",10,"3402286",10,"4054498",10,"223226",10,"646039",10,"48608693",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"48608693",10,"29132730",10,"5889259",10,"0",10,"35021989",10,"3113208",10,"231098",10,"313604",13,"0",10,"279609",10,"116979",10,"4054498",10,"21405874",10,"0",10,"4287733",10,"17118141",10,"1138418","1",10,"4323213",13,"0",10,"3802898",10,"3802898",10,"10347260",10,"58046995",10,"4196052"
"113573",10,"3035369",13,"0",10,"11687083",10,"12919134",10,"5670921",10,"5321850",10,"4860309",13,"0",13,"0",10,"67033",10,"957359",13,"0",10,"0",13,"0",10,"44519058",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"14959006",13,"0",10,"539231",10,"4536259",10,"4794735",10,"4736708",10,"3263117",10,"4329260",13,"0",13,"0",10,"37158316",10,"1140382",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"38298698",10,"21221364",10,"4636822",10,"0",10,"25858186",10,"3422707",10,"387132",10,"519421",13,"0",13,"0",13,"0",10,"4329260",31,"",31,"",31,"",31,"",31,"","2",31,"",31,"",31,"",31,"",10,"683236",10,"28753618",10,"20705939"
