unitid,"xa013",a013,"xa023",a023,"xa043",a043,"xa053",a053,"xa063",a063,"xa073",a073,"xa083",a083,"xa093",a093,"xa103",a103,"xa113",a113,"xa123",a123,"xa133",a133,"xa143",a143,"xa153",a153,"xa163",a163,"xj013",j013,"xj023",j023,"xj033",j033,"xj043",j043,"xj053",j053,"xj063",j063,"xj073",j073,"xj083",j083,"xb013",b013,"xb023",b023,"xb033",b033,"xb043",b043,"xb063",b063,"xb073",b073,"xb083",b083,"xb093",b093,"xb103",b103,"xb113",b113,"xb123",b123,"xb133",b133,"xbline15",bline15,"xb163",b163,"xbline18",bline18,"xb193",b193,"xbline21",bline21,"xbother",bother,"xb223",b223,"xb234",b234,"xb244",b244,"xb254",b254,"xb274",b274,"xe013",e013,"xe023",e023,"xe033",e033,"xe043",e043,"xe053",e053,"xe063",e063,"xe073",e073,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xk014",k014,"xk025",k025,"xk035",k035
"100830",10,"15165172",13,"0",10,"18705634",13,"0",10,"6731867",10,"4978557",10,"120075",10,"437659",10,"862992",10,"1837641",10,"3046560",13,"0",10,"1023163",13,"0",10,"52909320",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"18443057",10,"262309",10,"7807312",10,"3353705",10,"4110838",10,"5208708",10,"3151432",10,"5626454",10,"27348",10,"818459",10,"48809622",10,"3491909",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"52301531",10,"26591679",10,"5104770",10,"0",10,"31696449",10,"3971199",10,"508515",10,"93555",13,"0",10,"327949",10,"725236",10,"5626454",10,"2170000",13,"0",10,"125000",10,"2045000",10,"67743","1",10,"6827657",10,"12153230",10,"7563113",10,"13462340",10,"1085032",10,"67996690",10,"20653890"
"101587",10,"5911217",10,"0",10,"9172313",10,"0",10,"3250067",10,"131710",10,"154361",10,"267564",10,"0",10,"0",10,"3330906",10,"0",10,"1299072",10,"0",10,"23517210",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"7270570",10,"81044",10,"76672",10,"1841283",10,"3319962",10,"2201239",10,"2181918",10,"3072100",13,"0",10,"0",10,"20044788",10,"3016382",10,"333884",10,"0",13,"0",10,"0",13,"0",10,"333884",10,"23395054",10,"9274748",10,"2790250",10,"0",10,"12064998",10,"2325434",10,"181446",10,"30451",10,"0",10,"0",10,"534769",10,"3072100",10,"4056000",10,"0",10,"216000",10,"3840000",10,"180600","1",10,"397307",10,"397307",10,"408102",10,"408102",10,"492526",10,"54400000",10,"4500000"
"102553",10,"30648763",13,"0",10,"70845507",10,"60000",10,"23104370",10,"2572875",10,"1338240",10,"5239044",10,"150224",10,"1731751",10,"14386153",13,"0",10,"4037763",13,"0",10,"154114690",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"62143667",10,"10405729",10,"8715359",10,"10286067",10,"15555225",10,"12736178",10,"10801265",10,"6930105",10,"614794",10,"10746",10,"138199135",10,"15052042",10,"251133",13,"0",13,"0",13,"0",13,"0",10,"0",10,"153251177",10,"74820686",10,"18776063",10,"0",10,"93596749",10,"4023845",10,"412076",10,"239268",10,"72003",10,"258286",10,"1924627",10,"6930105",10,"37088512",10,"383735",10,"1556125",10,"35916122",10,"985775","1",10,"10217461",10,"10217461",10,"9740605",10,"9740605",10,"19084338",10,"406327292",10,"26390730"
"102614",10,"17925115",10,"1291050",10,"97008219",13,"0",10,"72687321",10,"2556571",10,"1719309",10,"24958005",10,"1006671",10,"1898300",10,"15594331",13,"0",10,"5698476",13,"0",10,"242343368",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"48297513",10,"92894471",10,"10643038",10,"17482827",10,"10719278",10,"12637930",10,"26145458",10,"5439382",10,"3658221",10,"2312656",10,"230230774",10,"15842173",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"246072947",10,"108814658",10,"27433024",10,"0",10,"136247682",10,"2629050",10,"665212",10,"0",13,"0",10,"232582",10,"1912538",10,"5439382",10,"30009443",10,"1596674",10,"2510486",10,"29095631",10,"1666045","1",10,"39361279",10,"39361279",10,"38222137",10,"38222137",10,"714105",10,"690500695",10,"67929727"
"102632",10,"5261097",13,"0",10,"17486246",13,"0",10,"5124299",10,"841791",10,"587427",10,"1407773",10,"95623",10,"459928",10,"2883981",13,"0",10,"425098",13,"0",10,"34573263",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"14365511",10,"911431",10,"1683453",10,"4331791",10,"2378987",10,"3542924",10,"3160154",10,"1171413",10,"60000",10,"-287782",10,"31317882",10,"3020399",10,"21000",13,"0",13,"0",13,"0",13,"0",10,"0",10,"34338281",10,"14977244",10,"3809848",10,"0",10,"18787092",10,"500722",10,"15314",10,"0",13,"0",10,"443463",10,"211914",10,"1171413",10,"1782535",13,"0",10,"57461",10,"1725074",10,"96365","1",10,"2926834",10,"2926834",10,"2580605",10,"2580605",10,"3517077",10,"102907393",10,"4959237"
"103361",10,"398020",13,"0",10,"1764806",10,"644731",10,"269839",10,"54170",13,"0",10,"716414",10,"14220",10,"12746",10,"223986",13,"0",10,"104692",13,"0",10,"4203624",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"1983468",13,"0",10,"246136",10,"204569",10,"199750",10,"598990",10,"589862",10,"25578",13,"0",10,"29186",10,"3877539",10,"243923",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"4121462",10,"1865801",10,"466975",10,"0",10,"2332776",10,"0",13,"0",10,"0",13,"0",10,"12600",10,"12978",10,"25578",31,"",31,"",31,"",31,"",31,"","1",10,"62987",10,"62987",10,"55623",10,"55623",10,"530000",10,"12131002",10,"2135616"
"103529",13,"0",10,"10",10,"14490789",13,"0",10,"2480937",10,"290940",10,"19795",10,"2757893",10,"3953100",10,"1303",13,"0",13,"0",10,"2591753",13,"0",10,"26586520",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"1038812",13,"0",10,"600146",13,"0",13,"0",10,"29015158",10,"1410050",10,"2314703",10,"181088",10,"-632363",10,"33927594",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"33927594",10,"11683841",10,"7881964",10,"0",10,"19565805",10,"0",13,"0",10,"0",13,"0",13,"0",10,"2314703",10,"2314703",10,"0",10,"0",10,"0",10,"0",10,"0","1",10,"139446238",10,"139446238",10,"130820073",10,"130820073",10,"457443",10,"39411854",10,"3627286"
"104708",10,"14490464",13,"0",10,"7838868",10,"32715547",10,"7557880",10,"151849",10,"53197",10,"1221246",13,"0",13,"0",13,"0",13,"0",10,"1147225",13,"0",10,"65176276",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"30003374",13,"0",10,"1157992",10,"5328521",10,"3538529",10,"4474734",10,"4109628",10,"8031385",10,"137207",10,"71186",10,"56852556",10,"5419245",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"62271801",10,"37363081",10,"3736308",10,"0",10,"41099389",10,"6326640",10,"496646",10,"76324",10,"46488",10,"532543",10,"552744",10,"8031385",31,"",31,"",31,"",31,"",31,"","1",10,"189292",10,"189292",10,"189930",10,"189930",10,"6835905",10,"48285846",10,"6381472"
"105136",10,"9082145",13,"0",10,"4318980",10,"28202418",10,"2745566",10,"69478",10,"151081",10,"555327",13,"0",13,"0",13,"0",13,"0",10,"10510411",13,"0",10,"55635406",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"3223214",13,"0",10,"1411834",10,"3630749",10,"798436",10,"30747850",10,"927490",10,"1816432",10,"154442",10,"5763086",10,"48473533",10,"4598203",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"53071736",10,"31843042",10,"3184304",10,"0",10,"35027346",10,"0",13,"0",10,"0",13,"0",10,"24478",10,"1791954",10,"1816432",10,"337045154",10,"90341",10,"18935132",10,"318200363",10,"14626936","1",10,"4082792",10,"4082792",10,"3529655",10,"3529655",10,"9002218",10,"23736161",10,"17529569"
"105145",10,"7438841",13,"0",10,"3460282",10,"18535707",10,"3761985",10,"1393856",10,"33278",10,"513957",13,"0",13,"0",13,"0",13,"0",10,"1181132",13,"0",10,"36319038",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"16071087",13,"0",10,"239571",10,"1680419",10,"2805502",10,"5052853",10,"2691726",10,"3668578",10,"35560",10,"1000",10,"32246296",10,"2117701",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"34363997",10,"20618398",10,"2061839",10,"0",10,"22680237",10,"2872289",10,"122484",10,"37776",10,"33278",10,"418448",10,"184303",10,"3668578",31,"",31,"",31,"",31,"",31,"","1",10,"693",10,"693",10,"235",10,"235",10,"7556222",10,"31194570",10,"6092579"
