unitid,line,"xefres01",efres01,"xefres02",efres02
"217235","28",10,"2",10,"1"
"217235","29",10,"12",10,"11"
"217235","32",10,"3",10,"3"
"217235","33",10,"81",10,"76"
"217235","34",10,"275",10,"245"
"217235","35",10,"2",10,"2"
"217235","36",10,"402",10,"381"
"217235","37",10,"19",10,"14"
"217235","39",10,"42",10,"38"
"217235","40",10,"2",10,"1"
"217235","41",10,"5",10,"5"
"217235","42",10,"125",10,"117"
"217235","44",10,"260",10,"177"
"217235","45",10,"6",10,"5"
"217235","47",10,"6",10,"5"
"217235","48",10,"25",10,"22"
"217235","49",10,"2",10,"1"
"217235","50",10,"20",10,"18"
"217235","51",10,"22",10,"20"
"217235","53",10,"7",10,"7"
"217235","54",10,"2",10,"2"
"217235","55",10,"7",10,"6"
"217235","72",10,"4",10,"4"
"217235","78",10,"10",10,"9"
"217235","90",10,"28",10,"18"
"217235","98",12,"1",31,""
"217235","99",12,"2330",12,"2027"
"217244","25",10,"40",31,""
"217244","44",10,"190",31,""
"217244","98",12,"0",31,""
"217244","99",12,"230",31,""
"217262","57",10,"1",10,"1"
"217262","98",12,"106",31,""
"217262","99",12,"107",12,"1"
"217305","9",10,"42",10,"29"
"217305","12",10,"1",10,"1"
"217305","25",10,"179",10,"129"
"217305","36",10,"4",10,"3"
"217305","44",10,"240",10,"140"
"217305","57",10,"43",10,"27"
"217305","98",12,"0",31,""
"217305","99",12,"509",12,"329"
"217402","4",10,"1",10,"1"
"217402","6",10,"6",10,"6"
"217402","8",10,"1",10,"1"
"217402","9",10,"133",10,"133"
"217402","12",10,"2",10,"2"
"217402","15",10,"1",10,"1"
"217402","17",10,"16",10,"16"
"217402","18",10,"1",10,"1"
"217402","19",10,"1",10,"1"
"217402","21",10,"3",10,"3"
"217402","22",10,"2",10,"2"
"217402","23",10,"8",10,"8"
"217402","24",10,"6",10,"6"
"217402","25",10,"332",10,"332"
"217402","26",10,"1",10,"1"
"217402","27",10,"3",10,"3"
"217402","29",10,"2",10,"2"
"217402","32",10,"2",10,"2"
"217402","33",10,"19",10,"19"
"217402","34",10,"56",10,"56"
"217402","36",10,"166",10,"166"
"217402","37",10,"1",10,"1"
"217402","39",10,"2",10,"2"
"217402","41",10,"2",10,"2"
"217402","42",10,"12",10,"12"
"217402","44",10,"121",10,"121"
"217402","47",10,"2",10,"2"
"217402","48",10,"2",10,"2"
"217402","50",10,"7",10,"7"
"217402","51",10,"4",10,"4"
"217402","53",10,"2",10,"2"
"217402","55",10,"2",10,"2"
"217402","90",10,"11",10,"11"
"217402","98",12,"0",31,""
"217402","99",12,"930",12,"930"
"217420","9",10,"14",10,"12"
"217420","23",10,"1",10,"0"
"217420","25",10,"68",10,"60"
"217420","33",10,"5",10,"5"
"217420","34",10,"1",10,"0"
"217420","36",10,"6",10,"6"
"217420","44",10,"860",10,"762"
"217420","47",10,"1",10,"0"
"217420","50",10,"2",10,"2"
"217420","51",10,"1",10,"1"
"217420","98",12,"0",31,""
"217420","99",12,"959",12,"848"
"217475","9",10,"5",10,"3"
"217475","12",10,"1",10,"1"
"217475","25",10,"212",10,"164"
"217475","33",10,"1",10,"1"
"217475","36",10,"4",10,"1"
"217475","44",10,"2663",10,"1577"
"217475","45",10,"1",31,""
"217475","51",10,"1",31,""
"217475","98",12,"0",31,""
"217475","99",12,"2888",12,"1747"
"217484","6",10,"8",10,"8"
"217484","8",10,"2",10,"2"
"217484","9",10,"229",10,"225"
"217484","10",10,"1",10,"1"
"217484","11",10,"1",10,"1"
"217484","12",10,"9",10,"8"
"217484","13",10,"2",10,"2"
"217484","15",10,"1",10,"1"
"217484","17",10,"7",10,"7"
"217484","18",10,"2",10,"1"
"217484","20",10,"1",10,"1"
"217484","21",10,"1",10,"1"
"217484","23",10,"21",10,"21"
"217484","24",10,"11",10,"11"
"217484","25",10,"310",10,"308"
"217484","27",10,"2",10,"2"
"217484","29",10,"1",10,"1"
"217484","33",10,"42",10,"42"
"217484","34",10,"230",10,"228"
"217484","35",10,"2",10,"1"
"217484","36",10,"229",10,"226"
"217484","37",10,"1",10,"1"
"217484","39",10,"2",10,"2"
"217484","40",10,"3",10,"3"
"217484","42",10,"53",10,"52"
"217484","44",10,"1032",10,"934"
"217484","48",10,"3",10,"3"
"217484","49",10,"1",10,"1"
"217484","50",10,"20",10,"20"
"217484","51",10,"5",10,"5"
"217484","53",10,"1",10,"1"
"217484","55",10,"1",10,"1"
"217484","57",10,"1",10,"0"
"217484","78",10,"1",10,"1"
"217484","90",10,"9",10,"1"
"217484","98",12,"0",31,""
"217484","99",12,"2245",12,"2123"
"217493","1",10,"2",10,"2"
"217493","6",10,"34",10,"32"
"217493","8",10,"6",10,"6"
"217493","9",10,"23",10,"23"
"217493","10",10,"2",10,"2"
"217493","11",10,"3",10,"3"
"217493","12",10,"9",10,"8"
"217493","13",10,"7",10,"7"
"217493","15",10,"1",10,"1"
"217493","17",10,"6",10,"6"
"217493","18",10,"2",10,"2"
"217493","19",10,"2",10,"1"
"217493","20",10,"1",10,"1"
"217493","21",10,"1",10,"1"
"217493","23",10,"7",10,"6"
"217493","24",10,"6",10,"6"
"217493","25",10,"26",10,"24"
"217493","26",10,"3",10,"3"
"217493","27",10,"5",10,"5"
"217493","29",10,"2",10,"2"
"217493","33",10,"7",10,"7"
"217493","34",10,"37",10,"35"
"217493","36",10,"40",10,"39"
"217493","37",10,"4",10,"4"
"217493","38",10,"1",10,"1"
"217493","39",10,"12",10,"11"
"217493","42",10,"25",10,"23"
"217493","44",10,"22",10,"19"
"217493","45",10,"1",10,"1"
"217493","47",10,"3",10,"3"
"217493","48",10,"8",10,"8"
"217493","49",10,"1",10,"1"
"217493","50",10,"8",10,"5"
"217493","51",10,"6",10,"5"
"217493","53",10,"11",10,"8"
"217493","54",10,"1",10,"1"
"217493","55",10,"6",10,"6"
"217493","90",10,"46",10,"34"
"217493","98",12,"0",31,""
"217493","99",12,"387",12,"352"
"217518","4",10,"3",10,"3"
"217518","6",10,"3",10,"3"
"217518","8",10,"1",10,"1"
"217518","9",10,"169",10,"169"
"217518","10",10,"2",10,"2"
"217518","12",10,"1",10,"1"
"217518","17",10,"5",10,"5"
"217518","18",10,"2",10,"2"
"217518","23",10,"30",10,"30"
"217518","24",10,"6",10,"6"
"217518","25",10,"267",10,"267"
"217518","26",10,"1",10,"1"
"217518","27",10,"1",10,"1"
"217518","29",10,"1",10,"1"
"217518","32",10,"1",10,"1"
"217518","33",10,"43",10,"43"
"217518","34",10,"61",10,"61"
"217518","35",10,"1",10,"1"
"217518","36",10,"92",10,"92"
"217518","39",10,"2",10,"2"
"217518","42",10,"20",10,"20"
"217518","44",10,"117",10,"117"
"217518","50",10,"13",10,"13"
"217518","51",10,"4",10,"4"
"217518","53",10,"1",10,"1"
"217518","54",10,"1",10,"1"
"217518","72",10,"1",10,"1"
"217518","98",12,"7",31,""
"217518","99",12,"856",12,"849"
"217536","4",10,"1",10,"1"
"217536","6",10,"5",10,"5"
"217536","8",10,"2",10,"1"
"217536","9",10,"97",10,"92"
"219091","8",10,"5",10,"5"
"219091","12",10,"5",10,"5"
"219091","17",10,"1",10,"1"
"219091","19",10,"1",31,""
"219091","22",10,"5",10,"5"
"219091","26",10,"4",10,"4"
"219091","27",10,"4",10,"4"
"219091","30",10,"4",10,"4"
"219091","31",10,"9",10,"9"
"219091","32",10,"3",10,"3"
"219091","35",10,"2",10,"2"
"219091","38",10,"8",10,"8"
"219091","41",10,"1",10,"1"
"219091","42",10,"1",10,"1"
"219091","46",10,"94",10,"83"
"219091","48",10,"2",10,"2"
"219091","55",10,"1",10,"1"
"219091","56",10,"7",10,"7"
"219091","98",12,"0",31,""
"219091","99",12,"159",12,"147"
"219125","2",10,"1",10,"0"
"219125","8",10,"1",10,"1"
"219125","30",10,"1",10,"0"
"219125","38",10,"2",10,"2"
"219125","40",10,"1",10,"0"
"219125","46",10,"42",10,"10"
"219125","56",10,"3",10,"0"
"219125","98",12,"0",31,""
"219125","99",12,"51",12,"13"
"219134","4",10,"1",10,"1"
"219134","5",10,"1",10,"0"
"219134","6",10,"1",10,"1"
"219134","8",10,"16",10,"7"
"219134","12",10,"3",10,"3"
"219134","19",10,"6",10,"2"
"219134","26",10,"7",10,"6"
"219134","27",10,"7",10,"6"
"219134","30",10,"3",10,"3"
"219134","31",10,"4",10,"4"
"219134","38",10,"1",10,"1"
"219134","40",10,"2",10,"2"
"219134","46",10,"89",10,"54"
"219134","48",10,"10",10,"8"
"219134","53",10,"2",10,"2"
"219134","55",10,"1",10,"1"
"219134","56",10,"11",10,"9"
"219134","90",10,"10",10,"2"
"219134","98",12,"0",31,""
"219134","99",12,"175",12,"112"
"219143","27",10,"25",10,"11"
"219143","38",10,"9",10,"0"
"219143","46",10,"536",10,"402"
"219143","48",10,"1",31,""
"219143","98",12,"0",31,""
"219143","99",12,"571",12,"413"
"219170","46",10,"8",10,"2"
"219170","56",10,"1",31,""
"219170","98",12,"1",31,""
"219170","99",12,"10",12,"2"
"219189","5",10,"1",31,""
"219189","6",10,"1",31,""
"219189","16",10,"1",31,""
"219189","19",10,"2",10,"1"
"219189","27",10,"7",10,"4"
"219189","30",10,"3",10,"1"
"219189","31",10,"16",10,"7"
"219189","37",10,"1",31,""
"219189","38",10,"3",31,""
"219189","56",10,"2",31,""
"219189","98",12,"415",31,""
"219189","99",12,"452",12,"13"
"219198","6",10,"1",10,"1"
"219198","8",10,"1",10,"1"
"219198","19",10,"6",10,"6"
"219198","27",10,"2",10,"2"
"219198","31",10,"45",10,"44"
"219198","38",10,"1",10,"1"
"219198","41",10,"1",10,"1"
"219198","46",10,"131",10,"82"
"219198","98",12,"0",31,""
"219198","99",12,"188",12,"138"
"219204","6",10,"3",10,"1"
"219204","13",10,"1",31,""
"219204","21",10,"3",10,"2"
"219204","23",10,"1",10,"1"
"219204","25",10,"1",31,""
"219204","38",10,"1",10,"1"
"219204","46",10,"19",10,"17"
"219204","48",10,"1",31,""
"219204","90",10,"110",10,"93"
"219204","98",12,"40",31,""
"219204","99",12,"180",12,"115"
"219213","27",10,"1",10,"0"
"219213","46",10,"6",10,"4"
"219213","48",10,"1",10,"0"
"219213","98",12,"27",31,""
"219213","99",12,"35",12,"4"
"219259","8",10,"1",10,"1"
"219259","16",10,"1",10,"1"
"219259","19",10,"1",10,"1"
"219259","20",10,"1",10,"1"
"219259","27",10,"51",10,"47"
"219259","30",10,"6",10,"6"
"219259","31",10,"4",10,"4"
"219259","32",10,"1",10,"1"
"219259","38",10,"25",10,"23"
"219259","41",10,"1",10,"0"
"219259","46",10,"371",10,"293"
"219259","48",10,"1",10,"0"
"219259","53",10,"1",10,"1"
"219259","56",10,"7",10,"7"
"219259","90",10,"5",10,"1"
"219259","98",12,"0",31,""
"219259","99",12,"477",12,"387"
"219277","31",10,"1",10,"0"
"219277","46",10,"109",10,"41"
"219277","98",12,"62",31,""
"219277","99",12,"172",12,"41"
"219295","27",10,"2",10,"2"
"219295","30",10,"2",10,"2"
"219295","38",10,"4",10,"4"
"219295","46",10,"57",10,"29"
"219295","98",12,"0",31,""
"219295","99",12,"65",12,"37"
"219338","31",10,"2",31,""
"219338","46",10,"4",10,"1"
"219338","98",12,"6",31,""
"219338","99",12,"12",12,"1"
"219347","2",10,"2",10,"2"
"219347","8",10,"4",10,"4"
"219347","17",10,"1",10,"0"
"219347","18",10,"1",10,"1"
"219347","19",10,"3",10,"2"
"219347","20",10,"1",10,"1"
"219347","27",10,"13",10,"13"
"219347","30",10,"7",10,"6"
"219347","31",10,"7",10,"7"
"219347","38",10,"16",10,"16"
"219347","39",10,"1",10,"1"
"219347","46",10,"298",10,"246"
"219347","48",10,"1",10,"1"
"219347","53",10,"2",10,"2"
"219347","55",10,"1",10,"1"
"219347","56",10,"29",10,"28"
"219347","90",10,"1",10,"0"
"219347","98",12,"1",31,""
"219347","99",12,"389",12,"331"
"219356","2",10,"2",10,"1"
"219356","6",10,"2",31,""
"219356","8",10,"4",10,"3"
"219356","16",10,"1",31,""
"219356","17",10,"3",10,"3"
"219356","19",10,"47",10,"45"
"219356","20",10,"1",31,""
"219356","25",10,"1",10,"1"
"219356","27",10,"283",10,"275"
"219356","30",10,"2",31,""
"219356","31",10,"16",10,"15"
"219356","36",10,"1",10,"1"
"219356","38",10,"10",10,"8"
"219356","42",10,"1",31,""
"219356","46",10,"1144",10,"1056"
"219356","48",10,"4",10,"3"
"219356","49",10,"1",31,""
"219356","53",10,"2",31,""
"219356","55",10,"3",31,""
"219356","56",10,"2",31,""
"219356","90",10,"1",31,""
"219356","98",12,"0",31,""
"219356","99",12,"1531",12,"1411"
"219374","98",12,"225",31,""
"219374","99",12,"225",31,""
"219383","4",10,"2",10,"2"
"219383","5",10,"1",10,"1"
"219383","6",10,"1",10,"1"
"219383","8",10,"1",10,"1"
"219383","13",10,"1",10,"1"
"219383","17",10,"1",10,"1"
"219383","19",10,"39",10,"39"
"219383","20",10,"1",10,"1"
"219383","25",10,"1",10,"1"
"219383","26",10,"2",10,"2"
"219383","27",10,"15",10,"15"
"219383","30",10,"1",10,"1"
"219383","31",10,"8",10,"8"
"219383","33",10,"1",10,"1"
"219383","38",10,"4",10,"4"
"219383","46",10,"116",10,"111"
"219383","48",10,"1",10,"1"
"219383","51",10,"1",10,"1"
"219383","53",10,"1",10,"1"
"219383","55",10,"3",10,"3"
"219383","56",10,"19",10,"19"
"219383","90",10,"1",10,"1"
"219383","98",12,"12",31,""
"219383","99",12,"233",12,"216"
"219392","19",10,"1",10,"1"
"219392","98",12,"7",31,""
"219392","99",12,"8",12,"1"
"219408","27",10,"4",10,"2"
"219408","38",10,"4",10,"1"
"219408","46",10,"33",10,"6"
"219408","98",12,"1",31,""
"219408","99",12,"42",12,"9"
"219426","19",10,"68",10,"59"
"219426","27",10,"62",10,"57"
"219426","46",10,"459",10,"290"
"219426","98",12,"133",31,""
"219426","99",12,"722",12,"406"
"219471","2",10,"2",10,"2"
"219471","4",10,"1",10,"1"
"219471","6",10,"8",10,"8"
"219471","8",10,"5",10,"5"
"219471","9",10,"1",10,"1"
"219471","10",10,"1",10,"1"
"219471","12",10,"1",10,"1"
"219471","13",10,"1",10,"1"
"219471","17",10,"3",10,"3"
"219471","19",10,"111",10,"110"
"219471","26",10,"1",10,"1"
"219471","27",10,"57",10,"57"
"219471","30",10,"3",10,"3"
"219471","31",10,"53",10,"53"
"219471","35",10,"3",10,"3"
"219471","38",10,"4",10,"4"
"219471","41",10,"2",10,"2"
"219471","42",10,"1",10,"1"
"219471","46",10,"758",10,"755"
"219471","48",10,"1",10,"1"
"219471","51",10,"1",10,"1"
"219471","55",10,"3",10,"3"
"219471","56",10,"8",10,"8"
"219471","90",10,"4",10,"2"
"219471","98",12,"0",31,""
"219471","99",12,"1033",12,"1027"
"219480","30",10,"1",10,"0"
"219480","31",10,"5",10,"3"
"219480","36",10,"1",10,"0"
"219480","38",10,"5",10,"4"
"219480","46",10,"249",10,"99"
"219480","56",10,"7",10,"4"
"219480","98",12,"1",31,""
"219480","99",12,"269",12,"110"
"219505","1",10,"1",10,"1"
"219505","39",10,"2",10,"1"
"219505","90",10,"2",10,"2"
"219505","98",12,"12",31,""
"219505","99",12,"17",12,"4"
"219578","1",10,"2",10,"0"
"219578","21",10,"2",10,"1"
"219578","22",10,"2",10,"1"
"219578","25",10,"1",10,"0"
"219578","30",10,"1",10,"0"
"219578","39",10,"2",10,"1"
"219578","44",10,"1",10,"0"
"219578","47",10,"57",10,"45"
"219578","48",10,"2",10,"2"
"219578","53",10,"1",10,"0"
"219578","55",10,"1",10,"1"
"219578","57",10,"1",10,"0"
"219578","98",12,"0",31,""
"219578","99",12,"73",12,"51"
"219587","47",10,"133",10,"28"
"219587","98",12,"0",31,""
"219587","99",12,"133",12,"28"
"219596","47",10,"192",10,"19"
"219596","98",12,"0",31,""
"219596","99",12,"192",12,"19"
"219602","1",10,"1",10,"1"
"219602","5",10,"2",10,"2"
"219602","6",10,"1",10,"1"
"219602","12",10,"2",10,"2"
"219602","13",10,"3",10,"3"
"219602","17",10,"3",10,"2"
"219602","18",10,"1",10,"1"
"219602","21",10,"147",10,"36"
"219602","26",10,"1",10,"1"
"219602","28",10,"1",10,"1"
"219602","36",10,"1",10,"1"
"219602","39",10,"1",10,"0"
"219602","40",10,"1",10,"1"
"219602","45",10,"1",10,"1"
"219602","47",10,"890",10,"709"
"219602","48",10,"1",10,"1"
"219602","51",10,"2",10,"2"
"218724","20",10,"3",10,"3"
"240620","6",10,"1",10,"1"
"242121","99",12,"120",12,"60"
"242130","98",12,"0",31,""
"242130","99",12,"192",12,"149"
"242149","72",10,"246",10,"220"
"242149","98",12,"0",31,""
"242149","99",12,"246",12,"220"
"242316","72",10,"393",10,"315"
"242316","98",12,"0",31,""
"242316","99",12,"393",12,"315"
"242413","98",12,"99",31,""
"242413","99",12,"99",31,""
"242422","72",10,"6036",10,"6036"
"242422","98",12,"0",31,""
"242422","99",12,"6036",12,"6036"
"242556","72",10,"309",10,"292"
"242556","98",12,"15",31,""
"242556","99",12,"324",12,"292"
"242565","72",10,"196",10,"196"
"242565","98",12,"0",31,""
"242565","99",12,"196",12,"196"
"242583","72",10,"460",10,"398"
"242583","98",12,"0",31,""
"242583","99",12,"460",12,"398"
"242617","72",10,"737",10,"737"
"242617","98",12,"0",31,""
"242617","99",12,"737",12,"737"
"242626","72",10,"692",10,"692"
"242626","98",12,"0",31,""
"242626","99",12,"692",12,"692"
"242635","72",10,"721",10,"721"
"242635","98",12,"0",31,""
"242635","99",12,"721",12,"721"
"242644","72",10,"331",10,"331"
"242644","98",12,"0",31,""
"242644","99",12,"331",12,"331"
"242653","72",10,"930",10,"930"
"242653","98",12,"0",31,""
"242653","99",12,"930",12,"930"
"242662","72",10,"912",10,"912"
"242662","98",12,"0",31,""
"242662","99",12,"912",12,"912"
"242680","72",10,"437",10,"437"
"242680","98",12,"0",31,""
"242680","99",12,"437",12,"437"
"242699","72",10,"347",10,"347"
"242699","98",12,"0",31,""
"242699","99",12,"347",12,"347"
"242705","72",10,"1169",10,"1169"
"242705","98",12,"0",31,""
"242705","99",12,"1169",12,"1169"
"242741","72",11,"91",31,""
"242741","98",12,"0",31,""
"242741","99",12,"91",31,""
"242750","72",10,"128",10,"33"
"242750","98",12,"0",31,""
"242750","99",12,"128",12,"33"
"242820","72",10,"68",10,"68"
"242820","98",12,"1628",31,""
"242820","99",12,"1696",12,"68"
"242884","72",10,"1346",10,"1346"
"242884","98",12,"0",31,""
"242884","99",12,"1346",12,"1346"
"242936","98",12,"246",31,""
"242936","99",12,"246",31,""
"242945","72",10,"149",10,"118"
"242945","98",12,"0",31,""
"242945","99",12,"149",12,"118"
"242954","72",10,"64",10,"51"
"242954","98",12,"0",31,""
"242954","99",12,"64",12,"51"
"242972","72",10,"692",10,"692"
"242972","98",12,"0",31,""
"242972","99",12,"692",12,"692"
"242981","72",10,"437",10,"437"
"242981","98",12,"0",31,""
"242981","99",12,"437",12,"437"
"243072","25",10,"1",10,"0"
"243072","36",10,"1",10,"0"
"243072","72",10,"551",10,"191"
"243072","98",12,"336",31,""
"243072","99",12,"889",12,"191"
"243090","98",12,"46",31,""
"243090","99",12,"46",31,""
"243106","12",10,"1",10,"1"
"243106","13",10,"1",10,"1"
"243106","72",10,"704",10,"613"
"243106","90",10,"1",31,""
"243106","98",12,"0",31,""
"243106","99",12,"707",12,"615"
"243115","72",10,"1040",10,"1040"
"243115","98",12,"0",31,""
"243115","99",12,"1040",12,"1040"
"243133","72",10,"1313",10,"1313"
"243133","98",12,"0",31,""
"243133","99",12,"1313",12,"1313"
"243142","72",10,"945",10,"945"
"243142","98",12,"0",31,""
"243142","99",12,"945",12,"945"
"243151","72",10,"897",10,"897"
"243151","98",12,"0",31,""
"243151","99",12,"897",12,"897"
"243179","12",10,"1",10,"1"
"243179","36",10,"1",10,"1"
"243179","72",10,"938",10,"927"
"243179","98",12,"0",31,""
"243179","99",12,"940",12,"929"
"243188","72",10,"529",10,"529"
"243188","98",12,"0",31,""
"243188","99",12,"529",12,"529"
"243197","25",10,"1",31,""
"243197","36",10,"1",31,""
"243197","72",10,"2105",10,"2105"
"243197","98",12,"72",31,""
"243197","99",12,"2179",12,"2105"
"243203","72",10,"402",10,"0"
"243203","98",12,"0",31,""
"243203","99",12,"402",12,"0"
"243212","72",10,"1016",10,"1016"
"243212","98",12,"0",31,""
"243212","99",12,"1016",12,"1016"
"243221","72",10,"3135",10,"3135"
"243221","98",12,"0",31,""
"243221","99",12,"3135",12,"3135"
"243346","72",10,"1911",10,"1911"
"243346","98",12,"0",31,""
"243346","99",12,"1911",12,"1911"
"243382","72",10,"386",10,"270"
"243382","98",12,"74",31,""
"243382","99",12,"460",12,"270"
"243407","72",10,"39",10,"17"
"243407","98",12,"0",31,""
"243407","99",12,"39",12,"17"
"243416","72",10,"294",10,"70"
"243416","98",12,"0",31,""
"243416","99",12,"294",12,"70"
"243443","72",10,"842",10,"801"
"243443","98",12,"0",31,""
"243443","99",12,"842",12,"801"
"243559","72",10,"91",10,"0"
"243559","98",12,"0",31,""
"243559","99",12,"91",12,"0"
"243568","72",10,"15",10,"15"
"243568","98",12,"3",31,""
"243568","99",12,"18",12,"15"
"243577","72",10,"772",10,"772"
"243577","98",12,"0",31,""
"243577","99",12,"772",12,"772"
"243586","72",10,"388",10,"388"
"243586","98",12,"0",31,""
"243586","99",12,"388",12,"388"
"243601","72",10,"1682",10,"1682"
"243601","98",12,"0",31,""
"243601","99",12,"1682",12,"1682"
"243638","64",10,"349",10,"345"
"243638","98",12,"65",31,""
"243638","99",12,"414",12,"345"
"243647","57",10,"1",10,"1"
"243647","64",10,"35",10,"35"
"243647","68",10,"1",10,"1"
"243647","70",10,"110",10,"110"
"243647","98",12,"0",31,""
"243647","99",12,"147",12,"147"
"243665","13",10,"1",10,"1"
"243665","16",10,"1",10,"1"
"243665","19",10,"1",10,"1"
"243665","28",10,"1",31,""
"243665","36",10,"1",10,"1"
"243665","39",10,"1",10,"1"
"243665","42",10,"1",10,"1"
"243665","45",10,"1",10,"1"
"243665","78",10,"187",10,"144"
"243665","90",10,"7",10,"1"
"243665","98",12,"2",31,""
"243665","99",12,"204",12,"152"
"243674","41",10,"1",31,""
"243674","78",10,"96",10,"8"
"243674","90",10,"2",31,""
"243674","98",12,"1",31,""
"243674","99",12,"100",12,"8"
"243744","1",10,"3",10,"3"
"243744","2",10,"7",10,"7"
"243744","4",10,"16",10,"16"
"243744","5",10,"4",10,"4"
"243744","6",10,"649",10,"649"
"243744","8",10,"27",10,"27"
"243744","9",10,"19",10,"19"
"243744","10",10,"2",10,"2"
"243744","11",10,"11",10,"11"
"243744","12",10,"21",10,"21"
"243744","13",10,"19",10,"19"
"243744","15",10,"32",10,"32"
"243744","16",10,"4",10,"4"
"243744","17",10,"62",10,"62"
"243744","18",10,"10",10,"10"
"243744","19",10,"2",10,"2"
"243744","20",10,"9",10,"9"
"243744","21",10,"3",10,"3"
"243744","22",10,"5",10,"5"
"243744","23",10,"8",10,"8"
"243744","24",10,"39",10,"39"
"243744","25",10,"40",10,"40"
"243744","26",10,"12",10,"12"
"243744","27",10,"20",10,"20"
"243744","28",10,"2",10,"2"
"243744","29",10,"15",10,"15"
"243744","30",10,"4",10,"4"
"243744","31",10,"3",10,"3"
"243744","32",10,"5",10,"5"
"243744","33",10,"8",10,"8"
"243744","34",10,"40",10,"40"
"243744","35",10,"14",10,"14"
"243744","36",10,"66",10,"66"
"243744","37",10,"5",10,"5"
"243744","38",10,"1",10,"1"
"243744","39",10,"24",10,"24"
"243744","40",10,"7",10,"7"
"243744","41",10,"37",10,"37"
"243744","42",10,"26",10,"26"
"243744","44",10,"4",10,"4"
"243744","45",10,"4",10,"4"
"243744","46",10,"1",10,"1"
"243744","47",10,"6",10,"6"
"243744","48",10,"81",10,"81"
"243744","49",10,"6",10,"6"
"243744","50",10,"5",10,"5"
"243744","51",10,"22",10,"22"
"243744","53",10,"58",10,"58"
"243744","54",10,"1",10,"1"
"243744","55",10,"17",10,"17"
"243744","56",10,"1",10,"1"
"243744","57",10,"37",10,"37"
"243744","66",10,"1",10,"1"
"243744","90",10,"73",10,"73"
"243744","98",12,"0",31,""
"243744","99",12,"1598",12,"1598"
"243780","1",10,"3",10,"3"
"243780","2",10,"7",10,"7"
"243780","4",10,"3",10,"3"
"243780","5",10,"1",10,"1"
"243780","6",10,"50",10,"48"
"243780","8",10,"15",10,"15"
"243780","9",10,"14",10,"13"
"243780","10",10,"1",10,"1"
"243780","12",10,"20",10,"18"
"243780","13",10,"6",10,"4"
"243780","15",10,"11",10,"11"
"243780","16",10,"2",10,"2"
"243780","17",10,"728",10,"719"
"243780","18",10,"4106",10,"4013"
"243780","19",10,"10",10,"10"
"243780","20",10,"11",10,"11"
"243780","21",10,"26",10,"26"
"243780","22",10,"1",10,"1"
"243780","23",10,"2",10,"2"
"243780","24",10,"11",10,"11"
"243780","25",10,"22",10,"21"
"243780","26",10,"171",10,"169"
"243780","27",10,"38",10,"38"
"243780","28",10,"3",10,"3"
"243780","29",10,"56",10,"55"
"243780","30",10,"4",10,"4"
"243780","31",10,"3",10,"3"
"243780","33",10,"4",10,"4"
"243780","34",10,"35",10,"34"
"243780","35",10,"6",10,"6"
"243780","36",10,"38",10,"37"
"243780","37",10,"8",10,"8"
"243780","38",10,"2",10,"2"
"243780","39",10,"219",10,"214"
"243780","40",10,"2",10,"2"
"243780","41",10,"4",10,"4"
"243780","42",10,"52",10,"50"
"243780","44",10,"4",10,"4"
"243780","45",10,"1",10,"1"
"243780","47",10,"13",10,"13"
"243780","48",10,"52",10,"50"
"243780","49",10,"1",10,"1"
"243780","50",10,"1",10,"1"
"243780","51",10,"15",10,"15"
"243780","53",10,"7",10,"7"
"243780","54",10,"1",10,"1"
"243780","55",10,"62",10,"61"
"243780","56",10,"1",10,"1"
"223816","29",10,"6",10,"4"
"223816","32",10,"2",10,"0"
"223816","33",10,"1",10,"0"
"223816","34",10,"1",10,"0"
"223816","35",10,"3",10,"1"
"223816","36",10,"1",10,"0"
"223816","37",10,"2",10,"1"
"223816","38",10,"1",10,"0"
"223816","39",10,"2",10,"0"
"223816","40",10,"9",10,"6"
"223816","41",10,"1",10,"0"
"223816","45",10,"2",10,"1"
"223816","47",10,"4",10,"3"
"223816","48",10,"3032",10,"2274"
"223816","51",10,"2",10,"1"
"223816","53",10,"1",10,"1"
"223816","54",10,"1",10,"0"
"223816","55",10,"1",10,"0"
"223816","56",10,"2",10,"1"
"223816","57",10,"12",10,"10"
"223816","60",10,"2",10,"0"
"223816","66",10,"3",10,"0"
"223816","68",10,"1",10,"0"
"223816","69",10,"1",10,"0"
"223816","70",10,"2",10,"0"
"223816","72",10,"1",10,"0"
"223816","78",10,"1",10,"1"
"223816","90",10,"131",10,"65"
"223816","98",12,"0",31,""
"223816","99",12,"3309",12,"2413"
"223825","48",10,"68",10,"24"
"223825","98",12,"2",31,""
"223825","99",12,"70",12,"24"
"223852","48",10,"35",10,"11"
"223852","98",12,"0",31,""
"223852","99",12,"35",12,"11"
"223870","48",10,"52",10,"5"
"223870","98",12,"0",31,""
"223870","99",12,"52",12,"5"
"223898","20",10,"2",10,"2"
"223898","30",10,"1",10,"1"
"223898","31",10,"1",10,"1"
"223898","34",10,"2",10,"2"
"223898","35",10,"1",10,"1"
"223898","48",10,"543",10,"520"
"223898","51",10,"1",10,"1"
"223898","53",10,"1",10,"1"
"223898","90",10,"24",10,"15"
"223898","98",12,"0",31,""
"223898","99",12,"576",12,"544"
"223922","1",10,"4",31,""
"223922","22",10,"1",10,"1"
"223922","29",10,"1",10,"1"
"223922","32",10,"1",10,"1"
"223922","35",10,"5",10,"4"
