unitid,"xf1a01",f1a01,"xf1a02",f1a02,"xf1a03",f1a03,"xf1a04",f1a04,"xf1a05",f1a05,"xf1a06",f1a06,"xf1a07",f1a07,"xf1a08",f1a08,"xf1a09",f1a09,"xf1a10",f1a10,"xf1a11",f1a11,"xf1a12",f1a12,"xf1a13",f1a13,"xf1a14",f1a14,"xf1a15",f1a15,"xf1a16",f1a16,"xf1a17",f1a17,"xf1a18",f1a18,"xf1a211",f1a211,"xf1a212",f1a212,"xf1a213",f1a213,"xf1a214",f1a214,"xf1a221",f1a221,"xf1a222",f1a222,"xf1a223",f1a223,"xf1a224",f1a224,"xf1a231",f1a231,"xf1a232",f1a232,"xf1a233",f1a233,"xf1a234",f1a234,"xf1a241",f1a241,"xf1a242",f1a242,"xf1a243",f1a243,"xf1a244",f1a244,"xf1a251",f1a251,"xf1a252",f1a252,"xf1a253",f1a253,"xf1a254",f1a254,"xf1a261",f1a261,"xf1a262",f1a262,"xf1a263",f1a263,"xf1a264",f1a264,"xf1a271",f1a271,"xf1a272",f1a272,"xf1a273",f1a273,"xf1a274",f1a274,"xf1a281",f1a281,"xf1a282",f1a282,"xf1a283",f1a283,"xf1a284",f1a284,"xf1b01",f1b01,"xf1b02",f1b02,"xf1b03",f1b03,"xf1b04",f1b04,"xf1b05",f1b05,"xf1b06",f1b06,"xf1b07",f1b07,"xf1b08",f1b08,"xf1b09",f1b09,"xf1b10",f1b10,"xf1b11",f1b11,"xf1b12",f1b12,"xf1b13",f1b13,"xf1b14",f1b14,"xf1b15",f1b15,"xf1b16",f1b16,"xf1b17",f1b17,"xf1b18",f1b18,"xf1b19",f1b19,"xf1b20",f1b20,"xf1b21",f1b21,"xf1b22",f1b22,"xf1b23",f1b23,"xf1b24",f1b24,"xf1b25",f1b25,"xf1c011",f1c011,"xf1c012",f1c012,"xf1c013",f1c013,"xf1c014",f1c014,"xf1c015",f1c015,"xf1c021",f1c021,"xf1c022",f1c022,"xf1c023",f1c023,"xf1c024",f1c024,"xf1c025",f1c025,"xf1c031",f1c031,"xf1c032",f1c032,"xf1c033",f1c033,"xf1c034",f1c034,"xf1c035",f1c035,"xf1c051",f1c051,"xf1c052",f1c052,"xf1c053",f1c053,"xf1c054",f1c054,"xf1c055",f1c055,"xf1c061",f1c061,"xf1c062",f1c062,"xf1c063",f1c063,"xf1c064",f1c064,"xf1c065",f1c065,"xf1c071",f1c071,"xf1c072",f1c072,"xf1c073",f1c073,"xf1c074",f1c074,"xf1c075",f1c075,"xf1c081",f1c081,"xf1c082",f1c082,"xf1c083",f1c083,"xf1c084",f1c084,"xf1c085",f1c085,"xf1c091",f1c091,"xf1c094",f1c094,"xf1c101",f1c101,"xf1c102",f1c102,"xf1c103",f1c103,"xf1c104",f1c104,"xf1c105",f1c105,"xf1c111",f1c111,"xf1c112",f1c112,"xf1c113",f1c113,"xf1c114",f1c114,"xf1c115",f1c115,"xf1c121",f1c121,"xf1c122",f1c122,"xf1c123",f1c123,"xf1c124",f1c124,"xf1c125",f1c125,"xf1c131",f1c131,"xf1c132",f1c132,"xf1c133",f1c133,"xf1c134",f1c134,"xf1c135",f1c135,"xf1c141",f1c141,"xf1c142",f1c142,"xf1c143",f1c143,"xf1c144",f1c144,"xf1c145",f1c145,"xf1c151",f1c151,"xf1c152",f1c152,"xf1c153",f1c153,"xf1c154",f1c154,"xf1c155",f1c155,"xf1c161",f1c161,"xf1c165",f1c165,"xf1c171",f1c171,"xf1c172",f1c172,"xf1c173",f1c173,"xf1c174",f1c174,"xf1c175",f1c175,"xf1c181",f1c181,"xf1c182",f1c182,"xf1c183",f1c183,"xf1c184",f1c184,"xf1c185",f1c185,"xf1c191",f1c191,"xf1c192",f1c192,"xf1c193",f1c193,"xf1c194",f1c194,"xf1c195",f1c195,"xf1d01",f1d01,"xf1d02",f1d02,"xf1d03",f1d03,"xf1d04",f1d04,"xf1d05",f1d05,"xf1d06",f1d06,"xf1h01",f1h01,"xf1h02",f1h02,"xf1e01",f1e01,"xf1e02",f1e02,"xf1e03",f1e03,"xf1e04",f1e04,"xf1e05",f1e05,"xf1e06",f1e06,"xf1e07",f1e07,"xf1e08",f1e08,"xf1e09",f1e09,"xf1e10",f1e10,"xf1e11",f1e11,f1fha
"151360",10,"13994710",10,"95836323",10,"36668979",10,"2856865",10,"62024209",10,"76018919",10,"2491747",10,"4642502",10,"7134249",10,"30938835",10,"824051",10,"31762886",10,"38897135",10,"27720653",10,"3944091",10,"38392",10,"5418648",10,"37121784",10,"2222610",10,"5725",10,"0",10,"2228335",10,"2536448",10,"0",10,"0",10,"2536448",10,"84573843",10,"1033096",10,"1",10,"85606938",10,"3027114",10,"466341",10,"276328",10,"3217127",10,"4376791",10,"420116",10,"796642",10,"4000265",10,"0",10,"0",10,"0",10,"0",10,"210312",10,"20789",10,"0",10,"231101",10,"34839415",10,"2892895",10,"1063331",10,"36668979",10,"16558839",10,"5332252",10,"241411",10,"430173",10,"3137224",10,"0",10,"0",10,"1063299",10,"26763198",10,"0",10,"21725499",10,"0",10,"0",13,"0",13,"0",10,"556718",10,"282709",10,"0",10,"22564926",10,"129093",10,"114524",13,"0",10,"0",10,"243617",10,"49571741",10,"18716870",10,"13190402",10,"4279150",13,"0",10,"1247318",10,"141809",10,"91390",10,"22313",13,"0",10,"28106",10,"1398542",10,"722497",10,"173301",13,"0",10,"502744",10,"3614914",10,"2085929",10,"585786",13,"0",10,"943199",10,"2492533",10,"1444557",10,"431462",13,"0",10,"616514",10,"5847108",10,"2858321",10,"912468",13,"0",10,"2076319",10,"4861042",10,"1617401",10,"419007",13,"0",10,"2824634",10,"2812513",10,"2812513",10,"3055649",30,"",30,"",30,"",10,"3055649",10,"2808903",10,"218931",10,"55802",13,"0",10,"2534170",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"159357",10,"159357",10,"0",10,"0",10,"0",10,"45909240",10,"22388785",10,"6879289",10,"2812513",10,"13828653",10,"3031927",10,"3031927",10,"959053",10,"0",10,"0",10,"0",10,"959053",10,"3990980",10,"0",10,"0",10,"0",10,"3990980",10,"49900220",10,"22388785",10,"6879289",10,"2812513",10,"17819633",10,"49571741",10,"49900220",10,"-328479",10,"37450263",10,"0",10,"37121784",10,"8780570",10,"10690777",10,"4302646",10,"210535",13,"0",13,"0",10,"35524",10,"851170",10,"5399875",10,"2344226",10,"0",10,"2344226",10,"3055649","1"
"151379",10,"21118868",10,"78511411",10,"31170820",10,"14553911",10,"61894502",10,"83013370",10,"2837085",10,"5670422",10,"8507507",10,"33934281",10,"2352899",10,"36287180",10,"44794687",10,"23851816",10,"5557665",10,"0",10,"8809202",10,"38218683",10,"1206900",10,"468659",10,"0",10,"1675559",10,"2339943",10,"0",10,"0",10,"2339943",10,"65848653",10,"202047",10,"1",10,"66050699",10,"3289353",10,"347776",10,"100473",10,"3536656",10,"5503148",10,"601591",10,"588735",10,"5516004",10,"0",10,"0",10,"0",10,"0",10,"933690",10,"9943523",10,"1",10,"10877212",10,"29244147",10,"2608672",10,"681999",10,"31170820",10,"20012855",10,"4237850",10,"141599",10,"263831",10,"4025163",10,"0",10,"0",10,"1762533",10,"30443831",13,"0",10,"24313299",13,"0",13,"0",13,"0",13,"0",10,"768219",10,"778731",10,"0",10,"25860249",10,"0",10,"255277",10,"0",10,"0",10,"255277",10,"56559357",10,"22758935",10,"15986334",10,"5053439",13,"0",10,"1719162",10,"55519",10,"37592",10,"12830",13,"0",10,"5097",10,"479961",10,"243799",10,"65925",13,"0",10,"170237",10,"2653436",10,"1629256",10,"451225",13,"0",10,"572955",10,"2877977",10,"1598181",10,"481510",13,"0",10,"798286",10,"9115311",10,"4118741",10,"1237990",13,"0",10,"3758580",10,"3051121",10,"1245123",10,"348127",13,"0",10,"1457871",10,"2559303",10,"2559303",10,"2131055",30,"",30,"",30,"",10,"2131055",10,"3770491",10,"534210",10,"132017",13,"0",10,"3104264",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"172479",10,"172479",10,"0",10,"0",10,"0",10,"49625588",10,"25565715",10,"7783063",10,"2559303",10,"13717507",10,"1311933",10,"1311933",10,"1699942",10,"0",10,"0",10,"0",10,"1699942",10,"3011875",10,"0",10,"0",10,"0",10,"3011875",10,"52637463",10,"25565715",10,"7783063",10,"2559303",10,"16729382",10,"56559357",10,"52637463",10,"3921894",10,"34296788",10,"1",10,"38218683",10,"13459342",10,"16311196",10,"3481936",10,"305630",13,"0",13,"0",10,"340983",10,"835715",10,"4964264",10,"2833209",10,"0",10,"2833209",10,"2131055","1"
"151388",10,"3696626",10,"37377640",10,"13773444",10,"1671438",10,"25275634",10,"28972260",10,"1644486",10,"2249115",10,"3893601",10,"12623120",10,"348558",10,"12971678",10,"16865279",10,"10363885",10,"1454754",10,"0",10,"288342",10,"12106981",10,"1188292",10,"407000",10,"0",10,"1595292",10,"958518",10,"614960",10,"0",10,"1573478",10,"32884004",10,"0",10,"0",10,"32884004",10,"678866",10,"84292",10,"27566",10,"735592",10,"1545940",10,"164878",10,"162126",10,"1548692",10,"0",10,"0",10,"0",10,"0",10,"99662",10,"-31786",10,"0",10,"67876",10,"12829405",10,"1130732",10,"186693",10,"13773444",10,"6929369",10,"4982208",10,"1402561",10,"211322",10,"1064442",10,"0",10,"0",10,"1525586",10,"16115488",13,"0",10,"9696166",13,"0",13,"0",13,"0",13,"0",10,"272303",10,"118932",10,"0",10,"10087401",10,"18991",10,"464529",10,"18485",10,"0",10,"502005",10,"26704894",10,"7982229",10,"5770226",10,"1852129",13,"0",10,"359874",10,"4234",10,"3730",10,"22",13,"0",10,"482",10,"3841746",10,"1377933",10,"352213",13,"0",10,"2111600",10,"1099811",10,"710106",10,"205891",13,"0",10,"183814",10,"1859621",10,"1214537",10,"377644",13,"0",10,"267440",10,"3183085",10,"1564994",10,"468189",13,"0",10,"1149902",10,"1503211",10,"380702",10,"99759",13,"0",10,"1022750",10,"1135317",10,"1135317",10,"2006291",30,"",30,"",30,"",10,"2006291",10,"1268311",10,"192007",10,"48628",13,"0",10,"1027676",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"138197",10,"138197",10,"0",10,"0",10,"0",10,"24022053",10,"11352432",10,"3404475",10,"1135317",10,"8129829",10,"854467",10,"854467",10,"310610",10,"0",10,"0",10,"0",10,"310610",10,"1165077",10,"0",10,"0",10,"0",10,"1165077",10,"25187130",10,"11352432",10,"3404475",10,"1135317",10,"9294906",10,"26704894",10,"25187130",10,"1517764",10,"10589217",10,"0",10,"12106981",10,"6440109",10,"6359967",10,"2481675",10,"107791",13,"0",13,"0",10,"198245",10,"199567",10,"2987278",10,"980987",10,"0",10,"980987",10,"2006291","1"
"151537",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"676992",10,"0",10,"0",10,"0",10,"0",30,"",30,"",10,"0",10,"676992",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"676992",10,"456231",10,"396766",10,"55465",10,"0",10,"4000",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"159897",10,"134367",10,"25530",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"616128",10,"531133",10,"80995",10,"0",10,"4000",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"616128",10,"531133",10,"80995",10,"0",10,"4000",10,"676992",10,"616128",10,"60864",30,"",30,"",30,"",30,"",30,"",10,"160869",10,"0",10,"0",10,"0",10,"0",10,"0",10,"160869",10,"160869",10,"0",10,"160869",10,"0","2"
"152248",10,"59484716",10,"125291583",10,"49672623",10,"11065655",10,"86684615",10,"146169331",10,"1509081",10,"6929973",10,"8439054",10,"46719934",10,"1820036",10,"48539970",10,"56979024",10,"28818660",10,"11074322",10,"6129397",10,"43167928",10,"89190307",10,"3752343",10,"141775",10,"0",10,"3894118",10,"2580303",10,"0",10,"0",10,"2580303",10,"107370163",10,"1483985",10,"0",10,"108854148",10,"10503251",10,"698035",10,"937666",10,"10263620",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"537625",10,"1128111",10,"537625",10,"1128111",10,"45652960",10,"4689750",10,"670087",10,"49672623",10,"37531404",10,"11045591",10,"693290",10,"350396",10,"4721148",10,"0",10,"0",10,"3124207",10,"57466036",10,"0",10,"28527603",10,"150708",10,"0",10,"0",10,"0",10,"540172",10,"2317272",10,"348382",10,"31884137",10,"463244",10,"174298",10,"571770",10,"0",10,"1209312",10,"90559485",10,"40327411",10,"27988359",10,"7992049",10,"0",10,"4347003",10,"1396030",10,"714594",10,"157823",10,"0",10,"523613",10,"2599116",10,"1252593",10,"277477",10,"0",10,"1069046",10,"1868332",10,"797746",10,"315006",10,"0",10,"755580",10,"4825705",10,"2710015",10,"1054104",10,"0",10,"1061586",10,"9907243",10,"5527651",10,"2663509",10,"0",10,"1716083",10,"8754950",10,"2580800",10,"925950",10,"0",10,"5248200",10,"4689750",10,"4689750",10,"4336928",30,"",30,"",30,"",10,"4336928",10,"3239551",10,"1227139",10,"338251",10,"0",10,"1674161",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"118360",10,"0",10,"0",10,"0",10,"118360",10,"82063376",10,"42798897",10,"13724169",10,"4689750",10,"20850560",10,"2017350",10,"2017350",10,"891054",10,"0",10,"0",10,"0",10,"891054",10,"2908404",10,"0",10,"0",10,"0",10,"2908404",10,"84971780",10,"42798897",10,"13724169",10,"4689750",10,"23758964",10,"90559485",10,"84971780",10,"5587705",10,"83602602",10,"0",10,"89190307",10,"9958778",10,"12145351",10,"6894371",10,"178802",10,"0",10,"0",10,"1768327",10,"201186",10,"9042686",10,"4540790",10,"164968",10,"4705758",10,"4336928","1"
"152266",10,"13005675",10,"32955145",10,"17581623",10,"2283935",10,"17657457",10,"30663132",10,"100043",10,"2764544",10,"2864587",10,"0",10,"439574",10,"439574",10,"3304161",10,"15657935",10,"2640363",10,"1458015",10,"7602658",10,"27358971",10,"1215866",10,"221245",10,"0",10,"1437111",10,"1074290",13,"0",10,"0",10,"1074290",10,"27893566",10,"8547",10,"0",10,"27902113",10,"2648136",10,"200478",10,"212043",10,"2636571",10,"0",13,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"0",10,"266567",10,"23566",10,"617",10,"289516",10,"16564956",10,"1172080",10,"155413",10,"17581623",10,"12652447",10,"3705694",10,"193750",10,"40847",10,"1151547",10,"0",10,"0",10,"759864",10,"18504149",10,"0",10,"10579692",10,"0",10,"0",10,"0",10,"0",10,"464300",10,"542146",10,"260554",10,"11846692",10,"135009",10,"0",10,"441845",10,"0",10,"576854",10,"30927695",10,"12763195",10,"9091386",10,"2710557",10,"0",10,"961252",10,"81530",10,"21444",10,"10582",13,"0",10,"49504",10,"1576986",10,"647033",10,"234300",13,"0",10,"695653",10,"481479",10,"221475",10,"93569",10,"0",10,"166435",10,"1490003",10,"979122",10,"363764",10,"0",10,"147117",10,"6711981",10,"3589634",10,"1538540",10,"0",10,"1583807",10,"3651725",10,"1447740",10,"509729",10,"0",10,"1694256",10,"1172080",10,"1172080",10,"1598622",30,"",30,"",30,"",10,"1598622",10,"954350",10,"391529",10,"80094",13,"0",10,"482727",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"56632",10,"0",10,"0",10,"0",10,"56632",10,"30538583",10,"16389363",10,"5541135",10,"1172080",10,"7436005",10,"9030",10,"9030",10,"836539",10,"0",10,"0",10,"0",10,"836539",10,"845569",10,"0",10,"0",10,"0",10,"845569",10,"31384152",10,"16389363",10,"5541135",10,"1172080",10,"8281574",10,"30927695",10,"31384152",10,"-456457",10,"27815428",10,"0",10,"27358971",10,"1356657",10,"2084901",10,"2690849",10,"0",10,"0",10,"0",10,"783098",10,"130688",10,"3604635",10,"2006013",10,"0",10,"2006013",10,"1598622","1"
"152637",10,"70082921",10,"205095074",10,"78251137",10,"44488704",10,"171332641",10,"241415562",10,"2595000",10,"13464359",10,"16059359",10,"57356232",10,"1178721",10,"58534953",10,"74594312",10,"66813738",10,"13747573",10,"2355216",10,"83904723",10,"166821250",10,"11427531",10,"1578393",10,"22298",10,"12983626",10,"0",13,"0",10,"0",13,"0",10,"145181630",10,"6844800",10,"0",10,"152026430",10,"38123304",10,"3777457",10,"4074947",10,"37825814",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"5227943",10,"3899507",10,"6868246",10,"2259204",10,"75520590",10,"6669142",10,"3938595",10,"78251137",10,"23006180",10,"13506236",10,"5519302",10,"5112591",10,"14880049",13,"0",13,"0",10,"408686",10,"62433044",13,"0",10,"40525974",13,"0",13,"0",13,"0",13,"0",10,"604370",10,"5335039",10,"0",10,"46465383",10,"2004200",13,"0",13,"0",10,"0",10,"2004200",10,"110902627",10,"36303955",10,"23606409",10,"7074252",13,"0",10,"5623294",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13717508",10,"5346314",10,"1836490",13,"0",10,"6534704",10,"1711074",10,"883056",10,"302316",13,"0",10,"525702",10,"4323606",10,"2281746",10,"761239",13,"0",10,"1280621",10,"8104461",10,"3282518",10,"2996934",13,"0",10,"1825009",10,"8012163",10,"2770554",10,"958630",13,"0",10,"4282979",10,"6669142",10,"6669142",10,"4335781",30,"",30,"",30,"",10,"4335781",10,"12089530",10,"2828944",10,"888889",13,"0",10,"8371697",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"95267220",10,"40999541",10,"14818750",10,"6669142",10,"32779787",10,"2512247",10,"2512247",10,"265448",10,"0",10,"0",10,"0",10,"265448",10,"2777695",10,"0",10,"0",10,"0",10,"2777695",10,"98044915",10,"40999541",10,"14818750",10,"6669142",10,"35557482",10,"110902627",10,"98044915",10,"12857712",10,"153963538",10,"0",10,"166821250",10,"25625634",10,"26872059",10,"6334645",10,"234288",10,"3274371",13,"0",10,"393907",10,"1497330",10,"11734541",10,"5356134",10,"2042626",10,"7398760",10,"4335781","1"
"153214",10,"125749163",10,"102599677",10,"41427261",10,"34455463",10,"95627879",10,"221377042",10,"10014561",10,"48444224",10,"58458785",10,"59237485",10,"18685099",10,"77922584",10,"136381369",10,"59549387",10,"14428098",10,"755088",10,"10263100",10,"84995673",10,"6417429",10,"291497",10,"0",10,"6708926",10,"12447190",10,"113900",10,"0",10,"12561090",10,"72569647",10,"6685121",10,"0",10,"79254768",10,"10279072",10,"1377068",10,"872321",10,"10783819",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"5364131",10,"1676935",10,"6328021",10,"713045",10,"38978673",10,"3285822",10,"837234",10,"41427261",10,"24597700",10,"16061228",10,"11623679",13,"0",10,"8914656",30,"",30,"",10,"5774560",10,"66971823",13,"0",10,"26443984",10,"17904105",13,"0",13,"0",13,"0",10,"188305",10,"3672675",10,"0",10,"48209069",13,"0",13,"0",13,"0",10,"10959",10,"10959",10,"115191851",10,"48026942",10,"37787532",13,"0",13,"0",10,"10239410",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5891004",10,"4270422",13,"0",13,"0",10,"1620582",10,"9536639",10,"7534227",13,"0",13,"0",10,"2002412",10,"16290829",10,"11359998",13,"0",13,"0",10,"4930831",10,"10943595",10,"3390731",13,"0",13,"0",10,"7552864",10,"3285822",10,"3285822",13,"0",30,"",30,"",30,"",13,"0",10,"9762215",10,"2005777",13,"0",13,"0",10,"7756438",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",13,"0",10,"0",10,"0",10,"103737046",10,"66348687",13,"0",10,"3285822",10,"34102537",10,"3046835",10,"3046835",10,"35087",10,"0",10,"0",10,"0",10,"35087",10,"3081922",10,"0",13,"0",10,"0",10,"3081922",10,"106818968",10,"66348687",13,"0",10,"3285822",10,"37184459",10,"115191851",10,"106818968",10,"8372883",10,"76622790",10,"0",10,"84995673",10,"2633868",10,"2637278",10,"9466518",10,"501740",10,"480564",13,"0",10,"161999",10,"905256",10,"11516077",10,"10154237",10,"1361840",10,"11516077",13,"0","1"
"153296",10,"13972541",10,"14863466",10,"5891970",10,"604113",10,"9575609",10,"23548150",10,"1101799",10,"4770457",10,"5872256",10,"10488897",10,"257013",10,"10745910",10,"16618166",10,"5620236",10,"514868",10,"100450",10,"694430",10,"6929984",10,"427646",10,"1197154",10,"1",10,"1624799",10,"0",10,"0",10,"0",10,"0",10,"11306416",10,"83195",10,"1",10,"11389610",10,"1482283",10,"366773",10,"0",10,"1849056",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5480557",10,"411412",10,"0",10,"5891969",10,"2454367",10,"1885481",10,"322867",10,"0",10,"1175954",30,"",30,"",10,"1068309",10,"6906978",10,"0",10,"3106109",10,"1130288",10,"961315",10,"140454",10,"0",10,"465915",10,"331727",10,"0",10,"6135808",10,"0",10,"0",10,"0",10,"0",10,"0",10,"13042786",10,"4209957",10,"2442592",10,"739536",10,"0",10,"1027829",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"938519",10,"550539",10,"199140",10,"0",10,"188840",10,"952140",10,"578311",10,"220730",10,"0",10,"153099",10,"2137340",10,"856656",10,"279275",10,"0",10,"1001409",10,"984122",10,"23800",10,"1798",10,"0",10,"958524",10,"411412",10,"411412",10,"1514969",30,"",30,"",30,"",10,"1514969",10,"1237852",10,"109393",10,"44428",10,"0",10,"1084031",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"264831",10,"0",10,"1",10,"0",10,"264830",10,"12651142",10,"4561291",10,"1484908",10,"411412",10,"6193531",10,"368108",10,"368108",10,"0",10,"0",10,"0",10,"0",10,"0",10,"368108",10,"0",10,"0",10,"0",10,"368108",10,"13019250",10,"4561291",10,"1484908",10,"411412",10,"6561639",10,"13042786",10,"13019250",10,"23536",10,"6906448",10,"0",10,"6929984",30,"",30,"",10,"894171",10,"67144",10,"140454",10,"0",10,"465915",10,"199404",10,"1767088",10,"252119",10,"0",10,"252119",10,"1514969","2"
"153311",10,"73087192",10,"60792591",10,"30331887",10,"15219849",10,"45680553",10,"118767745",10,"5285000",10,"17543209",10,"22828209",10,"44527500",10,"973412",10,"45500912",10,"68329121",10,"28439696",10,"4011853",10,"404468",10,"17582607",10,"50438624",10,"2316127",10,"0",10,"0",10,"2316127",10,"0",13,"0",10,"0",13,"0",10,"53087706",10,"2543846",10,"0",10,"55631552",10,"5038504",10,"378708",10,"256173",10,"5161039",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"28999416",10,"1588644",10,"256173",10,"30331887",10,"12275482",10,"11376763",10,"7194237",10,"300828",10,"3592988",30,"",30,"",10,"1977227",10,"36717525",10,"0",10,"15551674",10,"6146983",10,"0",10,"0",10,"0",10,"0",10,"2639134",10,"0",10,"24337791",10,"0",10,"0",10,"0",10,"0",10,"0",10,"61055316",10,"18286203",10,"11734486",10,"2763023",13,"0",10,"3788694",10,"0",10,"0",10,"0",13,"0",10,"0",10,"10740106",10,"2768635",10,"1275110",13,"0",10,"6696361",10,"3554123",10,"1969146",10,"392769",13,"0",10,"1192208",10,"3361179",10,"2569435",10,"614296",13,"0",10,"177448",10,"9264382",10,"3623957",10,"1013039",13,"0",10,"4627386",10,"4219199",10,"738158",10,"221635",13,"0",10,"3259406",10,"1588644",10,"1588644",10,"1451203",30,"",30,"",30,"",10,"1451203",10,"4894429",10,"592251",10,"174239",13,"0",10,"4127939",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"663469",10,"0",10,"0",10,"0",10,"663469",10,"58022937",10,"23996068",10,"6454111",10,"1588644",10,"25984114",10,"253454",10,"253454",10,"0",10,"0",10,"0",10,"0",10,"0",10,"253454",10,"0",10,"0",10,"0",10,"253454",10,"58276391",10,"23996068",10,"6454111",10,"1588644",10,"26237568",10,"61055316",10,"58276391",10,"2778925",10,"47659699",10,"0",10,"50438624",30,"",30,"",10,"5708636",10,"173950",10,"229078",10,"0",10,"884915",10,"47084",10,"7043663",10,"4374511",10,"1217949",10,"5592460",10,"1451203","2"
"153445",10,"60332671",10,"49571868",10,"20123267",10,"4968270",10,"34416871",10,"94749542",10,"4670000",10,"17423891",10,"22093891",10,"17415000",10,"932343",10,"18347343",10,"40441234",10,"22864090",10,"17840490",10,"0",10,"13603728",10,"54308308",10,"379179",13,"0",10,"0",10,"379179",10,"4770755",10,"2278799",10,"55454",10,"6994100",10,"32064780",13,"0",10,"0",10,"32064780",10,"7883978",10,"1117042",10,"367510",10,"8633510",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"0",13,"0",10,"767484",10,"1464872",10,"732057",10,"1500299",10,"18958310",10,"1547584",10,"382627",10,"20123267",10,"9064604",10,"7900156",10,"3090789",10,"29973",10,"2469717",30,"",30,"",10,"1870203",10,"24425442",10,"0",10,"12318253",10,"6759565",10,"0",10,"0",10,"0",10,"27000",10,"2290173",10,"2913",10,"21397904",10,"0",10,"0",10,"0",10,"0",10,"0",10,"45823346",10,"19329723",10,"11281521",10,"3813597",13,"0",10,"4234605",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"786252",10,"393838",10,"136100",13,"0",10,"256314",10,"2065897",10,"1290446",10,"479002",13,"0",10,"296449",10,"7662549",10,"2535237",10,"993229",13,"0",10,"4134083",10,"3553887",10,"881315",10,"463034",13,"0",10,"2209538",10,"1547584",10,"1547584",10,"607306",30,"",30,"",30,"",10,"607306",10,"2747075",10,"241264",10,"86668",13,"0",10,"2419143",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"794682",10,"375297",10,"134816",10,"0",10,"284569",10,"39094955",10,"16998918",10,"6106446",10,"1547584",10,"14442007",10,"1063745",10,"1063745",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1063745",10,"0",10,"0",10,"0",10,"1063745",10,"40158700",10,"16998918",10,"6106446",10,"1547584",10,"15505752",10,"45823346",10,"40158700",10,"5664646",10,"48633451",10,"10211",10,"54308308",10,"847924",10,"872006",10,"4658094",10,"195209",10,"239190",13,"0",10,"449423",10,"0",10,"5541916",10,"4625218",10,"309392",10,"4934610",10,"607306","1"
