unitid,efcstate,line,"xefres01",efres01,"xefres02",efres02
"101028","6","6",10,"1",10,"1"
"101028","9","9",10,"1",13,"0"
"101028","13","13",10,"96",10,"53"
"101028","58","999",10,"345",10,"210"
"101028","98","98",10,"3",30,""
"101028","99","99",10,"348",10,"210"
"101073","1","1",10,"176",10,"122"
"101073","12","12",10,"33",10,"30"
"101073","13","13",10,"26",10,"18"
"101073","22","22",10,"10",10,"4"
"101073","26","26",10,"8",10,"3"
"101073","28","28",10,"15",10,"6"
"101073","58","999",10,"268",10,"183"
"101073","90","90",10,"43",13,"0"
"101073","98","98",10,"36",30,""
"101073","99","99",10,"347",10,"183"
"101116","1","1",10,"84",10,"26"
"101116","12","12",10,"1",10,"1"
"101116","54","54",10,"1",10,"1"
"101116","58","999",10,"86",10,"28"
"101116","99","99",10,"86",10,"28"
"101143","1","1",10,"459",10,"279"
"101143","12","12",10,"15",10,"13"
"101143","13","13",10,"1",10,"1"
"101143","36","36",10,"1",10,"1"
"101143","37","37",10,"1",10,"0"
"101143","48","48",10,"2",10,"2"
"101143","57","57",10,"56",10,"33"
"101143","58","999",10,"535",10,"329"
"101143","99","99",10,"535",10,"329"
"101161","1","1",10,"970",10,"716"
"101161","10","10",10,"1",10,"1"
"101161","12","12",10,"11",10,"7"
"101161","13","13",10,"3",10,"3"
"101161","18","18",10,"2",10,"2"
"101161","21","21",10,"1",10,"1"
"101161","26","26",10,"2",10,"0"
"101161","28","28",10,"9",10,"9"
"101161","29","29",10,"1",10,"1"
"101161","39","39",10,"1",10,"1"
"101161","47","47",10,"3",10,"3"
"101161","48","48",10,"1",10,"1"
"101161","57","57",10,"30",10,"22"
"101161","58","999",10,"1035",10,"767"
"101161","99","99",10,"1035",10,"767"
"101189","1","1",10,"187",10,"147"
"101189","5","5",10,"1",10,"1"
"101189","12","12",10,"14",10,"9"
"101189","13","13",10,"35",10,"30"
"101189","18","18",10,"1",10,"1"
"101189","19","19",10,"1",10,"1"
"101189","21","21",10,"1",13,"0"
"101189","26","26",10,"2",10,"1"
"101189","28","28",10,"1",10,"1"
"101189","29","29",10,"2",13,"0"
"101189","37","37",10,"3",10,"3"
"101189","39","39",10,"4",10,"3"
"101189","42","42",10,"1",10,"1"
"101189","45","45",10,"4",10,"3"
"101189","47","47",10,"9",10,"4"
"101189","48","48",10,"2",10,"2"
"101189","51","51",10,"5",10,"3"
"101189","54","54",10,"2",10,"1"
"101189","58","999",10,"275",10,"211"
"101189","90","90",10,"7",10,"4"
"101189","98","98",10,"55",30,""
"101189","99","99",10,"337",10,"215"
"101240","1","1",10,"1487",10,"1046"
"101240","13","13",10,"10",10,"7"
"101240","18","18",10,"1",10,"1"
"101240","21","21",10,"1",13,"0"
"101240","22","22",10,"2",13,"0"
"101240","25","25",10,"1",13,"0"
"101240","41","41",10,"1",13,"0"
"101240","47","47",10,"2",10,"2"
"101240","48","48",10,"2",10,"1"
"101240","51","51",10,"2",13,"0"
"101240","55","55",10,"1",13,"0"
"101240","58","999",10,"1510",10,"1057"
"101240","90","90",10,"29",10,"2"
"101240","99","99",10,"1539",10,"1059"
"101286","1","1",10,"835",10,"485"
"101286","12","12",10,"10",10,"8"
"101286","13","13",10,"13",10,"7"
"101286","17","17",10,"1",10,"1"
"101286","18","18",10,"1",10,"1"
"101286","36","36",10,"4",10,"2"
"101286","37","37",10,"1",13,"0"
"101286","39","39",10,"1",10,"1"
"101286","57","57",10,"102",10,"75"
"101286","58","999",10,"968",10,"580"
"101286","99","99",10,"968",10,"580"
"101295","1","1",10,"1025",10,"758"
"101295","5","5",10,"1",10,"1"
"101295","12","12",10,"3",10,"2"
"101295","13","13",10,"7",10,"6"
"101295","17","17",10,"1",10,"0"
"101295","22","22",10,"1",10,"1"
"101295","28","28",10,"2",10,"2"
"101295","47","47",10,"4",10,"4"
"101295","51","51",10,"1",10,"1"
"101295","57","57",10,"141",10,"98"
"101295","58","999",10,"1186",10,"873"
"101295","99","99",10,"1186",10,"873"
"101301","1","1",10,"467",10,"289"
"101301","26","26",10,"1",10,"1"
"101301","58","999",10,"468",10,"290"
"101301","98","98",10,"8",30,""
"101301","99","99",10,"476",10,"290"
"101365","1","1",10,"67",20,"10"
"101365","13","13",10,"1",20,"0"
"101365","58","999",10,"68",20,"10"
"101365","99","99",10,"68",20,"10"
"101435","1","1",10,"198",10,"194"
"101435","4","4",10,"1",10,"1"
"101435","5","5",10,"1",10,"1"
"101435","12","12",10,"23",10,"23"
"101435","13","13",10,"19",10,"19"
"101435","22","22",10,"1",10,"1"
"101435","26","26",10,"1",10,"1"
"101435","28","28",10,"3",10,"3"
"101435","34","34",10,"2",10,"2"
"101435","36","36",10,"1",10,"1"
"101435","47","47",10,"1",10,"1"
"101435","51","51",10,"1",10,"1"
"101435","58","999",10,"252",10,"248"
"101435","90","90",10,"1",10,"1"
"101435","99","99",10,"253",10,"249"
"101453","1","1",10,"3",10,"2"
"101453","47","47",10,"2",10,"2"
"101453","58","999",10,"5",10,"4"
"101453","98","98",10,"1",30,""
"101453","99","99",10,"6",10,"4"
"101462","1","1",10,"200",10,"18"
"101462","2","2",10,"1",10,"0"
"101462","26","26",10,"1",10,"1"
"101462","36","36",10,"2",10,"0"
"101462","47","47",10,"4",10,"1"
"101462","57","57",10,"18",10,"3"
"101462","58","999",10,"226",10,"23"
"101462","99","99",10,"226",10,"23"
"101471","1","1",10,"312",10,"20"
"101471","58","999",10,"312",10,"20"
"101471","99","99",10,"312",10,"20"
"101480","1","1",10,"962",10,"875"
"101480","4","4",10,"1",10,"1"
"101480","6","6",10,"4",10,"2"
"101480","8","8",10,"1",13,"0"
"101480","12","12",10,"12",10,"12"
"101480","13","13",10,"267",10,"250"
"101480","17","17",10,"2",10,"1"
"101480","18","18",10,"1",10,"1"
"101480","20","20",10,"1",10,"1"
"101480","21","21",10,"1",10,"1"
"101480","22","22",10,"2",10,"1"
"101480","24","24",10,"3",10,"3"
"101480","26","26",10,"2",10,"2"
"101480","32","32",10,"1",10,"1"
"101480","33","33",10,"1",10,"1"
"101480","39","39",10,"3",10,"3"
"101480","45","45",10,"1",10,"1"
"101480","47","47",10,"4",10,"3"
"101480","48","48",10,"8",10,"7"
"101480","51","51",10,"3",10,"2"
"101480","55","55",10,"1",13,"0"
"101480","57","57",10,"18",10,"7"
"101480","58","999",10,"1299",10,"1175"
"101480","99","99",10,"1299",10,"1175"
"101499","1","1",10,"333",10,"159"
"101499","12","12",10,"32",10,"2"
"101499","22","22",10,"2",13,"0"
"101499","28","28",10,"1",13,"0"
"101499","51","51",10,"2",10,"1"
"101499","58","999",10,"370",10,"162"
"101499","99","99",10,"370",10,"162"
"101505","1","1",10,"1514",10,"1043"
"101505","12","12",10,"3",10,"2"
"101505","13","13",10,"4",10,"2"
"101505","17","17",10,"2",10,"1"
"101505","21","21",10,"1",13,"0"
"101505","28","28",10,"3",10,"1"
"101505","32","32",10,"1",13,"0"
"101505","36","36",10,"1",10,"1"
"101505","45","45",10,"1",13,"0"
"101505","47","47",10,"1",10,"1"
"101505","48","48",10,"3",10,"1"
"101505","51","51",10,"1",13,"0"
"101505","58","999",10,"1535",10,"1052"
"101505","98","98",10,"10",30,""
"101505","99","99",10,"1545",10,"1052"
"101514","1","1",10,"1719",10,"1066"
"101514","13","13",10,"1",10,"1"
"101514","17","17",10,"1",13,"0"
"101514","28","28",10,"1",13,"0"
"101514","47","47",10,"23",10,"11"
"101514","48","48",10,"1",13,"0"
"101514","58","999",10,"1746",10,"1078"
"101514","98","98",10,"3",30,""
"101514","99","99",10,"1749",10,"1078"
"101541","1","1",10,"74",10,"72"
"101541","12","12",10,"5",10,"5"
"101541","13","13",10,"2",10,"2"
"101541","21","21",10,"1",10,"1"
"101541","27","27",10,"1",10,"1"
"101541","28","28",10,"9",10,"9"
"101541","29","29",10,"2",10,"2"
"101541","37","37",10,"1",10,"1"
"101541","58","999",10,"95",10,"93"
"101541","99","99",10,"95",10,"93"
"101569","1","1",10,"906",10,"477"
"101569","6","6",10,"1",10,"0"
"101569","13","13",10,"7",10,"6"
"101569","22","22",10,"2",10,"1"
"101569","26","26",10,"1",10,"1"
"101569","28","28",10,"2",10,"2"
"101569","47","47",10,"4",10,"3"
"101569","57","57",10,"2",10,"1"
"101569","58","999",10,"925",10,"491"
"101569","99","99",10,"925",10,"491"
"101587","1","1",10,"254",10,"254"
"101587","6","6",10,"1",10,"1"
"101587","8","8",10,"1",10,"1"
"101587","9","9",10,"2",10,"2"
"101587","12","12",10,"6",10,"6"
"101587","13","13",10,"4",10,"4"
"101587","17","17",10,"2",10,"2"
"101587","26","26",10,"1",10,"1"
"101587","28","28",10,"31",10,"31"
"101587","39","39",10,"1",10,"1"
"101587","40","40",10,"1",10,"1"
"101587","47","47",10,"4",10,"4"
"101587","48","48",10,"1",10,"1"
"101587","58","999",10,"309",10,"309"
"101587","98","98",10,"1",30,""
"101587","99","99",10,"310",10,"309"
"101602","1","1",10,"282",10,"206"
"101602","12","12",10,"11",10,"9"
"101602","13","13",10,"4",10,"4"
"101602","18","18",10,"1",10,"1"
"101602","22","22",10,"1",10,"1"
"101602","28","28",10,"1",10,"1"
"101602","57","57",10,"9",10,"8"
"101602","58","999",10,"309",10,"230"
"101602","99","99",10,"309",10,"230"
"101648","1","1",10,"66",10,"60"
"101648","2","2",10,"2",10,"2"
"101648","4","4",10,"2",10,"2"
"101648","5","5",10,"1",10,"1"
"101648","6","6",10,"10",10,"10"
"101648","8","8",10,"7",10,"7"
"101648","9","9",10,"4",10,"3"
"101648","12","12",10,"26",10,"25"
"101648","13","13",10,"17",10,"17"
"101648","15","15",10,"1",10,"0"
"101648","17","17",10,"2",10,"2"
"101648","19","19",10,"3",10,"3"
"101648","20","20",10,"1",10,"1"
"101648","21","21",10,"3",10,"3"
"101648","22","22",10,"3",10,"3"
"101648","24","24",10,"4",10,"3"
"101648","25","25",10,"3",10,"2"
"101648","26","26",10,"10",10,"10"
"101648","27","27",10,"2",10,"2"
"101648","28","28",10,"8",10,"7"
"101648","29","29",10,"2",10,"2"
"101648","34","34",10,"3",10,"3"
"101648","35","35",10,"1",10,"1"
"101648","36","36",10,"1",10,"1"
"101648","37","37",10,"6",10,"5"
"101648","39","39",10,"9",10,"9"
"101648","40","40",10,"2",10,"2"
"101648","42","42",10,"5",10,"5"
"101648","45","45",10,"5",10,"5"
"101648","47","47",10,"14",10,"8"
"101648","48","48",10,"22",10,"20"
"101648","49","49",10,"1",10,"1"
"101648","51","51",10,"14",10,"13"
"101648","53","53",10,"4",10,"4"
"101648","55","55",10,"4",10,"2"
"101648","57","57",10,"1",10,"1"
"101648","58","999",10,"269",10,"245"
"101648","72","72",10,"2",10,"2"
"101648","89","999",10,"2",10,"2"
"101648","99","99",10,"271",10,"247"
"101675","1","1",10,"720",10,"3"
"101675","4","4",10,"11",10,"0"
"101675","6","6",10,"14",10,"2"
"101675","9","9",10,"1",10,"0"
"101675","12","12",10,"25",10,"0"
"101675","13","13",10,"62",10,"1"
"101675","17","17",10,"25",10,"0"
"101675","18","18",10,"12",10,"4"
"101675","19","19",10,"2",10,"0"
"101675","20","20",10,"1",10,"0"
"101675","22","22",10,"7",10,"0"
"101675","25","25",10,"5",10,"0"
"101675","26","26",10,"8",13,"0"
"101675","28","28",10,"11",13,"0"
"101675","29","29",10,"1",13,"0"
"101675","31","31",10,"1",10,"0"
"101675","34","34",10,"1",13,"0"
"101675","35","35",10,"1",10,"0"
"101675","36","36",10,"4",10,"0"
"101675","37","37",10,"2",10,"0"
"101675","39","39",10,"6",10,"0"
"101675","40","40",10,"2",10,"0"
"101675","41","41",10,"1",10,"0"
"101675","42","42",10,"3",13,"0"
"101675","45","45",10,"1",10,"0"
"101675","46","46",10,"1",10,"0"
"101675","47","47",10,"9",10,"0"
"101675","48","48",10,"1",10,"0"
"101675","57","57",10,"415",10,"19"
"101675","58","999",10,"1353",10,"29"
"101675","99","99",10,"1353",10,"29"
"101693","1","1",10,"181",10,"177"
"101693","4","4",10,"1",10,"1"
"101693","6","6",10,"1",10,"1"
"101693","12","12",10,"20",10,"15"
"101693","13","13",10,"4",10,"3"
"101693","17","17",10,"1",10,"0"
"101693","22","22",10,"11",10,"10"
"101693","28","28",10,"11",10,"9"
"101693","29","29",10,"1",10,"1"
"101693","36","36",10,"1",10,"1"
"101693","37","37",10,"1",10,"0"
"101693","48","48",10,"5",10,"4"
"101693","51","51",10,"1",10,"1"
"101693","57","57",10,"1",10,"1"
"101693","58","999",10,"240",10,"224"
"101693","90","90",10,"10",10,"1"
"101693","98","98",10,"1",30,""
"101693","99","99",10,"251",10,"225"
"101709","1","1",10,"504",10,"442"
"101709","12","12",10,"1",10,"1"
"101709","13","13",10,"4",10,"4"
"101709","21","21",10,"1",10,"1"
"101709","22","22",10,"2",10,"2"
"101709","28","28",10,"1",10,"1"
"101709","37","37",10,"1",10,"1"
"101709","39","39",10,"1",10,"1"
"101709","47","47",10,"2",10,"2"
"101709","48","48",10,"1",10,"1"
"101709","58","999",10,"518",10,"456"
"101709","99","99",10,"518",10,"456"
"101736","1","1",10,"817",10,"599"
"101736","13","13",10,"1",10,"1"
"101736","24","24",10,"3",10,"3"
"101736","28","28",10,"6",10,"3"
"101736","34","34",10,"1",10,"1"
"101736","47","47",10,"20",10,"14"
"101736","57","57",10,"15",10,"10"
"101736","58","999",10,"863",10,"631"
"101736","99","99",10,"863",10,"631"
"101879","1","1",10,"847",10,"813"
"101879","5","5",10,"1",10,"1"
"101879","6","6",10,"1",10,"1"
"101879","8","8",10,"2",10,"1"
"101879","12","12",10,"9",10,"9"
"101879","13","13",10,"3",10,"2"
"101879","17","17",10,"1",10,"1"
"101879","21","21",10,"2",10,"2"
"101879","22","22",10,"1",10,"1"
"101879","25","25",10,"3",10,"3"
"101879","26","26",10,"1",10,"1"
"101879","28","28",10,"22",10,"22"
"101879","36","36",10,"1",10,"1"
"101879","37","37",10,"1",10,"1"
"101879","39","39",10,"5",10,"5"
"101879","45","45",10,"1",10,"1"
"101879","47","47",10,"68",10,"67"
"101879","51","51",10,"3",10,"3"
"101879","53","53",10,"1",10,"1"
"101879","58","999",10,"973",10,"936"
"101879","90","90",10,"42",10,"0"
"101879","99","99",10,"1015",10,"936"
"101897","1","1",10,"696",10,"476"
"101897","13","13",10,"8",10,"6"
"101897","47","47",10,"1",10,"1"
"101897","58","999",10,"705",10,"483"
"101897","99","99",10,"705",10,"483"
"101912","1","1",10,"50",10,"44"
"101912","4","4",10,"2",10,"2"
"101912","5","5",10,"1",10,"1"
"101912","6","6",10,"26",10,"22"
"101912","8","8",10,"3",10,"3"
"101912","9","9",10,"4",10,"3"
"101912","10","10",10,"1",13,"0"
"101912","11","11",10,"2",10,"2"
"101912","12","12",10,"52",10,"48"
"101912","13","13",10,"44",10,"41"
"101912","17","17",10,"16",10,"13"
"101912","18","18",10,"4",10,"4"
"101912","20","20",10,"2",10,"2"
"101912","21","21",10,"5",10,"4"
"101912","22","22",10,"1",10,"1"
"101912","24","24",10,"26",10,"25"
"101912","25","25",10,"14",10,"13"
"101912","26","26",10,"17",10,"17"
"101912","27","27",10,"9",10,"7"
"101912","28","28",10,"2",10,"2"
"101912","29","29",10,"13",10,"12"
"101912","31","31",10,"1",10,"1"
"101912","32","32",10,"2",10,"2"
"101912","34","34",10,"27",10,"23"
"101912","36","36",10,"55",10,"51"
"101912","37","37",10,"8",10,"8"
"101912","39","39",10,"13",10,"13"
"101912","40","40",10,"1",10,"1"
"101912","42","42",10,"14",10,"13"
"101912","45","45",10,"1",10,"1"
"101912","47","47",10,"17",10,"15"
"101912","48","48",10,"22",10,"21"
"101912","51","51",10,"9",10,"8"
"101912","55","55",10,"1",10,"1"
"101912","58","999",10,"465",10,"424"
"101912","78","78",10,"9",10,"9"
"101912","89","999",10,"9",10,"9"
"101912","90","90",10,"12",13,"0"
"101912","98","98",10,"1",30,""
"101912","99","99",10,"487",10,"433"
"101949","1","1",10,"383",10,"299"
"101949","12","12",10,"5",10,"5"
"101949","13","13",10,"8",10,"8"
"101949","22","22",10,"2",10,"2"
"101949","28","28",10,"1",10,"1"
"101949","57","57",10,"38",10,"34"
"101949","58","999",10,"437",10,"349"
"101949","99","99",10,"437",10,"349"
"101958","1","1",10,"3",10,"1"
"101958","58","999",10,"3",10,"1"
"101958","98","98",10,"1",30,""
"101958","99","99",10,"4",10,"1"
"101994","1","1",10,"120",10,"81"
"101994","12","12",10,"2",13,"0"
"101994","58","999",10,"122",10,"81"
