unitid,"xf2a01",f2a01,"xf2a02",f2a02,"xf2a03",f2a03,"xf2a04",f2a04,"xf2a05",f2a05,"xf2a05a",f2a05a,"xf2a06",f2a06,"xf2a11",f2a11,"xf2a12",f2a12,"xf2a13",f2a13,"xf2a14",f2a14,"xf2b01",f2b01,"xf2b02",f2b02,"xf2b03",f2b03,"xf2b04",f2b04,"xf2b05",f2b05,"xf2b06",f2b06,"xf2b07",f2b07,"xf2c01",f2c01,"xf2c02",f2c02,"xf2c03",f2c03,"xf2c04",f2c04,"xf2c05",f2c05,"xf2c06",f2c06,"xf2c07",f2c07,"xf2c08",f2c08,"xf2c09",f2c09,"xf2d01",f2d01,"xf2d02",f2d02,"xf2d03",f2d03,"xf2d04",f2d04,"xf2d05",f2d05,"xf2d06",f2d06,"xf2d07",f2d07,"xf2d08",f2d08,"xf2d09",f2d09,"xf2d10",f2d10,"xf2d11",f2d11,"xf2d12",f2d12,"xf2d13",f2d13,"xf2d14",f2d14,"xf2d15",f2d15,"xf2d16",f2d16,"xf2e011",f2e011,"xf2e012",f2e012,"xf2e013",f2e013,"xf2e014",f2e014,"xf2e015",f2e015,"xf2e016",f2e016,"xf2e017",f2e017,"xf2e021",f2e021,"xf2e022",f2e022,"xf2e023",f2e023,"xf2e024",f2e024,"xf2e025",f2e025,"xf2e026",f2e026,"xf2e027",f2e027,"xf2e031",f2e031,"xf2e032",f2e032,"xf2e033",f2e033,"xf2e034",f2e034,"xf2e035",f2e035,"xf2e036",f2e036,"xf2e037",f2e037,"xf2e041",f2e041,"xf2e042",f2e042,"xf2e043",f2e043,"xf2e044",f2e044,"xf2e045",f2e045,"xf2e046",f2e046,"xf2e047",f2e047,"xf2e051",f2e051,"xf2e052",f2e052,"xf2e053",f2e053,"xf2e054",f2e054,"xf2e055",f2e055,"xf2e056",f2e056,"xf2e057",f2e057,"xf2e061",f2e061,"xf2e062",f2e062,"xf2e063",f2e063,"xf2e064",f2e064,"xf2e065",f2e065,"xf2e066",f2e066,"xf2e067",f2e067,"xf2e071",f2e071,"xf2e072",f2e072,"xf2e073",f2e073,"xf2e074",f2e074,"xf2e075",f2e075,"xf2e076",f2e076,"xf2e077",f2e077,"xf2e081",f2e081,"xf2e082",f2e082,"xf2e083",f2e083,"xf2e084",f2e084,"xf2e085",f2e085,"xf2e086",f2e086,"xf2e087",f2e087,"xf2e091",f2e091,"xf2e092",f2e092,"xf2e093",f2e093,"xf2e094",f2e094,"xf2e095",f2e095,"xf2e096",f2e096,"xf2e097",f2e097,"xf2e101",f2e101,"xf2e102",f2e102,"xf2e103",f2e103,"xf2e104",f2e104,"xf2e105",f2e105,"xf2e106",f2e106,"xf2e107",f2e107,"xf2e111",f2e111,"xf2e112",f2e112,"xf2e113",f2e113,"xf2e114",f2e114,"xf2e115",f2e115,"xf2e116",f2e116,"xf2e117",f2e117,"xf2e121",f2e121,"xf2e122",f2e122,"xf2e123",f2e123,"xf2e124",f2e124,"xf2e125",f2e125,"xf2e126",f2e126,"xf2e127",f2e127,"xf2e131",f2e131,"xf2e132",f2e132,"xf2e133",f2e133,"xf2e134",f2e134,"xf2e135",f2e135,"xf2e136",f2e136,"xf2e137",f2e137,"xf2h01",f2h01,"xf2h02",f2h02,f2fha
"100690",10,"1168797",10,"6375037",10,"1697301",10,"4029150",10,"648586",10,"174805",10,"4677736",10,"610976",10,"1028166",10,"3282752",13,"0",10,"8563270",10,"8011828",10,"0",10,"551442",10,"4126294",10,"0",10,"4677736",10,"575282",10,"37286",13,"0",13,"0",10,"0",10,"826490",10,"1439058",10,"826490",13,"0",10,"6459774",13,"0",13,"0",13,"0",10,"37286",13,"0",13,"0",10,"1614324",13,"0",10,"101003",13,"0",13,"0",13,"0",13,"0",10,"350883",10,"8563270",10,"3252794",10,"1880898",10,"70300",10,"162343",13,"0",13,"0",10,"1139253",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"168009",10,"124170",10,"4980",10,"11596",13,"0",13,"0",10,"27263",10,"705838",10,"524410",10,"41173",10,"42518",13,"0",13,"0",10,"97737",10,"3885187",10,"982948",10,"546835",10,"170074",13,"0",13,"0",10,"2185330",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-386531",10,"155068",13,"0",10,"231463",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"0",10,"8011828",10,"3512426",10,"663288",10,"0",10,"155068",13,"0",10,"3681046",10,"174805",10,"174805","1"
"100937",10,"115349967",10,"263811814",10,"70025628",10,"71407867",10,"122378319",10,"72874401",10,"193786186",10,"18410492",10,"132636168",10,"28776213",10,"0",10,"56632335",10,"54148183",10,"0",10,"2484152",13,"0",10,"191302034",10,"193786186",10,"445592",10,"309322",13,"0",10,"208657",10,"8834776",10,"4268240",10,"14066587",10,"13814802",13,"0",10,"14066587",13,"0",13,"0",13,"0",10,"1625788",10,"18874",10,"208961",10,"14525210",10,"0",10,"16854346",10,"0",10,"8355023",10,"0",13,"0",10,"977546",10,"56632335",10,"15643289",10,"8351171",10,"1843163",10,"1549302",10,"1882283",10,"943059",10,"1074311",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3623937",10,"1334189",10,"393501",10,"309841",10,"376433",10,"188600",10,"1021373",10,"12047548",10,"4516532",10,"1048570",10,"1042637",10,"1266724",10,"634652",10,"3538433",10,"9726286",10,"4490779",10,"1122461",10,"329367",10,"400156",10,"200485",10,"3183038",10,"10914565",10,"383938",10,"138888",10,"1902900",10,"2311877",10,"1158294",10,"5018668",10,"251785",30,"",30,"",30,"",30,"",30,"",10,"251785",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-5134047",13,"0",13,"0",10,"5134047",10,"1940773",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1940773",10,"54148183",10,"19076609",10,"4546583",10,"0",10,"6237473",10,"3125090",10,"21162428",10,"122404527",10,"115349967","1"
"101073",10,"4854370",10,"17251266",10,"2494321",10,"8014436",10,"6742509",10,"1455661",10,"14756945",10,"701665",10,"11897528",10,"2153605",10,"0",10,"6895517",10,"7059065",10,"0",10,"-163548",10,"14920493",10,"0",10,"14756945",10,"2102810",10,"494633",10,"286422",13,"0",10,"3122714",13,"0",10,"6006579",10,"3122714",13,"0",10,"1396265",13,"0",13,"0",13,"0",10,"2212620",13,"0",13,"0",10,"845923",13,"0",10,"647602",13,"0",10,"1363373",13,"0",13,"0",10,"429734",10,"6895517",10,"2674121",10,"1523625",10,"225635",13,"0",10,"59959",13,"0",10,"864902",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"376240",10,"154675",10,"26993",13,"0",13,"0",13,"0",10,"194572",10,"545932",10,"185063",10,"19030",13,"0",10,"66471",13,"0",10,"275368",10,"222351",10,"146375",10,"19592",13,"0",13,"0",13,"0",10,"56384",10,"1573060",10,"446895",10,"67050",13,"0",10,"42766",13,"0",10,"1016349",10,"1121218",10,"240026",10,"38747",13,"0",10,"304257",13,"0",10,"538188",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"546143",10,"142395",10,"56556",10,"0",10,"0",13,"0",10,"347192",10,"7059065",10,"2839054",10,"453603",10,"0",10,"473453",13,"0",10,"3292955",10,"2950030",10,"2950030","1"
"101189",10,"17689806",10,"83269122",10,"46494118",10,"22855423",10,"13919581",10,"10315168",10,"36775004",10,"1921633",10,"31077525",10,"15230987",13,"0",10,"32929940",10,"29420196",10,"0",10,"3509744",10,"33265260",10,"0",10,"36775004",10,"4013184",10,"529296",10,"701817",13,"0",10,"384609",10,"4110811",10,"9739717",10,"5094441",10,"465355",10,"21318786",13,"0",13,"0",13,"0",10,"1827162",13,"0",13,"0",10,"4827380",13,"0",10,"2440380",13,"0",10,"1945472",13,"0",13,"0",10,"570760",10,"32929940",10,"12680372",10,"7659697",10,"1357982",10,"1301260",10,"725506",10,"315833",10,"1320094",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2830012",10,"863656",10,"183054",10,"275561",10,"153637",10,"66882",10,"1287222",10,"5965706",10,"2219709",10,"476564",10,"520504",10,"290202",10,"126333",10,"2332394",10,"5202765",10,"2210584",10,"469241",10,"183707",10,"102424",10,"44588",10,"2192221",10,"2741341",10,"134726",10,"25204",10,"780756",10,"435304",10,"189500",10,"1175851",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-3061788",13,"0",13,"0",10,"3061788",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"29420196",10,"13088372",10,"2512045",10,"0",10,"1707073",10,"743136",10,"11369570",10,"16667481",10,"18531941","1"
"101435",10,"45485761",10,"80871165",10,"25494467",10,"3941126",10,"51435572",10,"48436831",10,"55376698",10,"4296288",10,"25868013",10,"8736374",10,"0",10,"22195942",10,"16195889",10,"0",10,"6000053",10,"49376645",10,"0",10,"55376698",10,"625088",10,"168981",10,"211718",10,"0",10,"3177618",10,"2005103",10,"6188508",10,"5182721",10,"0",10,"6085533",10,"0",10,"0",10,"0",10,"83759",10,"0",10,"0",10,"6963243",10,"0",10,"6185995",10,"0",10,"2671805",10,"0",10,"0",10,"205607",10,"22195942",10,"5387792",10,"2209753",10,"441951",10,"575678",10,"515703",10,"487737",10,"1156970",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"885162",10,"462626",10,"83273",10,"95946",10,"85951",10,"81289",10,"76077",10,"4365693",10,"1528408",10,"366818",10,"319821",10,"286502",10,"270965",10,"1593179",10,"2728940",10,"1549225",10,"294353",10,"95946",10,"85951",10,"81289",10,"622176",10,"2828302",10,"0",10,"0",10,"511713",10,"458403",10,"433544",10,"1424642",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-1599104",10,"0",10,"0",10,"1599104",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"16195889",10,"5750012",10,"1186395",10,"0",10,"1432510",10,"1354824",10,"6472148",10,"43110014",10,"48436831","1"
"101453",10,"8300017",10,"12669092",10,"2932004",10,"1980234",10,"7756854",10,"3982333",10,"9737088",10,"1175306",10,"2571564",10,"2294529",10,"0",10,"5698786",10,"2696400",10,"0",10,"3002386",10,"6734702",10,"0",10,"9737088",10,"101047",10,"13675",10,"0",10,"0",10,"132455",10,"0",10,"247177",10,"7961",10,"0",10,"544414",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3968978",10,"21380",10,"805470",10,"281621",10,"76923",10,"0",10,"0",10,"0",10,"5698786",10,"482470",10,"405131",10,"0",10,"43684",10,"0",10,"0",10,"33655",10,"4161",10,"0",10,"0",10,"377",10,"0",10,"0",10,"3784",10,"16691",10,"0",10,"0",10,"1511",10,"0",10,"0",10,"15180",10,"91933",10,"55278",10,"7310",10,"8324",10,"0",10,"0",10,"21021",10,"224498",10,"136278",10,"0",10,"20326",10,"0",10,"0",10,"67894",10,"1631860",10,"514296",10,"266709",10,"287292",10,"0",10,"73019",10,"490544",10,"112332",10,"12218",10,"0",10,"9178",10,"0",10,"0",10,"90936",10,"132455",30,"",30,"",30,"",30,"",30,"",10,"132455",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-370692",10,"182112",10,"0",10,"188580",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2696400",10,"1123201",10,"274019",10,"0",10,"182112",10,"73019",10,"1044049",10,"4050241",10,"6306173","1"
"101541",10,"16396128",10,"34134056",10,"10214720",10,"4936291",10,"18983045",10,"16850038",10,"23919336",10,"2079551",10,"16991132",10,"4131500",10,"0",10,"8322132",10,"8201356",10,"0",10,"120776",10,"23798560",10,"0",10,"23919336",10,"306072",10,"90183",10,"125751",10,"0",10,"654328",10,"437066",10,"1613400",10,"1091394",10,"0",10,"1400173",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2021676",10,"1065252",10,"2113344",13,"0",10,"1359452",13,"0",13,"0",10,"362235",10,"8322132",10,"3193726",10,"1174372",10,"346043",10,"779426",10,"487537",10,"298342",10,"108006",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"509448",10,"320345",10,"115348",13,"0",13,"0",13,"0",10,"73755",10,"1394536",10,"690990",10,"115348",13,"0",13,"0",10,"83535",10,"504663",10,"1907082",10,"610683",10,"115348",10,"258137",10,"121884",10,"214805",10,"586225",10,"1196564",10,"293444",10,"0",10,"292892",10,"203140",13,"0",10,"407088",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"365561",10,"0",10,"-1330455",13,"0",13,"0",10,"964894",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"8201356",10,"3455395",10,"692087",10,"0",10,"812561",10,"596682",10,"2644631",10,"15438142",10,"16850038","1"
"101675",10,"14584005",10,"57827952",10,"19707289",10,"29958190",10,"8162473",10,"2182071",10,"38120663",10,"1726572",10,"50609563",10,"13175437",13,"0",10,"24787381",10,"23291240",10,"0",10,"1496141",10,"36624522",10,"0",10,"38120663",10,"4653922",10,"3583048",10,"353001",13,"0",10,"185250",13,"0",10,"8775221",10,"2805557",13,"0",10,"9562285",13,"0",13,"0",13,"0",10,"3583048",10,"353001",13,"0",10,"4439693",13,"0",10,"1502644",13,"0",10,"4683561",13,"0",13,"0",10,"663149",10,"24787381",10,"8698154",10,"4614117",10,"634633",10,"1721935",10,"1147957",13,"0",10,"579512",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"502812",10,"148681",10,"18896",10,"104960",10,"69973",13,"0",10,"160302",10,"1056352",10,"450007",10,"67314",10,"194324",10,"129549",13,"0",10,"215158",10,"1654467",10,"708209",10,"98168",10,"343123",10,"228748",13,"0",10,"276219",10,"6613312",10,"741927",10,"116048",10,"836308",10,"557539",13,"0",10,"4361490",10,"4766142",10,"584613",10,"88123",10,"1014614",10,"676409",13,"0",10,"2402383",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",13,"0",13,"0",10,"-4215264",13,"0",13,"0",10,"4215264",10,"1",10,"0",10,"0",10,"0",10,"0",13,"0",10,"1",10,"23291240",10,"7247554",10,"1023182",10,"0",10,"2810175",13,"0",10,"12210329",10,"13107245",10,"14584005","1"
"101693",10,"10917348",10,"42823310",10,"16315128",10,"9474894",10,"17033288",10,"12989388",10,"26508182",10,"812038",10,"30394978",10,"10072417",10,"0",10,"25035022",10,"20666270",10,"0",10,"4368752",10,"23141705",10,"-1002275",10,"26508182",10,"1672294",10,"246948",10,"489912",10,"0",10,"1436641",10,"4661851",10,"8507646",10,"6231574",10,"0",10,"11361409",10,"0",10,"0",10,"0",10,"185373",10,"0",10,"0",10,"8372338",10,"0",10,"1473301",10,"0",10,"3454147",10,"0",10,"0",10,"188454",10,"25035022",10,"8645079",10,"5074153",10,"1707819",10,"753477",10,"355982",10,"245285",10,"508363",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"966004",10,"383050",10,"124860",10,"154304",10,"72901",10,"50232",10,"180657",10,"1579985",10,"831141",10,"266828",10,"66784",10,"31552",10,"21741",10,"361939",10,"4076423",10,"1929592",10,"642908",10,"296758",10,"140205",10,"96606",10,"970354",10,"5398779",10,"808092",10,"259022",10,"1421588",10,"671635",10,"462779",10,"1775663",10,"0",30,"",30,"",30,"",30,"",30,"",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"-2692911",10,"0",10,"0",10,"2692911",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"20666270",10,"9026028",10,"3001437",10,"0",10,"1272275",10,"876643",10,"6489887",10,"10938086",10,"14024108","1"
"101912",10,"11686746",10,"55326868",10,"15431901",10,"28079999",10,"11814968",13,"0",10,"39894967",10,"2788784",10,"36793466",10,"17771491",10,"0",10,"39719157",10,"34851638",10,"0",10,"4867519",10,"35027448",10,"0",10,"39894967",10,"2202385",10,"464639",10,"28602",10,"0",10,"4532607",10,"64113",10,"7292346",10,"4594178",10,"2698168",10,"16035847",13,"0",13,"0",13,"0",10,"2541015",13,"0",13,"0",10,"8954242",10,"6066640",10,"1056887",10,"191095",10,"4849617",13,"0",10,"23814",10,"0",10,"39719157",10,"10645610",10,"4254902",10,"1808721",10,"1017551",10,"636685",13,"0",10,"2927751",10,"774779",10,"309668",10,"131637",10,"74057",10,"46337",13,"0",10,"213080",10,"163578",10,"65380",10,"27792",10,"15635",10,"9783",13,"0",10,"44988",10,"3952065",10,"1579585",10,"671468",10,"377755",10,"236363",13,"0",10,"1086894",10,"3720954",10,"1388164",10,"590096",10,"331976",10,"207719",10,"247819",10,"955180",10,"8767227",10,"3453111",10,"1467887",10,"825804",10,"516708",10,"127668",10,"2376049",10,"6723935",10,"2687463",10,"1142417",10,"642702",10,"402140",13,"0",10,"1849213",13,"0",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"103490",10,"41364",10,"17584",10,"9892",10,"6189",13,"0",10,"28461",10,"0",13,"0",13,"0",10,"-3295372",13,"0",13,"0",10,"3295372",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"34851638",10,"13779637",10,"5857602",10,"0",10,"2061924",10,"375487",10,"12776988",10,"5736233",10,"10629059","1"
