unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"199263","1","2","","","","1","","","","","575","575","4579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199272","1","1","25","","","","1","","","","7420","7420","7420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","435","1","19","","3460","1480","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199281","1","1","25","25","","","1","","","","1536","1536","8664","","","","1408","1408","8536","","","","","","","","","","","","","","","","","","","","","","","","","","","1","844","1","19","","1410","1500","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199306","1","1","25","50","","1","1","","","","9816","9816","9816","","","","4140","4140","4140","","","","","","","","","","","","","","","","","","","","","","","","","","","1","600","1","19","","2200","1800","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199315","1","1","30","30","","1","","","","","5250","5250","5250","","12","","4360","4360","4360","","10","","","","","","","","","","","","","","","","","","","","","","","","","1","190","1","21","","1081","2008","","","21","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199324","1","2","","","","1","","","","","587","587","4591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199333","1","2","","","","1","","","","","586","586","4590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199351","1","1","25","","","1","","","","","4759","4759","4759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","30","2","","","3780","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199403","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,3200,,1528,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199412","1","1","25","25","","","1","","","","12980","12980","12980","","","","6810","6810","6810","","","","","","","","","","","","","","","","","","","","","","","","","","","1","670","1","21","","3170","2430","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199421","1","2","","","","1","","","","","581","581","4585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199449","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199458","1","1","25","","","1","","","","","5170","5170","5170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","208","1","17","","1400","1800","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199476","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199485","1","2","","","","1","1","","","","587","587","4591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199494","1","2","","","","1","","","","","589","589","4593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199582","1","1","25","","","","1","","","","6472","6472","6472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1143","1","21","","1717","2371","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199591","1","1","25","","","","1","","","","8400","8400","8400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","160","1","21","","4153","2547","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199607","1","1","30","30","","1","1","","","","12415","12415","12415","","","","3330","3330","3330","","","","","","","","","","","","","","","","","","","","","","","","","","","1","436","1","21","","3508","3812","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199625","1","2","","","","1","","","","","591","591","4595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199634","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199643","1","1","25","","","1","1","","","","6304","6304","6304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1300","1","21","","1642","2410","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199652","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2",490107,3400,,40,14,,490199,3000,,80,4,,490102,3000,,80,3,,,,,,,,,,,,,,,,,,,
"199670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199689","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120403,3100,0,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199698","1","1","25","","","","1","","","","12215","12215","12215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","722","1","21","","2115","3185","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199713","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,3950,675,1500,,,120499,2100,126,800,,,120499,950,252,300,,,,,,,,,,,,,,,,,,,,
"199722","1","2","","","","","1","","","","586","586","4590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199731","1","2","","","","","1","","","","577","577","4581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199740","1","2","","","","","1","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","1","3169","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199759","1","1","25","25","25","1","","","","","1360","1360","1360","","","","1300","1300","1300","","","","","","","","","","","","","","","","","","","","","1660","1660","","","","","1","219","2","","","1056","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199768","1","2","","","","1","","","","","581","581","4585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199777","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2",490102,3187,,83,12,6,490102,18043,,182,5,2,490102,3727,,81,1,1,490102,4725,,78,6,2,490102,3513,,74,3,2,490102,3063,,49,2,1
"199786","1","2","","","","1","1","","","","579","579","4583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199795","1","2","","","","1","","","","","581","581","4584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199838","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199847","1","1","40","25","60","","1","","","","19450","19450","19450","","","","16300","16300","16300","","","","","","","24000","24000","","","","","","","","","","","19500","19500","","","","","","","1","2992","1","","1","2980","2968","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199856","1","2","","","","","1","","","","568","568","4572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199865","1","1","","50","","","","1","","","12250","12250","12250","","","","8000","8000","8000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","567","1","21","","2472","1528","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199883","1","1","15","","","","1","","","","2030","2030","2030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199892","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199908","1","2","","","","1","","","","","579","579","4583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199926","1","2","","","","1","","","","","588","588","4592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199935","1","2","","","","","","1","","","2500","2500","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","12","1","21","","1710","3248","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199953","1","2","","","","1","1","","","","581","581","4585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199962","1","1","25","25","","","1","","","","11730","11730","11730","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","721","1","19","","2000","2100","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199971","1","","","","","","1","","","","640","640","640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","600","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199980","1","1","15","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,3390,609,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"199999","1","1","20","","","1","","","","","1504","1504","7798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1150","1","21","","1805","1510","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200004","1","1","35","35","","","1","","","","1723","1723","8851","","","","1723","1723","8851","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2879","1","21","","1410","1390","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200013","1","","","","","1","","","","","6800","6800","6800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200022","1","1","25","","","1","","","","","1808","1808","4400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","208","1","15","","930","1555","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200059","1","1","25","","","1","","","","","2096","2096","4901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","454","1","15","","","","1","2568","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200086","1","1","20","","","1","","","","","2080","2080","2080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200110","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,6010,280,1800,,,120499,1774,120,350,,,120499,5310,0,960,,,120499,2510,0,350,,,,,,,,,,,,,,
"200129","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,5460,200,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200138","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",480101,15079,1800,1272,,,110101,14129,1800,1176,,,110201,14129,1800,1176,,,520404,14379,1800,1272,,,510601,10210,1200,1320,,,529999,14129,1800,1200,,
"200147","1","1","25","","","","1","","","","7755","7755","7755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200156","1","1","20","","","","1","","","","8770","8770","8770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","725","1","19","","1380","1700","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200165","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,4275,220,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200174","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",120403,3775,220,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200192","1","1","25","","","1","1","","","","1914","1914","4470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","160","1","15","","997","1516","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200208","1","2","","","","","1","","","","1520","1520","1520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200217","1","1","15","15","","","1","","","","7590","7590","7590","","","","6120","6120","6120","","","","","","","","","","","","","","","","","","","","","","","","","","","1","747","1","20","","1300","1690","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
