unitid,line,"xef01",efres01,"xef02",efres02,centers
"100858","99","R","3671","R","3363","-5"
"102076","47","R","1","R","1","-5"
"104179","4","R","3282","R","3084","-5"
"105589","42","R","4","R","3","-5"
"107512","28","R","2","R","2","-5"
"110495","6","R","457","R","451","-5"
"110945","90","R","1","I","1","-5"
"114415","34","R","1","R","1","-5"
"118684","99","R","300","R","201","-5"
"121309","32","R","7","R","7","-5"
"123165","8","R","6","R","6","-5"
"126359","99","R","299","R","54","-5"
"127060","19","R","5","R","5","-5"
"128391","53","R","2","R","1","-5"
"130624","6","R","13","R","8","-5"
"131450","45","R","1","R","1","-5"
"133021","22","R","2","R","2","-5"
"133960","99","R","136","R","53","-5"
"135717","23","R","3","R","0","-5"
"137096","48","R","2","R","2","-5"
"138725","39","R","1","I","0","-5"
"139658","9","R","33","R","33","-5"
"140483","20","R","1","R","1","-5"
"141361","45","R","2","R","2","-5"
"142559","27","R","1","R","1","-5"
"144892","39","R","1","R","1","-5"
"146506","26","R","2","R","2","-5"
"148016","9","R","1","R","1","-5"
"150066","39","R","64","R","60","-5"
"151111","47","R","1","R","0","-5"
"152363","8","R","1","R","1","-5"
"153278","90","Z","0","R","1","-5"
"153922","19","R","657","R","443","-5"
"154855","60","R","1","R","1","-5"
"155496","19","R","1","R","1","-5"
"156745","1","R","3","R","3","-5"
"157863","6","R","3","R","2","-5"
"160001","22","R","142","R","71","-5"
"161086","11","R","2","R","2","-5"
"162609","45","R","1","R","1","-5"
"163912","33","R","2","R","2","-5"
"164739","32","R","1","R","1","-5"
"165662","6","R","31","R","29","-5"
"166656","34","R","1","R","0","-5"
"167729","44","R","2","R","2","-5"
"168421","36","R","48","R","48","-5"
"170082","99","R","2528","R","2482","-5"
"172264","99","R","191","R","176","-5"
"173850","38","R","1","R","0","-5"
"174792","27","R","355","R","353","-5"
"175883","99","R","2914","R","1241","-5"
"176938","48","R","1","R","1","-5"
"178369","17","R","9","R","7","-5"
"179326","39","R","4","R","3","-5"
"180461","35","R","1","R","1","-5"
"181394","55","R","5","R","4","-5"
"182661","51","R","1","R","1","-5"
"184603","2","R","1","A","1","-5"
"187532","50","R","1","R","1","-5"
"188429","30","R","1","R","1","-5"
"190372","24","R","12","C","12","-5"
"191241","42","R","67","R","64","-5"
"192466","25","R","9","R","8","-5"
"194152","29","R","1","R","1","-5"
"195191","36","R","10","R","5","-5"
"196176","33","R","1","R","1","-5"
"197151","32","R","1","R","1","-5"
"198206","42","R","1","R","1","-5"
"198534","51","R","23","R","2","-5"
"199069","36","R","1","I","1","-5"
"199421","1","R","2","R","0","-5"
"200059","27","R","4","R","4","-5"
"201645","33","R","6","I","6","-5"
"202903","40","R","2","R","2","-5"
"204486","18","R","109","R","106","-5"
"205841","25","R","1","Z","0","-5"
"207041","99","R","628","R","438","-5"
"207582","90","R","7","Z","0","-5"
"209551","9","R","9","R","7","-5"
"210960","53","R","1","R","0","-5"
"212054","12","R","2","R","2","-5"
"213303","24","R","4","R","4","-5"
"214175","47","R","1","R","1","-5"
"215105","51","R","10","R","9","-5"
"216311","13","R","1","R","1","-5"
"217235","90","R","66","R","16","-5"
"217882","2","R","2","R","1","-5"
"218663","18","R","4","R","4","-5"
"219347","6","R","1","R","1","-5"
"220312","99","R","237","R","223","-5"
"221519","9","R","2","R","2","-5"
"222062","90","R","1","R","1","-5"
"224350","48","R","1807","R","1120","-5"
"226383","2","R","1","R","1","-5"
"227845","4","R","1","R","1","-5"
"228699","99","M","1079","R","174","-5"
"229267","57","R","1","R","1","-5"
"230728","46","R","1","R","1","-5"
"230995","9","R","25","R","25","-5"
"232256","22","R","4","R","4","-5"
"232946","23","R","3","R","2","-5"
"233772","47","R","5","R","1","-5"
"235167","4","R","1","R","1","-5"
"236692","30","R","3","R","4","-5"
"237118","33","R","1","R","1","-5"
"238333","13","R","1","R","1","-5"
"240471","42","R","2","R","2","-5"
"246354","41","R","1","R","1","-5"
"382027","25","R","9","R","1","-5"
"413635","8","Z","0","Z","0","1"
"413635","12","Z","0","Z","0","1"
"413635","27","Z","0","Z","0","1"
"413635","99","R","588","T","68","-5"
"413723","2","R","1","R","1","-5"
"413723","6","R","23","R","20","-5"
"413723","8","R","3","R","2","-5"
"413723","16","R","3","R","3","-5"
"413723","30","R","2","R","1","-5"
"413723","32","R","1","R","1","-5"
"413723","41","R","36","R","29","-5"
"413723","53","R","16","R","13","-5"
"413723","56","R","1","Z","0","-5"
"413723","90","R","2","R","2","-5"
"413723","99","R","88","R","72","-5"
"413839","5","R","127","R","39","-5"
"413839","99","R","127","R","39","-5"
"413848","6","R","373","R","98","-5"
"413848","47","R","1","R","0","-5"
"413848","99","R","374","R","98","-5"
"413857","18","R","18","R","9","-5"
"413857","21","R","208","R","78","-5"
"413857","99","R","226","R","87","-5"
"413866","13","R","3","R","1","-5"
"413866","37","R","17","R","9","-5"
"413866","45","R","168","R","53","-5"
"413866","99","T","188","T","63","-5"
"413875","6","R","227","R","79","-5"
"413875","41","R","2","R","0","-5"
"413875","57","C","1","Z","0","-5"
"413875","99","T","230","T","79","-5"
"413884","5","R","14","R","2","-5"
"413884","6","R","1","R","0","-5"
"413884","18","R","1","R","0","-5"
"413884","28","R","31","R","12","-5"
"413884","47","R","119","R","27","-5"
"413884","99","R","166","R","41","-5"
"413909","34","R","6","R","4","-5"
"413909","90","R","4","R","0","-5"
"413909","99","R","10","R","4","-5"
"414160","17","R","1","Z","0","-5"
"414160","26","R","384","R","114","-5"
"414160","99","R","385","R","114","-5"
"414382","6","C","14","I","5","-5"
"414382","11","R","1","I","0","-5"
"414382","99","M","15","T","5","-5"
"414531","53","R","142","R","42","-5"
"414531","99","R","142","R","42","-5"
"414568","1","R","199","R","96","-5"
"414568","22","R","1","R","0","-5"
"414568","28","R","2","R","1","-5"
"414568","99","R","202","R","97","-5"
"414586","17","R","160","R","71","-5"
"414586","18","R","20","R","7","-5"
"414586","99","R","180","R","78","-5"
"414708","6","R","1","Z","0","-5"
"414708","12","R","1","Z","0","-5"
"414708","26","R","30","R","2","-5"
"414708","34","R","1","Z","0","-5"
"414708","35","R","1","Z","0","-5"
"414708","36","R","1","Z","0","-5"
"414708","37","R","2","Z","0","-5"
"414708","38","R","1","Z","0","-5"
"414708","47","R","1","Z","0","-5"
"414708","99","R","39","T","2","-5"
"414823","6","R","2","R","1","-5"
"414823","8","R","2","R","2","-5"
"414823","9","R","2","R","2","-5"
"414823","10","R","1","R","1","-5"
"414823","11","R","1","R","0","-5"
"414823","12","R","206","R","142","-5"
"414823","13","R","4","R","4","-5"
"414823","17","R","5","R","4","-5"
"414823","18","R","3","R","3","-5"
"414823","22","R","3","R","3","-5"
"414823","24","R","8","R","6","-5"
"414823","25","R","4","R","4","-5"
"414823","26","R","4","R","4","-5"
"414823","29","R","1","R","1","-5"
"414823","33","R","1","R","0","-5"
"414823","34","R","10","R","10","-5"
"414823","36","R","31","R","25","-5"
"414823","37","R","2","R","2","-5"
"414823","39","R","7","R","6","-5"
"414823","42","R","4","R","4","-5"
"414823","44","R","2","R","1","-5"
"414823","45","R","6","R","6","-5"
"414823","47","R","1","R","1","-5"
"414823","48","R","8","R","5","-5"
"414823","51","R","9","R","7","-5"
"414823","53","R","1","R","1","-5"
"414823","72","R","11","R","8","-5"
"414823","78","R","17","R","16","-5"
"414823","90","R","15","R","7","-5"
"414823","99","R","371","R","276","-5"
"414832","6","R","138","R","40","-5"
"414832","99","R","138","R","40","-5"
"414841","12","R","1","R","0","-5"
"414841","24","R","2","R","2","-5"
"414841","39","R","12","R","4","-5"
"414841","42","R","207","R","63","-5"
"414841","54","R","51","R","35","-5"
"414841","99","R","273","R","104","-5"
"414850","18","A","51","R","19","-5"
"414850","99","M","51","T","19","-5"
"414878","18","R","2","I","2","-5"
"414878","99","R","2","T","2","-5"
"414911","42","R","375","R","92","-5"
"414911","99","T","375","T","92","-5"
"415011","22","R","2","R","2","-5"
"415011","28","R","2","R","2","-5"
"415011","99","R","4","R","4","-5"
"416962","32","A","74","I","29","-5"
"416962","99","M","74","T","29","-5"
"417114","57","P","386","I","139","-5"
"417114","99","P","386","T","139","-5"
"417558","1","R","1","Z","0","-5"
"417558","4","R","1","Z","0","-5"
"417558","12","R","1","Z","0","-5"
"417558","18","R","1","Z","0","-5"
"417558","22","R","20","R","4","-5"
"417558","26","R","1","Z","0","-5"
"417558","48","R","5","Z","0","-5"
"417558","53","R","1","Z","0","-5"
"417558","90","R","1","Z","0","-5"
"417558","99","R","32","R","4","-5"
"417734","17","R","2","I","1","-5"
"417734","29","R","30","I","17","-5"
"417734","51","R","1","I","1","-5"
"417734","99","R","33","T","19","-5"
"417752","2","R","1","R","1","-5"
"417752","6","R","2","R","1","-5"
"417752","16","A","2","R","2","-5"
"417752","17","R","2","R","0","-5"
"417752","19","R","1","R","1","-5"
"417752","20","R","1","R","1","-5"
"417752","26","A","1","A","1","-5"
"417752","29","R","3","R","3","-5"
"417752","30","A","1","R","1","-5"
"417752","48","R","1","R","0","-5"
"417752","54","R","1","R","1","-5"
"417752","99","M","16","T","12","-5"
"418126","36","R","158","I","134","-5"
"418126","99","T","158","T","134","-5"
"418870","47","R","23","R","8","-5"
"418870","99","R","23","R","8","-5"
"418889","17","R","1","R","0","-5"
"418889","21","R","8","R","2","-5"
"418889","47","R","25","R","8","-5"
"418889","99","T","34","T","10","-5"
"419305","35","R","15","I","5","-5"
"419305","99","R","15","T","5","-5"
"419341","42","A","18","R","3","-5"
"419341","99","M","18","R","3","-5"
"419448","1","R","1","I","1","-5"
"419448","4","R","3","I","2","-5"
"419448","6","R","5","I","4","-5"
"419448","8","R","2","I","1","-5"
"419448","9","R","1","I","1","-5"
"419448","11","R","1","I","1","-5"
"419448","12","R","2","I","1","-5"
"419448","13","R","3","I","2","-5"
"419448","21","R","1","I","1","-5"
"419448","22","R","1","I","1","-5"
"419448","24","R","3","I","2","-5"
"419448","26","R","3","I","2","-5"
"419448","27","R","3","I","2","-5"
"419448","28","R","1","I","1","-5"
"419448","32","R","2","I","1","-5"
"419448","33","R","1","I","1","-5"
"419448","34","R","2","I","1","-5"
"419448","36","R","2","I","1","-5"
"419448","37","R","3","I","2","-5"
"419448","39","R","2","I","1","-5"
"419448","40","R","2","I","1","-5"
"419448","42","R","2","I","1","-5"
"419448","45","R","1","I","1","-5"
"419448","47","R","1","I","1","-5"
"419448","48","R","6","I","4","-5"
"419448","49","R","2","I","1","-5"
"419448","51","R","4","I","1","-5"
"419448","53","R","6","I","4","-5"
"419448","56","R","1","I","1","-5"
"419448","72","R","1","I","1","-5"
"419448","90","R","10","I","7","-5"
"419448","99","R","78","T","52","-5"
"419509","6","R","90","I","35","-5"
"419509","99","R","90","T","35","-5"
"419572","26","A","266","R","1","-5"
"419572","39","R","4","Z","0","-5"
"419572","99","M","270","R","1","-5"
"420006","12","R","82","R","19","-5"
"420006","99","R","82","R","19","-5"
"420042","15","R","22","I","9","-5"
"420042","99","R","22","T","9","-5"
"420103","12","R","48","R","3","-5"
"420103","99","R","48","R","3","-5"
"420282","1","R","1","R","0","-5"
"420282","2","R","1","R","1","-5"
"420282","4","R","1","R","1","-5"
"420282","6","R","797","R","271","-5"
"420282","13","R","1","R","0","-5"
"420282","15","R","2","R","1","-5"
"420282","16","R","1","R","0","-5"
"420282","20","R","1","R","0","-5"
"420282","30","R","1","R","1","-5"
"420282","32","R","2","R","2","-5"
"420282","48","R","3","R","1","-5"
"420282","49","R","1","R","0","-5"
"420282","53","R","2","R","1","-5"
"420282","99","R","814","R","279","-5"
"420307","1","R","129","R","20","-5"
"420307","99","R","129","R","20","-5"
"420316","1","R","95","R","15","-5"
"420316","47","R","1","R","1","-5"
"420316","99","R","96","R","16","-5"
"420325","57","I","15","I","13","-5"
"420325","99","I","15","T","13","-5"
"420352","57","I","21","I","12","-5"
"420352","99","I","21","T","12","-5"
"420404","36","R","234","R","65","-5"
"413635","4","Z","0","Z","0","1"
"413635","6","R","588","C","68","-5"
"238333","15","R","7","R","7","-5"
"238333","17","R","50","R","48","-5"
"238333","18","R","7","R","7","-5"
"238333","19","R","6","R","6","-5"
"238333","20","R","2","R","2","-5"
"238333","21","R","1","R","1","-5"
"238333","22","R","1","R","1","-5"
"238333","23","R","5","R","5","-5"
"238333","24","R","4","R","4","-5"
"238333","25","R","7","R","7","-5"
"238333","26","R","15","R","15","-5"
"238333","27","R","8","R","8","-5"
"238333","29","R","8","R","8","-5"
"238333","30","R","4","R","4","-5"
"238333","31","R","3","R","2","-5"
"238333","33","R","5","R","5","-5"
"238333","34","R","5","R","5","-5"
"238333","35","R","4","R","4","-5"
"238333","36","R","9","R","9","-5"
"238333","37","R","3","R","3","-5"
"238333","39","R","4","R","4","-5"
"238333","40","R","1","R","1","-5"
"238333","41","R","11","R","11","-5"
"238333","42","R","3","R","3","-5"
"238333","44","R","1","R","1","-5"
"238333","46","R","1","R","1","-5"
"238333","47","R","5","R","5","-5"
"238333","48","R","16","R","16","-5"
"238333","49","R","2","R","2","-5"
"238333","50","R","3","R","3","-5"
"238333","51","R","3","R","3","-5"
"238333","53","R","5","R","5","-5"
"238333","55","R","51","R","51","-5"
"238333","90","R","19","R","16","-5"
"238333","99","R","298","R","292","-5"
"238397","17","R","30","R","6","-5"
"238397","55","A","656","R","222","-5"
"238397","57","R","3","R","1","-5"
"238397","99","M","689","R","229","-5"
"238430","2","R","1","R","0","-5"
"238430","17","R","13","R","12","-5"
"238430","18","R","4","R","3","-5"
"238430","19","R","3","R","2","-5"
"238430","26","R","2","R","1","-5"
"238430","27","R","37","R","1","-5"
"238430","39","R","1","R","1","-5"
"238430","46","R","1","R","1","-5"
"238430","55","R","187","R","83","-5"
"238430","90","R","7","R","3","-5"
"238430","99","R","256","R","107","-5"
"238458","6","R","1","R","1","-5"
"238458","12","R","1","R","1","-5"
"238458","17","R","64","R","62","-5"
"238458","18","R","12","R","8","-5"
"238458","21","R","1","R","1","-5"
"238458","25","R","1","R","1","-5"
"238458","26","R","4","R","4","-5"
"238458","27","R","9","R","8","-5"
"238458","55","R","334","R","306","-5"
"238458","90","R","4","Z","0","-5"
"238458","99","R","431","R","392","-5"
"238476","6","R","1","R","1","-5"
"238476","8","R","1","R","1","-5"
"238476","9","R","1","R","1","-5"
"238476","17","R","212","R","212","-5"
"238476","18","R","12","R","12","-5"
"238476","19","R","2","R","2","-5"
"238476","26","R","17","R","17","-5"
"238476","27","R","14","R","14","-5"
"238476","28","R","1","R","1","-5"
"238476","29","R","2","R","2","-5"
"238476","39","R","12","R","12","-5"
"238476","46","R","1","R","1","-5"
"238476","55","R","156","R","156","-5"
"238476","57","R","1","R","1","-5"
"238476","90","R","3","Z","0","-5"
"238476","99","R","436","R","433","-5"
"238616","4","R","3","R","3","-5"
"238616","8","R","2","R","2","-5"
"238616","12","R","3","R","3","-5"
"238616","17","R","24","R","22","-5"
"238616","18","R","8","R","8","1"
"238616","19","R","4","R","4","-5"
"238616","22","Z","0","Z","0","1"
"238616","26","R","11","R","10","-5"
"238616","27","R","6","R","6","-5"
"238616","29","R","6","R","4","1"
"238616","32","R","2","R","1","-5"
"238616","36","R","1","R","1","-5"
"238616","39","R","5","R","5","-5"
"238616","41","R","1","R","1","-5"
"238616","45","R","1","R","1","-5"
"238616","48","R","4","R","4","-5"
"238616","49","R","1","R","1","-5"
"238616","55","R","209","R","198","-5"
"238616","57","R","3","R","2","-5"
"238616","72","R","1","R","1","-5"
"238616","90","R","2","R","2","-5"
"238616","99","T","297","T","279","-5"
"238661","17","R","17","R","17","-5"
"238661","18","R","1","R","1","-5"
"238661","19","R","3","R","3","-5"
"238661","26","R","1","R","1","-5"
"238661","27","R","1","R","1","-5"
"238661","55","R","182","R","169","-5"
"238661","90","R","13","R","4","-5"
"238661","99","R","218","R","196","-5"
"238722","51","R","1","R","0","-5"
"238722","55","R","431","R","154","-5"
"238722","99","R","432","R","154","-5"
"238759","57","P","911","I","492","-5"
"238759","99","P","911","T","492","-5"
"238856","27","R","4","R","4","-5"
"238856","31","R","1","R","1","-5"
"238856","36","R","1","R","1","-5"
"238856","55","R","3","R","3","-5"
"238856","56","R","1","R","1","-5"
"238856","99","R","10","R","10","-5"
"238892","17","R","1","R","0","-5"
"238892","55","R","251","R","74","-5"
"238892","99","R","252","R","74","-5"
"238980","5","R","1","R","1","-5"
"238980","9","R","1","R","1","-5"
"238980","12","R","3","R","3","-5"
"238980","17","R","10","R","10","-5"
"238980","18","R","1","R","1","-5"
"238980","26","R","23","R","23","-5"
"238980","45","R","3","R","3","-5"
"238980","47","R","2","R","2","-5"
"238980","48","R","1","R","1","-5"
"238980","55","R","125","R","125","-5"
"238980","90","R","5","R","0","-5"
"238980","99","R","175","R","170","-5"
"239008","26","R","1","Z","0","-5"
"239008","55","R","888","R","167","-5"
"239008","99","R","889","R","167","-5"
"239017","2","R","1","R","1","-5"
"239017","4","R","1","R","1","-5"
"239017","6","R","12","R","11","-5"
"239017","8","R","9","R","9","-5"
"239017","11","R","2","R","1","-5"
"239017","12","R","1","Z","0","-5"
"239017","13","R","2","R","2","-5"
"239017","15","R","2","R","2","-5"
"239017","17","R","42","R","42","-5"
"239017","18","R","3","R","3","-5"
"239017","19","R","4","R","4","-5"
"239017","23","R","1","R","1","-5"
"239017","24","R","2","R","2","-5"
"239017","25","R","4","R","4","-5"
"239017","26","R","6","R","6","-5"
"239017","27","R","26","R","26","-5"
"239017","29","R","3","R","3","-5"
"239017","30","R","5","R","5","-5"
"239017","31","R","2","R","2","-5"
"239017","33","R","1","R","1","-5"
"239017","35","R","1","R","1","-5"
"239017","36","R","1","R","1","-5"
"239017","39","R","3","R","3","-5"
"239017","41","R","11","R","11","-5"
"239017","42","R","1","R","1","-5"
"239017","44","R","1","R","1","-5"
"239017","46","R","1","R","1","-5"
"239017","47","R","1","R","1","-5"
"239017","48","R","3","R","3","-5"
"239017","50","R","1","R","1","-5"
"239017","51","R","2","R","2","-5"
"239017","53","R","11","R","11","-5"
"239017","55","R","163","R","163","-5"
"239017","56","R","1","R","1","-5"
"239017","90","R","21","R","19","-5"
"239017","99","R","351","R","346","-5"
"239071","4","R","2","R","2","-5"
"239071","5","R","1","R","1","-5"
"239071","6","R","8","R","8","-5"
"239071","8","R","8","R","6","-5"
"239071","9","R","1","R","1","-5"
"239071","16","R","1","R","1","-5"
"239071","17","R","23","R","23","-5"
"239071","18","R","12","R","12","-5"
"239071","19","R","3","R","3","-5"
"239071","24","R","2","R","2","-5"
"239071","26","R","29","R","28","-5"
"239071","27","R","9","R","9","-5"
"239071","29","R","1","R","1","-5"
"239071","30","R","1","R","1","-5"
"239071","31","R","2","R","2","-5"
"239071","33","R","3","R","3","-5"
"239071","35","R","2","R","2","-5"
"239071","39","R","6","R","6","-5"
"239071","42","R","7","R","7","-5"
"239071","46","R","2","R","2","-5"
"239071","53","R","3","R","3","-5"
"239071","55","R","38","R","37","-5"
"239071","66","R","1","R","1","-5"
"239071","90","R","1","R","1","-5"
"239071","99","M","166","T","162","-5"
"239080","17","R","33","R","32","-5"
"239080","18","R","1","R","1","-5"
"239080","19","R","1","R","1","-5"
"239080","26","R","2","R","2","-5"
"239080","27","R","1","R","1","-5"
"239080","53","R","1","R","1","-5"
"239080","55","R","166","R","151","-5"
"239080","90","R","4","R","4","-5"
"239080","99","R","209","R","193","-5"
"239105","1","R","1","R","1","-5"
"239105","2","R","5","R","4","-5"
"239105","4","R","4","R","4","-5"
"239105","5","R","2","R","2","-5"
"239105","6","R","23","R","23","-5"
"239105","8","R","10","R","10","-5"
"239105","9","R","7","R","7","-5"
"239105","10","R","1","R","1","-5"
"239105","11","R","3","R","3","-5"
"239105","12","R","6","R","6","-5"
"239105","13","R","2","R","2","-5"
"239105","15","R","5","R","5","-5"
"239105","16","R","1","R","1","-5"
"239105","17","R","518","R","506","-5"
"240471","55","R","612","R","577","-5"
"240471","90","R","6","R","3","-5"
"240471","99","R","1207","R","1148","-5"
"240480","5","R","2","R","2","-5"
"240480","13","R","1","R","1","-5"
"240480","17","R","29","R","28","-5"
"240480","18","R","1","R","0","-5"
"240480","19","R","3","R","3","-5"
"240480","25","R","1","R","1","-5"
"240480","26","R","4","R","4","-5"
"240480","27","R","48","R","47","-5"
"240480","36","R","1","R","1","-5"
"240480","39","R","2","R","2","-5"
"240480","41","R","1","R","1","-5"
"240480","53","R","1","R","1","-5"
"240480","55","R","1392","R","1330","-5"
"240480","90","R","31","R","7","-5"
"240480","99","R","1517","R","1428","-5"
"240505","2","R","1","R","1","-5"
"240505","8","R","10","R","6","-5"
"240505","16","R","1","R","1","-5"
"240505","17","R","1","R","1","-5"
"240505","18","R","2","R","2","-5"
"240505","19","R","1","R","1","-5"
"240505","20","R","2","R","2","-5"
"240505","22","R","1","R","0","-5"
"240505","30","R","9","R","7","-5"
"240505","31","R","6","R","6","-5"
"240505","32","R","6","R","5","-5"
"240505","35","R","1","R","1","-5"
"240505","38","R","2","R","2","-5"
"240505","39","R","1","R","1","-5"
"240505","41","R","1","R","1","-5"
"240505","46","R","11","R","8","-5"
"240505","47","R","2","R","2","-5"
"240505","48","R","1","R","1","-5"
"240505","49","R","3","R","3","-5"
"240505","53","R","1","R","1","-5"
"240505","55","R","2","R","1","-5"
"240505","56","R","684","R","517","-5"
"240505","90","R","7","R","0","-5"
"240505","99","R","756","R","570","-5"
"240514","8","R","5","R","5","-5"
"240514","16","R","3","R","3","-5"
"240514","20","R","1","Z","0","-5"
"240514","24","R","1","R","1","-5"
"240514","30","R","2","R","1","-5"
"240514","31","R","1","R","1","-5"
"240514","32","R","2","R","2","-5"
"240514","41","R","1","R","1","-5"
"240514","46","R","3","R","2","-5"
"240514","49","R","1","R","1","-5"
"240514","55","R","1","R","1","-5"
"240514","56","R","218","R","141","-5"
"240514","90","R","3","Z","0","-5"
"240514","99","R","242","R","159","-5"
"240596","5","R","2","R","2","-5"
"240596","6","R","2","R","2","-5"
"240596","8","R","18","R","16","-5"
"240596","12","R","2","R","2","-5"
"240596","15","R","1","R","1","-5"
"240596","19","R","2","R","2","-5"
"240596","23","R","1","R","0","-5"
"240596","25","R","1","R","1","-5"
"240596","29","R","1","R","0","-5"
"240596","30","R","1","R","1","-5"
"240596","31","R","24","R","22","-5"
"240596","35","R","1","R","1","-5"
"240596","38","R","3","R","3","-5"
"240596","41","R","2","R","2","-5"
"240596","46","R","11","R","9","-5"
"240596","48","R","1","R","1","-5"
"240596","49","R","1","R","1","-5"
"240596","53","R","1","R","1","-5"
"240596","56","R","110","R","79","-5"
"240596","90","R","1","R","1","-5"
"240596","99","R","186","R","147","-5"
"240620","1","R","1","Z","0","-5"
"240620","2","R","2","R","1","-5"
"240620","4","R","3","R","1","-5"
"240620","6","R","10","R","2","-5"
"240620","8","R","29","R","15","-5"
"240620","12","R","3","Z","0","-5"
"240620","15","R","1","Z","0","-5"
"240620","17","R","2","Z","0","-5"
"240620","18","R","2","Z","0","-5"
"240620","20","R","1","Z","0","-5"
"240620","21","R","1","Z","0","-5"
"240620","24","R","2","Z","0","-5"
"240620","26","R","1","Z","0","-5"
"240620","27","R","4","R","2","-5"
"240620","28","R","1","Z","0","-5"
"240620","29","R","1","R","1","-5"
"240620","30","R","4","R","2","-5"
"240620","31","R","15","R","9","-5"
"240620","32","R","1","R","1","-5"
"240620","35","R","2","R","1","-5"
"240620","36","R","2","Z","0","-5"
"240620","37","R","2","Z","0","-5"
"240620","38","R","3","R","1","-5"
"240620","39","R","2","Z","0","-5"
"240620","40","R","1","R","1","-5"
"240620","41","R","4","R","2","-5"
"240620","42","R","3","R","3","-5"
"240620","45","R","1","R","1","-5"
"240620","46","R","6","R","4","-5"
"240620","47","R","4","Z","0","-5"
"240620","48","R","5","R","1","-5"
"240620","49","R","2","Z","0","-5"
"240620","51","R","4","R","1","-5"
"240620","53","R","2","Z","0","-5"
"240620","54","R","1","Z","0","-5"
"240620","55","R","2","Z","0","-5"
"240620","56","R","288","R","219","-5"
"240620","57","R","49","R","14","-5"
"240620","90","R","6","R","2","-5"
"240620","99","R","473","R","284","-5"
"240657","4","R","2","R","1","-5"
"240657","6","R","1","R","1","-5"
"240657","8","R","2","Z","0","-5"
"240657","16","R","6","R","5","-5"
"240657","18","R","2","R","2","-5"
"240657","19","R","3","R","2","-5"
"240657","24","R","1","Z","0","-5"
"240657","27","R","1","R","1","-5"
"240657","30","R","103","R","94","-5"
"240657","31","R","1","R","1","-5"
"240657","32","R","1","R","1","-5"
"240657","38","R","3","R","3","-5"
"240657","40","R","1","Z","0","-5"
"240657","41","R","4","R","4","-5"
"240657","46","R","6","R","6","-5"
"240657","48","R","1","R","1","-5"
"240657","49","R","2","R","1","-5"
"240657","50","R","2","Z","0","-5"
"240657","53","R","2","R","1","-5"
"240657","55","R","1","R","1","-5"
"240657","56","R","240","R","201","-5"
"240657","57","R","2","Z","0","-5"
"240657","90","R","2","R","1","-5"
"240657","99","R","389","R","327","-5"
"240666","1","R","1","Z","0","-5"
"240666","2","R","2","R","2","-5"
"240666","8","R","2","R","2","-5"
"240666","15","R","1","Z","0","-5"
"240666","19","R","1","R","1","-5"
"240666","26","R","2","R","1","-5"
"240666","27","R","1","Z","0","-5"
"240666","30","R","18","R","14","-5"
"240666","31","R","1","R","1","-5"
"240666","32","R","3","R","3","-5"
"240666","34","R","1","R","1","-5"
"240666","38","R","1","Z","0","-5"
"240666","46","R","7","R","6","-5"
"240666","49","R","1","R","1","-5"
"240666","56","R","192","R","138","-5"
"240666","90","R","1","Z","0","-5"
"240666","99","R","235","R","170","-5"
"240693","6","R","1","Z","0","-5"
"240693","8","R","11","R","9","-5"
"240693","16","R","7","R","7","-5"
"240693","22","R","1","Z","0","-5"
"240693","27","R","1","Z","0","-5"
"240693","30","R","2","R","2","-5"
"240693","31","R","2","R","1","-5"
"240693","35","R","1","Z","0","-5"
"240693","39","R","1","Z","0","-5"
"240693","42","R","1","Z","0","-5"
"240693","47","R","2","Z","0","-5"
"240693","48","R","1","Z","0","-5"
"240693","49","R","25","R","18","-5"
"240693","51","R","1","Z","0","-5"
"240693","56","R","534","R","413","-5"
"240693","90","R","30","R","5","-5"
"240693","99","R","621","R","455","-5"
"240718","1","R","1","R","1","-5"
"240718","4","R","4","R","4","-5"
"240718","6","R","50","R","43","-5"
"240718","8","R","24","R","18","-5"
"240718","12","R","1","R","1","-5"
"240718","15","R","1","R","1","-5"
"240718","16","R","6","R","5","-5"
"240718","17","R","25","R","19","-5"
"240718","18","R","10","R","8","-5"
"240718","19","R","8","R","8","-5"
"240718","20","R","4","R","3","-5"
"240718","23","R","2","R","1","-5"
"240718","25","R","2","R","1","-5"
"240718","26","R","3","R","2","-5"
"240718","27","R","6","R","6","-5"
"240718","29","R","1","R","0","-5"
"240718","30","R","6","R","6","-5"
"240718","31","R","4","R","4","-5"
"240718","32","R","1","R","1","-5"
"240718","34","R","1","R","1","-5"
"240718","35","R","2","R","2","-5"
"240718","36","R","5","R","5","-5"
"240718","38","R","5","R","4","-5"
"240718","41","R","15","R","12","-5"
"240718","42","R","10","R","8","-5"
"240718","46","R","5","R","5","-5"
"240718","48","R","20","R","18","-5"
"240718","53","R","15","R","11","-5"
"240718","55","R","5","R","5","-5"
"240718","56","R","19","R","15","-5"
"240718","99","R","261","R","218","-5"
"240727","2","R","15","R","14","-5"
"240727","4","R","5","R","5","-5"
"240727","6","R","21","R","18","-5"
"240727","8","R","152","R","150","-5"
"240727","9","R","1","R","1","-5"
"240727","10","R","1","R","1","-5"
"240727","12","R","3","R","3","-5"
"240727","13","R","3","R","3","-5"
"240727","16","R","6","R","6","-5"
"240727","17","R","7","R","6","-5"
"240727","18","R","2","R","2","-5"
"240727","19","R","6","R","6","-5"
"240727","20","R","6","R","5","-5"
