unitid,line,"xef01",efres01,"xef02",efres02,centers
"153737","31","R","1","R","0","-5"
"153737","32","R","1","R","0","-5"
"153737","36","R","1","R","0","-5"
"153737","38","R","1","R","1","-5"
"153737","39","R","1","R","0","-5"
"153737","55","R","5","R","2","-5"
"153737","90","R","119","R","13","-5"
"153737","99","R","3699","R","1811","-5"
"153825","8","R","1","R","1","-5"
"153825","12","R","1","R","1","-5"
"153825","17","R","133","R","132","-5"
"153825","18","R","2","R","2","-5"
"153825","19","R","171","R","168","-5"
"153825","27","R","14","R","14","-5"
"153825","29","R","1","R","1","-5"
"153825","31","R","1","R","1","-5"
"153825","39","R","1","R","1","-5"
"153825","46","R","1","R","1","-5"
"153825","55","R","20","R","20","-5"
"153825","56","R","1","R","1","-5"
"153825","90","R","15","R","11","-5"
"153825","99","R","362","R","354","-5"
"153834","2","R","2","R","2","-5"
"153834","4","R","1","R","1","-5"
"153834","6","R","1","R","1","-5"
"153834","8","R","6","R","6","-5"
"153834","13","R","2","R","2","-5"
"153834","17","R","42","R","42","-5"
"153834","18","R","1","R","1","-5"
"153834","19","R","248","R","247","-5"
"153834","20","R","2","R","2","-5"
"153834","26","R","9","R","9","-5"
"153834","27","R","209","R","209","1"
"153834","29","R","4","R","4","-5"
"153834","30","R","1","R","1","-5"
"153834","31","R","2","R","2","-5"
"153834","35","R","1","R","1","-5"
"153834","37","R","2","R","2","-5"
"153834","39","R","1","R","1","-5"
"153834","42","R","1","R","1","-5"
"153834","46","R","8","R","8","-5"
"153834","48","R","1","R","1","-5"
"153834","51","R","1","R","0","-5"
"153834","53","R","3","R","3","-5"
"153834","55","R","107","R","106","-5"
"153834","56","R","2","R","2","-5"
"153834","90","R","22","R","22","-5"
"153834","99","R","679","R","676","-5"
"153861","6","R","1","R","0","-5"
"153861","17","R","1","R","1","-5"
"153861","19","R","16","R","12","-5"
"153861","21","R","1","R","1","-5"
"153861","22","R","2","R","2","-5"
"153861","53","R","1","R","1","-5"
"153861","90","R","13","R","6","-5"
"153861","99","R","35","R","23","-5"
"153922","1","R","1","R","1","-5"
"153922","9","R","1","R","1","-5"
"153922","12","R","2","R","2","-5"
"153922","17","R","9","R","8","-5"
"154493","53","R","1","R","1","-5"
"154493","55","R","13","R","3","-5"
"154493","57","C","5","Z","0","-5"
"154493","72","R","2","R","0","-5"
"154493","90","R","4","R","3","-5"
"154493","99","M","189","C","155","-5"
"154509","19","R","4","R","4","-5"
"154509","22","R","1","R","1","-5"
"154509","26","R","1","Z","0","-5"
"154509","29","R","2","R","2","-5"
"154509","47","R","1","R","1","-5"
"154509","48","R","3","R","3","-5"
"154509","99","R","12","R","11","-5"
"154518","4","R","2","R","2","-5"
"154518","5","R","1","R","0","-5"
"154518","17","R","5","R","5","-5"
"154518","18","R","2","R","2","-5"
"154518","19","R","163","R","159","-5"
"154518","20","R","1","R","1","-5"
"154518","21","R","2","R","1","-5"
"154518","26","R","1","R","1","-5"
"154518","27","R","48","R","45","-5"
"154518","30","R","3","R","3","-5"
"154518","34","R","1","R","1","-5"
"154518","38","R","1","R","1","-5"
"154518","39","R","5","R","4","-5"
"154518","41","R","1","R","1","-5"
"154518","46","R","3","R","3","-5"
"154518","48","R","1","R","1","-5"
"154518","55","R","5","R","4","-5"
"154518","90","R","18","R","7","-5"
"154518","99","R","263","R","241","-5"
"154527","19","C","360","C","300","-5"
"154527","31","R","1","R","1","-5"
"154527","46","R","2","R","2","-5"
"154527","48","R","2","R","2","-5"
"154527","55","R","19","R","17","-5"
"154527","90","A","18","R","11","-5"
"154527","99","M","402","T","333","-5"
"154572","19","R","335","R","178","-5"
"154572","27","R","1","Z","0","-5"
"154572","31","R","57","R","27","-5"
"154572","37","R","1","Z","0","-5"
"154572","46","R","11","R","6","-5"
"154572","55","R","1","Z","0","-5"
"154572","99","R","406","R","211","-5"
"154590","4","R","1","R","1","-5"
"154590","5","R","1","R","1","-5"
"154590","12","R","6","R","6","-5"
"154590","16","R","2","R","2","-5"
"154590","17","R","10","R","10","-5"
"154590","18","R","1","R","1","-5"
"154590","19","R","69","R","43","-5"
"154590","20","R","2","R","2","-5"
"154590","21","R","1","R","1","-5"
"154590","26","R","3","R","3","-5"
"154590","27","R","1","R","1","-5"
"154590","29","R","17","R","17","-5"
"154590","31","R","9","R","9","-5"
"154590","32","R","2","R","2","-5"
"154590","39","R","1","R","1","-5"
"154590","41","R","1","R","1","-5"
"154590","42","R","2","R","2","-5"
"154590","48","R","6","R","6","-5"
"154590","49","R","1","R","1","-5"
"154590","90","R","1","R","0","-5"
"154590","99","R","137","R","110","-5"
"154642","6","R","2","R","1","-5"
"154642","12","R","2","R","2","-5"
"154642","20","R","525","R","207","-5"
"154642","26","R","1","R","1","-5"
"154642","29","R","7","R","5","-5"
"154642","36","R","1","R","1","-5"
"154642","39","R","1","R","1","-5"
"154642","40","R","5","R","3","-5"
"154642","48","R","10","R","9","-5"
"154642","50","R","2","R","2","-5"
"154642","90","R","5","R","1","-5"
"154642","99","R","561","R","233","-5"
"154688","8","R","4","R","4","-5"
"154688","19","R","1","R","1","-5"
"154688","20","R","128","R","125","-5"
"154688","27","R","1","Z","0","-5"
"154688","29","R","43","R","43","-5"
"154688","31","R","3","R","3","-5"
"154688","35","R","1","R","1","-5"
"154688","40","R","8","R","8","-5"
"154688","48","R","9","R","9","-5"
"154688","57","R","7","R","7","-5"
"154688","99","R","205","R","201","-5"
"154697","6","R","2","R","1","-5"
"154697","8","R","6","R","4","-5"
"154697","12","R","1","R","1","-5"
"154697","15","R","1","Z","0","-5"
"154697","19","R","2","R","2","-5"
"154697","20","A","999","R","273","-5"
"154697","22","R","5","R","4","-5"
"154697","24","R","1","R","1","-5"
"154697","27","R","1","Z","0","-5"
"154697","29","R","5","R","3","-5"
"154697","31","R","2","R","1","-5"
"154697","34","R","1","R","1","-5"
"154697","35","R","2","R","2","-5"
"154697","36","R","3","R","2","-5"
"154697","39","R","2","R","1","-5"
"154697","40","R","4","R","3","-5"
"154697","42","R","2","R","2","-5"
"154697","45","R","1","R","1","-5"
"154697","46","R","12","Z","0","-5"
"154697","48","R","16","R","13","-5"
"154697","51","R","2","R","2","-5"
"154697","90","R","11","R","8","-5"
"154697","99","M","1081","R","325","-5"
"154712","2","R","7","R","7","-5"
"154712","4","R","1","R","1","-5"
"154712","6","R","2","R","2","-5"
"154712","8","R","13","R","13","-5"
"154712","12","R","6","R","6","-5"
"154712","13","R","1","R","1","-5"
"154712","17","R","4","R","4","-5"
"154712","19","R","5","R","5","-5"
"154712","20","R","83","R","81","-5"
"154712","27","R","2","R","2","-5"
"154712","29","R","51","R","51","-5"
"154712","31","R","20","R","20","-5"
"154712","32","R","1","R","1","-5"
"154712","35","R","3","R","3","-5"
"154712","40","R","4","R","4","-5"
"154712","46","R","1","R","1","-5"
"154712","48","R","18","R","18","-5"
"154712","49","R","2","R","2","-5"
"154712","51","R","1","R","1","-5"
"154712","53","R","2","R","2","-5"
"154712","56","R","1","R","1","-5"
"154712","90","R","2","R","1","-5"
"154712","99","R","230","R","227","-5"
"154721","5","R","1","R","1","-5"
"154721","6","R","1","R","1","-5"
"154721","8","R","13","R","13","-5"
"154721","20","R","68","R","68","-5"
"154721","29","R","2","R","2","-5"
"154721","31","R","3","R","3","-5"
"154721","37","R","1","R","0","-5"
"154721","40","R","11","R","11","-5"
"154721","48","R","18","R","18","-5"
"154721","57","A","6","R","2","-5"
"154721","99","M","124","R","119","-5"
"154749","6","R","1","R","1","-5"
"154749","8","R","5","R","5","-5"
"154749","16","R","2","R","2","-5"
"154749","17","R","1","R","1","-5"
"154749","18","R","1","R","1","-5"
"154749","19","R","1","R","1","-5"
"154749","20","R","59","R","58","-5"
"154749","21","R","1","R","1","-5"
"154749","29","R","2","R","2","-5"
"154749","31","R","6","R","6","-5"
"154749","39","R","4","R","4","-5"
"154749","40","R","2","R","2","-5"
"154749","41","R","2","R","1","-5"
"154749","46","R","2","R","2","-5"
"154749","48","R","14","R","14","-5"
"154749","55","R","1","R","1","-5"
"154749","90","R","2","R","1","-5"
"154749","99","R","106","R","103","-5"
"154767","20","R","76","I","27","-5"
"154767","29","R","36","I","13","-5"
"154767","99","T","112","T","40","-5"
"154776","8","R","1","R","1","-5"
"154776","17","R","1","R","1","-5"
"154776","20","R","31","R","11","-5"
"154776","22","R","1","R","1","-5"
"154776","26","R","1","R","1","-5"
"154776","29","R","2","R","2","-5"
"154776","39","R","2","R","1","-5"
"154776","45","R","1","R","1","-5"
"154776","48","R","14","R","13","-5"
"154776","99","R","54","R","32","-5"
"154800","6","R","3","Z","0","-5"
"154800","8","R","1","Z","0","-5"
"154800","9","R","1","Z","0","-5"
"154800","11","R","3","Z","0","-5"
"154800","17","R","5","Z","0","-5"
"154800","20","R","1729","R","748","-5"
"154800","21","R","1","Z","0","-5"
"154800","22","R","1","Z","0","-5"
"154800","29","R","2","Z","0","-5"
"154800","31","R","2","Z","0","-5"
"154800","34","R","1","Z","0","-5"
"154800","37","R","2","Z","0","-5"
"154800","39","R","1","Z","0","-5"
"154800","40","R","1","Z","0","-5"
"154800","41","R","1","Z","0","-5"
"154800","48","R","3","Z","0","-5"
"154800","51","R","3","Z","0","-5"
"154800","56","R","1","Z","0","-5"
"154800","90","R","2","Z","0","-5"
"154800","99","R","1763","R","748","-5"
"154855","2","R","4","R","4","-5"
"154855","4","R","1","R","1","-5"
"154855","5","R","1","R","1","-5"
"154855","6","R","1","R","1","-5"
"154855","8","R","11","R","11","-5"
"154855","12","R","1","Z","0","-5"
"154855","13","R","1","R","1","-5"
"154855","16","R","1","R","1","-5"
"154855","17","R","1","R","1","-5"
"154855","19","R","3","R","2","-5"
"154855","20","R","21","R","19","-5"
"154855","29","R","5","R","5","-5"
"154855","31","R","6","R","6","-5"
"154855","36","R","1","R","1","-5"
"154855","37","R","1","R","1","-5"
"154855","39","R","1","R","1","-5"
"154855","40","R","10","R","9","-5"
"154855","41","R","1","R","1","-5"
"154855","46","R","1","R","1","-5"
"154855","48","R","19","R","18","-5"
"154855","55","R","2","R","2","-5"
"154855","57","C","4","Z","0","-5"
"155177","41","R","8","R","6","-5"
"155177","42","R","7","R","6","-5"
"155177","46","R","4","R","4","-5"
"155177","48","R","2","R","2","-5"
"155177","51","R","7","R","6","-5"
"155177","55","R","2","R","2","-5"
"155177","57","C","2","Z","0","-5"
"155177","90","R","20","R","12","-5"
"155177","99","M","129","R","108","-5"
"155186","1","R","1","Z","0","-5"
"155186","12","R","1","R","1","-5"
"155186","17","R","6","R","6","-5"
"155186","19","R","1","R","1","-5"
"155186","20","R","273","R","222","-5"
"155186","26","R","5","R","5","-5"
"155186","29","R","24","R","22","-5"
"155186","31","R","1","R","1","-5"
"155186","34","R","1","R","1","-5"
"155186","35","R","2","R","2","-5"
"155186","39","R","3","R","3","-5"
"155186","48","R","2","R","2","-5"
"155186","49","R","1","R","1","-5"
"155186","90","R","1","R","1","-5"
"155186","99","R","322","R","268","-5"
"155195","5","R","1","R","1","-5"
"155195","6","R","2","R","2","-5"
"155195","8","R","4","R","3","-5"
"155195","12","R","5","R","5","-5"
"155195","19","R","1","Z","0","-5"
"155195","20","R","1217","R","626","-5"
"155195","21","R","2","Z","0","-5"
"155195","22","R","1","R","1","-5"
"155195","27","R","1","R","1","-5"
"155195","29","R","5","R","5","-5"
"155195","30","R","2","R","2","-5"
"155195","31","R","5","R","4","-5"
"155195","34","R","1","R","1","-5"
"155195","35","R","1","R","1","-5"
"155195","36","R","2","R","2","-5"
"155195","37","R","1","R","1","-5"
"155195","40","R","8","R","6","-5"
"155195","47","R","2","R","1","-5"
"155195","48","R","5","R","3","-5"
"155195","51","R","1","Z","0","-5"
"155195","53","R","1","Z","0","-5"
"155195","90","R","1","R","1","-5"
"155195","99","R","1269","R","666","-5"
"155201","2","R","1","Z","0","-5"
"155201","6","R","1","Z","0","-5"
"155201","8","R","1","R","1","-5"
"155201","12","R","3","R","1","-5"
"155201","18","R","1","R","1","-5"
"155201","20","R","416","R","133","-5"
"155201","22","R","1","Z","0","-5"
"155201","24","R","1","Z","0","-5"
"155201","29","R","3","R","2","-5"
"155201","34","R","1","Z","0","-5"
"155201","39","R","1","Z","0","-5"
"155201","40","R","10","R","3","-5"
"155201","48","R","9","R","5","-5"
"155201","51","R","1","R","1","-5"
"155201","53","R","1","Z","0","-5"
"155201","90","R","4","Z","0","-5"
"155201","99","R","455","A","147","-5"
"155210","5","R","1","Z","0","-5"
"155210","17","R","2","R","2","-5"
"155210","20","R","1402","R","938","-5"
"155210","27","R","1","R","1","-5"
"155210","29","R","63","R","33","-5"
"155210","31","R","4","R","4","-5"
"155210","40","R","2","R","2","-5"
"155210","90","R","19","R","2","-5"
"155210","99","R","1494","R","982","-5"
"155283","20","R","32","R","3","-5"
"155283","29","R","135","R","25","-5"
"155283","99","T","167","T","28","-5"
"155292","6","R","1","R","1","-5"
"155292","8","R","1","R","1","-5"
"155292","10","R","1","R","1","-5"
"155292","17","R","1","R","1","-5"
"155292","19","R","2","Z","0","-5"
"155292","20","R","631","R","295","-5"
"155292","21","R","1","R","1","-5"
"155292","29","R","14","R","2","-5"
"155292","40","R","2","R","1","-5"
"155292","47","R","1","R","1","-5"
"155292","48","R","2","R","2","-5"
"155292","57","R","1","R","1","-5"
"155292","99","R","658","R","307","-5"
"155317","1","R","2","R","2","-5"
"155317","2","R","1","R","1","-5"
"155317","4","R","11","R","11","-5"
"155317","5","R","8","R","8","-5"
"155317","6","R","12","R","12","-5"
"155317","8","R","67","R","65","-5"
"155317","9","R","7","R","6","-5"
"155317","11","R","1","R","1","-5"
"155317","12","R","9","R","9","-5"
"155317","13","R","5","R","5","-5"
"155317","15","R","2","R","2","-5"
"155317","17","R","173","R","173","-5"
"155317","18","R","12","R","12","-5"
"155317","19","R","51","R","49","-5"
"155317","20","R","2647","R","2575","-5"
"155317","22","R","4","R","4","-5"
"155317","24","R","2","R","2","-5"
"155317","25","R","4","R","4","-5"
"155317","26","R","10","R","10","-5"
"155317","27","R","87","R","86","-5"
"155317","29","R","261","R","258","-5"
"155317","30","R","3","R","3","-5"
"155317","31","R","92","R","90","-5"
"155317","32","R","1","R","1","-5"
"155317","33","R","3","R","3","-5"
"155317","34","R","5","R","5","-5"
"155317","35","R","4","R","3","-5"
"155317","36","R","7","R","6","-5"
"155317","37","R","2","R","2","-5"
"155317","38","R","3","R","3","-5"
"155317","39","R","8","R","8","-5"
"155317","40","R","68","R","67","-5"
"155317","41","R","2","R","2","-5"
"155317","42","R","2","R","2","-5"
"155317","45","R","1","R","1","-5"
"155317","46","R","7","R","7","-5"
"155317","47","R","3","R","3","-5"
"155317","48","R","72","R","70","-5"
"155317","49","R","3","R","3","-5"
"155317","50","R","1","R","1","-5"
"155317","51","R","10","R","10","-5"
"155317","53","R","3","R","3","-5"
"155317","55","R","17","R","17","-5"
"155317","56","R","2","R","2","-5"
"155317","72","R","1","R","1","-5"
"155317","90","R","70","R","45","-5"
"155317","99","R","3766","R","3653","-5"
"155335","6","R","1","R","1","-5"
"155335","8","R","3","R","3","-5"
"155335","17","R","2","R","2","-5"
"155335","20","R","90","R","78","-5"
"155335","26","R","1","R","1","-5"
"155335","29","R","1","R","1","-5"
"155335","31","R","2","R","2","-5"
"155335","35","R","1","R","1","-5"
"155335","40","R","14","R","14","-5"
"155335","44","R","1","R","1","-5"
"155335","48","R","6","R","6","-5"
"155335","99","R","122","R","110","-5"
"155399","1","R","2","R","1","-5"
"155399","5","R","1","R","1","-5"
"155399","6","R","12","R","11","-5"
"155399","8","R","24","R","23","-5"
"155399","9","R","1","Z","0","-5"
"155399","11","R","1","Z","0","-5"
"155399","12","R","5","R","3","-5"
"155399","13","R","1","R","1","-5"
"155399","17","R","16","R","14","-5"
"155399","18","R","4","R","4","-5"
"155399","19","R","9","R","9","-5"
"155399","20","R","3065","R","2759","-5"
"155399","21","R","3","R","3","-5"
"155399","22","R","1","R","1","-5"
"155399","23","R","1","Z","0","-5"
"155399","26","R","6","R","5","-5"
"155399","27","R","3","R","3","-5"
"155399","28","R","1","R","1","-5"
"155399","29","R","68","R","67","-5"
"155399","30","R","1","R","1","-5"
"155399","31","R","47","R","45","-5"
"155399","32","R","1","Z","0","-5"
"155399","34","R","1","R","1","-5"
"155399","35","R","5","R","5","-5"
"155399","36","R","4","R","3","-5"
"155399","38","R","2","R","2","-5"
"155399","39","R","2","R","2","-5"
"155399","40","R","9","R","9","-5"
"155399","42","R","1","R","1","-5"
"155399","45","R","1","R","1","-5"
"155399","46","R","4","R","4","-5"
"155399","47","R","1","R","1","-5"
"155399","48","R","15","R","15","-5"
"155399","49","R","2","R","2","-5"
"155399","51","R","4","R","2","-5"
"155399","53","R","1","Z","0","-5"
"155399","55","R","5","R","5","-5"
"155399","56","R","1","R","1","-5"
"155399","68","R","1","Z","0","-5"
"155399","90","R","6","R","1","-5"
"155399","99","R","3338","R","3007","-5"
"155414","4","R","5","R","5","-5"
"155414","6","R","3","R","3","-5"
"155414","8","R","11","R","9","-5"
"155414","12","R","1","R","1","-5"
"155414","20","A","57","R","34","-5"
"155414","21","R","2","R","1","-5"
"155414","22","R","2","R","2","-5"
"155414","31","R","1","R","1","-5"
"155414","33","R","1","R","0","-5"
"155414","39","R","2","R","1","-5"
"155414","40","R","5","R","4","-5"
"155414","47","R","1","R","0","-5"
"155414","48","R","23","R","15","-5"
"155414","90","R","2","R","0","-5"
"155414","99","M","116","R","76","-5"
"155450","5","R","5","R","5","-5"
"155450","17","R","1","R","0","-5"
"155450","20","R","101","R","64","-5"
"155450","26","R","2","R","1","-5"
"155450","29","R","6","R","5","-5"
"155450","31","R","1","R","1","-5"
"155450","34","R","2","R","1","-5"
"155450","40","R","7","R","5","-5"
"155450","57","C","4","Z","0","-5"
"155450","72","R","2","R","1","-5"
"155450","99","M","131","R","83","-5"
"155487","20","R","128","R","46","-5"
"155487","31","R","1","R","0","-5"
"155487","99","T","129","T","46","-5"
"155496","4","R","5","R","4","-5"
"155496","8","R","12","R","12","-5"
"156125","36","R","2","R","2","-5"
"156125","38","R","1","R","1","-5"
"156125","39","R","1","R","1","-5"
"156125","40","R","12","R","12","-5"
"156125","41","R","1","R","1","-5"
"156125","42","R","2","R","2","-5"
"156125","47","R","1","R","1","-5"
"156125","48","R","10","R","8","-5"
"156125","49","R","2","R","2","-5"
"156125","55","R","2","R","2","-5"
"156125","56","R","1","R","1","-5"
"156125","90","R","2","R","2","-5"
"156125","99","M","1125","R","937","-5"
"156189","21","R","109","R","101","-5"
"156189","39","R","8","R","8","-5"
"156189","47","R","4","R","4","-5"
"156189","51","R","5","R","5","-5"
"156189","54","R","34","R","32","-5"
"156189","90","R","1","Z","0","-5"
"156189","99","R","161","R","150","-5"
"156213","1","R","4","R","4","-5"
"156213","2","R","1","Z","0","-5"
"156213","6","R","4","R","3","-5"
"156213","8","R","3","R","3","-5"
"156213","9","R","1","R","1","-5"
"156213","10","R","1","R","1","-5"
"156213","12","R","23","R","20","-5"
"156213","13","R","11","R","11","-5"
"156213","16","R","1","R","1","-5"
"156213","17","R","17","R","16","-5"
"156213","18","R","24","R","23","-5"
"156213","20","R","1","R","1","-5"
"156213","21","R","65","R","56","-5"
"156213","22","R","1","R","1","-5"
"156213","23","R","3","R","3","-5"
"156213","24","R","1","Z","0","-5"
"156213","25","R","5","R","5","-5"
"156213","26","R","11","R","11","-5"
"156213","31","R","3","R","3","-5"
"156213","32","R","1","R","1","-5"
"156213","33","R","5","R","5","-5"
"156213","34","R","9","R","8","-5"
"156213","35","R","1","R","1","-5"
"156213","36","R","6","R","6","-5"
"156213","37","R","7","R","7","-5"
"156213","39","R","46","R","44","-5"
"156213","40","R","1","R","1","-5"
"156213","41","R","2","R","2","-5"
"156213","42","R","21","R","18","-5"
"156213","45","R","2","R","2","-5"
"156213","47","R","9","R","7","-5"
"156213","48","R","3","R","3","-5"
"156213","50","R","2","R","2","-5"
"156213","51","R","7","R","7","-5"
"156213","53","R","1","R","1","-5"
"156213","54","R","7","R","7","-5"
"156213","55","R","2","R","2","-5"
"156213","90","R","12","R","11","-5"
"156213","99","R","324","R","298","-5"
"156231","21","R","436","R","333","-5"
"156231","39","R","4","R","1","-5"
"156231","54","R","52","R","25","-5"
"156231","90","R","1","Z","0","-5"
"156231","99","R","493","R","359","-5"
"156286","1","R","2","R","2","-5"
"156286","4","R","1","R","1","-5"
"156286","5","R","2","R","2","-5"
"156286","8","R","1","R","1","-5"
"156286","13","R","3","R","2","-5"
"156286","17","R","2","R","2","-5"
"156286","18","R","33","R","31","-5"
"156286","21","R","297","R","283","-5"
"156286","29","R","6","R","6","-5"
"156286","31","R","1","R","1","-5"
"156286","34","R","2","R","2","-5"
"156286","39","R","12","R","12","-5"
"156286","45","R","1","R","1","-5"
"156286","46","R","1","R","1","-5"
"156286","47","R","4","R","4","-5"
"156286","54","R","2","R","2","-5"
"156286","90","R","5","R","5","-5"
"156286","99","R","375","R","358","-5"
"156295","1","R","23","R","23","-5"
"156295","5","R","1","R","1","-5"
"156295","6","R","1","R","1","-5"
"156295","8","R","1","R","1","-5"
"156295","9","R","1","R","1","-5"
"156295","13","R","4","R","4","-5"
"156295","17","R","2","R","2","-5"
"156295","18","R","4","R","4","-5"
"156295","19","R","3","R","2","-5"
"156295","21","R","174","R","168","-5"
"156295","24","R","1","R","1","-5"
"156295","26","R","2","R","2","-5"
"156295","28","R","1","R","1","-5"
"156295","36","R","2","R","2","-5"
"156295","37","R","12","R","12","-5"
"156295","39","R","49","R","45","-5"
"156295","40","R","1","R","1","-5"
"156295","41","R","3","R","3","-5"
"156295","42","R","3","R","2","-5"
"156295","45","R","8","R","7","-5"
"156295","47","R","43","R","43","-5"
"156295","50","R","1","R","1","-5"
"156295","51","R","18","R","16","-5"
"156295","54","R","33","R","32","-5"
"156295","90","R","24","R","19","-5"
"156295","99","R","415","R","394","-5"
"156356","10","R","1","R","1","-5"
"156356","18","R","15","R","11","-5"
"156356","21","R","82","R","77","-5"
"156356","51","R","2","R","2","-5"
"156356","90","R","7","R","3","-5"
"156356","99","R","107","R","94","-5"
"156365","6","R","3","R","3","-5"
"156365","12","R","2","R","2","-5"
"156365","13","R","1","R","1","-5"
"156365","16","R","1","R","1","-5"
"156365","17","R","2","R","2","-5"
"156365","18","R","4","R","4","-5"
"156365","21","R","300","R","236","-5"
"156365","26","R","2","R","2","-5"
"156365","29","R","1","R","1","-5"
"156365","36","R","1","R","1","-5"
"156365","39","R","10","R","9","-5"
"156365","42","R","2","R","2","-5"
"156365","46","R","3","R","3","-5"
"156365","47","R","12","R","12","-5"
"156365","90","R","16","R","6","-5"
"156365","99","R","360","R","285","-5"
"156408","1","R","4","R","4","-5"
"156408","2","R","1","R","1","-5"
"156408","5","R","1","R","1","-5"
"156408","8","R","3","R","3","-5"
"156408","9","R","2","R","2","-5"
"156408","12","R","3","R","3","-5"
"156408","15","R","1","R","1","-5"
"156408","17","R","5","R","5","-5"
"156408","18","R","7","R","7","-5"
"156408","21","R","189","R","188","-5"
"156408","22","R","2","R","2","-5"
"156408","27","R","1","R","1","-5"
"156408","29","R","4","R","3","-5"
"156408","33","R","1","Z","0","-5"
"156408","36","R","1","R","1","-5"
"156408","37","R","2","R","2","-5"
"156408","39","R","18","R","18","-5"
"156408","40","R","2","R","2","-5"
"156408","45","R","5","R","5","-5"
"156408","46","R","1","R","1","-5"
"156408","47","R","21","R","21","-5"
"156408","48","R","5","R","5","-5"
"156408","51","R","7","R","7","-5"
"156408","53","R","1","R","1","-5"
"156408","54","R","2","R","2","-5"
"156408","90","R","6","R","6","-5"
"156408","99","R","295","R","292","-5"
"156417","12","R","1","R","1","-5"
"156417","18","R","2","Z","0","-5"
"156417","21","A","7","Z","0","-5"
"156417","39","R","1","Z","0","-5"
"156417","47","R","2","Z","0","-5"
"156417","51","R","1","Z","0","-5"
"156417","54","R","1","Z","0","-5"
"156417","99","R","15","R","1","-5"
"156541","1","R","7","R","7","-5"
"156541","12","R","30","R","30","-5"
"156541","13","R","11","R","11","-5"
"156541","17","R","1","R","1","-5"
"156541","18","R","22","R","21","-5"
"156541","21","R","234","R","224","-5"
"156541","24","R","2","R","2","-5"
"156541","25","R","2","R","2","-5"
"156541","26","R","4","R","3","-5"
"156541","29","R","1","R","1","-5"
"156541","34","R","1","R","1","-5"
"156541","36","R","2","R","2","-5"
"156541","39","R","37","R","36","-5"
"156541","45","R","2","R","2","-5"
"156541","47","R","37","R","36","-5"
"156541","48","R","1","R","1","-5"
"156541","51","R","7","R","7","-5"
"156541","54","R","5","R","5","-5"
"156541","90","R","7","R","2","-5"
"156541","99","R","413","R","394","-5"
"156620","1","R","1","R","1","-5"
"156620","4","R","1","R","1","-5"
"156620","6","R","2","R","2","-5"
"156620","9","R","2","R","2","-5"
"156620","10","R","1","R","1","-5"
"156620","12","R","9","R","9","-5"
"156620","13","R","8","R","6","-5"
"156620","17","R","9","R","8","-5"
"156620","18","R","16","R","16","-5"
"156620","19","R","1","R","1","-5"
"156620","21","A","2062","R","1713","-5"
"156620","23","R","1","R","1","-5"
"156620","24","R","3","R","3","-5"
"156620","25","R","1","R","1","-5"
"156620","26","R","5","R","5","-5"
"156620","27","R","3","R","3","-5"
"156620","29","R","1","R","1","-5"
"156620","34","R","1","R","1","-5"
"156620","36","R","4","R","4","-5"
"156620","39","R","106","R","102","-5"
"156620","42","R","8","R","8","-5"
"156620","47","R","6","R","4","-5"
"156620","51","R","8","R","7","-5"
"156620","54","R","6","R","6","-5"
"156620","55","R","2","R","1","-5"
"156620","90","R","18","R","2","-5"
"156620","99","M","2285","R","1909","-5"
"156648","21","R","697","R","442","-5"
"156648","34","R","1","Z","0","-5"
"156648","90","R","1","Z","0","-5"
"156648","99","R","699","R","442","-5"
"156736","21","R","41","R","9","-5"
"156736","47","R","49","R","6","1"
"156736","57","C","2","Z","0","-5"
"156736","99","M","92","R","15","-5"
"157289","29","R","3","R","2","-5"
"157289","34","R","3","R","2","-5"
"157289","36","R","5","R","5","-5"
"157289","39","R","8","R","8","-5"
"157289","42","R","2","R","1","-5"
"157289","45","R","1","R","1","-5"
"157289","47","R","4","R","3","-5"
"157289","48","R","13","R","12","-5"
"157289","51","R","1","R","1","-5"
"157289","54","R","1","R","1","-5"
"157289","55","R","1","R","1","-5"
"157289","90","R","17","R","9","-5"
"157289","99","R","2130","R","1923","-5"
"157304","4","R","1","R","1","-5"
"157304","21","R","388","R","264","-5"
"157304","47","R","1","Z","0","-5"
"157304","99","R","390","R","265","-5"
"157331","21","R","228","R","141","-5"
"157331","39","R","7","R","5","-5"
"157331","90","R","1","Z","0","-5"
"157331","99","R","236","R","146","-5"
"157359","18","R","2","R","2","-5"
"157359","21","R","11","R","8","-5"
"157359","39","R","1","Z","0","-5"
"157359","47","R","2","Z","0","-5"
"157359","90","R","1","R","1","-5"
"157359","99","R","17","R","11","-5"
"157377","6","R","1","C","1","-5"
"157377","8","R","1","C","1","-5"
"157377","12","R","1","C","1","-5"
"157377","13","R","1","C","1","-5"
"157377","17","R","3","C","3","-5"
"157377","18","A","10","A","10","-5"
"157377","21","A","67","A","61","-5"
"157377","23","R","1","C","1","-5"
"157377","26","R","1","C","1","-5"
"157377","28","C","1","C","1","-5"
"157377","29","C","1","C","1","-5"
"157377","36","R","1","Z","0","-5"
"157377","37","R","1","Z","0","-5"
"157377","39","R","10","A","10","-5"
"157377","40","R","1","C","1","-5"
"157377","47","R","2","C","2","-5"
"157377","48","C","1","C","1","-5"
"157377","51","A","3","C","3","-5"
"157377","99","M","107","T","99","-5"
"157386","5","R","1","R","1","-5"
"157386","6","R","1","Z","0","-5"
"157386","12","R","5","R","3","-5"
"157386","13","R","10","R","10","-5"
"157386","17","R","6","R","6","-5"
