unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,rotc,rotc1,rotc2,rotc3,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt
"141608","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"15",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"141626","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141644","1","1","1","1","0","0","3","-2","-2","-2","1","0","1","0","1","1","1","0","0","0","0","0","1","1","0","1","1","11","1","0","1","2","1","3","1","1","2","3","1","2","-2","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","0","2","-2","1","156","1","156","1","156","-3","-3","1","1",10,"50",10,"50",31,"","1","1","1","1","2","2","1",10,"212","1",10,"14",30,"",30,"",10,"7950"
"141671","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",31,"",31,"",10,"100","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",30,""
"141680","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","0","1","9","0","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","1","1","0","0","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"141699","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","0","0","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","3","1",10,"25",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"141714","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141723","0","1","0","0","0","0","3","-2","-2","-2","0","0","0","0","0","1","0","1","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","4","0","1","0","0","0","0","1","2","-2","-2","-2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141796","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","9","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"141802","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","9","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"141811","1","1","0","1","1","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","0","1","9","0","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","1","1","0","1","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"141839","1","1","0","1","1","0","1","2","0","-2","1","1","1","0","0","0","0","0","0","0","0","0","1","1","-3","1","1","9","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","1",10,"44","3",31,"",10,"1994",30,"",30,""
"141848","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141857","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",31,""
"141866","1","1","0","1","0","0","3","-2","-2","-2","0","0","0","1","0","0","1","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","0","1","0","0","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141936","0","1","0","0","0","0","4","-2","-2","95","0","0","0","0","0","0","1","0","0","1","0","0","2","-2","-2","1","0","-2","0","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","2","1","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",31,"",10,"50",31,"","1","2","2","1","1","2","2",31,"","3",31,"",30,"",30,"",30,""
"141945","1","0","0","1","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","0","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"15",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"141963","0","1","0","0","0","0","1","2","0","-2","1","0","0","0","1","1","1","0","1","0","0","0","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3",30,"",30,"",30,"","-3","-3","-3","-3","-3","-3","-3",30,"","-3",30,"",30,"",30,"",30,""
"141972","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"141981","0","1","0","0","0","0","1","2","0","-2","1","0","0","0","1","0","0","0","0","0","0","0","2","-2","-2","0","1","11","0","0","2","2","3","3","3","3","3","3","3","1","2","0","1","1","0","0","0","1","1","1","0","1","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","2","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"141990","1","1","0","1","0","0","1","2","0","-2","1","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","0","1","9","0","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"142027","1","0","0","1","0","0","3","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-3","1","1","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","3","1",10,"25",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142054","1","0","0","0","0","0","2","-2","-2","-2","1","1","1","0","0","0","0","0","0","0","0","0","1","1","-3","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","1","0","1","1","0","1","2","-2","-2","-2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142090","0","1","0","0","0","0","4","-2","-2","88","0","1","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","1","1","1","2","1","3","1","1","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","2","1",10,"71","1",10,"16",30,"",30,"",10,"3800"
"142115","1","1","0","0","1","0","1","2","0","-2","1","1","1","1","1","0","1","0","1","0","0","0","2","-2","-2","1","1","7","0","0","1","2","1","2","1","2","3","3","1","1","-2","1","1","1","1","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","109","1","109","2","-2","1","109","-3","-3","1","1",10,"20",10,"20",31,"","1","1","1","1","2","1","1",10,"890","2",31,"",30,"",30,"",10,"3960"
"142124","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","-1","-1","1","-1","-1","-1","-1","-1","-2","0","1","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","1",10,"95",10,"0",10,"0","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142160","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142179","1","0","0","1","1","0","1","2","9","-2","1","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","0","1","7","0","0","2","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"10",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"142267","1","0","0","1","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","-3","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142285","0","1","1","1","0","0","1","2","0","-2","0","0","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","7","0","0","1","2","1","3","1","3","3","3","1","1","-2","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","109","1","109","2","-2","1","109","-3","-3","1","1",10,"30",10,"35",10,"40","1","1","2","1","1","1","1",10,"1449","2",31,"",30,"",30,"",10,"4064"
"142294","0","1","0","0","0","0","4","-2","-2","66","0","0","0","0","1","0","0","0","0","0","0","0","2","-2","-2","0","1","7","1","0","2","2","1","2","1","2","1","2","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","1","0","1","0","0","0","0","2","-2","1","328","1","328","2","-2","-3","-3","4","1",10,"25",30,"",30,"","1","1","1","2","2","2","1",10,"578","2",31,"",10,"2100",10,"2100",30,""
"142328","1","1","0","1","1","0","1","2","0","-2","0","1","1","0","1","0","0","0","0","0","0","0","1","1","0","1","1","7","1","0","1","2","1","3","1","2","3","3","1","1","-2","1","1","1","1","1","0","1","1","1","0","1","1","0","1","0","0","0","0","2","-2","1","330","1","330","1","330","-3","-3","1","1",10,"20",30,"",30,"","1","1","1","2","2","1","1",10,"203","2",31,"",10,"1470",10,"2110",30,""
"142337","0","1","0","0","0","0","2","-2","-2","-2","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","2","3","3","3","3","3","3","1","1","-2","1","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",10,"100",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142346","0","1","0","0","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","1","0","0","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142364","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","0","0","0","1","0","0","3","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142407","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","5","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142416","1","0","0","0","0","0","2","-2","-2","-2","0","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","0","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","5","1",10,"100",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142443","1","1","0","1","1","0","1","2","0","-2","0","1","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","7","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"10",31,"",31,"","1","1","1","2","2","1","2",31,"","3",31,"",30,"",30,"",31,""
"142461","0","1","0","0","0","0","4","-2","-2","59","0","0","0","0","1","0","1","0","0","0","0","0","2","-2","-2","1","1","7","1","0","1","2","1","1","1","-1","1","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","0","0","2","-2","1","156","2","-2","2","-2","-3","-3","1","1",10,"20",30,"",30,"","1","1","1","2","2","2","1",10,"886","1",10,"21",30,"",30,"",10,"4020"
"142489","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","6","2",31,"",31,"",31,"","1","1","2","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142522","1","1","0","0","0","0","4","-2","-2","94","0","1","1","1","0","0","0","0","0","0","0","0","2","-2","-2","1","1","7","0","0","1","2","1","2","1","2","1","3","1","1","-2","1","1","1","1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","2","1",10,"1190","2",31,"",10,"1700",10,"2500",30,""
"142531","0","1","0","0","0","0","2","-2","-2","-2","1","1","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","1","1","1","1","0","0","3","-1","-1","-1","-1","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142540","1","0","0","0","0","1","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142559","1","1","0","1","1","0","1","2","0","-2","1","0","1","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","7","0","0","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","1","1","1","1","0","1","2","-2","-2","-2","1","0","0","1","0","0","0","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","2",31,"",31,"",31,"","1","1","1","2","2","1","1",10,"246","2",31,"",10,"1860",10,"1870",30,""
"142610","1","1","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","0","1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","1","1","1","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142629","1","0","0","0","0","0","2","-2","-2","-2","1","0","0","1","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-2","0","1","1","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142814","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","1","1","-3","1","0","-2","0","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142832","0","1","1","0","0","0","3","-2","-2","-2","0","0","0","0","0","1","1","1","1","0","0","0","2","-2","-2","1","1","5","1","0","1","2","1","3","1","1","1","1","3","1","4","0","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","2","1",31,"",10,"50",31,"","1","2","2","1","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142850","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","2","2","2","3","3","3","2","3","-3","0","1","0","1","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","2",31,"",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142869","1","0","0","0","0","0","2","-2","-2","-2","0","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","3","3","1","-1","-1","-1","-1","-1","-3","0","1","0","0","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","6","1",10,"10",10,"0",10,"0","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142878","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","3","3","1","-1","-1","-1","-1","-1","-3","0","1","0","0","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-3","5","1",10,"10",10,"0",10,"0","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142887","0","1","0","1","0","0","2","-2","-2","-2","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","2","-1","-1","1","-1","-1","-1","-1","1","-2","0","1","1","1","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","2","2",31,"","3",31,"",30,"",30,"",31,""
"142920","1","0","0","1","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","0","0","1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142939","1","0","0","1","0","0","2","-2","-2","-2","1","0","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","1","6","1","0","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","1","1","1","0","0","3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"142957","0","1","0","0","0","0","3","-2","-2","-2","0","0","1","0","1","0","0","0","0","0","0","0","2","-2","-2","0","0","-2","1","0","2","2","1","3","1","3","1","3","2","2","-2","0","1","0","0","0","0","1","2","-2","-2","-2","2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-3","-3","1","1",10,"25",31,"",31,"","1","1","1","2","2","2","1",10,"65","3",31,"",10,"3300",30,"",30,""
"142966","1","0","0","0","0","0","3","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","1","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-1","-1","-1","-1","-1","-1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"143020","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","2","-2","-2","1","0","-2","0","0","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","0","0","0","1","0","0","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
"143039","1","0","0","0","0","0","2","-2","-2","-2","1","1","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","-1","-1","-3","-1","-1","-1","-1","-1","-1","1","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-3","-1","-1",31,"",31,"",31,"","-1","-1","-1","-1","-1","-1","-1",31,"","-1",31,"",31,"",31,"",30,""
