unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3,"xcmp1ay1",cmp1ay1,"xcmp1ay2",cmp1ay2,"xcmp1ay3",cmp1ay3,"xcmp2ay1",cmp2ay1,"xcmp2ay2",cmp2ay2,"xcmp2ay3",cmp2ay3,"xcmp3ay1",cmp3ay1,"xcmp3ay2",cmp3ay2,"xcmp3ay3",cmp3ay3
"100858",10,"5000",10,"496",10,"207",30,"",10,"5000",10,"496",10,"207",30,"",10,"15000",10,"496",10,"621",30,"",10,"5000",10,"416",10,"207",10,"5000",10,"416",10,"207",10,"15000",10,"416",10,"621",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"13316",10,"256",10,"23316",10,"256",33,"",33,"",33,"",33,"",10,"9560",10,"256",10,"28680",10,"256",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"5068",10,"5278",10,"5496",10,"5068",10,"5278",10,"5496",10,"14288",10,"14878",10,"15496",10,"900",10,"1000",10,"1100",10,"6686",10,"7232",10,"7564",10,"1988",10,"2054",10,"2304",10,"6692",10,"6952",10,"7564",10,"2424",10,"2504",10,"2484",10,"1988",10,"2054",10,"2304",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"100937",10,"22260",10,"680",10,"928",30,"",10,"22260",10,"680",10,"928",30,"",10,"22260",10,"680",10,"928",30,"",10,"14760",10,"241",10,"615",10,"14760",10,"241",10,"615",10,"14760",10,"241",10,"615",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"19450",10,"20810",10,"22260",10,"19450",10,"20810",10,"22260",10,"19450",10,"20810",10,"22260",10,"600",10,"600",10,"1000",10,"7270",10,"7484",10,"7894",10,"400",10,"400",10,"680",10,"7270",10,"7484",10,"7894",10,"400",10,"400",10,"400",10,"400",10,"400",10,"400",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101028",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"4830",10,"4830",10,"4830",10,"800",10,"800",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"5400",10,"5400",10,"5400",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101073",10,"6000",10,"264",10,"235",30,"",10,"6000",10,"264",10,"235",30,"",10,"6000",10,"264",10,"235",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6104",10,"6104",10,"6796",10,"6104",10,"6104",10,"6796",10,"6104",10,"6104",10,"6796",10,"600",10,"600",10,"600",10,"3200",10,"3200",10,"3200",10,"1364",10,"2000",10,"2000",10,"2500",10,"2500",10,"1000",10,"1104",10,"1000",10,"2000",10,"1104",10,"1000",10,"1000",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101116",10,"11850",10,"0",10,"270",30,"",10,"11850",13,"0",10,"270",30,"",10,"11850",13,"0",10,"270",30,"",10,"16485",10,"0",10,"449",10,"16485",13,"0",10,"449",10,"16485",13,"0",10,"449",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11085",10,"11475",10,"11850",10,"11085",10,"11475",10,"11850",10,"11085",10,"11475",10,"11850",10,"900",10,"900",10,"900",30,"",30,"",30,"",30,"",30,"",30,"",10,"5265",10,"7860",10,"8190",10,"4110",10,"4110",10,"6750",10,"4110",10,"4110",10,"4500",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101143",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2520",10,"2520",10,"2520",10,"2520",10,"2520",10,"2520",10,"4560",10,"4508",10,"4508",10,"700",10,"700",10,"800",30,"",30,"",30,"",30,"",30,"",30,"",10,"4275",10,"4275",10,"5400",10,"1600",10,"1600",10,"2696",10,"1600",10,"1600",10,"2696",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101161",10,"2130",10,"660",10,"71",30,"",10,"2130",10,"660",10,"71",30,"",10,"4260",10,"660",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2232",10,"2790",10,"2790",10,"2232",10,"2790",10,"2790",10,"3960",10,"3960",10,"4920",10,"700",10,"700",10,"1000",10,"2965",10,"2965",10,"4050",10,"1400",10,"1400",10,"1700",10,"3000",10,"3000",10,"3000",10,"1600",10,"1700",10,"1900",10,"1200",10,"1300",10,"1500",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101189",10,"11540",10,"0",10,"400",30,"",10,"11540",13,"0",10,"400",30,"",10,"11540",13,"0",10,"400",30,"",10,"14940",10,"0",10,"435",10,"14940",13,"0",10,"435",10,"14940",13,"0",10,"435",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",33,"",10,"15000",10,"20",10,"15000",10,"20",10,"10925",10,"0",10,"10925",10,"0",10,"10925",10,"0",10,"10925",10,"0",10,"9750",10,"10500",10,"11540",10,"9750",10,"10500",10,"11540",10,"9750",10,"10500",10,"11540",10,"1000",10,"1200",10,"1200",10,"5000",10,"5200",10,"5400",10,"2400",10,"2400",10,"2700",10,"5400",10,"5400",10,"5400",10,"2400",10,"2400",10,"2700",10,"2400",10,"2400",10,"2700",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101240",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"4830",10,"4830",10,"4830",10,"800",10,"800",10,"800",10,"2350",10,"2800",10,"2800",10,"825",10,"825",10,"825",10,"4500",10,"4500",10,"4500",10,"2917",10,"2917",10,"2917",10,"2917",10,"2917",10,"2917",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101286",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"4860",10,"4860",10,"4830",10,"720",10,"900",10,"1881",30,"",30,"",30,"",30,"",30,"",30,"",10,"4019",10,"4475",10,"2953",10,"339",10,"400",10,"667",10,"339",10,"400",10,"667",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101295",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"4830",10,"4830",10,"4830",10,"1400",10,"1400",10,"1400",10,"3300",10,"3300",10,"3300",10,"2500",10,"2500",10,"2500",10,"5150",10,"5150",10,"5200",10,"5200",10,"5200",10,"5300",10,"5100",10,"5100",10,"5200",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101301",10,"2130",10,"570",10,"71",30,"",10,"2130",10,"570",10,"71",30,"",10,"4260",10,"570",10,"142",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"2700",10,"4800",10,"4800",10,"4800",10,"1400",10,"1400",10,"1400",30,"",30,"",30,"",30,"",30,"",30,"",10,"8000",10,"8000",10,"8000",10,"5600",10,"5600",10,"5600",10,"5100",10,"5100",10,"5100",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"101365",10,"8790",10,"0",10,"315",30,"",10,"8790",13,"0",10,"315",30,"",10,"8790",13,"0",10,"315",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"8480",10,"8640",10,"8790",10,"8480",10,"8640",10,"8790",10,"8480",10,"8640",10,"8790",10,"20",10,"20",10,"20",30,"",30,"",30,"",30,"",30,"",30,"",10,"8905",10,"9675",10,"9680",10,"4835",10,"5685",10,"5680",10,"4155",10,"4285",10,"4285",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
