unitid,"xa013",a013,"xa023",a023,"xa043",a043,"xa053",a053,"xa063",a063,"xa073",a073,"xa083",a083,"xa093",a093,"xa103",a103,"xa113",a113,"xa123",a123,"xa133",a133,"xa143",a143,"xa153",a153,"xa163",a163,"xj013",j013,"xj023",j023,"xj033",j033,"xj043",j043,"xj053",j053,"xj063",j063,"xj073",j073,"xj083",j083,"xb013",b013,"xb023",b023,"xb033",b033,"xb043",b043,"xb063",b063,"xb073",b073,"xb083",b083,"xb093",b093,"xb103",b103,"xb113",b113,"xb123",b123,"xb133",b133,"xbline15",bline15,"xb163",b163,"xbline18",bline18,"xb193",b193,"xbline21",bline21,"xbother",bother,"xb223",b223,"xb234",b234,"xb244",b244,"xb254",b254,"xb274",b274,"xe013",e013,"xe023",e023,"xe033",e033,"xe043",e043,"xe053",e053,"xe063",e063,"xe073",e073,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xk014",k014,"xk025",k025,"xk035",k035
"101286",10,"6390610",13,"0",10,"15380536",13,"0",10,"5881248",10,"874446",13,"0",10,"369117",13,"0",10,"24928",10,"1889974",13,"0",10,"933997",13,"0",10,"31744856",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"12011403",13,"0",10,"36205",10,"1031339",10,"3469465",10,"3088920",10,"2163956",10,"4961415",10,"436717",10,"16182",10,"27215602",10,"1888805",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"29104407",10,"13840618",10,"3202354",10,"0",10,"17042972",10,"3785624",10,"119092",13,"0",13,"0",13,"0",10,"1056699",10,"4961415",10,"1440000",13,"0",10,"160000",10,"1280000",10,"66215","1",10,"192800",10,"192800",10,"255454",10,"255454",10,"1039411",10,"26000000",10,"24000000"
"101295",10,"4998091",13,"0",10,"11951606",13,"0",10,"5575338",10,"404054",13,"0",13,"0",13,"0",10,"148555",10,"2066224",13,"0",10,"232088",13,"0",10,"25375956",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9321318",13,"0",13,"0",10,"1361190",10,"2038665",10,"1425779",10,"2176637",10,"5238687",10,"695072",10,"1734697",10,"23992045",10,"1796582",10,"334697",13,"0",13,"0",13,"0",13,"0",10,"0",10,"25788627",10,"10930929",10,"2511688",10,"0",10,"13442617",10,"4122666",10,"190690",10,"49803",13,"0",13,"0",10,"875528",10,"5238687",10,"1895000",13,"0",10,"150000",10,"1745000",10,"81825","2",31,"",31,"",31,"",31,"",10,"786005",10,"63322893",10,"4196087"
"101301",10,"2185351",10,"0",10,"5785283",10,"0",10,"3790203",10,"33777",10,"0",10,"22211",10,"0",10,"13720",10,"543348",10,"0",10,"203651",10,"0",10,"12577544",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"5081968",10,"0",10,"6212",10,"424030",10,"691904",10,"1168753",10,"807676",10,"2665718",10,"148126",10,"315000",10,"11309387",10,"402347",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"11711734",10,"5108861",10,"1265495",10,"1",10,"6374357",10,"2387379",10,"0",10,"0",10,"0",10,"0",10,"278339",10,"2665718",10,"316087",10,"0",10,"87476",10,"228611",10,"18381","2",31,"",31,"",31,"",31,"",10,"102705",10,"15325000",10,"5500000"
"101347",10,"1844818",13,"0",10,"3127984",13,"0",10,"2884691",10,"52858",13,"0",10,"52535",13,"0",10,"24989",10,"611438",13,"0",10,"263089",13,"0",10,"8862402",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"2760560",13,"0",10,"266250",10,"527318",10,"1526250",10,"676525",10,"523543",10,"1664260",10,"224013",13,"0",10,"8168719",10,"586052",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"8754771",10,"3965399",10,"912191",10,"0",10,"4877590",10,"1235463",10,"82019",10,"52858",13,"0",10,"25092",10,"268828",10,"1664260",10,"790000",10,"0",10,"85000",10,"705000",10,"35088","2",31,"",31,"",31,"",31,"",10,"148650",10,"12000000",10,"1100000"
"101462",10,"831818",13,"0",10,"3195121",13,"0",10,"1270725",13,"0",10,"62250",10,"100",13,"0",10,"3879",10,"189344",13,"0",10,"60431",13,"0",10,"5613668",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"1875162",13,"0",13,"0",10,"474500",10,"578727",10,"1478757",10,"272165",10,"651843",10,"4767",13,"0",10,"5335921",10,"173395",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"5509316",10,"2923178",10,"606192",10,"0",10,"3529370",10,"556579",13,"0",13,"0",13,"0",13,"0",10,"95264",10,"651843",31,"",31,"",31,"",31,"",31,"","2",31,"",31,"",31,"",31,"",10,"2375",10,"10925000",10,"15000000"
"101471",10,"1255890",13,"0",10,"5649290",13,"0",10,"1580009",10,"2877712",13,"0",13,"0",13,"0",10,"341280",13,"0",13,"0",10,"129286",13,"0",10,"11833467",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"4526639",13,"0",13,"0",10,"179534",10,"3920764",10,"1159312",10,"440712",10,"1249440",13,"0",10,"700000",10,"12176401",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"12176401",10,"5324282",10,"1226265",10,"0",10,"6550547",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1249440",10,"1249440",31,"",31,"",31,"",31,"",31,"","2",31,"",31,"",31,"",31,"",10,"10000",10,"3995929",10,"1754914"
"101480",10,"24243516",13,"0",10,"27332021",13,"0",10,"8851232",10,"1827271",10,"188063",10,"551351",10,"412053",10,"502007",10,"4457102",13,"0",10,"1368588",13,"0",10,"69733204",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"25650503",10,"841875",10,"2273060",10,"4641158",10,"7543441",10,"5651835",10,"6095848",10,"9997932",10,"750000",10,"1066387",10,"64512039",10,"4333323",10,"6084",13,"0",13,"0",13,"0",13,"0",10,"0",10,"68845362",10,"31540694",10,"8509144",10,"0",10,"40049838",10,"6532488",13,"0",10,"454610",10,"166550",13,"0",10,"2844284",10,"9997932",10,"14900000",13,"0",10,"815000",10,"14085000",10,"646393","1",10,"7303037",10,"8201303",10,"7418414",10,"7428262",10,"3107265",10,"170196137",10,"35084374"
"101499",10,"2803944",13,"0",10,"5152939",13,"0",10,"2957326",10,"32038",10,"250",10,"173385",10,"19280",10,"119796",10,"600312",13,"0",10,"149303",13,"0",10,"12008573",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"3942515",13,"0",13,"0",10,"1216839",10,"554369",10,"1053298",10,"743071",10,"3222820",10,"101038",10,"371279",10,"11205229",10,"507263",10,"13750",13,"0",13,"0",13,"0",13,"0",10,"0",10,"11712492",10,"4739519",10,"1101397",10,"0",10,"5840916",10,"1500361",10,"50878",10,"3898",13,"0",10,"62126",10,"1605557",10,"3222820",10,"1710000",13,"0",10,"105000",10,"1605000",10,"71007","1",10,"295707",10,"295707",10,"292475",10,"292475",10,"353955",10,"20750000",10,"1250000"
"101505",10,"7783225",13,"0",10,"13785011",10,"121930",10,"6294966",10,"541277",13,"0",10,"76286",13,"0",13,"0",10,"2040007",13,"0",10,"355489",13,"0",10,"30998191",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9543780",13,"0",10,"2350970",10,"1716477",10,"3548300",10,"4868508",10,"2411725",10,"3933827",10,"147142",13,"0",10,"28520729",10,"1791708",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"30312437",10,"15126686",10,"3460486",10,"0",10,"18587172",10,"2792042",10,"411754",13,"0",13,"0",10,"110720",10,"619311",10,"3933827",10,"9863502",13,"0",10,"176837",10,"9686665",10,"467327","1",10,"1294046",10,"1294046",10,"1241942",10,"1241942",10,"793623",10,"68387759",10,"21874613"
"101514",10,"9765006",10,"0",10,"14611228",10,"0",10,"9579803",10,"247156",10,"86089",10,"0",10,"0",10,"257852",10,"2957140",10,"0",10,"1839783",10,"0",10,"39344057",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"13831500",10,"0",10,"641972",10,"1673614",10,"2450552",10,"4204025",10,"2937415",10,"6639548",10,"929685",10,"45899",10,"33354210",10,"3017361",10,"60000",13,"0",13,"0",13,"0",13,"0",10,"0",10,"36371571",10,"16384492",10,"3446554",10,"0",10,"19831046",10,"5197412",10,"146629",10,"52100",13,"0",13,"0",10,"1243407",10,"6639548",10,"8360000",13,"0",10,"390000",10,"7970000",10,"452092","2",31,"",31,"",31,"",31,"",10,"1159145",10,"50754775",10,"2757111"
"101523",10,"1362944",13,"0",10,"4354007",13,"0",10,"1791839",10,"75000",10,"0",10,"0",10,"0",10,"12811",10,"319796",10,"0",10,"229453",10,"0",10,"8145850",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"0",10,"3550299",10,"0",10,"0",10,"574047",10,"958744",10,"1068906",10,"636525",10,"964093",10,"44789",10,"0",10,"7797403",10,"277006",10,"0",10,"0",13,"0",10,"0",13,"0",10,"0",10,"8074409",10,"3970879",10,"975285",10,"0",10,"4946164",10,"804630",10,"0",10,"0",10,"0",10,"810",10,"158653",10,"964093",10,"150529",10,"0",10,"82591",10,"67938",10,"1842","2",31,"",31,"",31,"",31,"",10,"100567",10,"12242419",10,"3337969"
"101569",10,"2841868",13,"0",10,"6969452",10,"96500",10,"6029158",10,"219064",10,"180484",10,"10150",13,"0",10,"141758",10,"977599",13,"0",10,"245490",13,"0",10,"17711523",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"4890576",13,"0",10,"99072",10,"1310435",10,"1772427",10,"2407887",10,"1393242",10,"4463727",10,"106142",10,"127366",10,"16570874",10,"871249",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"17442123",10,"7061955",10,"1661606",10,"0",10,"8723561",10,"3482615",10,"231443",10,"16900",13,"0",13,"0",10,"732769",10,"4463727",10,"54024",13,"0",10,"14836",10,"39188",10,"3503","1",10,"5000",10,"5000",10,"5000",10,"5000",10,"45920",10,"12396528",10,"1937381"
"101587",10,"5035478",10,"0",10,"8880402",10,"0",10,"2939142",10,"75934",10,"175939",10,"228003",10,"0",10,"0",10,"3121090",10,"0",10,"1437652",10,"0",10,"21893640",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"6869298",10,"84722",10,"22233",10,"1644410",10,"3170992",10,"2081269",10,"1869139",10,"2722591",10,"0",10,"0",10,"18464654",10,"3026597",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"21491251",10,"9394274",10,"2506904",10,"0",10,"11901178",10,"2149989",10,"134258",10,"16200",10,"0",10,"0",10,"422144",10,"2722591",10,"4267000",10,"0",10,"211000",10,"4056000",10,"199849","1",10,"364783",10,"364783",10,"397307",10,"397307",10,"492526",10,"49040700",10,"6698030"
"101602",10,"1424814",13,"0",10,"3001849",13,"0",10,"1579577",10,"147853",13,"0",10,"7150",13,"0",13,"0",10,"276756",13,"0",10,"162221",13,"0",10,"6600220",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"2288181",13,"0",13,"0",10,"375877",10,"568934",10,"637918",10,"508497",10,"1406288",10,"49894",10,"488292",10,"6323881",10,"250188",10,"89520",13,"0",13,"0",13,"0",13,"0",10,"0",10,"6574069",10,"2507193",10,"597894",10,"0",10,"3105087",10,"813711",10,"47327",10,"14200",13,"0",13,"0",10,"531050",10,"1406288",10,"925000",13,"0",10,"40000",10,"885000",10,"52438","1",10,"1196675",10,"1196675",10,"1143237",10,"1143237",10,"288368",10,"11729267",10,"3022726"
"101709",10,"10013484",13,"0",10,"14308982",13,"0",10,"2679558",10,"1389541",13,"0",10,"6870",13,"0",13,"0",10,"5274212",13,"0",10,"1592224",13,"0",10,"35264871",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"11065036",10,"12874",10,"510070",10,"3782198",10,"3722787",10,"2597921",10,"3378117",10,"3887256",10,"11421",10,"701522",10,"29669202",10,"5300587",13,"0",13,"0",13,"0",13,"0",13,"0",10,"0",10,"34969789",10,"14242037",10,"3735292",10,"0",10,"17977329",10,"1495925",10,"229260",10,"38838",13,"0",10,"21957",10,"2101276",10,"3887256",10,"8578000",13,"0",10,"967000",10,"7611000",10,"348219","1",10,"1980714",10,"1980714",10,"1982222",10,"1982222",10,"541936",10,"37265491",10,"7777008"
"101736",10,"5332768",10,"0",10,"9226860",10,"59034",10,"7834486",10,"540517",10,"0",10,"106902",10,"0",10,"24622",10,"2064902",10,"0",10,"550644",10,"0",10,"25740735",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"8812095",10,"0",10,"1365922",10,"1570319",10,"2339109",10,"1963093",10,"1928938",10,"4876647",10,"934129",10,"-322936",10,"23467316",10,"2190078",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"25657394",10,"10767986",10,"2545710",10,"0",10,"13313696",10,"3993426",10,"0",10,"0",10,"0",10,"0",10,"883221",10,"4876647",10,"7135147",10,"2094523",10,"323807",10,"8905863",10,"274631","2",31,"",31,"",31,"",31,"",10,"577849",10,"59584223",10,"8066346"
