unitid,part,"line",efres01,efres02,centers,ic01,ic02
"165334","C","34","12","11","-1","R","R"
"165334","C","36","61","60","-1","R","R"
"165334","C","39","3","3","-1","R","R"
"165334","C","41","5","5","-1","R","R"
"165334","C","42","6","6","-1","R","R"
"165334","C","44","10","10","-1","R","R"
"165334","C","47","1","1","-1","R","R"
"165334","C","48","1","1","-1","R","R"
"165334","C","50","7","7","-1","R","R"
"165334","C","51","2","2","-1","R","R"
"165334","C","55","1","1","-1","R","R"
"165334","C","90","55","52","-1","R","R"
"165334","C","99","530","516","-1","M","T"
"165529","C","06","2","2","-1","R","R"
"165529","C","09","24","21","-1","R","R"
"165529","C","12","2","2","-1","R","R"
"165529","C","13","1","1","-1","R","R"
"165529","C","17","1","1","-1","R","R"
"165529","C","22","2","1","-1","R","R"
"165529","C","23","12","9","-1","R","R"
"165529","C","24","2","2","-1","R","R"
"165529","C","25","171","163","-1","R","R"
"165529","C","27","1","1","-1","R","R"
"165529","C","33","3","3","-1","R","R"
"165529","C","34","16","14","-1","R","R"
"165529","C","36","25","22","-1","R","R"
"165529","C","39","1","1","-1","R","R"
"165529","C","44","5","5","-1","R","R"
"165529","C","48","1","0","-1","R","R"
"165529","C","50","2","2","-1","R","R"
"165529","C","51","4","4","-1","R","R"
"165529","C","57","1","1","-1","R","R"
"165529","C","72","1","1","-1","R","R"
"165529","C","90","4","4","-1","R","R"
"165529","C","99","281","260","-1","M","T"
"165574","C","04","1","0","-1","R","N"
"165574","C","06","2","1","-1","R","R"
"165574","C","09","49","43","-1","R","R"
"165574","C","12","2","2","-1","R","R"
"165574","C","15","1","1","-1","R","R"
"165574","C","17","1","1","-1","R","R"
"165574","C","23","6","5","-1","R","R"
"165574","C","24","2","2","-1","R","R"
"165574","C","25","175","119","-1","R","R"
"165574","C","26","2","1","-1","R","R"
"165574","C","33","10","8","-1","R","R"
"165574","C","34","20","19","-1","R","R"
"165574","C","36","51","43","-1","R","R"
"165574","C","39","1","1","-1","R","R"
"165574","C","42","4","3","-1","R","R"
"165574","C","44","29","12","-1","R","R"
"165574","C","50","6","4","-1","R","R"
"165574","C","51","6","4","-1","R","R"
"165574","C","53","1","1","-1","R","R"
"165574","C","54","2","0","-1","R","N"
"165574","C","90","15","9","-1","R","R"
"165574","C","99","386","279","-1","T","T"
"165644","C","09","5","5","-1","P","P"
"165644","C","10","1","1","-1","P","P"
"165644","C","12","2","2","-1","P","P"
"165644","C","15","1","1","-1","P","P"
"165644","C","20","1","1","-1","P","P"
"165644","C","23","18","17","-1","P","P"
"165644","C","24","7","7","-1","P","P"
"165644","C","25","73","64","-1","P","P"
"165644","C","33","15","12","-1","P","P"
"165644","C","34","3","3","-1","P","P"
"165644","C","36","25","24","-1","P","P"
"165644","C","37","1","1","-1","P","P"
"165644","C","40","1","1","-1","P","P"
"165644","C","41","1","1","-1","P","P"
"165644","C","42","21","18","-1","P","P"
"165644","C","44","5","4","-1","P","P"
"165644","C","45","1","1","-1","P","P"
"165644","C","50","3","2","-1","P","P"
"165644","C","51","8","8","-1","P","P"
"165644","C","90","7","0","-1","P","P"
"165644","C","99","199","173","-1","P","P"
"165662","C","01","1","1","-1","R","R"
"165662","C","02","1","1","-1","R","R"
"165662","C","04","3","3","-1","R","R"
"165662","C","05","1","1","-1","R","R"
"165662","C","06","30","28","-1","R","R"
"165662","C","09","30","27","-1","R","R"
"165662","C","10","1","1","-1","R","R"
"165662","C","11","3","3","-1","R","R"
"165662","C","12","19","17","-1","R","R"
"165662","C","13","6","6","-1","R","R"
"165662","C","17","6","5","-1","R","R"
"165662","C","18","3","3","-1","R","R"
"165662","C","20","1","1","-1","R","R"
"165662","C","21","3","3","-1","R","R"
"165662","C","22","2","2","-1","R","R"
"165662","C","23","20","19","-1","R","R"
"165662","C","24","2","2","-1","R","R"
"165662","C","25","130","119","-1","R","R"
"165662","C","26","2","2","-1","R","R"
"165662","C","27","6","6","-1","R","R"
"165662","C","31","1","1","-1","R","R"
"165662","C","32","2","2","-1","R","R"
"165662","C","33","18","16","-1","R","R"
"165662","C","34","28","27","-1","R","R"
"165662","C","36","38","33","-1","R","R"
"165662","C","37","3","3","-1","R","R"
"165662","C","39","4","4","-1","R","R"
"165662","C","41","2","2","-1","R","R"
"165662","C","42","9","8","-1","R","R"
"165662","C","44","13","13","-1","R","R"
"165662","C","47","1","1","-1","R","R"
"165662","C","48","6","6","-1","R","R"
"165662","C","50","6","6","-1","R","R"
"165662","C","51","1","1","-1","R","R"
"165662","C","53","4","4","-1","R","R"
"165662","C","54","1","1","-1","R","R"
"165662","C","55","4","4","-1","R","R"
"165662","C","72","2","2","-1","R","R"
"165662","C","90","56","56","-1","R","R"
"165662","C","99","469","440","-1","T","T"
"165671","C","09","2","2","-1","R","R"
"165671","C","11","1","1","-1","R","R"
"165671","C","12","1","1","-1","R","R"
"165671","C","13","1","1","-1","R","R"
"165671","C","17","1","1","-1","R","R"
"165671","C","23","1","1","-1","R","R"
"165671","C","25","64","58","-1","R","R"
"165671","C","33","5","5","-1","R","R"
"165671","C","36","1","1","-1","R","R"
"165671","C","44","3","3","-1","R","R"
"165671","C","72","1","1","-1","R","R"
"165671","C","90","5","2","-1","R","R"
"165671","C","99","86","77","-1","R","R"
"165699","C","04","1","1","-1","R","R"
"165699","C","06","1","1","-1","R","R"
"165699","C","09","33","32","-1","R","R"
"165699","C","12","2","2","-1","R","R"
"165699","C","13","1","1","-1","R","R"
"165699","C","18","1","1","-1","R","R"
"165699","C","23","27","26","-1","R","R"
"165699","C","25","168","149","-1","A","R"
"165699","C","26","2","2","-1","R","R"
"165699","C","33","18","18","-1","R","R"
"165699","C","34","2","2","-1","R","R"
"165699","C","36","18","17","-1","R","R"
"165699","C","42","4","3","-1","R","R"
"165699","C","44","11","10","-1","R","R"
"165699","C","50","8","8","-1","R","R"
"165699","C","51","2","2","-1","R","R"
"165699","C","90","28","11","-1","R","R"
"165699","C","99","327","286","-1","M","T"
"165802","C","09","14","14","-1","R","R"
"165802","C","12","2","1","-1","R","R"
"165802","C","23","2","1","-1","R","R"
"165802","C","25","447","148","-1","R","R"
"165802","C","33","2","2","-1","R","R"
"165802","C","34","1","1","-1","R","R"
"165802","C","36","11","10","-1","R","R"
"165802","C","42","2","2","-1","R","R"
"165802","C","44","8","3","-1","R","R"
"165802","C","50","1","1","-1","R","R"
"165802","C","78","1","0","-1","R","R"
"165802","C","90","16","10","-1","R","R"
"165802","C","99","507","193","-1","R","R"
"165820","C","09","10","10","-1","R","R"
"165820","C","10","1","1","-1","R","R"
"165820","C","23","7","7","-1","R","R"
"165820","C","25","424","366","-1","R","R"
"165820","C","33","5","4","-1","R","R"
"165820","C","36","4","4","-1","R","R"
"165820","C","44","2","2","-1","R","R"
"165820","C","50","1","1","-1","R","R"
"165820","C","57","12","12","-1","R","R"
"165820","C","99","466","407","-1","R","R"
"165848","C","04","1","0","-1","R","N"
"165848","C","06","3","0","-1","R","N"
"165848","C","08","1","0","-1","R","N"
"165848","C","12","1","0","-1","R","N"
"165848","C","23","1","1","-1","R","R"
"165848","C","25","32","6","-1","R","R"
"165848","C","33","1","0","-1","R","N"
"165848","C","34","1","1","-1","R","R"
"165848","C","36","1","0","-1","R","N"
"165848","C","99","42","8","-1","R","R"
"165866","C","06","1","1","-1","R","R"
"165866","C","09","14","14","-1","R","R"
"165866","C","12","1","0","-1","R","R"
"165866","C","15","1","1","-1","R","R"
"165866","C","18","1","0","-1","R","R"
"165866","C","23","6","6","-1","R","R"
"165866","C","24","1","1","-1","R","R"
"165866","C","25","630","587","-1","A","R"
"165866","C","33","1","1","-1","R","R"
"165866","C","34","6","6","-1","R","R"
"165866","C","36","7","6","-1","R","R"
"165866","C","37","1","1","-1","R","R"
"165866","C","42","1","1","-1","R","R"
"165866","C","44","2","2","-1","R","R"
"165866","C","90","2","1","-1","R","R"
"165866","C","99","675","628","-1","M","R"
"165875","C","25","2","1","-1","R","R"
"165875","C","36","1","1","-1","R","R"
"165875","C","99","3","2","-1","R","R"
"165884","C","09","1","0","-1","R","N"
"165884","C","25","163","93","-1","A","R"
"165884","C","26","1","0","-1","R","N"
"165884","C","34","1","1","-1","R","R"
"165884","C","78","1","0","-1","R","N"
"165884","C","99","167","94","-1","M","T"
"165936","C","04","3","3","-1","R","R"
"165936","C","06","6","6","-1","R","R"
"165936","C","08","2","2","-1","R","R"
"165936","C","09","27","27","-1","R","R"
"165936","C","10","1","1","-1","R","R"
"165936","C","12","1","1","-1","R","R"
"165936","C","13","1","1","-1","R","R"
"165936","C","17","4","4","-1","R","R"
"165936","C","18","1","1","-1","R","R"
"165936","C","21","1","1","-1","R","R"
"165936","C","23","43","42","-1","R","R"
"165936","C","24","2","2","-1","R","R"
"165936","C","25","87","83","-1","R","R"
"165936","C","26","1","1","-1","R","R"
"165936","C","27","1","1","-1","R","R"
"165936","C","33","41","39","-1","R","R"
"165936","C","34","16","16","-1","R","R"
"165936","C","36","32","32","-1","R","R"
"165936","C","37","1","1","-1","R","R"
"165936","C","39","1","1","-1","R","R"
"165936","C","41","2","2","-1","R","R"
"165936","C","42","19","19","-1","R","R"
"165936","C","44","8","8","-1","R","R"
"165936","C","45","1","1","-1","R","R"
"165936","C","48","1","1","-1","R","R"
"165936","C","50","11","10","-1","R","R"
"165936","C","51","3","3","-1","R","R"
"165936","C","53","2","2","-1","R","R"
"165936","C","56","1","1","-1","R","R"
"165936","C","90","5","5","-1","R","R"
"165936","C","99","325","317","-1","M","T"
"165981","C","08","1","1","-1","R","R"
"165981","C","09","4","4","-1","R","R"
"165981","C","25","485","485","-1","R","R"
"165981","C","33","11","11","-1","R","R"
"165981","C","44","1","1","-1","R","R"
"165981","C","50","18","18","-1","R","R"
"165981","C","51","1","1","-1","R","R"
"165981","C","90","2","2","-1","R","R"
"165981","C","99","523","523","-1","R","R"
"166018","C","01","2","2","-1","R","I"
"166018","C","02","2","2","-1","R","I"
"166018","C","04","1","1","-1","R","I"
"166018","C","06","18","17","-1","R","I"
"166018","C","08","4","4","-1","R","I"
"166018","C","09","16","15","-1","R","I"
"166018","C","11","2","2","-1","R","I"
"166018","C","12","3","3","-1","R","I"
"166018","C","15","1","1","-1","R","I"
"166018","C","17","6","6","-1","R","I"
"166018","C","18","2","2","-1","R","I"
"166018","C","20","1","1","-1","R","I"
"166018","C","21","1","1","-1","R","I"
"166018","C","22","1","1","-1","R","I"
"166018","C","23","14","13","-1","R","I"
"166018","C","24","10","9","-1","R","I"
"166018","C","25","46","43","-1","R","I"
"166018","C","26","2","2","-1","R","I"
"166018","C","27","1","1","-1","R","I"
"166018","C","28","1","1","-1","R","I"
"166018","C","29","2","2","-1","R","I"
"166018","C","30","1","1","-1","R","I"
"166018","C","33","7","6","-1","R","I"
"166018","C","34","16","15","-1","R","I"
"166018","C","35","1","1","-1","R","I"
"166018","C","36","48","44","-1","R","I"
"166018","C","37","5","5","-1","R","I"
"166018","C","39","3","3","-1","R","I"
"166018","C","41","10","9","-1","R","I"
"166018","C","42","19","18","-1","R","I"
"166018","C","44","3","3","-1","R","I"
"166018","C","47","2","2","-1","R","I"
"166018","C","48","5","5","-1","R","I"
"166018","C","49","1","1","-1","R","I"
"166018","C","50","9","8","-1","R","I"
"166018","C","51","4","4","-1","R","I"
"166018","C","53","9","8","-1","R","I"
"166018","C","55","1","1","-1","R","I"
"166018","C","90","15","14","-1","R","I"
"166018","C","99","295","277","-1","R","I"
"166027","C","01","13","12","-1","R","I"
"166027","C","02","4","4","-1","R","I"
"166027","C","04","18","17","-1","R","I"
"166027","C","05","3","3","-1","R","I"
"166027","C","06","168","155","-1","R","I"
"166027","C","08","12","11","-1","R","I"
"166027","C","09","64","59","-1","R","I"
"166027","C","10","3","3","-1","R","I"
"166027","C","11","19","18","-1","R","I"
"166027","C","12","81","75","-1","R","I"
"166027","C","13","26","24","-1","R","I"
"166027","C","15","8","7","-1","R","I"
"166027","C","16","3","3","-1","R","I"
"166027","C","17","53","49","-1","R","I"
"166027","C","18","15","14","-1","R","I"
"166027","C","19","5","5","-1","R","I"
"166027","C","20","8","7","-1","R","I"
"166027","C","21","9","8","-1","R","I"
"166027","C","22","14","13","-1","R","I"
"166027","C","23","8","7","-1","R","I"
"166027","C","24","44","41","-1","R","I"
"166027","C","25","256","237","-1","R","I"
"166027","C","26","30","28","-1","R","I"
"166027","C","27","18","17","-1","R","I"
"166027","C","28","2","2","-1","R","I"
"166027","C","29","11","10","-1","R","I"
"166027","C","30","5","5","-1","R","I"
"166027","C","31","1","1","-1","R","I"
"166027","C","32","3","3","-1","R","I"
"166027","C","33","6","6","-1","R","I"
"166027","C","34","85","79","-1","R","I"
"166027","C","35","1","1","-1","R","I"
"166027","C","36","246","228","-1","R","I"
"166027","C","37","10","9","-1","R","I"
"166027","C","38","2","2","-1","R","I"
"166027","C","39","41","38","-1","R","I"
"166027","C","40","8","7","-1","R","I"
"166027","C","41","9","8","-1","R","I"
"166027","C","42","61","56","-1","R","I"
"166027","C","44","7","6","-1","R","I"
"166027","C","45","4","4","-1","R","I"
"166027","C","46","2","2","-1","R","I"
"166027","C","47","10","9","-1","R","I"
"166027","C","48","64","59","-1","R","I"
"166027","C","49","6","6","-1","R","I"
"166027","C","50","3","3","-1","R","I"
"166027","C","51","27","25","-1","R","I"
"166027","C","53","1","1","-1","R","I"
"166027","C","54","4","4","-1","R","I"
"166027","C","55","16","15","-1","R","I"
"161767","C","10","1","0","-1","R","R"
"161767","C","11","1","0","-1","R","R"
"161767","C","24","2135","1027","-1","R","R"
"161767","C","36","2","2","-1","R","R"
"161767","C","51","1","0","-1","R","R"
"161767","C","57","1","0","-1","R","R"
"161767","C","60","1","0","-1","R","R"
"161767","C","90","3","0","-1","R","R"
"161767","C","99","2147","1029","-1","R","R"
"161837","C","24","25","24","-1","R","I"
"161837","C","99","25","24","-1","R","I"
"161864","C","24","1194","651","-1","R","I"
"161864","C","42","1","1","-1","R","I"
"161864","C","57","1","1","-1","R","I"
"161864","C","99","1196","653","-1","R","I"
"161882","C","01","1","1","-1","R","I"
"161882","C","06","2","1","-1","R","I"
"161882","C","09","1","1","-1","R","I"
"161882","C","10","2","1","-1","R","I"
"161882","C","11","1","1","-1","R","I"
"161882","C","18","1","1","-1","R","I"
"161882","C","24","177","95","-1","R","I"
"161882","C","26","1","1","-1","R","I"
"161882","C","29","1","1","-1","R","I"
"161882","C","34","6","3","-1","R","I"
"161882","C","35","2","1","-1","R","I"
"161882","C","36","6","3","-1","R","I"
"161882","C","37","1","1","-1","R","I"
"161882","C","39","3","2","-1","R","I"
"161882","C","41","1","1","-1","R","I"
"161882","C","42","19","10","-1","R","I"
"161882","C","48","2","1","-1","R","I"
"161882","C","51","4","2","-1","R","I"
"161882","C","55","1","1","-1","R","I"
"161882","C","57","4","2","-1","R","I"
"161882","C","78","1","1","-1","R","I"
"161882","C","99","237","131","-1","R","I"
"162007","C","02","1","1","-1","R","R"
"162007","C","10","1","1","-1","R","R"
"162007","C","11","18","16","-1","R","R"
"162007","C","13","1","1","-1","R","R"
"162007","C","24","269","239","-1","R","R"
"162007","C","34","1","0","-1","R","R"
"162007","C","36","7","3","-1","R","R"
"162007","C","37","1","1","-1","R","R"
"162007","C","42","3","3","-1","R","R"
"162007","C","45","1","1","-1","R","R"
"162007","C","51","7","7","-1","R","R"
"162007","C","90","3","2","-1","R","R"
"162007","C","99","313","275","-1","R","R"
"162061","C","11","2","2","-1","R","R"
"162061","C","24","30","30","-1","R","R"
"162061","C","36","1","1","-1","R","R"
"162061","C","42","2","2","-1","R","R"
"162061","C","51","2","2","-1","R","R"
"162061","C","90","4","4","-1","R","R"
"162061","C","99","41","41","-1","R","R"
"162098","C","10","1","0","-1","R","R"
"162098","C","24","1349","776","-1","R","R"
"162098","C","34","1","0","-1","R","R"
"162098","C","42","3","2","-1","R","R"
"162098","C","51","2","1","-1","R","R"
"162098","C","90","14","10","-1","R","R"
"162098","C","99","1370","789","-1","R","R"
"162104","C","10","18","6","-1","R","R"
"162104","C","24","213","127","-1","R","R"
"162104","C","42","13","5","-1","R","R"
"162104","C","99","244","138","-1","R","R"
"162122","C","24","764","549","-1","R","R"
"162122","C","57","1","0","-1","R","R"
"162122","C","99","765","549","-1","R","R"
"162168","C","24","395","182","-1","R","R"
"162168","C","90","2","2","-1","R","R"
"162168","C","99","397","184","-1","R","R"
"162210","C","01","1","1","-1","R","R"
"162210","C","04","1","1","-1","R","R"
"162210","C","05","1","1","-1","R","R"
"162210","C","06","4","4","-1","R","R"
"162210","C","09","1","1","-1","R","R"
"162210","C","10","1","1","-1","R","R"
"162210","C","11","2","2","-1","R","R"
"162210","C","12","11","11","-1","R","R"
"162210","C","13","1","1","-1","R","R"
"162210","C","17","1","1","-1","R","R"
"162210","C","19","1","1","-1","R","R"
"162210","C","23","3","3","-1","R","R"
"162210","C","24","65","63","-1","R","R"
"162210","C","25","4","4","-1","R","R"
"162210","C","26","2","2","-1","R","R"
"162210","C","34","11","11","-1","R","R"
"162210","C","36","10","10","-1","R","R"
"162210","C","37","2","2","-1","R","R"
"162210","C","39","3","3","-1","R","R"
"162210","C","42","7","7","-1","R","R"
"162210","C","48","2","2","-1","R","R"
"162210","C","51","9","9","-1","R","R"
"162210","C","53","1","1","-1","R","R"
"162210","C","54","2","2","-1","R","R"
"162210","C","57","2","2","-1","R","R"
"162210","C","78","2","2","-1","R","R"
"162210","C","90","12","10","-1","R","R"
"162210","C","99","162","158","-1","R","R"
"162283","C","09","2","2","-1","R","R"
"162283","C","11","9","6","-1","R","R"
"162283","C","13","2","2","-1","R","R"
"162283","C","21","1","1","-1","R","R"
"162283","C","24","492","373","-1","R","R"
"162283","C","25","1","1","-1","R","R"
"162283","C","29","1","1","-1","R","R"
"162283","C","34","7","7","-1","R","R"
"162283","C","36","19","15","-1","R","R"
"162283","C","39","2","2","-1","R","R"
"162283","C","42","3","3","-1","R","R"
"162283","C","51","3","2","-1","R","R"
"162283","C","90","10","4","-1","R","R"
"162283","C","99","552","419","-1","R","R"
"162399","C","24","358","138","-1","R","R"
"162399","C","34","3","2","-1","R","R"
"162399","C","42","3","2","-1","R","R"
"162399","C","51","1","1","-1","R","R"
"162399","C","57","7","1","-1","R","R"
"162399","C","99","372","144","-1","R","R"
"162478","C","24","774","512","-1","R","R"
"162478","C","57","3","3","-1","R","R"
"162478","C","90","12","5","-1","R","R"
"162478","C","99","789","520","-1","R","R"
"162557","C","11","1","1","-1","R","R"
"162557","C","24","803","475","-1","R","R"
"162557","C","36","1","1","-1","R","R"
"162557","C","37","1","1","-1","R","R"
"162557","C","42","5","3","-1","R","R"
"162557","C","51","4","4","-1","R","R"
"162557","C","54","3","3","-1","R","R"
"162557","C","99","818","488","-1","R","R"
"162584","C","10","6","5","-1","R","R"
"162584","C","11","4","4","-1","R","R"
"162584","C","24","864","823","-1","R","R"
"162584","C","34","24","22","-1","R","R"
"162584","C","36","3","3","-1","R","R"
"162584","C","39","1","1","-1","R","R"
"162584","C","42","34","33","-1","R","R"
"162584","C","44","1","1","-1","R","R"
"162584","C","51","24","24","-1","R","R"
"162584","C","54","2","2","-1","R","R"
"162584","C","90","5","2","-1","R","R"
"162584","C","99","968","920","-1","R","R"
"162609","C","24","132","63","-1","R","R"
"162609","C","34","1","1","-1","R","R"
"162609","C","39","2","1","-1","R","R"
"162609","C","42","19","17","-1","R","R"
"162609","C","51","3","3","-1","R","R"
"162609","C","53","1","0","-1","R","R"
"162609","C","54","48","37","-1","R","R"
"162609","C","99","206","122","-1","R","R"
"162654","C","01","1","1","-1","R","R"
"162654","C","06","4","4","-1","R","R"
"162654","C","09","7","6","-1","R","R"
"162654","C","11","3","2","-1","R","R"
"162654","C","12","7","7","-1","R","R"
"162654","C","13","6","6","-1","R","R"
"162654","C","17","1","1","-1","R","R"
"162654","C","23","4","4","-1","R","R"
"162654","C","24","84","82","-1","R","R"
"162654","C","25","14","13","-1","R","R"
"162654","C","27","2","2","-1","R","R"
"162654","C","33","5","5","-1","R","R"
"162654","C","34","19","18","-1","R","R"
"162654","C","36","40","39","-1","R","R"
"162654","C","37","4","4","-1","R","R"
"162654","C","42","27","26","-1","R","R"
"162654","C","44","2","2","-1","R","R"
"162654","C","47","2","2","-1","R","R"
"162654","C","48","5","4","-1","R","R"
"162654","C","49","1","1","-1","R","R"
"162654","C","50","1","1","-1","R","R"
"162654","C","51","7","7","-1","R","R"
"162654","C","53","2","1","-1","R","R"
"162654","C","54","1","1","-1","R","R"
"162654","C","57","1","0","-1","R","R"
"162654","C","72","4","4","-1","R","R"
"162654","C","78","1","1","-1","R","R"
"162654","C","90","14","11","-1","R","R"
"162654","C","99","269","255","-1","R","R"
"162681","C","24","33","18","-1","R","R"
"162681","C","42","45","27","-1","R","R"
"162681","C","54","14","8","-1","R","R"
"162681","C","99","92","53","-1","R","R"
"162690","C","10","1","1","-1","R","R"
"162690","C","11","1","1","-1","R","R"
"162690","C","24","622","340","-1","R","R"
"162690","C","29","2","2","-1","R","R"
"162690","C","37","1","0","-1","R","R"
"162690","C","42","141","54","-1","R","R"
"162690","C","51","7","5","-1","R","R"
"162690","C","54","32","9","-1","R","R"
"162690","C","99","807","412","-1","R","R"
"162706","C","24","959","545","-1","R","R"
"162706","C","36","1","1","-1","R","R"
"162706","C","42","10","9","-1","R","R"
"162706","C","51","2","2","-1","R","R"
"162706","C","90","8","4","-1","R","R"
"162706","C","99","980","561","-1","R","R"
"162760","C","06","1","1","-1","R","R"
"162760","C","09","4","4","-1","R","R"
"162760","C","10","1","0","-1","R","R"
"162760","C","11","1","1","-1","R","R"
"162760","C","22","1","1","-1","R","R"
"162760","C","24","64","63","-1","R","R"
"162760","C","25","1","1","-1","R","R"
"162760","C","33","2","2","-1","R","R"
"162760","C","34","5","5","-1","R","R"
"162760","C","35","1","1","-1","R","R"
"162760","C","36","4","4","-1","R","R"
"162760","C","37","1","1","-1","R","R"
"162760","C","39","1","1","-1","R","R"
"162760","C","41","1","1","-1","R","R"
"162760","C","42","18","18","-1","R","R"
"162760","C","51","6","6","-1","R","R"
"162760","C","54","3","3","-1","R","R"
"162760","C","57","9","9","-1","R","R"
"162760","C","90","6","6","-1","R","R"
"162760","C","99","130","128","-1","R","R"
"162779","C","24","582","314","-1","R","R"
"162779","C","90","8","0","-1","R","R"
"162779","C","99","590","314","-1","R","R"
"162928","C","01","5","5","-1","R","R"
"162928","C","02","3","3","-1","R","R"
"162928","C","04","3","3","-1","R","R"
"162928","C","06","72","72","-1","R","R"
"162928","C","08","11","11","-1","R","R"
"162928","C","09","36","36","-1","R","R"
"162928","C","10","3","3","-1","R","R"
"162928","C","11","6","6","-1","R","R"
"162928","C","12","23","23","-1","R","R"
"162928","C","13","14","14","-1","R","R"
"162928","C","15","4","4","-1","R","R"
"162928","C","16","1","1","-1","R","R"
"162928","C","17","18","18","-1","R","R"
"162928","C","18","3","3","-1","R","R"
"162928","C","19","4","4","-1","R","R"
"162928","C","20","1","1","-1","R","R"
"162928","C","21","4","4","-1","R","R"
"162928","C","22","4","4","-1","R","R"
"162928","C","23","3","3","-1","R","R"
"162928","C","24","108","107","-1","R","R"
"162928","C","25","54","52","-1","R","R"
"162928","C","26","13","13","-1","R","R"
"162928","C","27","10","9","-1","R","R"
"162928","C","28","2","2","-1","R","R"
"162928","C","29","6","6","-1","R","R"
"162928","C","30","2","2","-1","R","R"
"162928","C","31","1","1","-1","R","R"
"162928","C","32","1","1","-1","R","R"
"162928","C","33","6","5","-1","R","R"
"162928","C","34","128","128","-1","R","R"
"162928","C","35","1","1","-1","R","R"
"162928","C","36","167","166","-1","R","R"
"162928","C","37","17","16","-1","R","R"
"162928","C","39","18","18","-1","R","R"
"162928","C","40","1","1","-1","R","R"
"162928","C","41","3","3","-1","R","R"
"162928","C","42","77","77","-1","R","R"
"162928","C","44","8","8","-1","R","R"
"162928","C","45","7","7","-1","R","R"
"162928","C","46","2","2","-1","R","R"
"162928","C","47","3","3","-1","R","R"
"162928","C","48","37","37","-1","R","R"
"162928","C","50","2","2","-1","R","R"
"162928","C","51","33","33","-1","R","R"
"162928","C","53","6","6","-1","R","R"
"162928","C","54","1","1","-1","R","R"
"162928","C","55","11","11","-1","R","R"
"162928","C","72","1","1","-1","R","R"
"162928","C","78","1","1","-1","R","R"
"162928","C","90","73","73","-1","R","R"
"162928","C","99","1018","1011","-1","R","R"
"163046","C","06","2","2","-1","R","R"
"163046","C","08","3","3","-1","R","R"
"163046","C","09","50","50","-1","R","R"
"163046","C","10","5","5","-1","R","R"
"163046","C","11","3","2","-1","R","R"
"163046","C","12","6","5","-1","R","R"
"163046","C","13","1","1","-1","R","R"
"163046","C","17","5","5","-1","R","R"
"163046","C","20","1","1","-1","R","R"
"163046","C","21","1","1","-1","R","R"
"163046","C","23","2","2","-1","R","R"
"163046","C","24","177","177","-1","R","R"
"163046","C","25","26","26","-1","R","R"
"163046","C","26","1","1","-1","R","R"
"163046","C","27","1","1","-1","R","R"
"163046","C","29","2","2","-1","R","R"
"163046","C","32","1","1","-1","R","R"
"163046","C","33","2","2","-1","R","R"
"163046","C","34","140","140","-1","R","R"
"163046","C","36","235","235","-1","R","R"
"163046","C","37","2","2","-1","R","R"
"163046","C","39","9","9","-1","R","R"
"163046","C","42","99","99","-1","R","R"
"163046","C","44","4","4","-1","R","R"
"163046","C","47","1","1","-1","R","R"
"163046","C","48","3","3","-1","R","R"
"163046","C","50","1","1","-1","R","R"
"163046","C","51","12","12","-1","R","R"
"163046","C","57","1","1","-1","R","R"
"163046","C","72","2","2","-1","R","R"
"163046","C","78","1","1","-1","R","R"
"163046","C","90","14","13","-1","R","R"
"163046","C","99","813","810","-1","R","R"
"163116","C","10","1","1","-1","R","R"
"163116","C","11","2","2","-1","R","R"
"163116","C","24","20","16","-1","R","R"
"163116","C","51","1","1","-1","R","R"
"163116","C","90","1","1","-1","R","R"
"163116","C","99","25","21","-1","R","R"
"163204","C","04","1","0","-1","R","R"
"163204","C","06","1","0","-1","R","R"
"163204","C","09","1","0","-1","R","R"
"163204","C","10","1","0","-1","R","R"
"163204","C","11","17","1","-1","R","R"
"163204","C","13","1","0","-1","R","R"
"163204","C","17","1","0","-1","R","R"
"163204","C","24","254","17","-1","R","R"
"163204","C","27","1","0","-1","R","R"
"163204","C","34","4","1","-1","R","R"
"163204","C","36","5","0","-1","R","R"
"163204","C","37","1","0","-1","R","R"
"163204","C","42","5","0","-1","R","R"
"163204","C","51","12","0","-1","R","R"
"163204","C","53","1","0","-1","R","R"
"163204","C","57","1","0","-1","R","R"
"163204","C","90","15","0","-1","R","R"
"163204","C","99","322","19","-1","R","T"
"163268","C","06","3","3","-1","R","R"
"163268","C","09","4","4","-1","R","R"
"163268","C","11","5","5","-1","R","R"
"163268","C","20","1","1","-1","R","R"
"163268","C","24","870","830","-1","R","R"
"163268","C","25","3","3","-1","R","R"
"163268","C","26","1","1","-1","R","R"
"163268","C","34","32","31","-1","R","R"
"163268","C","36","21","21","-1","R","R"
"163268","C","37","3","2","-1","R","R"
"163268","C","39","1","0","-1","R","R"
"163268","C","40","1","1","-1","R","R"
"163268","C","42","19","18","-1","R","R"
"163268","C","47","1","1","-1","R","R"
"163268","C","48","2","2","-1","R","R"
"163268","C","51","9","9","-1","R","R"
"163268","C","57","3","2","-1","R","R"
"163268","C","90","27","13","-1","R","R"
"163268","C","99","1006","947","-1","R","R"
"163286","C","01","1","1","-1","R","R"
"163286","C","06","4","3","-1","R","R"
"163286","C","08","1","1","-1","R","R"
"163286","C","09","48","48","-1","R","R"
"163286","C","10","10","10","-1","R","R"
"163286","C","11","12","11","-1","R","R"
"163286","C","12","31","30","-1","R","R"
"163286","C","13","4","4","-1","R","R"
"163286","C","15","2","2","-1","R","R"
