unitid,"xtuit1",tuition1,"xfee1",fee1,"xhrchg1",hrchg1,"xcmpfee1",cmpfee1,"xtuit2",tuition2,"xfee2",fee2,"xhrchg2",hrchg2,"xcmpfee2",cmpfee2,"xtuit3",tuition3,"xfee3",fee3,"xhrchg3",hrchg3,"xcmpfee3",cmpfee3,"xtuit5",tuition5,"xfee5",fee5,"xhrchg5",hrchg5,"xtuit6",tuition6,"xfee6",fee6,"xhrchg6",hrchg6,"xtuit7",tuition7,"xfee7",fee7,"xhrchg7",hrchg7,"xispro1",isprof1,"xispfe1",ispfee1,"xospro1",osprof1,"xospfe1",ospfee1,"xispro2",isprof2,"xispfe2",ispfee2,"xospro2",osprof2,"xospfe2",ospfee2,"xispro3",isprof3,"xispfe3",ispfee3,"xospro3",osprof3,"xospfe3",ospfee3,"xispro4",isprof4,"xispfe4",ispfee4,"xospro4",osprof4,"xospfe4",ospfee4,"xispro5",isprof5,"xispfe5",ispfee5,"xospro5",osprof5,"xospfe5",ospfee5,"xispro6",isprof6,"xispfe6",ispfee6,"xospro6",osprof6,"xospfe6",ospfee6,"xispro7",isprof7,"xispfe7",ispfee7,"xospro7",osprof7,"xospfe7",ospfee7,"xispro8",isprof8,"xispfe8",ispfee8,"xospro8",osprof8,"xospfe8",ospfee8,"xispro9",isprof9,"xispfe9",ispfee9,"xospro9",osprof9,"xospfe9",ospfee9,"xispro10",isprof10,"xispfe10",ispfee10,"xospro10",osprof10,"xospfe10",ospfee10,"xispro11",isprof11,"xispfe11",ispfee11,"xospro11",osprof11,"xospfe11",ospfee11,"xchg1ay1",chg1ay1,"xchg1ay2",chg1ay2,"xchg1ay3",chg1ay3,"xchg2ay1",chg2ay1,"xchg2ay2",chg2ay2,"xchg2ay3",chg2ay3,"xchg3ay1",chg3ay1,"xchg3ay2",chg3ay2,"xchg3ay3",chg3ay3,"xchg4ay1",chg4ay1,"xchg4ay2",chg4ay2,"xchg4ay3",chg4ay3,"xchg5ay1",chg5ay1,"xchg5ay2",chg5ay2,"xchg5ay3",chg5ay3,"xchg6ay1",chg6ay1,"xchg6ay2",chg6ay2,"xchg6ay3",chg6ay3,"xchg7ay1",chg7ay1,"xchg7ay2",chg7ay2,"xchg7ay3",chg7ay3,"xchg8ay1",chg8ay1,"xchg8ay2",chg8ay2,"xchg8ay3",chg8ay3,"xchg9ay1",chg9ay1,"xchg9ay2",chg9ay2,"xchg9ay3",chg9ay3
"161226",10,"3540",10,"416",10,"118",30,"",10,"3540",10,"416",10,"118",30,"",10,"8640",10,"416",10,"288",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3300",10,"3390",10,"3540",10,"3300",10,"3390",10,"3540",10,"8070",10,"8280",10,"8640",10,"504",10,"504",10,"504",10,"4410",10,"4500",10,"4614",10,"1980",10,"2004",10,"2052",10,"4410",10,"4500",10,"4614",10,"1980",10,"2004",10,"2052",10,"1980",10,"2004",10,"2052"
"161235",10,"3150",10,"284",10,"105",30,"",10,"3150",10,"284",10,"105",30,"",10,"7710",10,"284",10,"257",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3284",10,"3344",10,"3434",10,"3284",10,"3344",10,"3434",10,"7664",10,"7814",10,"7994",10,"650",10,"650",10,"650",10,"3910",10,"4000",10,"4100",10,"1800",10,"1800",10,"1800",10,"3000",10,"3000",10,"3000",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000",10,"2000"
"161244",10,"3150",10,"425",10,"105",30,"",10,"3150",10,"425",10,"105",30,"",10,"7860",10,"425",10,"262",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3345",10,"3445",10,"3575",10,"3345",10,"3445",10,"3575",10,"7725",10,"7975",10,"8285",10,"650",10,"650",10,"650",10,"4185",10,"4330",10,"4490",10,"2500",10,"2500",10,"2500",10,"5090",10,"5090",10,"5090",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500",10,"2500"
"161253",10,"4050",10,"779",10,"135",30,"",10,"4050",10,"779",10,"135",30,"",10,"11520",10,"779",10,"384",30,"",10,"3654",10,"438",10,"203",10,"3654",10,"438",10,"203",10,"10368",10,"438",10,"576",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",31,"",31,"",10,"4551",10,"4656",31,"",10,"11631",10,"11946",31,"",10,"700",10,"700",31,"",10,"5084",10,"5186",31,"",10,"1600",10,"1600",31,"",10,"5152",10,"5256",31,"",10,"1600",10,"1600",31,"",10,"2200",10,"2200",31,""
"161299",10,"4596",10,"630",10,"153",30,"",10,"4596",10,"630",10,"153",30,"",10,"8518",10,"630",10,"284",30,"",10,"16819",10,"360",10,"376",10,"16819",10,"360",10,"376",10,"16920",10,"360",10,"376",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4984",10,"5097",10,"5226",10,"4984",10,"5097",10,"5226",10,"8639",10,"8905",10,"9148",10,"750",10,"750",10,"800",10,"5022",10,"5022",10,"5172",10,"800",10,"800",10,"800",10,"5700",10,"5700",10,"5900",30,"",30,"",30,"",10,"3000",10,"3000",10,"3000"
"161341",10,"3150",10,"370",10,"105",30,"",10,"3150",10,"370",10,"105",30,"",10,"7710",10,"370",10,"257",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3030",10,"3090",10,"3150",10,"3030",10,"3090",10,"3150",10,"7410",10,"7560",10,"7710",10,"500",10,"500",10,"650",10,"3970",10,"4048",10,"4140",10,"2200",10,"2200",10,"2200",10,"2850",10,"2850",10,"3226",10,"2200",10,"2200",10,"2200",10,"2200",10,"2200",10,"2200"
"161378",10,"2100",10,"0",30,"",30,"",10,"2100",10,"0",30,"",30,"",10,"2100",10,"0",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1250",10,"1350",10,"1350",10,"1250",10,"1350",10,"1350",10,"1250",10,"1350",10,"1350",10,"337",10,"350",10,"350",30,"",30,"",30,"",30,"",30,"",30,"",10,"7000",10,"7250",10,"7250",10,"1200",10,"1250",10,"1250",10,"1200",10,"1250",10,"1250"
"161448",10,"3600",10,"100",10,"125",30,"",10,"3600",10,"100",10,"125",30,"",10,"3600",10,"100",10,"125",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3700",10,"3700",31,"",10,"3700",10,"3700",31,"",10,"3700",10,"3700",31,"",10,"250",10,"250",31,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",30,"",30,"",31,"",30,"",30,"",31,""
"161457",10,"15740",10,"510",10,"525",30,"",10,"15740",10,"510",10,"525",30,"",10,"15740",10,"510",10,"525",30,"",10,"12640",10,"230",10,"395",10,"12640",10,"230",10,"395",10,"12640",10,"230",10,"395",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"26220",10,"265",10,"26220",10,"265",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"15120",10,"15790",10,"16540",10,"15120",10,"15790",10,"16540",10,"15120",10,"15790",10,"16540",10,"800",10,"800",10,"820",10,"5820",10,"6050",10,"6420",10,"2597",10,"2420",10,"2510",10,"7650",10,"7650",10,"7850",10,"2947",10,"2770",10,"2870",10,"2947",10,"2770",10,"2870"
"161484",10,"2040",10,"222",10,"68",30,"",10,"2040",10,"222",10,"68",30,"",10,"4470",10,"222",10,"149",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2557",10,"2582",10,"2612",10,"2557",10,"2582",10,"2612",10,"4987",10,"5012",10,"5042",10,"1200",10,"1200",10,"1200",10,"3280",10,"3470",10,"3500",10,"974",10,"1200",10,"1200",10,"5870",10,"5870",10,"5870",10,"974",10,"1200",10,"1200",10,"974",10,"1200",10,"1200"
"161509",10,"17370",10,"288",10,"724",30,"",10,"17370",10,"288",10,"724",30,"",10,"17370",10,"288",10,"724",30,"",10,"17370",10,"28",30,"",10,"17370",10,"28",30,"",10,"17370",10,"28",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"15667",10,"16530",10,"17658",10,"15667",10,"16530",10,"17658",10,"15667",10,"16530",10,"17658",10,"1714",10,"1714",10,"1714",10,"6930",10,"6930",10,"6893",10,"2120",10,"2145",10,"3598",10,"5970",10,"5970",10,"5970",10,"2456",10,"2481",10,"3934",10,"3758",10,"3783",10,"5236"
"161518",10,"13920",10,"495",10,"435",30,"",10,"13920",10,"495",10,"435",30,"",10,"13920",10,"495",10,"435",30,"",10,"13920",10,"495",10,"435",10,"13920",10,"495",10,"435",10,"13920",10,"495",10,"435",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"12395",10,"13735",10,"14415",10,"12395",10,"13735",10,"14415",10,"12395",10,"13735",10,"14415",10,"600",10,"600",10,"600",10,"5670",10,"5950",10,"6250",10,"1360",10,"1400",10,"1400",10,"3000",10,"4000",10,"4000",10,"2160",10,"2200",10,"2200",10,"1610",10,"1650",10,"1650"
"161545",10,"2610",10,"140",10,"87",30,"",10,"2610",10,"140",10,"87",30,"",10,"5040",10,"140",10,"168",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",31,"",31,"",31,"",10,"2040",10,"2040",31,"",10,"4470",10,"4470",31,"",10,"600",10,"600",31,"",10,"4100",10,"4200",31,"",10,"1546",10,"1546",31,"",10,"5219",10,"5219",31,"",10,"3488",10,"3488",31,"",10,"1546",10,"1546",31,""
"161554",10,"3720",10,"592",10,"124",30,"",10,"3720",10,"592",10,"124",30,"",10,"10410",10,"592",10,"347",30,"",10,"3348",10,"346",10,"186",10,"3348",10,"346",10,"186",10,"9360",10,"346",10,"520",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9990",10,"554",10,"17790",10,"554",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"3538",10,"3616",31,"",10,"8972",10,"9180",31,"",10,"780",10,"660",31,"",10,"4987",10,"4926",31,"",10,"1975",10,"2800",31,"",10,"4987",10,"4926",31,"",10,"1975",10,"2800",31,"",10,"3825",10,"4650",31,""
"161563",10,"12480",10,"300",10,"520",30,"",10,"12480",10,"300",10,"520",30,"",10,"12480",10,"300",10,"520",30,"",10,"970",10,"0",10,"162",10,"970",10,"0",10,"162",10,"970",10,"0",10,"162",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11725",10,"12290",10,"12780",10,"11725",10,"12290",10,"12780",10,"11725",10,"12290",10,"12780",10,"700",10,"700",10,"700",10,"5175",10,"5550",10,"5700",10,"1800",10,"1800",10,"1800",10,"3870",10,"3870",10,"3870",10,"3490",10,"3490",10,"3490",10,"2500",10,"2500",10,"2500"
"161572",10,"12330",10,"530",10,"415",30,"",10,"12330",10,"530",10,"415",30,"",10,"12330",10,"530",10,"415",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11740",10,"12190",31,"",10,"11740",10,"12190",31,"",10,"11740",10,"12190",31,"",10,"300",10,"300",31,"",10,"5200",10,"5200",31,"",10,"900",10,"900",31,"",10,"3000",10,"3000",31,"",10,"1000",10,"1000",31,"",10,"2910",10,"2910",31,""
"161581",10,"2108",10,"555",10,"68",30,"",10,"2108",10,"555",10,"68",30,"",10,"4619",10,"555",10,"149",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2663",10,"2663",10,"2663",10,"2663",10,"2663",10,"2663",10,"5174",10,"5174",10,"5174",10,"500",10,"500",10,"500",10,"1600",10,"1600",10,"1600",10,"1371",10,"1371",10,"1371",10,"4168",10,"4168",10,"4168",10,"1316",10,"1316",10,"1316",10,"2098",10,"2098",10,"2098"
"161624",10,"10650",30,"",30,"",30,"",10,"10650",30,"",30,"",30,"",10,"10650",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"9750",10,"9550",10,"10650",10,"9750",10,"9550",10,"10650",10,"9750",10,"9550",10,"10650",10,"2000",10,"2000",10,"2000",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"161688",10,"2550",10,"170",10,"85",30,"",10,"5010",10,"170",10,"167",30,"",10,"5130",10,"170",10,"171",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2570",10,"2660",10,"2720",10,"4520",10,"5120",10,"5180",10,"4910",10,"7640",10,"5300",10,"600",10,"600",10,"625",30,"",30,"",30,"",30,"",30,"",30,"",10,"3825",10,"4230",10,"4230",10,"2022",10,"2056",10,"2351",10,"2022",10,"2056",10,"2351"
"161767",10,"1800",10,"244",10,"60",30,"",10,"3450",10,"244",10,"115",30,"",10,"6120",10,"244",10,"204",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1984",10,"1984",10,"2044",10,"3604",10,"3604",10,"3694",10,"6304",10,"6304",10,"6364",10,"900",10,"900",10,"900",30,"",30,"",30,"",30,"",30,"",30,"",10,"6900",10,"7000",10,"7100",10,"2800",10,"2900",10,"3000",10,"4850",10,"4990",10,"5120"
"161776",10,"8805",10,"100",10,"196",30,"",10,"8805",10,"100",10,"196",30,"",10,"8805",10,"100",10,"196",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"7905",10,"8385",10,"8805",10,"7905",10,"8385",10,"8805",10,"7905",10,"8385",10,"8805",10,"100",10,"100",10,"100",30,"",30,"",30,"",30,"",30,"",30,"",10,"7056",10,"7326",10,"7326",10,"2763",10,"2565",10,"2565",10,"2493",10,"2340",10,"2988"
"161837",10,"6400",10,"30",10,"267",30,"",10,"6400",10,"30",10,"267",30,"",10,"6400",10,"30",10,"267",30,"",10,"5400",10,"30",10,"300",10,"5400",10,"30",10,"300",10,"5400",10,"30",10,"300",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4830",10,"5630",10,"6430",10,"4830",10,"5630",10,"6430",10,"4830",10,"5630",10,"6430",10,"400",10,"400",10,"400",30,"",30,"",30,"",30,"",30,"",30,"",10,"5500",10,"5500",10,"5500",10,"1700",10,"1700",10,"1700",10,"3200",10,"3200",10,"3200"
"161864",10,"1560",10,"70",10,"60",30,"",10,"1560",10,"70",10,"60",30,"",10,"4550",10,"70",10,"150",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1560",10,"1560",10,"1560",10,"1560",10,"1560",10,"1560",10,"4550",10,"4550",10,"3900",10,"325",10,"350",10,"375",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"161873",10,"3542",10,"628",10,"163",30,"",10,"3542",10,"628",10,"163",30,"",10,"11320",10,"628",10,"472",30,"",10,"5076",10,"536",10,"282",10,"5076",10,"536",10,"282",10,"7560",10,"536",10,"420",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",10,"9478",10,"638",10,"16914",10,"830",31,"",31,"",31,"",31,"",31,"",31,"",31,"",31,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"161882",10,"11558",10,"4890",10,"722",30,"",10,"11558",10,"4890",10,"722",30,"",10,"11558",10,"4890",10,"722",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"13267",10,"14294",10,"15078",10,"13267",10,"14294",10,"15078",10,"13267",10,"14294",10,"15078",30,"",30,"",30,"",10,"4762",10,"5100",10,"5100",10,"78",10,"82",10,"84",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,""
"162007",10,"2940",10,"837",10,"82",30,"",10,"2940",10,"837",10,"82",30,"",10,"8512",10,"837",10,"236",30,"",10,"3510",10,"245",10,"195",10,"3510",10,"245",10,"195",10,"6624",10,"245",10,"368",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2719",10,"2828",10,"2940",10,"2719",10,"2828",10,"2940",10,"7542",10,"8145",10,"8512",10,"700",10,"800",10,"900",10,"4729",10,"4729",10,"4744",10,"748",10,"836",10,"837",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,"",32,""
"162061",10,"13200",10,"510",10,"550",30,"",10,"13200",10,"510",10,"550",30,"",10,"13200",10,"510",10,"550",30,"",10,"7578",10,"0",10,"421",10,"7578",10,"0",10,"421",10,"7578",10,"0",10,"421",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"11002",10,"11912",10,"13710",10,"11002",10,"11912",10,"13710",10,"11002",10,"11912",10,"13710",10,"600",10,"800",10,"800",10,"4746",10,"6100",10,"5136",10,"2640",10,"3488",10,"3300",10,"4800",10,"6300",10,"6750",10,"3235",10,"3235",10,"3500",10,"3140",10,"3672",10,"3200"
"162104",10,"1800",10,"200",10,"60",30,"",10,"4500",10,"200",10,"150",30,"",10,"5850",10,"200",10,"195",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1870",10,"1870",10,"1870",10,"4615",10,"4810",10,"4390",10,"5815",10,"6406",10,"5650",10,"600",10,"600",10,"600",30,"",30,"",30,"",30,"",30,"",30,"",10,"3600",10,"3600",10,"3600",10,"1825",10,"1825",10,"1825",10,"1800",10,"1800",10,"1800"
"162122",10,"2190",10,"438",10,"73",30,"",10,"4380",10,"876",10,"146",30,"",10,"5700",10,"1140",10,"190",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"4680",10,"4680",10,"5040",10,"2046",10,"2046",10,"2190",10,"6078",10,"6078",10,"6480",10,"500",10,"500",10,"500",30,"",30,"",30,"",30,"",30,"",30,"",10,"2500",10,"2500",10,"2500",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800",10,"1800"
