dateq,sd_MRPK,pc1ff1_hf,mp_pm,mp_med,TS2_change,GDP,U_rate,CPI,GDP_growth,L_GDP_growth,L2_GDP_growth,L3_GDP_growth,L4_GDP_growth,L_U_rate,L2_U_rate,L3_U_rate,L4_U_rate,L_CPI,L2_CPI,L3_CPI,L4_CPI,EBP,L_EBP,L2_EBP,L3_EBP,L4_EBP
1990q1,.8055993724697146,.01138335,.01869747,.02680946,.5130645,9364.259,5.3,56.07479,.010868675,.0019685708,.0073814597,.0076036751,.010114651,5.3666668,5.2333331,5.2333331,5.1999998,55.125858,54.571098,54.14772,53.286381,.4002941960331927,.62227094,.78132266,.59440464,.42137578
1990q2,.7964409792047036,.00076576002,0,-.00191273,.20627241,9398.243,5.333333333333333,56.62956,.0036225487,.010868675,.0019685708,.0073814597,.0076036751,5.3000002,5.3666668,5.2333331,5.2333331,56.074791,55.125858,54.571098,54.14772,.1465031429059153,.40029418,.62227094,.78132266,.59440464
1990q3,.789355790326681,-.02585992,-.042248812,-.032245468,-.47238097,9404.494000000001,5.7,57.60769,.0006649032,.0036225487,.010868675,.0019685708,.0073814597,5.3333335,5.3000002,5.3666668,5.2333331,56.629559,56.074791,55.125858,54.571098,-.0448906286482172,.14650314,.40029418,.62227094,.78132266
1990q4,.8013131565261347,-.10243194,-.10243194,-.063790828,-.49260113,9318.876,6.133333333333333,58.58582,-.0091456398,.0006649032,.0036225487,.010868675,.0019685708,5.6999998,5.3333335,5.3000002,5.3666668,57.607689,56.629559,56.074791,55.125858,.3077690365059387,-.044890627,.14650314,.40029418,.62227094
1991q1,.799860234144262,-.27969387,-.18855876,-.18039221,-.57012904,9275.276,6.6,59.02379,-.0046896553,-.0091456398,.0006649032,.0036225487,.010868675,6.1333332,5.6999998,5.3333335,5.3000002,58.585819,57.607689,56.629559,56.074791,.342841714091185,.30776903,-.044890627,.14650314,.40029418
1991q2,.7917343931244432,-.19425505,-.19425505,-.1408288,-.14193749,9347.597,6.833333333333333,59.37417,.0077669392,-.0046896553,-.0091456398,.0006649032,.0036225487,6.5999999,6.1333332,5.6999998,5.3333335,59.023788,58.585819,57.607689,56.629559,.1742754626391697,.34284171,.30776903,-.044890627,.14650314
1991q3,.7953836655178748,-.0259053,-.092220739,-.046583079,-.37296876,9394.834000000001,6.866666666666667,59.82674,.0050406586,.0077669392,-.0046896553,-.0091456398,.0006649032,6.8333335,6.5999999,6.1333332,5.6999998,59.374168,59.023788,58.585819,57.607689,.1833221624868033,.17427546,.34284171,.30776903,-.044890627
1991q4,.8115202254825249,-.36325997,.060528729,-.18149436,-1.0173841,9427.581,7.1,60.32311,.0034795783,.0050406586,.0077669392,-.0046896553,-.0091456398,6.8666668,6.8333335,6.5999999,6.1333332,59.82674,59.374168,59.023788,58.585819,.1924851121581507,.18332216,.17427546,.34284171,.30776903
1992q1,.8170714336170022,.01617706,0,.0058346,-.2098387,9540.444,7.366666666666667,60.73188,.011900484,.0034795783,.0050406586,.0077669392,-.0046896553,7.0999999,6.8666668,6.8333335,6.5999999,60.323109,59.82674,59.374168,59.023788,.0773968686257334,.19248511,.18332216,.17427546,.34284171
1992q2,.8099517368391389,-.21748275,-.21748275,-.14621276,-.090696365,9643.893,7.6,61.19905,.01078484,.011900484,.0034795783,.0050406586,.0077669392,7.3666668,7.0999999,6.8666668,6.8333335,60.73188,60.323109,59.82674,59.374168,.0184634701916738,.07739687,.19248511,.18332216,.17427546
1992q3,.825856737223603,-.029469371,-.056090321,-.01967865,-1.0523933,9739.184999999999,7.633333333333333,61.66621,.0098325731,.01078484,.011900484,.0034795783,.0050406586,7.5999999,7.3666668,7.0999999,6.8666668,61.199051,60.73188,60.323109,59.82674,.0692509366910036,.01846347,.07739687,.19248511,.18332216
1992q4,.8264439301865423,.039944179,.02787778,.020280041,.29389617,9840.753000000001,7.366666666666667,62.20638,.010374794,.0098325731,.01078484,.011900484,.0034795783,7.6333332,7.5999999,7.3666668,7.0999999,61.66621,61.199051,60.73188,60.323109,.1093474421700627,.069250934,.01846347,.07739687,.19248511
1993q1,.8533969778141,.039193738,.039193738,.029282629,-.31156266,9857.184999999999,7.133333333333333,62.65895,.0016683984,.010374794,.0098325731,.01078484,.011900484,7.3666668,7.6333332,7.5999999,7.3666668,62.206379,61.66621,61.199051,60.73188,.0485116083711745,.10934744,.069250934,.01846347,.07739687
1993q2,.8460158309193844,-.01213034,-.01213034,-.015992301,-.13740046,9914.565000000001,7.066666666666666,63.11152,.005804257,.0016683984,.010374794,.0098325731,.01078484,7.1333332,7.3666668,7.6333332,7.5999999,62.658951,62.206379,61.66621,61.199051,.0016152141699467,.048511609,.10934744,.069250934,.01846347
1993q3,.8525115668070384,.060087878,.029616291,.01935471,-.021808036,9961.873,6.8,63.4035,.0047602179,.005804257,.0016683984,.010374794,.0098325731,7.0666666,7.1333332,7.3666668,7.6333332,63.111519,62.658951,62.206379,61.66621,-.0284412160996902,.0016152142,.048511609,.10934744,.069250934
1993q4,.8554919239038554,.01523391,-.0054584402,.0038755301,.11109375,10097.362,6.633333333333333,63.92906,.013509096,.0047602179,.005804257,.0016683984,.010374794,6.8000002,7.0666666,7.1333332,7.3666668,63.4035,63.111519,62.658951,62.206379,-.1057117589791702,-.028441217,.0016152142,.048511609,.10934744
1994q1,.8583338176857751,.14109585,.14109585,.092883192,.47467741,10195.338,6.566666666666666,64.25024000000001,.0096563557,.013509096,.0047602179,.005804257,.0016683984,6.6333332,6.8000002,7.0666666,7.1333332,63.929062,63.4035,63.111519,62.658951,-.3406589441789263,-.10571176,-.028441217,.0016152142,.048511609
1994q2,.8788446110017958,.14270042,.14270042,.079893753,1.2670968,10333.495,6.2,64.61521,.013460004,.0096563557,.013509096,.0047602179,.005804257,6.5666666,6.6333332,6.8000002,7.0666666,64.250237,63.929062,63.4035,63.111519,-.3063695450130173,-.34065893,-.10571176,-.028441217,.0016152142
1994q3,.8640741268045531,.045509271,.01213912,.0304297,.40635082,10393.898,6,65.21377,.0058283424,.013460004,.0096563557,.013509096,.0047602179,6.1999998,6.5666666,6.6333332,6.8000002,64.615211,64.250237,63.929062,63.4035,-.331209357854237,-.30636954,-.34065893,-.10571176,-.028441217
1994q4,.8679812652176224,.058105782,.058105782,.060449921,.92949796,10512.962,5.633333333333333,65.59335,.011390069,.0058283424,.013460004,.0096563557,.013509096,6,6.1999998,6.5666666,6.6333332,65.213768,64.615211,64.250237,63.929062,-.2573780025163577,-.33120936,-.30636954,-.34065893,-.10571176
1995q1,.8017202204880505,.10790156,.10790156,.07589101,-.048106823,10550.251,5.466666666666667,66.07511,.0035406791,.011390069,.0058283424,.013460004,.0096563557,5.6333332,6,6.1999998,6.5666666,65.593353,65.213768,64.615211,64.250237,-.27811187728444,-.25737801,-.33120936,-.30636954,-.34065893
1995q2,.7974989304348128,.01095351,.01095351,.00654244,-.98277009,10581.723,5.666666666666667,66.61528,.0029786164,.0035406791,.011390069,.0058283424,.013460004,5.4666667,5.6333332,6,6.1999998,66.075111,65.593353,65.213768,64.615211,-.2452481077249257,-.27811188,-.25737801,-.33120936,-.30636954
